Brand,Model Name,Model Image,Technology,2G bands,3G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,Card slot,Phonebook,Call records,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Messaging,Browser,Games,Java,,Type_1,Stand-by,Talk time,Music play,Colors,Price,GPRS,EDGE,_1,Internal,Alert types,_1_1,Protection,Infrared port,SAR EU,OS,CPU,Clock,Alarm
sagem,Sagem MW X1,https://fdn2.gsmarena.com/vv/bigpic/samwx1.gif,GSM,GSM 900 / 1800,,,2001,Discontinued,140 x 57 x 20 mm (5.51 x 2.24 x 0.79 in),180 g (6.35 oz),Mini-SIM,Monochrome graphic,,"124 x 68 pixels, up to 8 lines, 17:9 ratio",No,100,"20 dialed, 20 received, 20 missed calls",,,,,,Yes,No,No,No,No,No,,,SMS,WAP,Yes,No,Softkeys,Removable Li-Ion 800 mAh battery,150 h,300 min,,,,No,No,20 SMS messages,,Vibration; Monophonic ringtones,Predictive text input Calculator Curency converter,,Yes,,,,Yes,Yes
sagem,Sagem WA 3050,https://fdn2.gsmarena.com/vv/bigpic/sawa3050.gif,GSM,GSM 900 / 1800,,,2001,Discontinued,130 x 80 x 17 mm (5.12 x 3.15 x 0.67 in),198 g (6.98 oz),Mini-SIM,Greyscale resistive touchscreen,,"240 x 320 pixels, 60 x 80 mm, 4:3 ratio",No,,,,,,,,No,No,No,No,No,No,,,,WAP 1.1,,,No,Removable Li-Ion battery,170 h,130 min,,,,Yes (for the GPRS model),No,MP3 player Predictive text input,,Vibration; Downloadable monophonic ringtones,,,Yes,,Microsoft Windows PocketPC,206 MHz ARM SA-1110,Yes,Yes
sagem,Sagem MW 3020,https://fdn2.gsmarena.com/vv/bigpic/samw3020.gif,GSM,GSM 900 / 1800,,,2001,Discontinued,"105 x 45 x 18 mm, 79 cc (4.13 x 1.77 x 0.71 in)",112 g (3.95 oz),Mini-SIM,Monochrome graphic,,up to 7 lines,No,50,,,,,,,Yes,No,No,No,No,No,,,SMS,WAP,Yes,No,Softkeys,Removable NiMH battery,170 h,130 min,,,,No,No,10 short messages,,Vibration; Downloadable monophonic ringtones,Predictive text input Calculator Curency converter,,,,,,Yes,Yes
sagem,Sagem MC 3000,https://fdn2.gsmarena.com/vv/bigpic/samc3000.gif,GSM,GSM 900 / 1800,,,2001,Discontinued,"105 x 45 x 18 mm, 79 cc (4.13 x 1.77 x 0.71 in)",112 g (3.95 oz),Mini-SIM,Monochrome graphic,,up to 7 lines,No,40,,,,,,,Yes,No,No,No,No,No,,,SMS,,Yes,No,Softkeys,Removable NiMH battery,140 h,105 min,,,,No,No,10 short messages,,Vibration; Downloadable monophonic ringtones,Predictive text input Calculator Curency converter,,,,,,Yes,Yes
sagem,Sagem MC 939 WAP,https://fdn2.gsmarena.com/vv/bigpic/samc939b.gif,GSM,GSM 900 / 1800,,,2000,Discontinued,116 x 45 x 18 mm (4.57 x 1.77 x 0.71 in),117 g (4.13 oz),Mini-SIM,Monochrome graphic,,up to 7 lines,No,100,,,,,,,Yes,No,No,No,No,No,,,SMS,WAP,Yes,No,Fixed icons Softkeys,Removable Li-Ion battery,150 h,3 h,,,,No,No,20 short messages,,Vibration; Downloadable monophonic ringtones,Predictive text input Calculator Curency converter,,,,,,Yes,Yes
sagem,Sagem MC 936,https://fdn2.gsmarena.com/vv/bigpic/samc936b.gif,GSM,GSM 900 / 1800,,,2000,Discontinued,116 x 45 x 18 mm (4.57 x 1.77 x 0.71 in),117 g (4.13 oz),Mini-SIM,Monochrome graphic,,up to 7 lines,No,100,,,,,,,Yes,No,No,No,No,No,,,SMS,,Yes,No,Fixed icons Softkeys,Removable Li-Ion battery,150 h,3 h,,,,No,No,20 short messages,,Vibration; Downloadable monophonic ringtones,Predictive text input Calculator Curency converter,,,,,,Yes,Yes
sagem,Sagem MC 950,https://fdn2.gsmarena.com/vv/bigpic/samc950b.gif,GSM,GSM 900 / 1800,,,2000,Discontinued,116 x 45 x 18 mm (4.57 x 1.77 x 0.71 in),95 g (3.35 oz),Mini-SIM,Monochrome graphic,,up to 7 lines,No,250,,,,,,,Yes,No,No,No,No,No,,,SMS,,Yes,No,Fixed icons Softkeys,Removable Li-Ion battery,150 h,3 h,,,,No,No,20 short messages,,Vibration; Downloadable monophonic ringtones,Predictive text input Calculator Curency converter,,,,,,Yes,Yes
sagem,Sagem MC 959,https://fdn2.gsmarena.com/vv/bigpic/samc959b.gif,GSM,GSM 900 / 1800,,,2000,Discontinued,116 x 45 x 18 mm (4.57 x 1.77 x 0.71 in),95 g (3.35 oz),Mini-SIM,Monochrome graphic,,up to 7 lines,No,250,,,,,,,Yes,No,No,No,No,No,,,SMS,,Yes,No,Fixed icons Softkeys,Removable Li-Ion battery,150 h,3 h,,,,No,No,20 short messages,,Vibration; Downloadable monophonic ringtones,Predictive text input Calculator Curency converter Active flip,,,,,,Yes,Yes
sagem,Sagem MC 940,https://fdn2.gsmarena.com/vv/bigpic/samc940b.gif,GSM,GSM 900 / 1800,,,2000,Discontinued,116 x 45 x 18 mm (4.57 x 1.77 x 0.71 in),117 g (4.13 oz),Mini-SIM,Monochrome graphic,,up to 7 lines,No,100,,,,,,,Yes,No,No,No,No,No,,,SMS,,Yes,No,Fixed icons Softkeys,Removable Li-Ion battery,160 h,3 h,,,,No,No,20 short messages,,Vibration; Downloadable monophonic ringtones,Predictive text input Calculator Curency converter,,,,,,Yes,Yes
sagem,Sagem MC 932,https://fdn2.gsmarena.com/vv/bigpic/samc932b.gif,GSM,GSM 900 / 1800,,,1999,Discontinued,116 x 45 x 18 mm (4.57 x 1.77 x 0.71 in),117 g (4.13 oz),Mini-SIM,Monochrome graphic,,up to 7 lines,No,100,,,,,,,Yes,No,No,No,No,No,,,SMS,,Yes,No,Fixed icons Softkeys,Removable Li-Ion battery,150 h,3 h,,,,No,No,20 short messages,,Vibration; Downloadable monophonic ringtones,Predictive text input Calculator Curency converter,,,,,,Yes,Yes
sagem,Sagem RC 922,https://fdn2.gsmarena.com/vv/bigpic/sarc922b.gif,GSM,GSM 900 / 1800,,,1999,Discontinued,116 x 45 x 18 mm (4.57 x 1.77 x 0.71 in),121 g (4.27 oz),Mini-SIM,Alphanumeric,,3x 12 chars,No,100,,,,,,,Yes,No,No,No,No,No,,,SMS,,No,No,Fixed icons Softkeys,Removable NiMH 500 mAh battery,130 h,3 h,,,,No,No,20 short messages,,Vibration; Downloadable monophonic ringtones,Calculator Curency converter,,,,,,Yes,Yes
sagem,Sagem MC 912,https://fdn2.gsmarena.com/vv/bigpic/samc912b.gif,GSM,GSM 900 / 1800,,,1999,Discontinued,116 x 45 x 22 mm (4.57 x 1.77 x 0.87 in),117 g (4.13 oz),Mini-SIM,Alphanumeric,,4 x 12 chars,No,100,,,,,,,Yes,No,No,No,No,No,,,SMS,,No,No,Fixed icons Softkeys,Removable Li-Ion battery,130 h,3 h,,,,No,No,20 short messages,,Vibration; Downloadable monophonic ringtones,Calculator Curency converter,,,,,,Yes,Yes
sagem,Sagem MC 850,https://fdn2.gsmarena.com/vv/bigpic/samc850b.gif,GSM,GSM 900 / 1800,,,1998,Discontinued,132 x 50 x 21 mm (5.20 x 1.97 x 0.83 in),137 g (4.83 oz),Mini-SIM,Monochrome graphic,,3 x 12 chars,No,100,,,,,,,Yes,No,No,No,No,No,,,SMS,,No,No,Fixed icons Softkeys,Removable Li-Ion battery,140 h,5 h,,,,No,No,No,,Vibration; Monophonic ringtones,Predictive text input Calculator Curency converter,,,,,,Yes,Yes
sagem,Sagem MC 825 FM,https://fdn2.gsmarena.com/vv/bigpic/sa825fmb.gif,GSM,GSM 900 / 1800,,,1998,Discontinued,132 x 50 x 26 mm (5.20 x 1.97 x 1.02 in),152 g (5.36 oz),Mini-SIM,Alphanumeric,,3 x 12 chars,No,100,,,,,,,Yes,No,No,No,No,FM radio,,,SMS,,No,No,Fixed icons Softkeys,Removable NiMH battery,90 h,3 h,,,,No,No,6 FM stations,,Vibration; Monophonic ringtones,Calculator Curency converter,,,,,,Yes,Yes
sagem,Sagem MC 820,https://fdn2.gsmarena.com/vv/bigpic/samc820b.gif,GSM,GSM 900 / 1800,,,1998,Discontinued,130 x 50 x 26 mm (5.12 x 1.97 x 1.02 in),135 g (4.76 oz),Mini-SIM,Alphanumeric,,3 x 12 chars,No,100,,,,,,,Yes,No,No,No,No,No,,,SMS,,No,No,Fixed icons Softkeys,Removable NiMH battery,90 h,3 h,,,,No,No,No,,Vibration; Monophonic ringtones,Calculator,,,,,,Yes,Yes
sagem,Sagem RC 750,https://fdn2.gsmarena.com/vv/bigpic/sarc750b.gif,GSM,GSM 900,,,1998,Discontinued,140 x 50 x 21 mm (5.51 x 1.97 x 0.83 in),158 g (5.57 oz),Mini-SIM,Alphanumeric,,3 x 12 chars,No,100,,,,,,,No,No,No,No,No,No,,,SMS,,No,No,Fixed icons,Removable NiMH 600 mAh battery,80 h,150 min,,,,No,No,No,,Vibration; Monophonic ringtones,Calculator Voice memo Serial cable,,,,,,Yes,Yes
sagem,Sagem RC 730,https://fdn2.gsmarena.com/vv/bigpic/sarc730b.gif,GSM,GSM 900,,,1997,Discontinued,140 x 50 x 21 mm (5.51 x 1.97 x 0.83 in),158 g (5.57 oz),Mini-SIM,Alphanumeric,,3 x 12 chars,No,100,,,,,,,No,No,No,No,No,No,,,SMS,,No,No,Fixed icons,Removable NiMH 600 mAh battery,70 h,150 min,,,,No,No,No,,Monophonic ringtones,Calculator,,,,,,Yes,Yes
