Brand,Model Name,Model Image,Technology,2G bands,3G bands,Speed,Announced,Status,Dimensions,Weight,Keyboard,SIM,Type,Size,Resolution,,OS,CPU,Card slot,Internal,Single,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Browser,_1,Type_1,Stand-by,Talk time,Colors,Price,Chipset,GPU,Features,Alert types,_1_1,GPRS,EDGE,Infrared port,Languages,Phonebook,Call records,Messaging,Games,Java,4G bands,Music play,NFC,Build,Quad,Dual,Features_1,Charging,Models,Performance,Display,Camera,Loudspeaker_1,Battery life,Triple,Protection,128GB 4GB RAM,SAR,64GB 4GB RAM,Dual_1,SAR EU,Clock,Alarm,Audio quality,5G bands,128GB 8GB RAM,128GB 12GB RAM,256GB 12GB RAM,128GB 6GB RAM 
lenovo,Lenovo Yoga Tablet 10,https://fdn2.gsmarena.com/vv/bigpic/lenovo-yoga-tablet-10.jpg,GSM / HSPA,GSM 900 / 1800 / 1900,HSDPA 900 / 2100,HSPA,"2013, October. Released 2013, November",Discontinued,261 x 180 x 8.1 mm (10.28 x 7.09 x 0.32 in),605 g (Wi-Fi) / 610 g (3G) (1.34 lb),,Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","10.1 inches, 295.8 cm2 (~63.0% screen-to-body ratio)","1280 x 800 pixels, 16:10 ratio (~149 ppi density)",Built-in 3-stage kickstand,Android 4.2 (Jelly Bean),Quad-core 1.2 GHz Cortex-A7,microSDXC (dedicated slot),"16GB 1GB RAM, 32GB 1GB RAM",5 MP,Yes,1.6 MP,,"Yes, with stereo speakers",Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP",Yes,No,"microUSB 2.0, USB On-The-Go","Accelerometer, compass",,,"Li-Ion 9000 mAh, non-removable",,Up to 18 h (3G),Gray,About 220 EUR,Mediatek MT8125 (28 nm),PowerVR SGX544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lenovo,Lenovo Yoga Tablet 8,https://fdn2.gsmarena.com/vv/bigpic/lenovo-yoga-tablet-8.jpg,GSM / HSPA,GSM 900 / 1800 / 1900,HSDPA 900 / 2100,HSPA,"2013, October. Released 2013, October",Discontinued,213 x 144 x 7.3 mm (8.39 x 5.67 x 0.29 in),401 g (Wi-Fi) / 404 g (3G) (14.25 oz),,Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","8.0 inches, 185.6 cm2 (~60.5% screen-to-body ratio)","1280 x 800 pixels, 16:10 ratio (~189 ppi density)",Built-in 3-stage kickstand,Android 4.2 (Jelly Bean),Quad-core 1.2 GHz Cortex-A7,microSDXC (dedicated slot),"16GB 1GB RAM, 32GB 1GB RAM",5 MP,Yes,1.6 MP,,"Yes, with stereo speakers",Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP",Yes,No,"microUSB 2.0, USB On-The-Go","Accelerometer, compass",,,"Li-Ion 6000 mAh, non-removable",,Up to 18 h (3G),Gray,About 190 EUR,Mediatek MT8125 (28 nm),PowerVR SGX544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lenovo,Lenovo A630,https://fdn2.gsmarena.com/vv/bigpic/lenovo-a630.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 2100,HSPA,"2013, September. Released 2013, September",Discontinued,131 x 66 x 10 mm (5.16 x 2.60 x 0.39 in),159 g (5.61 oz),,"Dual SIM (Mini-SIM, dual stand-by)","Capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~64.5% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",No,Android 4.0.4 (Ice Cream Sandwich),Dual-core 1.0 GHz Cortex-A9,microSDHC (dedicated slot),4GB 512MB RAM,3.15 MP,Yes,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","2.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,Accelerometer,,,"Li-Ion 2500 mAh, removable",,,Black,About 80 EUR,Mediatek MT6577 (40 nm),PowerVR SGX531u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lenovo,Lenovo A516,https://fdn2.gsmarena.com/vv/bigpic/lenovo-a516.jpg,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,HSPA 21.1/5.76 Mbps,"2013, Q3. Released 2013, Q3",Discontinued,132 x 66.7 x 9.9 mm (5.20 x 2.63 x 0.39 in),146 g (5.15 oz),,"Dual SIM (Mini-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~63.4% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",,Android 4.2.2 (Jelly Bean),Dual-core 1.3 GHz Cortex-A7,microSDHC (dedicated slot),4GB 512MB RAM,5 MP,Yes,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",,,"Li-Po 2000 mAh, removable",Up to 552 h (2G) / Up to 552 h (3G),Up to 30 h (2G) / Up to 18 h (3G),"Black, Pink, White",About 110 EUR,Mediatek MT6572 (28 nm),Mali-400,Panorama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lenovo,Lenovo Vibe X S960,https://fdn2.gsmarena.com/vv/bigpic/lenovo-vibe-x.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1900,HSPA 21.1/5.76 Mbps,"2013, September. Released 2013, December",Discontinued,144 x 74 x 6.9 mm (5.67 x 2.91 x 0.27 in),121 g (4.27 oz),,Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~64.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)",HSDPA 900 / 2100,Android 4.2 (Jelly Bean),Quad-core 1.5 GHz Cortex A7,No,"16GB 2GB RAM, 32GB 2GB RAM","13 MP, AF",1080p@30fps,5 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","3.0, A2DP","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, gyro, proximity, compass",,,"Li-Po 2000 mAh, non-removable",Up to 288 h,Up to 16 h,Black/Silver,About 420 EUR,Mediatek MT6589T (28 nm),PowerVR SGX544MP2,LED flash,,,,,,,,,,,,,,,,,,,,,,,,,,,Corning Gorilla Glass 3,,,,,,,,,,,,,
lenovo,Lenovo S5000,https://fdn2.gsmarena.com/vv/bigpic/lenovo-s5000-n.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - 3G model,HSDPA 900 / 2100 - 3G model,HSPA - 3G model,"2013, September. Released 2013, November",Discontinued,190.5 x 116.8 x 7.6 mm (7.5 x 4.60 x 0.30 in),244.9 g (8.61 oz),,Micro-SIM - 3G model,"IPS LCD capacitive touchscreen, 16M colors","7.0 inches, 142.1 cm2 (~63.9% screen-to-body ratio)","1280 x 800 pixels, 16:10 ratio (~216 ppi density)",,"Android 4.2 (Jelly Bean), upgradable to 4.3 (Jelly Bean)",Quad-core 1.2 GHz Cortex-A7,No,16GB 1GB RAM,"5 MP, AF",Yes,1.6 MP,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP",TBD,No,"microUSB 2.0, USB On-The-Go",Accelerometer,,,"Li-Ion 3450 mAh, non-removable",,Up to 8 h (multimedia),Silver Grey,About 130 EUR,Mediatek MT8125 or MT8389,PowerVR SGX544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lenovo,Lenovo A850,https://fdn2.gsmarena.com/vv/bigpic/lenovo-a850.jpg,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,HSPA,"2013, August. Released 2013, August",Discontinued,153.5 x 79.3 x 9.5 mm (6.04 x 3.12 x 0.37 in),184 g (6.49 oz),,"Dual SIM (Mini-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~68.5% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~200 ppi density)",GSM 850 / 1800 / 1900 - SIM 1 & SIM 2,Android 4.2.2 (Jelly Bean),Quad-core 1.3 GHz Cortex-A7,microSDHC (dedicated slot),4GB 1GB RAM,"5 MP, AF",Yes,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",,HSDPA 850 / 1900,"Li-Po 2250 mAh, removable",Up to 490 h (2G) / Up to 490 h (3G),Up to 28 h 40 min (2G) / Up to 14 h 30 min (3G),"Black, White",About 150 EUR,Mediatek MT6582M (28 nm),Mali-400MP2,LED flash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lenovo,Lenovo A706,https://fdn2.gsmarena.com/vv/bigpic/lenovo-a706.jpg,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,HSPA 7.2/5.76 Mbps,2013. Released 2013,Discontinued,136 x 69 x 10.4 mm (5.35 x 2.72 x 0.41 in),130 g (4.59 oz),,Dual SIM (Mini-SIM),"IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~59.5% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",GSM 850 / 1800 / 1900,Android 4.1 (Jelly Bean),Quad-core 1.2 GHz Cortex-A5,microSDHC (dedicated slot),4GB 1GB RAM,"5 MP, AF",Yes,VGA,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual band",3.0,"Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",,HSDPA 850 / 1900,"Li-Po 2000 mAh, removable",Up to 230 h (2G) / Up to 180 h (3G),Up to 16 h (2G) / Up to 14 h (3G),"Black, White/Grey",About 150 EUR,Qualcomm MSM8225Q Snapdragon S4 Play,Adreno 203,LED flash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79 W/kg (head),,,,,,,,
lenovo,Lenovo P780,https://fdn2.gsmarena.com/vv/bigpic/lenovo-p780.jpg,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,HSPA,"2013, June. Released 2013, June",Discontinued,143 x 73 x 10 mm (5.63 x 2.87 x 0.39 in),176 g (6.21 oz),,Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.0% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,Android 4.2 (Jelly Bean),Quad-core 1.2 GHz Cortex-A7,microSDHC (dedicated slot),"4GB 1GB RAM, 8GB 1GB RAM","8 MP, AF",Yes,VGA,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, hotspot",3.0,"Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity",,,"Li-Po 4000 mAh, removable",Up to 840 h,Up to 43 h (2G) / Up to 25 h (3G),Black,About 190 EUR,Mediatek MT6589 (28 nm),PowerVR SGX544,LED flash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lenovo,Lenovo S820,https://fdn2.gsmarena.com/vv/bigpic/lenovo-s820.jpg,GSM / HSPA,GSM 900 / 1800 / 1900,HSDPA 900 / 2100,HSPA,"2013, May. Released 2013, May",Discontinued,139.5 x 69.7 x 9 mm (5.49 x 2.74 x 0.35 in),143 g (5.04 oz),,Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","4.7 inches, 60.9 cm2 (~62.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~312 ppi density)",,Android 4.2 (Jelly Bean),Quad-core 1.2 GHz Cortex-A7,microSDHC (dedicated slot),"4GB 1GB RAM, 8GB 1GB RAM","12 MP, AF",Yes,2 MP,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual band","3.0, A2DP","Yes, with A-GPS",FM radio; built-in antenna,microUSB 2.0,"Accelerometer, proximity",,,"Li-Po 2000 mAh, removable",Up to 140 h (2G) / Up to 140 h (3G),Up to 22 h (2G) / Up to 10 h (3G),"Flamingo red, Charcoal Black, Pearl White",About 230 EUR,Mediatek MT6589 (28 nm),PowerVR SGX544,LED flash,,,,,,,,,,,,,,,,,,,,,,,,,,,Corning Gorilla Glass,,,,,0.54 W/kg (head),,,,,,,,
lenovo,Lenovo A390,https://fdn2.gsmarena.com/vv/bigpic/lenovo-a390.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100,HSPA,"2013, April. Released 2013, April",Discontinued,125.6 x 64 x 10.1 mm (4.94 x 2.52 x 0.40 in),131 g (4.62 oz),,Dual SIM (Mini-SIM),Capacitive touchscreen,"4.0 inches, 45.5 cm2 (~56.7% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",No,Android 4.0.4 (Ice Cream Sandwich),Dual-core 1.0 GHz Cortex-A9,microSDHC (dedicated slot),4GB 512MB RAM,5 MP,Yes,,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, hotspot",3.0,"Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",,,"Li-Ion 1500 mAh, removable",Up to 220 h (2G) / Up to 180 h (3G),Up to 14 h (2G) / Up to 9 h (3G),"Black, White",About 70 EUR,Mediatek MT6577 (40 nm),PowerVR SGX531u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lenovo,Lenovo A369i,https://fdn2.gsmarena.com/vv/bigpic/lenovo-a369i.jpg,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,HSPA 7.2/5.76 Mbps,"2013, Q3. Released 2013, Q3",Discontinued,124 x 64 x 11.7 mm (4.88 x 2.52 x 0.46 in),120 g (4.23 oz),,"Dual SIM (Mini-SIM, dual stand-by)",Capacitive touchscreen,"4.0 inches, 45.5 cm2 (~57.4% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",No,Android 4.2.2 (Jelly Bean),Dual-core 1.3 GHz Cortex-A7,microSDHC (dedicated slot),4GB 512MB RAM,2 MP,480p,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",3.0,A-GPS only,FM radio,microUSB 2.0,"Accelerometer, proximity",,,"Li-Po 1500 mAh, removable",Up to 288 h (2G) / Up to 288 h (3G),Up to 14 h 30 min (2G) / Up to 8 h (3G),Black,About 70 EUR,Mediatek MT6572 (28 nm),Mali-400,,,,,,,,,,,,,,,,,,,,,A369i,,,,,,,,,,,,,,,,,,,,
lenovo,Lenovo A269i,https://fdn2.gsmarena.com/vv/bigpic/lenovo-a269i.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100,HSPA 7.2/5.76 Mbps,"2013, September. Released 2013, October",Discontinued,-,112 g (3.95 oz),,Dual SIM (Mini-SIM),Capacitive touchscreen,"3.5 inches, 36.5 cm2","320 x 480 pixels, 3:2 ratio (~165 ppi density)",No,Android 2.3 (Gingerbread),Dual-core 1.0 GHz Cortex-A7,microSDHC (dedicated slot),512MB 256MB RAM,2 MP,Yes,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",2.0,No,FM radio,microUSB 2.0,"Accelerometer, proximity",,,"Li-Po 1300 mAh, removable",Up to 504 h,Up to 19 h,Black,About 70 EUR,Mediatek MT6572 (28 nm),Mali-400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lenovo,Lenovo S920,https://fdn2.gsmarena.com/vv/bigpic/lenovo-s920.jpg,GSM / HSPA,GSM 900 / 1800 / 1900,HSDPA 900 / 2100,HSPA 7.2/5.76 Mbps,"2013, March. Released 2013, May",Discontinued,154 x 77.7 x 7.9 mm (6.06 x 3.06 x 0.31 in),159 g (5.61 oz),,Dual SIM,"IPS LCD capacitive touchscreen, 16M colors","5.3 inches, 77.4 cm2 (~64.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~277 ppi density)",,Android 4.2.1 (Jelly Bean),Quad-core 1.2 GHz Cortex-A7,microSDHC (dedicated slot),4GB 1GB RAM,"8 MP, AF",Yes,2 MP,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual band","3.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass",,,"Li-Po 2250 mAh, removable",Up to 480 h (2G) / Up to 480 h (3G),Up to 25 h (2G) / Up to 12 h (3G),"White, Blue",About 250 EUR,Mediatek MT6589 (28 nm),PowerVR SGX544,LED flash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46 W/kg (head),,,,,,,,
lenovo,Lenovo IdeaTab S6000H,https://fdn2.gsmarena.com/vv/bigpic/lenovo-ideatab-s6000.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1900 / 2100,HSPA 42.2/11.5 Mbps,"2013, Q1. Released 2013, Q2",Discontinued,260 x 180 x 8.6 mm (10.24 x 7.09 x 0.34 in),560 g (1.23 lb),,Yes,IPS LCD capacitive touchscreen,"10.1 inches, 295.8 cm2 (~63.2% screen-to-body ratio)","1280 x 800 pixels, 16:10 ratio (~149 ppi density)",HDMI port,Android 4.2.2 (Jelly Bean),Quad-core 1.2 GHz Cortex-A7,microSDXC (dedicated slot),32GB 1GB RAM,"5 MP, AF",Yes,VGA,,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",No,"microUSB 2.0, USB On-The-Go","Accelerometer, compass",,,"Li-Po 6350 mAh, non-removable (23.5 Wh)",,Up to 8 h (multimedia),Black,About 300 EUR,Mediatek MT8389,PowerVR SGX544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lenovo,Lenovo IdeaTab S6000F,https://fdn2.gsmarena.com/vv/bigpic/lenovo-ideatab-s6000.jpg,No cellular connectivity,N/A,,,"2013, Q1. Released 2013, Q2",Discontinued,260 x 180 x 8.6 mm (10.24 x 7.09 x 0.34 in),560 g (1.23 lb),,No,IPS LCD capacitive touchscreen,"10.1 inches, 295.8 cm2 (~63.2% screen-to-body ratio)","1280 x 800 pixels, 16:10 ratio (~149 ppi density)",HDMI port,Android 4.2.2 (Jelly Bean),Quad-core 1.2 GHz Cortex-A7,microSDXC (dedicated slot),16GB 1GB RAM,"5 MP, AF",Yes,VGA,,"Yes, with stereo speakers",Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP",No,No,"microUSB 2.0, USB On-The-Go",Accelerometer,,,"Li-Po 6350 mAh, non-removable (23.5 Wh)",,Up to 8 h (multimedia),Black,About 220 EUR,Mediatek MT8125 (28 nm),PowerVR SGX544MP2,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lenovo,Lenovo IdeaTab S6000L,https://fdn2.gsmarena.com/vv/bigpic/lenovo-ideatab-s6000.jpg,No cellular connectivity,N/A,,,"2013, Q1. Released 2013, Q2",Discontinued,260 x 180 x 8.6 mm (10.24 x 7.09 x 0.34 in),560 g (1.23 lb),,No,IPS LCD capacitive touchscreen,"10.1 inches, 295.8 cm2 (~63.2% screen-to-body ratio)","1280 x 800 pixels, 16:10 ratio (~149 ppi density)",No,Android 4.2.2 (Jelly Bean),Quad-core 1.2 GHz Cortex-A7,microSDXC (dedicated slot),16GB 1GB RAM,VGA,Yes,,,"Yes, with stereo speakers",Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP",No,No,"microUSB 2.0, USB On-The-Go",Accelerometer,,,"Li-Po 6350 mAh, non-removable (23.5 Wh)",,Up to 8 h (multimedia),Black,About 190 EUR,Mediatek MT8125 (28 nm),PowerVR SGX544MP2,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lenovo,Lenovo IdeaTab S6000,https://fdn2.gsmarena.com/vv/bigpic/lenovo-ideatab-s6000.jpg,No cellular connectivity,N/A,,,"2013, Q1. Released 2013, Q2",Discontinued,259.1 x 180.3 x 7.6 mm (10.20 x 7.10 x 0.30 in),562.5 g (1.24 lb),,No,IPS LCD capacitive touchscreen,"10.1 inches, 295.8 cm2 (~63.3% screen-to-body ratio)","1280 x 800 pixels, 16:10 ratio (~149 ppi density)",HDMI port,Android 4.2.2 (Jelly Bean),Quad-core 1.2 GHz Cortex-A7,microSDXC (dedicated slot),"16GB 1GB RAM, 32GB 1GB RAM","5 MP, AF",Yes,VGA,,"Yes, with stereo speakers",Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP",No,No,"microUSB 2.0, USB On-The-Go",Accelerometer,,,"Li-Po 6350 mAh, non-removable (23.5 Wh)",,Up to 8 h (multimedia),Black,,Mediatek MT8125 (28 nm),PowerVR SGX544MP2,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lenovo,Lenovo IdeaTab A3000,https://fdn2.gsmarena.com/vv/bigpic/lenovo-ideatab-a3000.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA (optional),HSPA,"2013, January. Released 2013, May",Discontinued,194 x 120 x 11 mm (7.64 x 4.72 x 0.43 in),339 g (11.96 oz),,Single SIM or Dual SIM (dual stand-by),"IPS LCD capacitive touchscreen, 16M colors","7.0 inches, 137.9 cm2 (~59.2% screen-to-body ratio)","600 x 1024 pixels, 16:9 ratio (~170 ppi density)",,"Android 4.1 (Jelly Bean), upgradable to 4.2 (Jelly Bean)",Quad-core 1.2 GHz Cortex-A7,microSDXC (dedicated slot),16GB 1GB RAM,"5 MP, AF",1080p@30fps,VGA,,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",No,"microUSB 2.0, USB On-The-Go",Accelerometer,,,"Li-Po 3500 mAh, non-removable",Up to 336 h,Up to 8 h,Black,About 180 EUR,Mediatek MT8125 (28 nm),PowerVR SGX544,,,,Yes,Yes,,,,,,,,,,,,,,,,A3000-H,,,,,,,,,,,,,,,,,,,,
lenovo,Lenovo IdeaTab A1000,https://fdn2.gsmarena.com/vv/bigpic/lenovo-ideatab-a1000.jpg,No cellular connectivity,N/A,,,"2013, January. Released 2013, May",Discontinued,199 x 121 x 10.7 mm (7.83 x 4.76 x 0.42 in),340 g (11.99 oz),,No,"TFT capacitive touchscreen, 16M colors","7.0 inches, 137.9 cm2 (~57.3% screen-to-body ratio)","600 x 1024 pixels, 16:9 ratio (~170 ppi density)",No,"Android 4.1 (Jelly Bean), upgradable to 4.2 (Jelly Bean)",Dual-core 1.2 GHz Cortex-A9,microSDHC (dedicated slot),"4GB 1GB RAM, 16GB 1GB RAM",VGA,No,,,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP",Yes,No,"microUSB 2.0, USB On-The-Go",Accelerometer,,,"Li-Po 3500 mAh, non-removable",Up to 336 h,Up to 8 h,"Black, White",About 150 EUR,Mediatek MT8317,PowerVR SGX531u,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lenovo,Lenovo K900,https://fdn2.gsmarena.com/vv/bigpic/lenovo-k900-new.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1700 / 1900 / 2100,HSPA,"2013, January. Released 2013, April",Discontinued,157 x 78 x 6.9 mm (6.18 x 3.07 x 0.27 in),162 g (5.71 oz),,Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~68.1% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",,Android 4.2 (Jelly Bean),Dual-core 2.0 GHz,No,"16GB 2GB RAM, 32GB 2GB RAM","13 MP, AF",1080p@30fps,2 MP,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual band, hotspot","3.0, A2DP","Yes, with A-GPS",Stereo FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass",,,"Li-Po 2500 mAh, non-removable",Up to 300 h (2G) / Up to 300 h (3G),Up to 15 h (2G) / Up to 12 h (3G),Black/Gray,About 360 EUR,Intel Atom Z2580,PowerVR SGX544MP2,Dual-LED flash,,,,,,,,,,,,,,,,,,,,,,,,,,,Corning Gorilla Glass 2,,,,,,,,,,,,,
lenovo,Lenovo S890,https://fdn2.gsmarena.com/vv/bigpic/lenovo-s890.jpg,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,HSPA,"2013, January. Released 2013, January",Discontinued,143 x 74.2 x 9.3 mm (5.63 x 2.92 x 0.37 in),176 g (6.21 oz),,Dual SIM (Mini-SIM),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~65.0% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~220 ppi density)",,Android 4.1 (Jelly Bean),Dual-core 1.2 GHz Cortex-A9,microSDHC (dedicated slot),4GB 1GB RAM,"8 MP, AF",720p,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",Yes,"Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",,,"Li-Ion 2250 mAh, removable",,,"Black, Blue, White",About 230 EUR,Mediatek MT6577 (40 nm),PowerVR SGX531u,LED flash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41 W/kg (head),,,,,,,,
lenovo,Lenovo IdeaTab A2107,https://fdn2.gsmarena.com/vv/bigpic/lenovo-ideatab-a2107.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 1900 - for AT&T,HSPA,"2013, January. Released 2013, January",Discontinued,195.1 x 125 x 11.9 mm (7.68 x 4.92 x 0.47 in),400 g (14.11 oz),,"Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)","TFT capacitive touchscreen, 16M colors","7.0 inches, 137.9 cm2 (~56.5% screen-to-body ratio)","600 x 1024 pixels, 16:9 ratio (~170 ppi density)",GSM 850 / 1900 - for AT&T,Android 4.0.3 (Ice Cream Sandwich),1.0 GHz Cortex-A9,microSDHC (dedicated slot),16GB 1GB RAM,3.15 MP,720p,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",3.0,"Yes, with A-GPS",No,microUSB 2.0,"Accelerometer, proximity",,HSDPA 2100 - SIM 1 only,"Li-Ion 3550 mAh, non-removable",Up to 500 h,Up to 7 h,Black,About 150 EUR,Mediatek MT6575 (40 nm),PowerVR SGX531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
