Brand,Model Name,Model Image,Technology,2G bands,,3G bands,_1,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,_1_1,Type,Size,Resolution,Protection,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Infrared port,Radio,USB,Sensors,Type_1,Colors,Price,Stand-by,Talk time,SAR,Phonebook,Call records,Messaging,Games,Java,Build,Dual,128GB 6GB RAM,Charging,Models,GPRS,EDGE,SAR EU,Features_1,Keyboard
celkon,Celkon A77,https://fdn2.gsmarena.com/vv/bigpic/celkon-a77.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,,,"2012, December. Released 2012, December",Discontinued,118 x 61 x 13.5 mm (4.65 x 2.40 x 0.53 in),104 g (3.67 oz),Dual SIM (Mini-SIM),,TFT capacitive touchscreen,"3.5 inches, 38.1 cm2 (~52.9% screen-to-body ratio)","320 x 420 pixels, 4:3 ratio (~151 ppi density)",,Android 2.3 (Gingerbread),,1.0 GHz,,microSDHC (dedicated slot),,2 MP,,Yes,Yes,,Yes,Yes,Wi-Fi 802.11 b/g/n,Yes,No,,,Stereo FM radio,microUSB 2.0,Accelerometer,Li-Ion 1300 mAh battery,"White, Black",About 50 EUR,Up to 130 h,Up to 4 h 45 min,,,,,,,,,,,,Yes,No,,,
celkon,Celkon CT 9,https://fdn2.gsmarena.com/vv/bigpic/celkon-ct9.jpg,No cellular connectivity,N/A,No,,HDMI port,,,"2012, December. Released 2012, December",Discontinued,239 x 146 x 13 mm (9.41 x 5.75 x 0.51 in),450 g (0.99 lb),No,,TFT capacitive touchscreen,"9.0 inches, 230.5 cm2 (~66.1% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~104 ppi density)",,Android 4.0 (Ice Cream Sandwich),,1.2 GHz Cortex-A9,,microSDHC (dedicated slot),,Yes,,Yes,,,Yes,Yes,Wi-Fi 802.11 b/g,Yes,No,,Yes,No,Proprietary,Accelerometer,"Li-Ion 5000 mAh, non-removable",White/Black,About 100 EUR,Up to 100 h,Up to 3 h (media player),,,,,,,,,,,,No,No,,,
celkon,Celkon A200,https://fdn2.gsmarena.com/vv/bigpic/celkon-A200.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 850 / 900 / 2100 / 1800,,,HSPA,"2012, December. Released 2012, December",Discontinued,130 x 66.6 x 10.8 mm (5.12 x 2.62 x 0.43 in),147 g (5.19 oz),Dual SIM (Mini-SIM),,TFT capacitive touchscreen,"4.3 inches, 52.6 cm2 (~60.8% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~217 ppi density)",,Android 4.0 (Ice Cream Sandwich),,Dual-core 1.0 GHz,,microSDHC (dedicated slot),,5 MP,,Yes,Yes,,Yes,Yes,Wi-Fi 802.11 b/g/n,Yes,Yes,,,Stereo FM radio,microUSB 2.0,"Accelerometer, proximity",Li-Ion 1500 mAh battery,"Black, White",About 120 EUR,Up to 200 h,Up to 4 h 10 min,,,,,,,,,,,,,,,,
celkon,Celkon C19,https://fdn2.gsmarena.com/vv/bigpic/celkon-c19.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Flashlight,,No,,,"2012, December. Released 2012, December",Discontinued,121.5 x 52.2 x 11.5 mm (4.78 x 2.06 x 0.45 in),85 g (3.00 oz),Dual SIM (Mini-SIM),Auto call record Audio/video player,TFT,"2.4 inches, 17.8 cm2 (~28.1% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,,microSDHC (dedicated slot),,1.3 MP,,Yes,,,Yes,Yes,No,Yes,No,,,"Stereo FM radio, recording",Proprietary,,"Li-Ion 1400 mAh, removable","Black/Gray, White/Red",,Up to 250 h,Up to 5 h,,1000 entries,Yes,SMS,Yes,No,,,,,,No,No,,,
celkon,Celkon A900,https://fdn2.gsmarena.com/vv/bigpic/celkon-a900.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,MP3/WAV/eAAC player MP4/H.264 player Document viewer Photo viewer/editor,HSDPA 2100,,,HSPA,"2012, November. Released 2012, November",Discontinued,152.8 x 81.7 x 10.2 mm (6.02 x 3.22 x 0.40 in),185 g (6.53 oz),Dual SIM (Mini-SIM),,TFT capacitive touchscreen,"5.0 inches, 71.2 cm2 (~57.0% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~187 ppi density)",,Android 2.3.6 (Gingerbread),,1.0 GHz,,microSDHC (dedicated slot),,5 MP,,Yes,Yes,,Yes,Yes,Wi-Fi 802.11 b/g/n,Yes,Yes,,,FM radio,microUSB 2.0,Accelerometer,Li-Ion 2000 mAh battery,Black,About 120 EUR,Up to 350 h,Up to 8 h 20 min,,,,,,,,,,,,,,,,
celkon,Celkon A85,https://fdn2.gsmarena.com/vv/bigpic/celkon-a85.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,MP3/WAV/eAAC player MP4/H.264 player Document viewer Photo viewer/editor,,,,,"2012, October. Released 2012, October",Discontinued,110 x 56 x 8 mm (4.33 x 2.20 x 0.31 in),125 g (4.41 oz),Dual SIM (Mini-SIM),,TFT capacitive touchscreen,"3.5 inches, 36.5 cm2 (~59.2% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,Android 2.3.9 (Gingerbread),,1.0 GHz,,microSDHC (dedicated slot),512MB 256MB RAM,3.15 MP,,Yes,Yes,,Yes,Yes,Wi-Fi 802.11 b/g/n,Yes,No,,,Stereo FM radio,microUSB 2.0,"Accelerometer, proximity",Li-Ion 1200 mAh battery,White,About 60 EUR,Up to 150 h,Up to 5 h,,,,,,,,,,,,Yes,No,,,
celkon,Celkon A22,https://fdn2.gsmarena.com/vv/bigpic/celkon-a22.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,MP3/WAV/eAAC player MP4/H.264 player Document viewer Photo viewer/editor,HSDPA 2100,,,HSPA,"2012, September. Released 2012, September",Discontinued,131 x 67 x 9.9 mm (5.16 x 2.64 x 0.39 in),145 g (5.11 oz),Dual SIM (Mini-SIM),,TFT capacitive touchscreen,"4.5 inches, 55.8 cm2 (~63.6% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~245 ppi density)",,Android 4.0.4 (Ice Cream Sandwich),,Dual-core 1.0 GHz,,microSDHC (dedicated slot),,"8 MP, AF",LED flash,Yes,Yes,,Yes,Yes,Wi-Fi 802.11 b/g/n,Yes,Yes,,,FM radio,microUSB 2.0,Accelerometer,Li-Ion 2000 mAh battery,White,About 130 EUR,Up to 400 h,Up to 9 h 10 min,,,,,,,,,,,,,,,,
celkon,Celkon CT 2,https://fdn2.gsmarena.com/vv/bigpic/celkon-ct2.jpg,GSM,GSM 900 / 1800,No,,HDMI port MP4/H.264 player MP3/WAV/AAC/Flac player Photo/video editor Document viewer,,,"2012, September. Released 2012, Q4",Discontinued,194 x 120 x 11.6 mm (7.64 x 4.72 x 0.46 in),-,Mini-SIM,,TFT capacitive touchscreen,"7.0 inches, 139.5 cm2 (~59.9% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~133 ppi density)",,Android 4.0 (Ice Cream Sandwich),,1.0 GHz Cortex-A8,,microSDHC (dedicated slot),,Yes,,Yes,,,"Yes, with stereo speakers",Yes,Wi-Fi 802.11 b/g,Yes,Yes,,,No,Proprietary,Accelerometer,"Li-Ion 3000 mAh, non-removable",Black,About 100 EUR,Up to 100 h,3 h (media player),,,,,,,,,,,,No,No,,,
celkon,Celkon C52,https://fdn2.gsmarena.com/vv/bigpic/celkon-c52.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,No,,Audio/video player Auto call record,,,"2012, September. Released 2012, Q4",Discontinued,118.1 x 50.5 x 12.7 mm (4.65 x 1.99 x 0.5 in),-,Dual SIM (Mini-SIM),,TFT,"2.4 inches, 17.8 cm2 (~29.9% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,,microSDHC (dedicated slot),,1.3 MP,,Yes,,,Yes,Yes,No,Yes,No,,,Wireless FM radio (no wired headphones required),Proprietary,,"Li-Ion 1000 mAh, removable",White/Red,About 30 EUR,Up to 400 h,Up to 4 h,,300 entries,Yes,SMS,Yes,No,,,,,,Yes,No,,,
celkon,Celkon C9 Star,https://fdn2.gsmarena.com/vv/bigpic/celkon-c9-star.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,No,,Audio/video player Auto call record,,,"2012, September. Released 2012, October",Discontinued,114.3 x 48.8 x 15.6 mm (4.5 x 1.92 x 0.61 in),-,Dual SIM (Mini-SIM),,TFT,"2.4 inches, 17.8 cm2 (~32.0% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,,microSDHC (dedicated slot),,1.3 MP,,Yes,,,Yes,Yes,No,Yes,No,,,Wireless FM radio (no wired headphones required),Proprietary,,"Li-Ion 1800 mAh, removable","Black/Red, Black/Green",About 20 EUR,Up to 600 h,Up to 15 h,,500 entries,Yes,SMS,Yes,No,,,,,,No,No,,,
celkon,Celkon A89,https://fdn2.gsmarena.com/vv/bigpic/celkon-a-89.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,MP3/WAV/eAAC player MP4/H.264 player,HSDPA 850 / 900 / 2100 / 1800,,,HSPA,"2012, September. Released 2012, Q4",Discontinued,-,-,Dual SIM (Mini-SIM),,TFT capacitive touchscreen,"3.5 inches, 36.5 cm2","320 x 480 pixels, 3:2 ratio",,Android 2.3.6 (Gingerbread),,1.0 GHz,,microSDHC (dedicated slot),,3.15 MP,,Yes,Yes,,Yes,Yes,Wi-Fi 802.11 b/g/n,Yes,Yes,,,Stereo FM radio,microUSB 2.0,"Accelerometer, proximity",Li-Ion 1400 mAh battery,Black,About 70 EUR,Up to 300 h,Up to 8 h 20 min,,,,,,,,,,,,,,,,
celkon,Celkon CT 1,https://fdn2.gsmarena.com/vv/bigpic/celkon-ct1.jpg,No cellular connectivity,N/A,HDMI port MP4/H.264 player MP3/WAV/AAC/Flac player Organizer Photo/video editor Document editor/viewer Voice memo Predictive text input,,,,,"2012, August. Released 2012, August",Discontinued,196 x 114 x 14 mm (7.72 x 4.49 x 0.55 in),-,No,,TFT capacitive touchscreen,"7.0 inches, 139.5 cm2 (~62.4% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~133 ppi density)",,Android 4.0.4 (Ice Cream Sandwich),,1.2 GHz Cortex-A8,,microSDHC (dedicated slot),,2 MP,,Yes,Yes,,Yes,Yes,Wi-Fi 802.11 b/g,No,Yes,,Yes,No,Proprietary,Accelerometer,Non-removable Li-Ion 3000 mAh battery,"Black, Red",,Up to 100 h,3 h (media player),,,,,,,,,,,,No,No,,,
celkon,Celkon C24,https://fdn2.gsmarena.com/vv/bigpic/celkon-c24.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Flashlight,,No,,,"2012, August. Released 2012, August",Discontinued,123 x 52 x 14.8 mm (4.84 x 2.05 x 0.58 in),-,Dual SIM (Mini-SIM),Audio/video player King movie,TFT,"2.4 inches, 17.8 cm2 (~27.9% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,,microSDHC (dedicated slot),,1.3 MP,,Yes,,,Yes,No,No,Yes,No,,,"FM radio, recording",Proprietary,,Removable Li-Ion 1800 mAh battery,Black,,Up to 600 h,Up to 15 h,,1000 entries,Yes,"SMS, MMS",Yes,No,,,,,,Yes,No,,,
celkon,Celkon C3000,https://fdn2.gsmarena.com/vv/bigpic/celkon-c3000.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Flashlight,,No,,,"2012, August. Released 2012, August",Discontinued,118.7 x 52.7 x 16.5 mm (4.67 x 2.07 x 0.65 in),-,Dual SIM (Mini-SIM),Audio/video player Auto call record,TFT,"2.4 inches, 17.8 cm2 (~28.5% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,,microSDHC (dedicated slot),,1.3 MP,,Yes,,,Yes,No,No,Yes,No,,,Wireless FM radio (no wired headphones required),Proprietary,,Removable Li-Ion 3000 mAh battery,"Black, White/green",,Up to 750 h,Up to 13 h 20 min,,500 entries,"20 dialed, 20 received, 20 missed calls",SMS,Yes,No,,,,,,No,No,,,
celkon,Celkon A97i,https://fdn2.gsmarena.com/vv/bigpic/celkon-a97i-new.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Flashlight,HSDPA 2100,MP3/WAV/eAAC player MP4/H.264 player Organizer Voice memo/dial Predictive text input,,HSPA,"2012, August. Released 2012, August",Discontinued,124 x 64 x 11 mm (4.88 x 2.52 x 0.43 in),139 g (4.90 oz),Dual SIM (Mini-SIM),,TFT touchscreen,"4.0 inches, 45.5 cm2 (~57.4% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Android 4.0 (Ice Cream Sandwich),,1.0 GHz Cortex-A9,,microSDHC (dedicated slot),,8 MP,,Yes,Yes,,Yes,Yes,Wi-Fi 802.11 b/g/n,Yes,Yes,,,Stereo FM radio,microUSB,Accelerometer,Li-Ion 1500 mAh battery,"Black, White",About 100 EUR,Up to 350 h,Up to 9 h 10 min,,,,,,,,,,,,,,,,
celkon,Celkon A19,https://fdn2.gsmarena.com/vv/bigpic/celkon-a19.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,MP3/WAV/eAAC player MP4/H.264 player Document viewer Organizer Voice memo/dial Predictive text input,HSDPA 850 / 900 / 2100 / 1800,,,HSPA,"2012, July. Released 2012, July",Discontinued,124 x 68 x 10.8 mm (4.88 x 2.68 x 0.43 in),110 g (3.88 oz),Dual SIM (Mini-SIM),,TFT capacitive touchscreen,"4.0 inches, 45.5 cm2 (~54.0% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Android 2.3.7 (Gingerbread),,832 MHz,,microSDHC (dedicated slot),,5 MP,LED flash,Yes,Yes,,Yes,Yes,Wi-Fi 802.11 b/g/n,Yes,Yes,,,Stereo FM radio,microUSB 2.0,"Accelerometer, proximity",Li-Ion 1400 mAh battery,Black,About 130 EUR,Up to 300 h,Up to 5 h,,,,,,,,,,,,,,,,
celkon,Celkon C607,https://fdn2.gsmarena.com/vv/bigpic/celkon-c607.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Flashlight,,No,,,"2012, July. Released 2012, July",Discontinued,110.1 x 46 x 16 mm (4.33 x 1.81 x 0.63 in),70 g (2.47 oz),Dual SIM (Mini-SIM),Audio/video player Auto call record,TFT,"1.8 inches, 10.2 cm2 (~20.1% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,,,microSDHC (dedicated slot),,Yes,,Yes,,,Yes,,No,Yes,No,,,Stereo FM radio,Proprietary,,Removable Li-Ion 1800 mAh battery,Black/Red,,Up to 600 h,Up to 7 h 30 min,,200 entries,"20 dialed, 20 received, 20 missed calls",SMS,Yes,No,,,,,,No,No,,,
celkon,Celkon C262,https://fdn2.gsmarena.com/vv/bigpic/celkon-c262.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Flashlight,,No,,,"2012, July. Released 2012, July",Discontinued,118 x 53 x 13 mm (4.65 x 2.09 x 0.51 in),90 g (3.17 oz),Dual SIM (Mini-SIM),Audio/video player Auto call record King Movie,TFT,"2.6 inches, 20.9 cm2 (~33.5% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~154 ppi density)",,,,,,microSDHC (dedicated slot),,1.3 MP,,Yes,,,Yes,Yes,No,Yes,No,,,Stereo FM radio,Proprietary,,Removable Li-Ion 1500 mAh battery,Black/Red,,Up to 350 h,Up to 9 h 10 min,,500 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS",Yes,No,,,,,,Yes,No,,,
celkon,Celkon C360,https://fdn2.gsmarena.com/vv/bigpic/celkon-c360.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Flashlight,,No,,,2012,Discontinued,119.5 x 54 x 13.9 mm (4.70 x 2.13 x 0.55 in),-,Dual SIM (Mini-SIM),Audio/video player Auto call record King Movie,TFT,"2.6 inches, 20.9 cm2 (~32.4% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~154 ppi density)",,,,,,microSDHC (dedicated slot),,1.3 MP,,Yes,,,Yes,Yes,No,2.0,No,,,Wireless FM radio (no wired headphones required),microUSB,,Removable Li-Ion 1500 mAh battery,Black/Red,,Up to 350 h,Up to 9 h 10 min,,1000 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS",Yes,No,,,,,,Yes,No,,,
celkon,Celkon C359,https://fdn2.gsmarena.com/vv/bigpic/celkon-c359.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Flashlight,,No,,,2012,Discontinued,-,-,Dual SIM (Mini-SIM),Audio/video player,TFT,"1.8 inches, 10.2 cm2",176 x 220 pixels (~157 ppi density),,,,,,microSDHC (dedicated slot),,Yes,,Yes,,,Yes,No,No,2.0,No,,,Stereo FM radio,microUSB,,Removable Li-Ion 950 mAh battery,Black/Red,,Up to 400 h,Up to 5 h,,500 contacts,"20 dialed, 20 received, 20 missed calls",SMS,Yes,No,,,,,,No,No,,,
celkon,Celkon C350,https://fdn2.gsmarena.com/vv/bigpic/celkon-c350.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Flashlight,,No,,,2012,Discontinued,106 x 44 x 14.5 mm (4.17 x 1.73 x 0.57 in),-,Dual SIM (Mini-SIM),Audio/video player,TFT,"1.8 inches, 10.2 cm2 (~21.9% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,,,microSDHC (dedicated slot),,1.3 MP,,Yes,,,Yes,No,No,2.0,No,,,Wireless FM radio (no wired headphones required),microUSB,,Removable Li-Ion 1000 mAh battery,Black/Red,,Up to 400 h,Up to 5 h,,500 contacts,"20 dialed, 20 received, 20 missed calls",SMS,Yes,No,,,,,,No,No,,,
celkon,Celkon A97,https://fdn2.gsmarena.com/vv/bigpic/celkon-a97.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,MP3/WAV/eAAC player MP4/H.264 player Document viewer Organizer Voice memo/dial Predictive text input,HSDPA 850 / 900 / 1900 / 2100,,,HSPA,"2012, Q2. Released 2012, Q3",Discontinued,124 x 64 x 11 mm (4.88 x 2.52 x 0.43 in),130 g (4.59 oz),Dual SIM (Mini-SIM),,TFT capacitive touchscreen,"4.0 inches, 45.5 cm2 (~57.4% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Android 2.3.6 (Gingerbread),Mediatek MT6575 (40 nm),1.0 GHz Cortex-A9,PowerVR SGX531,microSDHC (dedicated slot),,5 MP,,Yes,Yes,,Yes,Yes,"Wi-Fi 802.11 b/g, hotspot","2.0, A2DP","Yes, with A-GPS",,,"Stereo FM radio, RDS, recording; FM transmitter",microUSB 2.0,"Accelerometer, proximity, compass",Li-Ion 1500 mAh battery,Black,About 110 EUR,Up to 350 h,Up to 9 h 10 min,,,,,,,,,,,,,,,,
celkon,Celkon A95,https://fdn2.gsmarena.com/vv/bigpic/celkon-a95.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,MP3/WAV/eAAC player MP4/H.264 player Document viewer Organizer Voice memo/dial Predictive text input,HSDPA 850 / 900 / 1900 / 2100,,,HSPA,"2012, Q2. Released 2012, Q3",Discontinued,112 x 60.5 x 11.5 mm (4.41 x 2.38 x 0.45 in),104 g (3.67 oz),Dual SIM (Mini-SIM),,TFT capacitive touchscreen,"3.2 inches, 30.5 cm2 (~45.0% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~180 ppi density)",,Android 2.3.6 (Gingerbread),Mediatek MT6575 (40 nm),1.0 GHz Cortex-A9,PowerVR SGX531,microSDHC (dedicated slot),,3.2 MP,,Yes,Yes,,Yes,Yes,"Wi-Fi 802.11 b/g, hotspot","2.0, A2DP","Yes, with A-GPS",,,"Stereo FM radio, RDS, recording; FM transmitter",microUSB 2.0,"Accelerometer, proximity, compass",Li-Ion 1400 mAh battery,Black,About 70 EUR,Up to 300 h,Up to 8 h 20 min,,,,,,,,,,,,,,,,
celkon,Celkon A90,https://fdn2.gsmarena.com/vv/bigpic/celkon-a90.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,MP3/WAV/eAAC player MP4/H.264 player Document viewer Organizer Voice memo/dial Predictive text input,HSDPA 850 / 900 / 1900 / 2100,,,HSPA,"2012, Q2. Released 2012, Q3",Discontinued,128 x 66 x 11.5 mm (5.04 x 2.60 x 0.45 in),128 g (4.52 oz),Dual SIM (Mini-SIM),,TFT capacitive touchscreen,"4.0 inches, 45.5 cm2 (~53.9% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Android 2.3.5 (Gingerbread),,650 MHz,,microSDHC (dedicated slot),,5 MP,,Yes,Yes,,Yes,Yes,"Wi-Fi 802.11 b/g, hotspot","2.0, A2DP","Yes, with A-GPS",,,"Stereo FM radio, RDS, recording; FM transmitter",microUSB 2.0,"Accelerometer, proximity, compass",Li-Ion 1420 mAh battery,Black,,Up to 300 h,Up to 8 h 20 min,,,,,,,,,,,,,,,,
celkon,Celkon A99+,https://fdn2.gsmarena.com/vv/bigpic/celkon-a99-plus.jpg,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,MP3/WAV/eAAC player MP4/H.264 player Document viewer Organizer Voice memo/dial Predictive text input,HSDPA 850 / 900 / 1900 / 2100,,,HSPA,"2012, Q2. Released 2012, Q3",Discontinued,126.1 x 65.4 x 12.3 mm (4.96 x 2.57 x 0.48 in),-,Dual SIM (Mini-SIM),,TFT capacitive touchscreen,"4.3 inches, 51.0 cm2 (~61.8% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~256 ppi density)",,Android 2.3.5 (Gingerbread),,650 MHz,,microSDHC (dedicated slot),,"8 MP, AF",Dual-LED flash,Yes,Yes,,Yes,Yes,"Wi-Fi 802.11 b/g, hotspot","2.1, A2DP","Yes, with A-GPS",,,"Stereo FM radio, RDS, recording; FM transmitter",microUSB 2.0,"Accelerometer, proximity, compass",Li-Ion 1300 mAh battery,Black,,Up to 500 h,Up to 6 h,,,,,,,,,,,,,,,,
celkon,Celkon C770N,https://fdn2.gsmarena.com/vv/bigpic/celkon-c770n.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Flashlight,,No,,,2012,Discontinued,118 x 52 x 12.9 mm (4.65 x 2.05 x 0.51 in),-,Dual SIM (Mini-SIM),Audio/video player,TFT,"2.4 inches, 17.8 cm2 (~29.1% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,,microSDHC (dedicated slot),,2 MP,,Yes,,,Yes,Yes,No,2.0,No,,,Stereo FM radio,microUSB,,Removable Li-Ion 1500 mAh battery,Black/Red,,Up to 350 h,Up to 9 h 20 min,,500 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS",Yes,No,,,,,,Yes,No,,,
celkon,Celkon C705,https://fdn2.gsmarena.com/vv/bigpic/celkon-c705.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Flashlight,,No,,,2012,Discontinued,117 x 51 x 14.5 mm (4.61 x 2.01 x 0.57 in),-,Dual SIM (Mini-SIM),Audio/video player Auto call record,TFT,"2.4 inches, 17.8 cm2 (~29.9% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,,microSDHC (dedicated slot),,1.3 MP,,Yes,,,Yes,Yes,No,2.0,No,,,Stereo FM radio,microUSB,,Removable Li-Ion 1800 mAh battery,Black/Orange,,Up to 600 h,Up to 7 h 30 min,,500 entries,"20 dialed, 20 received, 20 missed calls",SMS,Yes,No,,,,,,No,No,,,
celkon,Celkon C606,https://fdn2.gsmarena.com/vv/bigpic/celkon-c606.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Flashlight,,No,,,2012,Discontinued,119 x 53 x 15.3 mm (4.69 x 2.09 x 0.60 in),-,Dual SIM (Mini-SIM),Audio/video player Auto call record,TFT,"2.4 inches, 17.8 cm2 (~28.3% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,,microSDHC (dedicated slot),,1.3 MP,,Yes,,,Yes,Yes,No,2.0,No,,,Wireless FM radio (no wired headphones required),microUSB,,Removable Li-Ion 2000 mAh battery,Black/Red,,Up to 600 h,Up to 12 h 30 min,,500 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS",Yes,No,,,,,,Yes,No,,,
celkon,Celkon C570,https://fdn2.gsmarena.com/vv/bigpic/celkon-c570.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,No,,Audio/video player,,,2012,Discontinued,116.5 x 49.5 x 9.8 mm (4.59 x 1.95 x 0.39 in),-,Dual SIM (Mini-SIM),,TFT,"2.4 inches, 17.8 cm2 (~30.9% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,,microSDHC (dedicated slot),,1.3 MP,,Yes,,,Yes,Yes,No,2.0,No,,,FM radio,microUSB,,Removable Li-Ion 1000 mAh battery,Black,,Up to 200 h,Up to 6 h,,500 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS",Yes,No,,,,,,Yes,No,,,
celkon,Celkon C504,https://fdn2.gsmarena.com/vv/bigpic/celkon-c504.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Flashlight,,No,,,2012,Discontinued,117 x 49 x 13.9 mm (4.61 x 1.93 x 0.55 in),-,Dual SIM (Mini-SIM),Audio/video player,TFT,"2.6 inches, 20.9 cm2 (~36.5% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~154 ppi density)",,,,,,microSDHC (dedicated slot),,2 MP,,Yes,,,Yes,No,No,2.0,No,,,Stereo FM radio,microUSB,,Removable Li-Ion 1400 mAh battery,Black/Blue,,Up to 550 h,Up to 6 h 40 min,,500 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS",Yes,No,,,,,,Yes,No,,,
celkon,Celkon C206,https://fdn2.gsmarena.com/vv/bigpic/celkon-c206.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Flashlight,,No,,,2012,Discontinued,108 x 48 x 16.5 mm (4.25 x 1.89 x 0.65 in),-,Dual SIM (Mini-SIM),Audio/video player Auto call record,TFT,"1.8 inches, 10.2 cm2 (~19.7% screen-to-body ratio)",176 x 220 pixels (~157 ppi density),,,,,,microSDHC (dedicated slot),,Yes,,Yes,,,Yes,No,No,2.0,No,,,Stereo FM radio,microUSB,,Removable Li-Ion 1500 mAh battery,Black/Green,,Up to 400 h,Up to 9 h 20 min,,300 entries,"20 dialed, 20 received, 20 missed calls",SMS,Yes,No,,,,,,No,No,,,
