Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,,Triple,Features,Video,Single,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Type_1,Charging,Colors,Models,Price,64GB 4GB RAM,32GB 3GB RAM,_1,_1_1,Dual,32GB 2GB RAM,Single_1,16GB 2GB RAM,Protection,NFC,GPRS,EDGE,8GB 1GB RAM,16GB 1GB RAM,Infrared port,Stand-by,Talk time,Music play,Phonebook,Call records,Messaging,Games,Java,SAR EU,Display,Camera,Loudspeaker_1,Audio quality,Battery life,SAR,Keyboard,Browser,Alert types,Clock,Alarm,Languages,Quad,Performance,64GB 3GB RAM,128GB 3GB RAM,256GB 3GB RAM,256GB 4GB RAM,512GB 4GB RAM,Dual_1,128GB 4GB RAM,64GB 2GB RAM,256GB 2GB RAM,128GB 2GB RAM
apple,Apple iPhone XS,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-xs-new.jpg,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 18, 19, 20, 25, 26, 28, 29, 30, 32, 34, 38, 39, 40, 41, 46, 66 - A2097","HSPA 42.2/5.76 Mbps, LTE-A (4CA) Cat16 1024/150 Mbps, EV-DO Rev.A 3.1 Mbps","2018, September 12","Available. Released 2018, September 21",143.6 x 70.9 x 7.7 mm (5.65 x 2.79 x 0.30 in),177 g (6.24 oz),"Glass front (Gorilla Glass), glass back (Gorilla Glass), stainless steel frame","Nano-SIM, eSIM","Super Retina OLED capacitive touchscreen, 16M colors","5.8 inches, 84.4 cm2 (~82.9% screen-to-body ratio)","1125 x 2436 pixels, 19.5:9 ratio (~458 ppi density)","iOS 12, upgradable to iOS 14",Apple A12 Bionic (7 nm),Hexa-core (2x2.5 GHz Vortex + 4x1.6 GHz Tempest),Apple GPU (4-core graphics),No,"64GB 4GB RAM, 256GB 4GB RAM, 512GB 4GB RAM",CDMA 800 / 1900,,"Quad-LED dual-tone flash, HDR (photo/panorama)","4K@24/30/60fps, 1080p@30/60/120/240fps, HDR, stereo sound rec.",,HDR,"1080p@30/60fps, gyro-EIS","Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, QZSS",No,"2.0, proprietary reversible connector","Face ID, accelerometer, gyro, proximity, compass, barometer","Li-Ion 2658 mAh, non-removable (10.13 Wh)","Fast charging 15W, 50% in 30 min (advertised) USB Power Delivery 2.0 Qi wireless charging","Space Gray, Silver, Gold","A2097, A1920, A2100, A2098","$ 464.99 / € 511.99 / £ 446.19 / ₹ 97,900",$ 464.99,,CDMA2000 1xEV-DO,Siri natural language commands and dictation,"12 MP, f/1.8, 26mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS 12 MP, f/2.4, 52mm (telephoto), 1/3.4"", 1.0µm, PDAF, OIS, 2x optical zoom",,,,"Scratch-resistant glass, oleophobic coating",Yes,,,,,,,Up to 14 h (multimedia),Up to 60 h,,,,,,0.99 W/kg (head)     0.99 W/kg (body),"Contrast ratio: Infinite (nominal), 5.171 (sunlight)",Photo / Video,Voice 71dB / Noise 75dB / Ring 78dB,Noise -93.7dB / Crosstalk -82.8dB,Endurance rating 72h,1.19 W/kg (head)     1.18 W/kg (body),,,,,,,,AnTuTu: 346379 (v7)GeekBench: 11472 (v4.4)GFXBench: 47fps (ES 3.1 onscreen),,,,$ 545.00,"$ 1,249.00","7 MP, f/2.2, 32mm (standard) SL 3D, (depth/biometrics sensor)",,,,
apple,Apple iPhone XR,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-xr-new.jpg,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM) - for China,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 18, 19, 20, 25, 26, 29, 30, 32, 34, 38, 39, 40, 41, 66, 71","HSPA 42.2/5.76 Mbps, LTE-A, EV-DO Rev.A 3.1 Mbps","2018, September 12","Available. Released 2018, October 26",150.9 x 75.7 x 8.3 mm (5.94 x 2.98 x 0.33 in),194 g (6.84 oz),"Glass front (Gorilla Glass), glass back (Gorilla Glass), aluminum frame (7000 series)","Single SIM (Nano-SIM and/or eSIM) or Dual SIM (Nano-SIM, dual stand-by) - for China","Liquid Retina IPS LCD capacitive touchscreen, 16M colors","6.1 inches, 90.3 cm2 (~79.0% screen-to-body ratio)","828 x 1792 pixels, 19.5:9 ratio (~326 ppi density)","iOS 12, upgradable to iOS 14",Apple A12 Bionic (7 nm),Hexa-core (2x2.5 GHz Vortex + 4x1.6 GHz Tempest),Apple GPU (4-core graphics),No,"64GB 3GB RAM, 128GB 3GB RAM, 256GB 3GB RAM",CDMA 800 / 1900,,"Quad-LED dual-tone flash, HDR (photo/panorama)","4K@24/30/60fps, 1080p@30/60/120/240fps, HDR, stereo sound rec.","12 MP, f/1.8, 26mm (wide), 1/2.55"", 1.4µm, PDAF, OIS",HDR,1080p@60fps,"Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, QZSS",No,"2.0, proprietary reversible connector","Face ID, accelerometer, gyro, proximity, compass, barometer","Li-Ion 2942 mAh, non-removable (11.16 Wh)","Fast charging 15W, 50% in 30 min (advertised) USB Power Delivery 2.0 Qi wireless charging","Black, Red, Yellow, Blue, Coral, White","A2105, A1984, A2107, A2108, A2106","$ 409.00 / € 476.99 / £ 411.00 / ₹ 47,500",,,CDMA2000 1xEV-DO,Siri natural language commands and dictation,"7 MP, f/2.2, 32mm (standard) SL 3D, (depth/biometrics sensor)",,,,"Scratch-resistant glass, oleophobic coating",Yes,,,,,,,Up to 16 h (multimedia),Up to 65 h,,,,,,0.99 W/kg (head)     0.99 W/kg (body),,,,,Endurance rating 78h,1.13 W/kg (head)     1.16 W/kg (body),,,,,,,,"AnTuTu: 341196 (v7), 422465 (v8)GeekBench: 11437 (v4.4), 2690 (v5.1)GFXBench: 58fps (ES 3.1 onscreen)",$ 409.00,$ 585.99,$ 749.00,,,,,,,
apple,Apple Watch Series 4,https://fdn2.gsmarena.com/vv/bigpic/apple-watch-series-4-steel.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,"HSDPA 850 / 900 / 2100 / 800 - Europe, Australia","1, 3, 5, 7, 8, 18, 19, 20, 26 - Europe, Australia","HSPA 42.2/5.76 Mbps, LTE","2018, September","Available. Released 2018, September",44 x 38 x 10.7 mm (1.73 x 1.50 x 0.42 in),48 g (1.69 oz),"Glass front (Sapphire crystal), ceramic/sapphire crystal back, stainless steel frame",eSIM,"Retina LTPO OLED capacitive touchscreen, 16M colors","1.78 inches, 10.0 cm2 (~60.0% screen-to-body ratio)",448 x 368 pixels (~326 ppi density),"watchOS 5.0, upgradable to 7.0",Apple S4,Dual-core,PowerVR,No,16GB 1GB RAM,"HSDPA 850 / 1700(AWS) / 1900 / 800 - USA, LATAM, Canada",,,,,,,Yes,No,Wi-Fi 802.11 b/g/n,"5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, QZSS",No,No,"Accelerometer, gyro, heart rate (2nd gen), barometer","Li-Ion 292 mAh (1.12 Wh), non-removable",Wireless charging,"Space Black, Silver, Gold","A1975, A1976, A2007, A2008",About 700 EUR,,,HSDPA 2100 - China,Natural language commands and dictation (talking mode),,,,,Sapphire crystal glass,Yes,,,,,,Up to 18 h (mixed usage),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apple,Apple Watch Series 4 Aluminum,https://fdn2.gsmarena.com/vv/bigpic/apple-watch-series-4-aluminum.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,"HSDPA 850 / 900 / 2100 / 800 - Europe, Australia","1, 3, 5, 7, 8, 18, 19, 20, 26 - Europe, Australia","HSPA 42.2/5.76 Mbps, LTE","2018, September","Available. Released 2018, September",44 x 38 x 10.7 mm (1.73 x 1.50 x 0.42 in),36.7 g (1.31 oz),"Glass front, ceramic/sapphire crystal back, aluminum frame",eSIM,"Retina LTPO OLED capacitive touchscreen, 16M colors","1.78 inches, 10.0 cm2 (~60.0% screen-to-body ratio)",448 x 368 pixels (~326 ppi density),"watchOS 5.0, upgradable to 7.0",Apple S4,Dual-core,PowerVR,No,16GB 1GB RAM,"HSDPA 850 / 1700(AWS) / 1900 / 800 - USA, LATAM, Canada",,,,,,,Yes,No,Wi-Fi 802.11 b/g/n,"5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, QZSS",No,No,"Accelerometer, gyro, heart rate (2nd gen), barometer","Li-Ion 292 mAh (1.12 Wh), non-removable",Wireless charging,"Silver, Gold, Space Gray","A1975, A1976, A2007, A2008, A1977, A1978",About 430 EUR,,,HSDPA 2100 - China,Natural language commands and dictation (talking mode),,,,,Ion-X strengthened glass,Yes,,,,,,Up to 18 h (mixed usage),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apple,Apple iPad 9.7 (2018),https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-97-2018.jpg,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 27, 28, 29, 30, 38, 39, 40, 41 - A1954","HSPA 42.2/5.76 Mbps, LTE-A Cat6 300/50 Mbps, EV-DO Rev.A 3.1 Mbps","2018, March 27","Available. Released 2018, March 27",240 x 169.5 x 7.5 mm (9.45 x 6.67 x 0.30 in),469 g (Wi-Fi) / 478 g (LTE) (1.05 lb),"Glass front, aluminum back, aluminum frame","Nano-SIM, eSIM","IPS LCD capacitive touchscreen, 16M colors","9.7 inches, 291.4 cm2 (~71.6% screen-to-body ratio)","1536 x 2048 pixels, 4:3 ratio (~264 ppi density)","iOS 11.3, upgradable to iPadOS 14",Apple A10 Fusion (16 nm),Quad-core 2.34 GHz (2x Hurricane + 2x Zephyr),PowerVR Series7XT Plus (six-core graphics),No,"32GB 2GB RAM, 128GB 2GB RAM",CDMA 800 / 1900,,HDR,"1080p@30fps, 720p@120fps, HDR, stereo sound rec.","8 MP, f/2.4, 31mm (standard), 1.12µm, AF","Face detection, HDR, panorama",720p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","4.2, A2DP, EDR, LE","Yes, with A-GPS, GLONASS (Wi‑Fi + Cellular model only)",No,"2.0, proprietary reversible connector","Fingerprint (front-mounted), accelerometer, gyro, compass, barometer","Li-Po 8827 mAh, non-removable (32.9 Wh)",,"Silver, Gold, Space Gray","A1893, A1954",About 350 EUR,,,CDMA2000 1xEV-DO,Siri natural language commands and dictation,,,"1.2 MP, f/2.2, 31mm (standard)",,"Scratch-resistant glass, oleophobic coating",,,,,,,,Up to 10 h (multimedia),,,,,,,0.99 W/kg (body),,,,,,1.18 W/kg (body),,,,,,,,,,,,,,,,,,
apple,Apple iPhone X,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-x.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 29, 30, 34, 38, 39, 40, 41, 66","HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat12 600/150 Mbps, EV-DO Rev.A 3.1 Mbps","2017, September 12","Available. Released 2017, November 03",143.6 x 70.9 x 7.7 mm (5.65 x 2.79 x 0.30 in),174 g (6.14 oz),"Glass front (Gorilla Glass), glass back (Gorilla Glass), stainless steel frame",Nano-SIM,"Super Retina OLED capacitive touchscreen, 16M colors","5.8 inches, 84.4 cm2 (~82.9% screen-to-body ratio)","1125 x 2436 pixels, 19.5:9 ratio (~458 ppi density)","iOS 11.1.1, upgradable to iOS 14",Apple A11 Bionic (10 nm),Hexa-core 2.39 GHz (2x Monsoon + 4x Mistral),Apple GPU (three-core graphics),No,"64GB 3GB RAM, 256GB 3GB RAM","IP67 dust/water resistant (up to 1m for 30 mins) Apple Pay (Visa, MasterCard, AMEX certified)",,"Quad-LED dual-tone flash, HDR (photo/panorama), panorama, HDR","4K@24/30/60fps, 1080p@30/60/120/240fps",,HDR,1080p@30fps,"Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, QZSS",No,"2.0, proprietary reversible connector","Face ID, accelerometer, gyro, proximity, compass, barometer","Li-Ion 2716 mAh, non-removable (10.35 Wh)","Fast charging 15W, 50% in 30 min (advertised) USB Power Delivery 2.0 Qi wireless charging","Space Gray, Silver","A1865, A1901, A1902, A1903",$ 379.88 / € 445.00 / £ 400.00,,,625 nits max brightness (advertised) Dolby Vision HDR10 Wide color gamut 3D Touch True-tone 120Hz touch-sensing,Siri natural language commands and dictation,"12 MP, f/1.8, 28mm (wide), 1/3"", 1.22µm, dual pixel PDAF, OIS 12 MP, f/2.4, 52mm (telephoto), 1/3.4"", 1.0µm, PDAF, OIS, 2x optical zoom",,,,"Scratch-resistant glass, oleophobic coating",Yes,,,,,,,Up to 21 h (3G),Up to 60 h,,,,,,,"Contrast ratio: Infinity (nominal), 5.013 (sunlight)",Photo / Video,Voice 68dB / Noise 74dB / Ring 76dB,Noise -93.7dB / Crosstalk -82.8dB,Endurance rating 74h,1.09 W/kg (head)     1.17 W/kg (body),,,,,,,,AnTuTu: 233100 (v7)GeekBench: 10215 (v4.4)GFXBench: 28fps (ES 3.1 onscreen),$ 403.86,,$ 449.00,,,"7 MP, f/2.2, 32mm (standard) SL 3D, (depth/biometrics sensor)",,,,
apple,Apple iPhone 8 Plus,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-8-plus-new.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 29, 30, 34, 38, 39, 40, 41, 66","HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat12 600/150 Mbps, EV-DO Rev.A 3.1 Mbps","2017, September 12","Available. Released 2017, September 22",158.4 x 78.1 x 7.5 mm (6.24 x 3.07 x 0.30 in),202 g (7.13 oz),"Glass front (Gorilla Glass), glass back (Gorilla Glass), aluminum frame",Nano-SIM,"Retina IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~67.4% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","iOS 11, upgradable to iOS 14",Apple A11 Bionic (10 nm),Hexa-core (2x Monsoon + 4x Mistral),Apple GPU (three-core graphics),No,"64GB 3GB RAM, 256GB 3GB RAM","IP67 dust/water resistant (up to 1m for 30 mins) Apple Pay (Visa, MasterCard, AMEX certified)",,"Quad-LED dual-tone flash, HDR","4K@24/30/60fps, 1080p@30/60/120/240fps","7 MP, f/2.2, 32mm (standard)","Face detection, HDR",1080p@30fps,"Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, QZSS",No,"2.0, proprietary reversible connector","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer","Li-Ion 2691 mAh, non-removable (10.28 Wh)","Fast charging 15W, 50% in 30 min (advertised) USB Power Delivery 2.0 Qi wireless charging","Gold, Space Gray, Silver, Red","A1864, A1897, A1898","$ 358.99 / € 389.19 / £ 348.75 / ₹ 84,900",,,625 nits max brightness (advertised) Wide color gamut 3D Touch display & home button True-tone,Siri natural language commands and dictation,"12 MP, f/1.8, 28mm (wide), PDAF, OIS 12 MP, f/2.8, 57mm (telephoto), PDAF, 2x optical zoom",,,,"Ion-strengthened glass, oleophobic coating",Yes,,,,,,,Up to 21 h (3G),Up to 60 h,,,,,,0.99 W/kg (head)     0.99 W/kg (body),"Contrast ratio: 1395:1 (nominal), 3.957 (sunlight)",Photo / Video,Voice 76dB / Noise 74dB / Ring 79dB,Noise -93.5dB / Crosstalk -80.2dB,Endurance rating 81h,1.19 W/kg (head)     1.19 W/kg (body),,,,,,,,GeekBench: 10037 (v4.4),$ 358.99,$ 378.98,$ 375.00,,,,,,,
apple,Apple iPhone 8,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-8-new.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 29, 30, 34, 38, 39, 40, 41, 66","HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat12 600/150 Mbps, EV-DO Rev.A 3.1 Mbps","2017, September 12","Available. Released 2017, September 22",138.4 x 67.3 x 7.3 mm (5.45 x 2.65 x 0.29 in),148 g (5.22 oz),"Glass front (Gorilla Glass), glass back (Gorilla Glass), aluminum frame",Nano-SIM,"Retina IPS LCD capacitive touchscreen, 16M colors","4.7 inches, 60.9 cm2 (~65.4% screen-to-body ratio)","750 x 1334 pixels, 16:9 ratio (~326 ppi density)","iOS 11, upgradable to iOS 14",Apple A11 Bionic (10 nm),Hexa-core (2x Monsoon + 4x Mistral),Apple GPU (three-core graphics),No,"64GB 2GB RAM, 256GB 2GB RAM","IP67 dust/water resistant (up to 1m for 30 mins) Apple Pay (Visa, MasterCard, AMEX certified)",,"Quad-LED dual-tone flash, HDR","4K@24/30/60fps, 1080p@30/60/120/240fps","12 MP, f/1.8, 28mm (wide), PDAF, OIS","Face detection, HDR, panorama",1080p@30fps,"Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, QZSS",No,"2.0, proprietary reversible connector","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer","Li-Ion 1821 mAh, non-removable (6.96 Wh)","Fast charging 15W, 50% in 30 min (advertised) USB Power Delivery 2.0 Qi wireless charging","Silver, Space Gray, Gold, Red","A1863, A1905, A1906",$ 233.99 / € 263.00 / £ 228.90,,,625 nits max brightness (advertised) Wide color gamut 3D Touch display & home button True-tone,Siri natural language commands and dictation,,,"7 MP, f/2.2",,"Ion-strengthened glass, oleophobic coating",Yes,,,,,,,Up to 14 h (3G),Up to 40 h,,,,,,1.19 W/kg (head)     1.17 W/kg (body),"Contrast ratio: 1395:1 (nominal), 3.957 (sunlight)",Photo / Video,Voice 71dB / Noise 77dB / Ring 80dB,Noise -93.5dB / Crosstalk -80.4dB,Endurance rating 66h,1.32 W/kg (head)     1.36 W/kg (body),,,,,,,,AnTuTu: 237594 (v7)GeekBench: 10214 (v4.4)GFXBench: 20fps (ES 3.1 onscreen),,,,,,,,$ 233.99,$ 264.00,
apple,Apple Watch Edition Series 3,https://fdn2.gsmarena.com/vv/bigpic/apple-watch-edition-series3.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,"HSDPA 850 / 900 / 2100 / 800 - Europe, Australia (A1891)","1, 3, 5, 7, 8, 18, 19, 20, 26 - Europe, Australia (A1891)","HSPA 42.2/5.76 Mbps, LTE","2017, September","Available. Released 2017, September",42.6 x 36.5 x 11.4 mm (1.68 x 1.44 x 0.45 in),46.4 g (1.62 oz),"Glass front (Sapphire crystal), ceramic back, ceramic frame",eSIM,"OLED capacitive touchscreen, 16M colors","1.65 inches, 8.6 cm2 (~55.1% screen-to-body ratio)",390 x 312 pixels (~303 ppi density),"watchOS 4.0, upgradable to 7.0",Apple S3,Dual-core,PowerVR,No,16GB 768MB RAM,"HSDPA 850 / 1700(AWS) / 1900 / 800 - USA, LATAM, Canada (A1861)",,,,,,,Yes,No,Wi-Fi 802.11 b/g/n,"4.2, A2DP, LE","Yes, with A-GPS, GLONASS",No,No,"Accelerometer, gyro, heart rate, barometer","Li-Ion 341 mAh, non-removable (1.34 Wh)",Wireless charging,"White, Gray","A1860, A1861, A1889, A1891, A1890, A1892",About 1450 EUR,,,HSDPA 2100 - China,Natural language commands and dictation (talking mode),,,,,Sapphire crystal glass,Yes,,,,,,Up to 18 h (mixed usage),,,,,,,,,,,,,,0.35 W/kg (head)     0.18 W/kg (body),,,,,,,,,,,,,,,,,,
apple,Apple Watch Series 3,https://fdn2.gsmarena.com/vv/bigpic/apple-watch-series3-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,"HSDPA 850 / 900 / 2100 / 800 - Europe, Australia (A1891)","1, 3, 5, 7, 8, 18, 19, 20, 26 - Europe, Australia (A1891)","HSPA 42.2/5.76 Mbps, LTE","2017, September","Available. Released 2017, September",42.5 x 36.4 x 11.4 mm (1.67 x 1.43 x 0.45 in),52.8 g (1.87 oz),"Glass front (Sapphire crystal), ceramic/sapphire crystal back, stainless steel frame",eSIM,"OLED capacitive touchscreen, 16M colors","1.65 inches, 8.6 cm2 (~55.4% screen-to-body ratio)",390 x 312 pixels (~303 ppi density),"watchOS 4.0, upgradable to 7.0",Apple S3,Dual-core,PowerVR,No,16GB 768MB RAM,"HSDPA 850 / 1700(AWS) / 1900 / 800 - USA, LATAM, Canada (A1861)",,,,,,,Yes,No,Wi-Fi 802.11 b/g/n,"4.2, A2DP, LE","Yes, with A-GPS, GLONASS",No,No,"Accelerometer, gyro, heart rate, barometer","Li-Ion 341 mAh, non-removable (1.34 Wh)",Wireless charging,"Space Black, Silver","A1860, A1861, A1889, A1891, A1890, A1892",About 700 EUR,,,HSDPA 2100 - China (A1892),Natural language commands and dictation (talking mode),,,,,Sapphire crystal glass,Yes,,,,,,Up to 18 h (mixed usage),,,,,,,,,,,,,,0.35 W/kg (head)     0.18 W/kg (body),,,,,,,,,,,,,,,,,,
apple,Apple Watch Series 3 Aluminum,https://fdn2.gsmarena.com/vv/bigpic/apple-watch-series3-sport-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,"HSDPA 850 / 900 / 2100 / 800 - Europe, Australia (A1891)","1, 3, 5, 7, 8, 18, 19, 20, 26 - Europe, Australia (A1891)","HSPA 42.2/5.76 Mbps, LTE","2017, September","Available. Released 2017, September",42.5 x 36.4 x 11.4 mm (1.67 x 1.43 x 0.45 in),34.9 g (1.23 oz),"Glass front, ceramic back, aluminum frame",eSIM,"OLED capacitive touchscreen, 16M colors","1.65 inches, 8.6 cm2 (~55.4% screen-to-body ratio)",390 x 312 pixels (~303 ppi density),"watchOS 4.0, upgradable to 7.0",Apple S3,Dual-core,PowerVR,No,"8GB 768MB RAM, 16GB 768MB RAM","HSDPA 850 / 1700(AWS) / 1900 / 800 - USA, LATAM, Canada (A1861)",,,,,,,Yes,No,Wi-Fi 802.11 b/g/n,"4.2, A2DP, LE","Yes, with A-GPS, GLONASS",No,No,"Accelerometer, gyro, heart rate, barometer","Li-Ion 341 mAh, non-removable (1.34 Wh)",Wireless charging,"Silver, Gold, Space Gray","A1860, A1861, A1889, A1891, A1890, A1892, A1858, A1859",About 480 EUR,,,HSDPA 2100 - China (A1892),Natural language commands and dictation (talking mode),,,,,Ion-X strengthened glass,Yes,,,,,,Up to 18 h (mixed usage),,,,,,,,,,,,,,0.52 W/kg (head)     0.34 W/kg (body),,,,,,,,,,,,,,,,,,
apple,Apple iPad Pro 12.9 (2017),https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-pro-129-2017.jpg,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 11, 12, 13, 17, 18, 19, 20, 21, 25, 26, 27, 28, 29, 30, 38, 39, 40, 41","HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat9 450/50 Mbps, EV-DO Rev.A 3.1 Mbps","2017, June","Available. Released 2017, June",305.7 x 220.6 x 6.9 mm (12.04 x 8.69 x 0.27 in),677 g (Wi-Fi) / 692 g (LTE) (1.49 lb),,"Nano-SIM, eSIM","IPS LCD capacitive touchscreen, 16M colors","12.9 inches, 515.3 cm2 (~76.4% screen-to-body ratio)","2732 x 2048 pixels, 4:3 ratio (~265 ppi density)","iOS 10.3.2, upgradable to iPadOS 14",Apple A10X Fusion (10 nm),,,No,"64GB 4GB RAM, 256GB 4GB RAM, 512GB 4GB RAM",CDMA 800 / 1900,,"Quad-LED dual-tone flash, HDR","4K@30fps, 1080p@30/60fps, 1080p@120fps, 720p@240fps","12 MP, f/1.8, 1/3"", PDAF, OIS","Face detection, HDR, panorama",1080p@30fps,"Yes, with stereo speakers (4 speakers)",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","4.2, A2DP, EDR","Yes, with A-GPS, GLONASS (Wi‑Fi + Cellular model only)",No,"3.0, proprietary reversible connector; magnetic connector","Fingerprint (front-mounted), accelerometer, gyro, compass, barometer","Li-Ion 10,891 mAh, non-removable (41 Wh)",,"Space Gray, Gold, Silver","A1670, A1671, A1821",About 900 EUR,,,CDMA2000 1xEV-DO,Siri natural language commands and dictation,,,"7 MP, f/2.2, 32mm (standard)",,"Scratch-resistant glass, oleophobic coating",Yes,,,,,,,Up to 10 h (multimedia),,,,,,,0.97 W/kg (body),,,,,,1.19 W/kg (body),,,,,,,,,,,,,,,,,,
