Brand,Model Name,Model Image,Technology,2G bands,,3G bands,_1,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,_1_1,Type,Size,Resolution,Protection,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Infrared port,Radio,USB,Sensors,Type_1,Colors,Price,Stand-by,Talk time,SAR,Phonebook,Call records,Messaging,Games,Java,Build,Dual,128GB 6GB RAM,Charging,Models,GPRS,EDGE,SAR EU,Features_1,Keyboard,Alert types,Browser,Languages,Clock,Alarm,5G bands,Camera,Loudspeaker_1,Audio quality,Triple,Dual_1,Battery life,Performance,Display,64GB 6GB RAM,64GB 4GB RAM,128GB 4GB RAM,Music play,32GB 4GB RAM,4GB,Quad,256GB 8GB RAM,128GB 8GB RAM,256GB 6GB RAM,Triple_1,64GB 3GB RAM
honor,Honor 9X (China),https://fdn2.gsmarena.com/vv/bigpic/honor-9x-global.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (Dual SIM model only),,HSDPA 850 / 900 / 1900 / 2100,,"1, 3, 7, 8, 20","HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat12 600/50 Mbps","2019, July","Available. Released 2019, July",163.1 x 77.2 x 8.8 mm (6.42 x 3.04 x 0.35 in),206 g (7.27 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",,"LTPS IPS LCD capacitive touchscreen, 16M colors","6.59 inches, 106.6 cm2 (~84.7% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~391 ppi density)",,"Android 9.0 (Pie), EMUI 9.1",Kirin 810 (7 nm),Octa-core (2x2.27 GHz Cortex-A76 & 6x1.88 GHz Cortex-A55),Mali-G52 MP6,microSDXC (uses shared SIM slot),"64GB 4GB RAM, 64GB 6GB RAM, 128GB 6GB RAM, 128GB 8GB RAM","Motorized pop-up 16 MP, f/2.2, 26mm (wide), 1/3.06"", 1.0µm","LED flash, HDR, panorama",1080p@30fps,,1080p@60fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,,FM radio,"2.0, Type-C 1.0 reversible connector","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Li-Po 4000 mAh, non-removable","Magic Night Black, Charm Sea Blue, Charm Red, Icelandic White",About 180 EUR,,,,,,,,,,"48 MP, f/1.8, (wide), 1/2.0"", 0.8µm, PDAF 2 MP, f/2.4, (depth)",,Charging 10W,"HLK-AL00, HLK-TL00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honor,Honor 8S,https://fdn2.gsmarena.com/vv/bigpic/honor-8s-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (Dual SIM model only),"1, 3, 5, 8, 38, 39, 40, 41 - China",HSDPA 850 / 900 / 2100,eMMC 5.1,"1, 3, 5, 7, 8, 20","HSPA 42.2/5.76 Mbps, LTE-A","2019, April","Available. Released 2019, April",147.1 x 70.8 x 8.5 mm (5.79 x 2.79 x 0.33 in),146 g (5.15 oz),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD capacitive touchscreen, 16M colors","5.71 inches, 81.4 cm2 (~78.1% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~295 ppi density)",,"Android 9.0 (Pie), EMUI 9",Mediatek MT6761 Helio A22 (12 nm),Quad-core 2.0 GHz Cortex-A53,PowerVR GE8320,microSDXC (dedicated slot),"32GB 2GB RAM, 64GB 3GB RAM","13 MP, f/1.8, PDAF","LED flash, HDR, panorama",1080p@30fps,"5 MP, f/2.2",,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Po 3020 mAh, non-removable","Black, Gold, Blue",About 120 EUR,,,,,,,,,"Glass front, plastic back, plastic frame",,,,"KSE-LX9, KSA-LX9, KSA-LX2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honor,Honor Pad 5 10.1,https://fdn2.gsmarena.com/vv/bigpic/honor5-10-ags2-al00hn.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,eMMC 5.1,HSDPA 850 / 900 / 2100,,LTE (unspecified),"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2019, June","Available. Released 2019, July",243 x 164 x 7.8 mm (9.57 x 6.46 x 0.31 in),-,Nano-SIM,,"IPS LCD capacitive touchscreen, 16M colors","10.1 inches, 295.8 cm2 (~74.2% screen-to-body ratio)","1920 x 1200 pixels, 16:10 ratio (~224 ppi density)",,"Android 8.0 (Oreo), EMUI 8",Kirin 659 (16 nm),Octa-core (4x2.36 GHz Cortex-A53 & 4x1.7 GHz Cortex-A53),Mali-T830 MP2,microSDXC (dedicated slot),"32GB 3GB RAM, 64GB 4GB RAM","5 MP, f/2.4, AF",,1080p@30fps,"2 MP, f/2.4",,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS (LTE model), GLONASS, BDS",,,No,microUSB 2.0,Accelerometer,"Li-Po 5100 mAh, non-removable",Glacial Blue,About 250 EUR,,,,,,,,,"Glass front, aluminum back, aluminum frame",,,,AGS2-AL00HN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honor,Honor Pad 5 8,https://fdn2.gsmarena.com/vv/bigpic/honor5-8-jdn2-al00hn.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,,HSDPA 850 / 900 / 2100,,LTE (unspecified),"HSPA 42.2/5.76 Mbps, LTE-A","2019, June","Available. Released 2019, July",204.2 x 122.2 x 8.2 mm (8.04 x 4.81 x 0.32 in),-,Nano-SIM,,"IPS LCD capacitive touchscreen, 16M colors","8.0 inches, 185.6 cm2 (~74.4% screen-to-body ratio)","1920 x 1200 pixels, 16:10 ratio (~283 ppi density)",,"Android 9.0 (Pie), Magic 2.0",Kirin 710 (12 nm),Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),Mali-G51 MP4,microSDXC (dedicated slot),"32GB 3GB RAM, 64GB 4GB RAM","8 MP, AF",,1080p@30fps,8 MP,,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS",,,No,microUSB 2.0,"Accelerometer, proximity","Li-Po 5100 mAh, non-removable","Champagne Gold, Dark Gray, Glacial Blue",About 200 EUR,,,,,,,,,,,,,JDN2-AL00HN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honor,Honor 20 Pro,https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-20-pro-r.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,UFS 2.1,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,32-bit/192kHz audio,"1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 26, 28, 38, 40, 41","HSPA 42.2/5.76 Mbps, LTE-A","2019, May","Available. Released 2019, July",154.6 x 74 x 8.4 mm (6.09 x 2.91 x 0.33 in),182 g (6.42 oz),"Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD capacitive touchscreen, 16M colors","6.26 inches, 96.2 cm2 (~84.1% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~412 ppi density)",,"Android 9.0 (Pie), Magic 2.1",Kirin 980 (7 nm),Octa-core (2x2.6 GHz Cortex-A76 & 2x1.92 GHz Cortex-A76 & 4x1.8 GHz Cortex-A55),Mali-G76 MP10,No,"128GB 8GB RAM, 256GB 8GB RAM","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm","LED flash, HDR, panorama","4K@30fps, 1080p@30/60fps; gyro-EIS",,"1080p@30fps, gyro-EIS",Yes,No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, aptX HD, LE","Yes, with A-GPS, GLONASS, BDS, GALILEO, QZSS",Yes (market/region dependent),,No,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Li-Po 4000 mAh, non-removable","Phantom Blue, Phantom Black, Icelandic Illusion",$ 389.99 / € 429.00 / £ 376.10,,,,,,,,,"Glass front, glass back, aluminum frame",,,"Fast charging 22.5W, 50% in 30 min (advertised)","YAL-AL10, YAL-L41",,,,HDR,,,,,,,,Photo / Video,Voice 68dB / Noise 72dB / Ring 87dB,Noise -92.9dB / Crosstalk -46.8dB,,,Endurance rating 104h,,,,,,,,,"48 MP, f/1.4, 28mm (wide), 1/2.0"", 0.8µm, PDAF, Laser AF, OIS 8 MP, f/2.4, 80mm (telephoto), 1/4.4"", PDAF, OIS, 3x optical zoom 16 MP, f/2.2, 13mm (ultrawide), 1/3.1"" 2 MP, f/2.4, (macro)",$ 550.00,$ 389.99,,,
honor,Honor 20,https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-20.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,UFS 2.1,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,32-bit/192kHz audio,"1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 26, 28, 38, 40, 41","HSPA 42.2/5.76 Mbps, LTE-A","2019, May","Available. Released 2019, June",154.3 x 74 x 7.9 mm (6.07 x 2.91 x 0.31 in),174 g (6.14 oz),"Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD capacitive touchscreen, 16M colors","6.26 inches, 96.2 cm2 (~84.2% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~412 ppi density)",,"Android 9.0 (Pie), Magic 2.1",Kirin 980 (7 nm),Octa-core (2x2.6 GHz Cortex-A76 & 2x1.92 GHz Cortex-A76 & 4x1.8 GHz Cortex-A55),Mali-G76 MP10,No,"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm","LED flash, HDR, panorama","4K@30fps, 1080p@30/60fps; gyro-EIS",,"1080p@30fps, gyro-EIS",Yes,No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, aptX HD, LE","Yes, with A-GPS, GLONASS, BDS, GALILEO, QZSS",Yes,,No,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Li-Po 3750 mAh, non-removable","Midnight Black, Sapphire Blue, Icelandic white, Phantom Blue","$ 267.08 / € 379.00 / £ 269.99 / ₹ 22,999",,,,,,,,,"Glass front, glass back, aluminum frame",,$ 345.99,"Fast charging 22.5W, 50% in 24 min (advertised)","YAL-L21, YAL-AL00, YAL-TL00",,,,HDR,,,,,,,,Photo / Video,Voice 68dB / Noise 72dB / Ring 87dB,Noise -96.3dB / Crosstalk -52.1dB,,,Endurance rating 89h,Basemark X: 44871,Contrast ratio: 1170:1 (nominal),,,,,,,"48 MP, f/1.8, 28mm (wide), 1/2.0"", 0.8µm, PDAF 16 MP, f/2.2, 13mm (ultrawide), 1/3.1"" 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)",$ 379.99,$ 267.08,,,
honor,Honor 20 lite,https://fdn2.gsmarena.com/vv/bigpic/honor-20-lite.jpg,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2 (Dual SIM model only),eMMC 5.1,HSDPA 850 / 900 / 1900 / 2100,,"1, 3, 5, 7, 8, 20","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2019, April","Available. Released 2019, April",154.8 x 73.6 x 8 mm (6.09 x 2.90 x 0.31 in),164 g (5.78 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",,"LTPS IPS LCD capacitive touchscreen, 16M colors","6.21 inches, 94.7 cm2 (~83.1% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~415 ppi density)",,"Android 9.0 (Pie), EMUI 9",Kirin 710 (12 nm),Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),Mali-G51 MP4,microSDXC (uses shared SIM slot),"64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm","LED flash, HDR, panorama",1080p@30/60fps,,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",Yes,,FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity, compass","Li-Po 3400 mAh, non-removable","Phantom Blue, Phantom Red, Magic Night Black",$ 169.99 / € 169.99 / £ 156.80,,,,,,,,,"Glass front, plastic back, plastic frame",,,Charging 10W,HRY-LX1T,,,,HDR,,,,,,,,,,,"24 MP, f/1.8, PDAF 8 MP, f/2.4, 13mm (ultrawide) 2 MP, f/2.4, (depth)",,,,,,$ 169.99,$ 279.00,,,,,,,,,
honor,Honor 20i,https://fdn2.gsmarena.com/vv/bigpic/honor-20i.jpg,GSM / CDMA / HSPA / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,CDMA 800 & TD-SCDMA,HSDPA 850 / 900 / 2100,,"1, 3, 5, 8, 34, 38, 39, 40, 41","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2019, April","Available. Released 2019, April",154.8 x 73.6 x 8 mm (6.09 x 2.90 x 0.31 in),164 g (5.78 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD capacitive touchscreen, 16M colors","6.21 inches, 94.7 cm2 (~83.1% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~415 ppi density)",,"Android 9.0 (Pie), EMUI 9.1",Kirin 710 (12 nm),Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),Mali-G51 MP4,microSDXC (uses shared SIM slot),"64GB 6GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 256GB 6GB RAM","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm","LED flash, HDR, panorama",1080p@30/60fps,,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, LE, aptX HD","Yes, with A-GPS, GLONASS, BDS",,,FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity, compass","Li-Po 3400 mAh, non-removable","Gradient Blue, Gradient red, Magic Night Black",About 210 EUR,,,,,,,,,,,,Charging 10W,"HRY-TL00T, HRY-AL00TA, HRY-AL00Ta",,,,HDR,,,,,,,,,,,"24 MP, f/1.8, PDAF 8 MP, f/2.4, 13mm (ultrawide) 2 MP, f/2.4, (depth)",,,,,,,,,,,,,,,,
honor,Honor 8A Pro,https://fdn2.gsmarena.com/vv/bigpic/huawei-8a-pro.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),eMMC 5.1,HSDPA 850 / 900 / 1900 / 2100,,"1, 3, 5, 7, 8, 20, 38, 40, 41","HSPA 42.2/5.76 Mbps, LTE-A Cat4 150/50 Mbps","2019, April","Available. Released 2019, April",156.3 x 73.5 x 8 mm (6.15 x 2.89 x 0.31 in),150 g (5.29 oz),"Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD capacitive touchscreen, 16M colors","6.09 inches, 91.0 cm2 (~79.2% screen-to-body ratio)","720 x 1560 pixels, 19.5:9 ratio (~282 ppi density)",,"Android 9.0 (Pie), EMUI 9",Mediatek MT6765 Helio P35 (12nm),Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),PowerVR GE8320,microSDXC (dedicated slot),"32GB 2GB RAM, 32GB 3GB RAM, 64GB 3GB RAM","13 MP, f/1.8, PDAF","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,,FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity","Li-Po 3020 mAh, non-removable","Black, Blue, Red, Gold",About 200 EUR,,,,,,,,,,,,,"JAT-L41, JAT-LX1, JAT-LX3",,,,HDR,,,,,,,,,,,,,,,,,,,,,,,,,,,
honor,Honor Tab 5,https://fdn2.gsmarena.com/vv/bigpic/honor-tab-5.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 850 / 900 / 1900 / 2100,,"1, 3, 5, 7, 8, 20","HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2019, March","Available. Released 2019, March",204.2 x 122.2 x 8.2 mm (8.04 x 4.81 x 0.32 in),310 g (10.93 oz),"Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD capacitive touchscreen, 16M colors","8.0 inches, 185.6 cm2 (~74.4% screen-to-body ratio)","1920 x 1200 pixels, 16:10 ratio (~283 ppi density)",Scratch-resistant glass,"Android 9.0 (Pie), Magic 2",Kirin 710 (12 nm),Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),Mali-G51 MP4,microSDXC,"32GB 3GB RAM, 64GB 4GB RAM","8 MP, f/2.0, AF",HDR,1080p@30fps,"8 MP, f/2.0",,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS (LTE model), GLONASS, BDS",,,No,microUSB 2.0,Accelerometer,"Li-Po 5100 mAh, non-removable","Silver, Blue",About 200 EUR,,,,,,,,,,,,Charging 10W,JDN2-W09HN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honor,Honor View 20,https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-view-20-ofic.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,UFS 2.1,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,,"1, 2, 3, 4, 5, 6, 7, 8, 19, 20, 28, 38, 40, 41","HSPA 42.2/5.76 Mbps, LTE-A","2018, December","Available. Released 2018, December",156.9 x 75.4 x 8.1 mm (6.18 x 2.97 x 0.32 in),180 g (6.35 oz),"Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD capacitive touchscreen, 16M colors","6.4 inches, 101.4 cm2 (~85.7% screen-to-body ratio)",1080 x 2310 pixels (~398 ppi density),Yes,"Android 9.0 (Pie), Magic UI 2",Kirin 980 (7 nm),Octa-core (2x2.6 GHz Cortex-A76 & 2x1.92 GHz Cortex-A76 & 4x1.8 GHz Cortex-A55),Mali-G76 MP10,No,"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM","25 MP, f/2.0, 27mm","Panorama, HDR, LED flash","4K@30fps, 1080p@30fps, 720p@960fps, (gyro-EIS)",,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, aptX HD, LE","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS",Yes,Yes,No,"3.1, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 4000 mAh, non-removable","Saphire Blue, Phantom Blue, Phantom Red, Midnight Black",$ 389.00 / € 369.00 / £ 332.97,,,,,,,,,"Glass front, glass back, aluminum frame","48 MP, f/1.8, (wide), 1/2.0"", 0.8µm, PDAF TOF 3D, (depth)",$ 389.00,"Fast charging 22.5W, 55% in 30 min (advertised) - for Global market Fast charging 18W - India only","PCT-AL10, PCT-TL10, PCT-L29",,,,HDR,,,,,,,,Photo / Video,Voice 68dB / Noise 74dB / Ring 82dB,Noise -93.1dB / Crosstalk -64.5dB,,,Endurance rating 96h,AnTuTu: 275413 (v7)GeekBench: 9530 (v4.4)GFXBench: 28fps (ES 3.1 onscreen),"Contrast ratio: Infinite (1313), 3.597 (sunlight)",,,,,,,,$ 989.00,,,,
honor,Honor Magic 2 3D,https://fdn2.gsmarena.com/vv/bigpic/honor-magic-2-3d.jpg,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,CDMA 800 & TD-SCDMA,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,Graphene-based heatpipe,"1, 2, 3, 4, 5, 6, 7, 8, 12, 17, 19, 34, 38, 39, 40, 41","HSPA 42.2/5.76 Mbps, LTE-A Cat21 1400/200 Mbps","2019, March","Available. Released 2019, March",157.3 x 75.1 x 8.3 mm (6.19 x 2.96 x 0.33 in),206 g (7.27 oz),"Dual SIM (Nano-SIM, dual stand-by)",,"AMOLED capacitive touchscreen, 16M colors","6.39 inches, 100.2 cm2 (~84.8% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)",,"Android 9.0 (Pie), EMUI 9 or Magic UI 2",Kirin 980 (7 nm),Octa-core (2x2.6 GHz Cortex-A76 & 2x1.92 GHz Cortex-A76 & 4x1.8 GHz Cortex-A55),Mali-G76 MP10,No,"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM, 512GB 8GB RAM",,"LED flash, panorama, HDR","4K@30fps, 1080p@30fps, 720p@480fps",,1080p@30fps,Yes,No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, aptX HD, LE","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS",Yes,,No,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Face ID, fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 3500 mAh, non-removable","Gradient Black, Gradient Red, Gradient Blue",About 600 EUR,,,,,,,,,,"Manual pop-up 16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm Manual pop-up TOF 3D, (depth/biometrics sensor) Manual pop-up 2 MP, f/2.4, depth sensor",,"Fast charging 40W, 50% in 15 min, 85% in 30 min (advertised)",,,,,HDR,,,,,,,,,,,"16 MP, f/1.8, PDAF 16 MP, f/2.2 24 MP B/W, f/1.8",,,,,,,,,,,,,,,,
honor,Honor Magic 2,https://fdn2.gsmarena.com/vv/bigpic/honor-magic-2-.jpg,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,CDMA 800 & TD-SCDMA,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,UFS 2.1,"1, 2, 3, 4, 5, 6, 7, 8, 12, 17, 19, 34, 38, 39, 40, 41","HSPA 42.2/5.76 Mbps, LTE-A Cat21 1400/200 Mbps","2018, October","Available. Released 2018, November",157.3 x 75.1 x 8.3 mm (6.19 x 2.96 x 0.33 in),206 g (7.27 oz),"Dual SIM (Nano-SIM, dual stand-by)",,"AMOLED capacitive touchscreen, 16M colors","6.39 inches, 100.2 cm2 (~84.8% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)",,"Android 9.0 (Pie), EMUI 9 or Magic UI 2",Kirin 980 (7 nm),Octa-core (2x2.6 GHz Cortex-A76 & 2x1.92 GHz Cortex-A76 & 4x1.8 GHz Cortex-A55),Mali-G76 MP10,No,"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM",,"LED flash, panorama, HDR","4K@30fps, 1080p@30fps, 720p@480fps",,1080p@30fps,Yes,No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, aptX HD, LE","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS",Yes,,No,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 3500 mAh, non-removable","Gradient Black, Gradient Red, Gradient Blue",About 550 EUR,,,,,,,,,"Glass front, glass back, aluminum frame",,,"Fast charging 40W, 50% in 15 min, 85% in 30 min (advertised)",TNY-AL00,,,,HDR,,,,,,,,Photo / Video,Voice 72dB / Noise 73dB / Ring 85dB,Noise -93.4dB / Crosstalk -61.3dB,"16 MP, f/1.8, PDAF 16 MP, f/2.2 24 MP B/W, f/1.8",,Endurance rating 89h,"AnTuTu: 274466 (v7), 391467 (v8) GeekBench: 9887 (v4.4) GFXBench: 26fps (ES 3.1 onscreen)","Contrast ratio: Infinite (nominal), 4.010 (sunlight)",,,,,,,,,,,"Manual pop-up 16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm Manual pop-up 2 MP, f/2.4, depth sensor Manual pop-up 2 MP, f/2.4, depth sensor",
honor,Honor Play 8A,https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-play-8a.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),eMMC 5.1,HSDPA 850 / 900 / 2100,,"1, 3, 5, 7, 8, 20, 40","HSPA 42.2/5.76 Mbps, LTE-A Cat4 150/50 Mbps","2019, January","Available. Released 2019, January",156.3 x 73.5 x 8 mm (6.15 x 2.89 x 0.31 in),150 g (5.29 oz),"Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD capacitive touchscreen, 16M colors","6.09 inches, 91.0 cm2 (~79.2% screen-to-body ratio)","720 x 1560 pixels, 19.5:9 ratio (~282 ppi density)",,"Android 9.0 (Pie), EMUI 9",Mediatek MT6765 Helio P35 (12nm),Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),PowerVR GE8320,microSDXC (dedicated slot),"32GB 3GB RAM, 64GB 3GB RAM","13 MP, f/1.8, PDAF","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Po 3020 mAh, non-removable","Black, Blue, Gold, Red",About 100 EUR,,,,,,,,,"Glass front, plastic back, plastic frame",,,,"JAT-L09, JAT-L29, JAT-AL00, JAT-TL00",,,,HDR,,,,,,,,,,,,,,,,,,,,,,,,,,,
