Brand,Model Name,Model Image,Technology,2G bands,,3G bands,_1,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,_1_1,Type,Size,Resolution,Protection,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Infrared port,Radio,USB,Sensors,Type_1,Colors,Price,Stand-by,Talk time,SAR,Phonebook,Call records,Messaging,Games,Java,Build,Dual,128GB 6GB RAM,Charging,Models,GPRS,EDGE,SAR EU,Features_1,Keyboard,Alert types,Browser,Languages,Clock,Alarm,5G bands,Camera,Loudspeaker_1,Audio quality,Triple,Dual_1,Battery life,Performance,Display,64GB 6GB RAM,64GB 4GB RAM,128GB 4GB RAM,Music play,32GB 4GB RAM,4GB,Quad,256GB 8GB RAM,128GB 8GB RAM,256GB 6GB RAM,Triple_1,64GB 3GB RAM
honor,Honor Holly 2 Plus,https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-holly2-plus.jpg,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 900 / 2100,,"1, 3, 38, 39, 40, 41","HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2016, January","Available. Released 2016, February",143.1 x 71.8 x 9.7 mm (5.63 x 2.83 x 0.38 in),160 g (5.64 oz),"Dual SIM (Micro-SIM, dual stand-by)",,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.0 cm2 (~66.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~296 ppi density)",,"Android 5.1.1 (Lollipop), EMUI 3.1",Mediatek MT6735P (28 nm),Quad-core 1.3 GHz Cortex-A53,Mali-T720MP2,microSDXC (dedicated slot),16GB 2GB RAM,"13 MP, f/2.0, 28mm (wide), AF","LED flash, panorama, HDR",1080p@30fps,"5 MP, f/2.2",,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP, LE","Yes, with A-GPS, GLONASS",,,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Po 4000 mAh, non-removable","Gray, Gold, White",About 140 EUR,Up to 720 h (3G),Up to 18 h,,,,,,,,,,Fast charging 18W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honor,Honor 5X,https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-5x.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 / 2100 - USA,HSDPA 900 / 2100,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 7, 8, 20","HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2015, October. Released 2015, November",Discontinued,151.3 x 76.3 x 8.2 mm (5.96 x 3.00 x 0.32 in),158 g (5.57 oz),"Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)",eMMC 4.5,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~72.2% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",,"Android 5.1.1 (Lollipop), upgradable to 6.0.1 (Marshmallow), EMUI 4",Qualcomm MSM8939v2 Snapdragon 616 (28 nm),Octa-core (4x1.2 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53),Adreno 405,microSDXC (dedicated slot),"16GB 2GB RAM, 16GB 3GB RAM","13 MP, f/2.0, 28mm (wide), AF","LED flash, panorama, HDR",1080p@30fps,"5 MP, f/2.4, 22mm (wide)",,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP","Yes, with A-GPS, GLONASS",,,FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity, compass","Li-Ion 3000 mAh, non-removable","White, Black, Gold",About 180 EUR,,,,,,,,,"Glass front, aluminum back, aluminum frame",,,,"KII-L21, KII-L22, KII-L23, KIW-AL10, KIW-CL00, KIW-TL00, KIW-TL00H, KIW-UL00, KIW-L21, KIW-L22, KIW-L24, KII-L05",,,,,,,,,,,,,Voice 71dB / Noise 65dB / Ring 70dB,,,,Endurance rating 76h,Basemark OS II 2.0: 874Basemark X: 5009,,,,,,,,,,,,,
honor,Honor 7i,https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-7i.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,eMMC 4.5,HSDPA 850 / 900 / 1900 / 2100,,"1, 3, 38, 39, 40, 41","HSPA, LTE","2015, August. Released 2015, August",Discontinued,141.6 x 71.2 x 7.8 mm (5.57 x 2.80 x 0.31 in),160 g (5.64 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~73.9% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)",,"Android 5.1.1 (Lollipop), upgradable to 6.0 (Marshmallow), EMUI 3.1",Qualcomm MSM8939v2 Snapdragon 616 (28 nm),Octa-core (4x1.7 GHz Cortex-A53 & 4x1.2 GHz Cortex-A53),Adreno 405,microSDXC (uses shared SIM slot),"16GB 2GB RAM, 32GB 3GB RAM (AL00)","13 MP, f/2.0, 28mm, AF","Dual-LED dual-tone flash, HDR, panorama",1080p@30fps,Manual flip-up main camera module,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, LE","Yes, with A-GPS, GLONASS/ BDS (market dependant)",Yes,,FM radio,microUSB 2.0,"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Li-Po 3100 mAh, non-removable","Black, White, Gold",About 250 EUR,,,,,,,,,,,,,"ATH-AL00, ATH-CL00, ATH-TL00, ATH-TL00H, ATH-UL00, ATH-UL01",,,,"Dual-LED dual-tone flash, HDR, panorama",,,,,,,,,,,,,,,,,,,,,,,,,,,
honor,Honor 7,https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-7r.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,HSDPA 900 / 1900 / 2100 - Europe,,"1, 3, 7, 8, 20 - Europe","HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2015, June. Released 2015, July",Discontinued,143.2 x 71.9 x 8.5 mm (5.64 x 2.83 x 0.33 in),157 g (5.54 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",,"IPS-NEO LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~72.4% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)",Corning Gorilla Glass 3,"Android 5.0 (Lollipop), upgradable to 6.0 (Marshmallow), EMUI 3.1",Kirin 935 (28 nm),Octa-core (4x2.2 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53),Mali-T628 MP4,microSDXC (uses shared SIM slot),"16GB 3GB RAM, 32GB 3GB RAM, 64GB 3GB RAM","20 MP, f/2.0, 27mm (wide), 1/2.4"", PDAF","Dual-LED dual-tone flash, HDR, panorama","1080p@30fps, HDR","8 MP, f/2.4, 26mm (wide)",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.1, A2DP, EDR, LE","Yes, with A-GPS, GLONASS/ BDS (market dependant)",,Yes,Stereo FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 3100 mAh, non-removable","Gray, Silver, Gold",About 220 EUR,Up to 350 h (3G),Up to 8 h 20 min (3G),,,,,,,"Glass front (Gorilla Glass 3), aluminum back, aluminum frame",,,Fast charging 18W,"PLK-L01, PLK-AL10, PLK-UL00, PLK-TL01H",,,1.13 W/kg (head)     0.52 W/kg (body),LED flash,,,,,,,,Photo / Video,,,,,Endurance rating 64h,,,,,,,,,,,,,,
honor,Honor Bee,https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-bee.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 2100,,,HSPA 21.1/5.76 Mbps,"2015, May. Released 2015, May",Discontinued,134.3 x 66.7 x 10 mm (5.29 x 2.63 x 0.39 in),-,"Dual SIM (Micro-SIM, dual stand-by)",,"TFT capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~62.3% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",,"Android 4.4.2 (KitKat), EMUI Lite 3",Spreadtrum SC7731,Quad-core 1.2 GHz Cortex-A7,Mali-400MP2,microSDHC (dedicated slot),8GB 1GB RAM,"8 MP, f/2.0, AF","Dual-LED flash, panorama",1080p@30fps,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP, LE","Yes, with A-GPS",,,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 1730 mAh, removable","Black, White",About 70 EUR,Up to 280 h (2G) / Up to 220 h (3G),Up to 6 h min (2G) / Up to 7 h (3G),,,,,,,,,,,Y541-U02,,,0.43 W/kg (head),,,,,,,,,,,,,,,,,,,,,,,,,,,,
honor,Honor 4C,https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-4c.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 900 / 2100 - CHM-U01,,,HSPA 42.2/5.76 Mbps,"2015, April. Released 2015, April",Discontinued,143.3 x 71.9 x 8.8 mm (5.64 x 2.83 x 0.35 in),162 g (5.71 oz),"Dual SIM (Micro-SIM, dual stand-by)",,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,"Android 4.4.2 (KitKat), upgradable to 6 (Marshmallow), EMUI 3",Kirin 620 (28 nm),Octa-core 1.2 GHz Cortex-A53,Mali-450MP4,microSDHC (dedicated slot),8GB 2GB RAM,"13 MP, f/2.0, AF","LED flash, panorama, HDR",1080p@30fps,5 MP,720p,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP, EDR","Yes, with A-GPS, GLONASS",,,FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass","Li-Ion 2550 mAh, non-removable","White, Black, Gold",About 170 EUR,,,,,,,,,,,,,"CHM-U01, CHC-U01, CHC-U23, CHC-U03, CHM-UL00",,,0.32 W/kg (head)     0.54 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,,,,,
honor,Honor 6 Plus,https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-6-plus.jpg,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,GSM 850 / 900 / 1800 / 1900  - PE-TL10,HSDPA 850 / 900 / 1900 / 2100 - PE-UL00,HSDPA 850 / 900 / 1900 / 2100 / TD-SCDMA - PE-TL10,"1, 3, 41 - PE-UL00","HSPA 42.2/5.76 Mbps, LTE-A Cat6 300/50 Mbps","2014, December. Released 2014, December",Discontinued,150.5 x 75.7 x 7.5 mm (5.93 x 2.98 x 0.30 in),165 g (5.82 oz),"Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)Micro-SIM - PE-TL10","1, 3, 7, 38, 39, 40, 41 - PE-TL10","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~73.2% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Corning Gorilla Glass 3,"Android 4.4.2 (KitKat), upgradable to 6 (Marshmallow), EMUI 3",Kirin 925 (28 nm),Octa-core (4x1.8 GHz Cortex-A15 & 4x1.3 GHz Cortex-A7),Mali-T628 MP4,microSDXC (uses shared SIM slot),"16GB (3G model); 16/32GB (LTE model), 3GB RAM","8 MP, f/2.0, AF 2 MP, (depth)","Dual-LED flash, HDR",1080p@30fps,"8 MP, f/2.4",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP, EDR, LE","Yes, with A-GPS, GLONASS/ BDS (market dependant)",Yes (LTE model),Yes,FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, gyro, proximity, compass","Li-Po 3600 mAh, non-removable","Black, White / Gold (LTE model)",About 320 EUR,,,,,,,,,,,,,"PE-TL10, PE-UL00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honor,Honor 4X,https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-4x.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"3, 40 - L04 model",HSDPA 900 / 2100,eMMC 4.5,"1, 3, 7, 38, 39, 40, 41","HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2014, October. Released 2014, October",Discontinued,152.9 x 77.2 x 8.7 mm (6.02 x 3.04 x 0.34 in),165 g (5.82 oz),"Dual SIM (Micro-SIM, dual stand-by)",,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~70.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",,"Android 4.4.2 (KitKat), upgradable to 6 (Marshmallow), EMUI 3",Kirin 620 (28 nm)Qualcomm MSM8916 Snapdragon 410 (28 nm),Octa-core 1.2 GHz Cortex-A53Quad-core 1.2 GHz Cortex-A53,Mali-450MP4Adreno 306,microSDHC (dedicated slot),8GB 2GB RAM,"13 MP, f/2.0, AF","LED flash, panorama, HDR",1080p@30fps,5 MP,720p,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS",,,FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass","Li-Po 3000 mAh, non-removable","White, Black",About 200 EUR,Up to 200 h (3G),Up to 15 h (3G),,,,,,,,,,,"Che2-L11, Che1-L04, Che2-UL00, Che1-CL20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honor,Honor Holly,https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-holly.jpg,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA,,,HSPA 21.1/5.76 Mbps,"2014, October. Released 2014, October",Discontinued,142.2 x 72.3 x 9.4 mm (5.60 x 2.85 x 0.37 in),156 g (5.50 oz),"Dual SIM (Micro-SIM, dual stand-by)",,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~67.0% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,"Android 4.4.2 (KitKat), EMUI 2.3",Mediatek MT6582 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDHC (dedicated slot),16GB 1GB RAM,"8 MP, f/2.0, AF","LED flash, panorama, HDR",1080p@30fps,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",,,FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 2000 mAh, removable","White, Black",About 100 EUR,,,,,,,,,,,,,Hol-U19,Class 12,Class 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honor,Honor 4 Play,https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-4-play.jpg,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,"3, 7, 8, 20",HSDPA 900 / 2100,eMMC 4.5,"1, 3","HSPA, LTE","2014, September. Released 2014, September",Discontinued,143 x 72 x 8.5 mm (5.63 x 2.83 x 0.33 in),160 g (5.64 oz),"Dual SIM (Micro-SIM, dual stand-by)",,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,"Android 4.4.4 (KitKat), EMUI 2.3",Qualcomm MSM8916 Snapdragon 410 (28 nm),Quad-core 1.2 GHz Cortex-A53,Adreno 306,microSDHC (dedicated slot),8GB 1GB RAM,"8 MP, AF",LED flash,Yes,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, LE","Yes, with A-GPS",Yes (G620S-L01 model),,FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 2000 mAh, non-removable","White, Black",About 100 EUR,,,,,,,,,,,,,G620-L72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honor,Honor 3C Play,https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-3c-play.jpg,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 900 / 2100,,,HSPA,"2014, August. Released 2014, September",Discontinued,142.2 x 72.3 x 9.4 mm (5.60 x 2.85 x 0.37 in),156 g (5.50 oz),"Dual SIM (Micro-SIM, dual stand-by)",,"Capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~67.0% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,Android 4.2.2 (Jelly Bean),Mediatek MT6582 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDHC (dedicated slot),16GB 1GB RAM,"8 MP, AF",LED flash,Yes,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,,FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 2000 mAh, removable","White, Black",About 130 EUR,,,,,,,,,,,,,Hol-U10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honor,Honor 6,https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-6.jpg,GSM / HSPA / LTE,"GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 - H60-L02, H60-L12",GSM 900 / 1800 / 1900 - H60-L01,"HSDPA 900 / 2100 - H60-L02, H60-L12, H60-L04",TD-SCDMA - H60-L01,"1, 3, 41 - H60-L02, H60-L12","HSPA 42.2/5.76 Mbps, LTE-A Cat6 300/50 Mbps","2014, June. Released 2014, August",Discontinued,139.6 x 69.7 x 7.5 mm (5.50 x 2.74 x 0.30 in),130 g (4.59 oz),"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","38, 39, 40 - H60-L01","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 67.7 cm2 (~69.6% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~445 ppi density)",Corning Gorilla Glass 3,"Android 4.4.2 (KitKat), upgradable to 6.0 (Marshmallow), EMUI 3.1",Kirin 920 (28 nm),Octa-core (4x1.7 GHz Cortex-A15 & 4x1.3 GHz Cortex-A7),Mali-T624MP4,microSDXC (dedicated slot),"16GB 3GB RAM, 32GB 3GB RAM","13 MP, f/2.0, 28mm (wide), AF","Dual-LED flash, HDR",1080p@30fps,"5 MP, f/2.4, 22mm (wide)",,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, hotspot/ DLNA (market dependent)","4.0, A2DP, LE","Yes, with A-GPS, GLONASS",Yes (market/operator dependent),Yes,FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, gyro, proximity, compass","Li-Po 3100 mAh, non-removable (11.8 Wh)","Black, White",About 290 EUR,,,,,,,,,,,,,"H60-L02, H60-L01, H60-L12, H60-L04",,,,,,,,,,,,Photo / Video,Voice 65dB / Noise 64dB / Ring 75dB,Noise -92.3dB / Crosstalk -90.3dB,,,Endurance rating 67h,Basemark OS II 2.0: 888Basemark X: 4868,"Contrast ratio: 812 (nominal), 2.169 (sunlight)",,,,,,,,,,,,
honor,Honor 3X Pro,https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-3x-pro.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 1900 / 2100,HSDPA 900 / 2100,,,HSPA,"2014, May. Released 2014, June",Discontinued,149.5 x 77.4 x 8.9 mm (5.89 x 3.05 x 0.35 in),162 g (5.71 oz),"Dual SIM (Mini-SIM, Micro-SIM, dual stand-by)",,"LTPS IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~72.1% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",,Android 4.2.2 (Jelly Bean),Mediatek MT6592 (28 nm),Octa-core 1.7 GHz Cortex-A7,Mali-450MP4,microSDXC (dedicated slot),32GB 2GB RAM,"13 MP, AF","LED flash, HDR",1080p@30fps,5 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS",,,FM radio,microUSB 2.0,"Accelerometer, gyro, proximity, compass","Li-Ion 3000 mAh, removable","Black, White",About 200 EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honor,Honor 3C 4G,https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-3c-4g.jpg,GSM / HSPA / LTE,GSM 900 / 1800 / 1900,,HSDPA 900 / 2100,,"1, 3, 41","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2014, May. Released 2014, June",Discontinued,139.5 x 71.4 x 9.2 mm (5.49 x 2.81 x 0.36 in),140 g (4.94 oz),Micro-SIM,,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~69.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,"Android 4.4.2 (KitKat), EMUI 2.3",Kirin 910 (28 nm),Quad-core 1.6 GHz Cortex-A9,Mali-450MP4,microSDHC (dedicated slot),"8GB 1GB RAM, 16GB 2GB RAM","8 MP, AF",LED flash,1080p@30fps,5 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP","Yes, with A-GPS",,,FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 2300 mAh, removable",White/Black,About 200 EUR,,,,,,,,,,,,,H30-L02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honor,Honor 3X G750,https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-3x.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 900 / 2100 - SIM 1 & SIM 2,,,HSPA 21.1/5.76 Mbps,"2013, December. Released 2013, December",Discontinued,149.5 x 77.4 x 8.9 mm (5.89 x 3.05 x 0.35 in),162 g (5.71 oz),"Dual SIM (Mini-SIM, Micro-SIM, dual stand-by)",,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~72.1% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",,"Android 4.2.2 (Jelly Bean), EMUI 2",Mediatek MT6592 (28 nm),Octa-core 1.7 GHz Cortex-A7,Mali-450MP4,microSDXC (dedicated slot),"8GB 2GB RAM, 16GB 2GB RAM","13 MP, AF","LED flash, HDR",1080p@30fps,5 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,,FM radio,microUSB 2.0,"Accelerometer, gyro, proximity, compass","Li-Po 3000 mAh, removable","Black, White",About 250 EUR,,,,,,,,,,,,,"G750-U10, G750-T01",,,0.51 W/kg (head),,,,,,,,,,,,,,,,,,,,,,,,,,,,
honor,Honor 3C,https://fdn2.gsmarena.com/vv/bigpic/Huawei-Honor-3C.jpg,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,,HSDPA 2100,,,HSPA,"2013, December. Released 2013, December",Discontinued,139.5 x 71.4 x 9.2 mm (5.49 x 2.81 x 0.36 in),140 g (4.94 oz),"Dual SIM (Micro-SIM, dual stand-by)",,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~69.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,"Android 4.2.2 (Jelly Bean), EMUI Lite 2",Mediatek MT6582 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDHC (dedicated slot),8GB 2GB RAM,"8 MP, f/2.0, 28mm (wide), AF",LED flash,1080p@30fps,"5 MP, f/2.4, 22mm (wide)",,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP","Yes, with A-GPS",,,FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Po 2300 mAh, removable",White/Black,About 140 EUR,,,,,,,,,,,,,"H30-T00, H30-U10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honor,Honor 3,https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-3.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,IP57 dust/water resistant (up to 1m. and 30 mins),HSDPA 2100,,,HSPA 21.1/5.76 Mbps,"2013, August. Released 2013, August",Discontinued,133 x 67.2 x 9.9 mm (5.24 x 2.65 x 0.39 in),138 g (4.87 oz),Micro-SIM,,"IPS LCD capacitive touchscreen, 16M colors","4.7 inches, 60.9 cm2 (~68.1% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~312 ppi density)",Corning Gorilla Glass,"Android 4.2.2 (Jelly Bean), EMUI 1.6",Huawei K3V2E,Quad-core 1.5 GHz Cortex-A9,,microSDHC (dedicated slot),8GB 2GB RAM,"13 MP, AF","LED flash, HDR",1080p@30fps,1.3 MP,720p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot","3.0, A2DP, EDR","Yes, with A-GPS, GLONASS",,,FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, gyro, proximity, compass","Li-Ion 2150 mAh, removable",White,About 230 EUR,Up to 541 h,Up to 13 h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honor,Honor 2,https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-2.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,MP3/WAV/eAAC+ player MP4/H.264 player Document viewer Photo viewer/editor,HSDPA 850 / 900 / 1700 / 1900 / 2100,,,HSPA 21.1/5.76 Mbps,"2012, October. Released 2012, November",Discontinued,134 x 67.5 x 10.5 mm (5.28 x 2.66 x 0.41 in),145 g (5.11 oz),Micro-SIM,,"IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~61.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~326 ppi density)",,Android 4.0 (Ice Cream Sandwich),Huawei K3V2,Quad-core 1.4 GHz Cortex-A9,Vivante GC4000,microSDHC (dedicated slot),8GB 2GB RAM,"8 MP, AF","LED flash, HDR",1080p@30fps,1.3 MP,720p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","3.0, A2DP","Yes, with A-GPS, GLONASS",,,FM radio,microUSB 2.0,"Accelerometer, gyro, proximity, compass","Li-Ion 2230 mAh, removable","Black, White",About 150 EUR,Up to 541 h,Up to 13 h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
