Brand,Model Name,Model Image,Technology,2G bands,GPRS,EDGE,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Video,,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,_1,Type_1,Stand-by,Talk time,Colors,SAR EU,Features,Single_1,Video_1,Music play,3G bands,Speed,Price,Keyboard,Phonebook,Call records,Messaging,Games,Java,SAR,_1_1,Browser,Protection,Camera,Loudspeaker_1,Audio quality,Display,Battery life,Models,Infrared port,Alert types,Clock,Alarm,4G bands,5G bands,Build,Triple,Features_1,NFC,Charging,Performance,Quad,256GB 8GB RAM,128GB 4GB RAM,64GB 3GB RAM,128GB 6GB RAM,64GB 6GB RAM,Dual,64GB 4GB RAM,32GB 3GB RAM 
sony,Sony Xperia Z5,https://fdn2.gsmarena.com/vv/bigpic/sony-z5-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,,,"2015, September 02","Available. Released 2015, October 02",146 x 72 x 7.3 mm (5.75 x 2.83 x 0.29 in),154 g (5.43 oz),Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 73.2 cm2 (~69.6% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~428 ppi density)","Android 5.1.1 (Lollipop), upgradable to 7.1.1 (Nougat)",Qualcomm MSM8994 Snapdragon 810 (20 nm),Octa-core (4x1.5 GHz Cortex-A53 & 4x2.0 GHz Cortex-A57),Adreno 430,microSDXC (dedicated slot),32GB 3GB RAM,"23 MP, f/2.0, 24mm (wide), 1/2.3"", PDAF","4K@30fps, 1080p@60fps, 720p@120fps, HDR",IP68 dust/water resistant (up to 1.5m for 30 mins),"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","4.1, A2DP, aptX","Yes, with A-GPS, GLONASS/ BDS (market dependant)","FM radio, RDS","microUSB 2.0 (MHL 3 TV-out), USB On-The-Go","Fingerprint (side-mounted; EU model only), accelerometer, gyro, proximity, compass, barometer",Triluminos display X-Reality Engine,"Li-Ion 2900 mAh, non-removable",Up to 520 h (2G) / Up to 540 h (3G),Up to 13 h 10 min (2G) / Up to 17 h (3G),"White, Graphite Black, Gold, Green, Pink",0.75 W/kg (head)     0.78 W/kg (body),"LED flash, HDR, panorama","5.1 MP, f/2.4",1080p@30fps,Up to 87 h,"HSDPA 850 / 900 / 1900 / 2100 - E6603, E6653","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps (E6603), LTE-A Cat6 300/50 Mbps (E6653)",€ 159.99 / $ 80.54 / £ 159.99,,,,,,,0.55 W/kg (head)     0.64 W/kg (body),ANT+,,"Scratch-resistant glass, oleophobic coating",Photo / Video,Voice 65dB / Noise 62dB / Ring 66dB,Noise -95.5dB / Crosstalk -94.8dB,"Contrast ratio: 986 (nominal), 2.88(sunlight)",Endurance rating 48h,"E6653, SO-01H, SOV32, E6603, 501SO",,,,,"1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 28, 38, 40 - E6603, E6653",,"Glass front, glass back, aluminum frame",,HDR,Yes,Fast charging 18W Quick Charge 2.0,Basemark OS II 2.0: 1580Basemark X: 24941,,,,,,,,,€ 159.99
sony,Sony Xperia Z5 Compact,https://fdn2.gsmarena.com/vv/bigpic/sony-z5-compact-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,,,"2015, September","Available. Released 2015, October",127 x 65 x 8.9 mm (5.0 x 2.56 x 0.35 in),138 g (4.87 oz),Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors","4.6 inches, 56.9 cm2 (~68.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~323 ppi density)","Android 5.1.1 (Lollipop), upgradable to 7.1.1 (Nougat)",Qualcomm MSM8994 Snapdragon 810 (20 nm),Octa-core (4x1.5 GHz Cortex-A53 & 4x2.0 GHz Cortex-A57),Adreno 430,microSDXC (dedicated slot),32GB 2GB RAM,"23 MP, f/2.0, 24mm (wide), 1/2.3"", PDAF","4K@30fps, 1080p@60fps, 720p@120fps, HDR",IP68 dust/water resistant (up to 1.5m for 30 mins),"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","4.1, A2DP, aptX","Yes, with A-GPS, GLONASS/ BDS (market dependant)","FM radio, RDS","microUSB 2.0 (MHL 3 TV-out), USB On-The-Go","Fingerprint (side-mounted; EU model only), accelerometer, gyro, proximity, compass, barometer",Triluminos display X-Reality Engine,"Li-Ion 2700 mAh, non-removable",Up to 520 h (2G) / Up to 520 h (3G),Up to 11 h 30 min (2G) / Up to 14 h 50 min (3G),"White, Graphite Black, Yellow, Coral",1.07 W/kg (head)     0.71 W/kg (body),"LED flash, HDR, panorama","5.1 MP, f/2.4",1080p@30fps,Up to 77 h,"HSDPA 850 / 900 / 1900 / 2100 - E5803, E5823","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps (E5803), LTE-A Cat6 300/50 Mbps (E5823)",About 200 EUR,,,,,,,0.97 W/kg (head)     0.72 W/kg (body),ANT+,,"Scratch-resistant glass, oleophobic coating",Photo / Video,Voice 66dB / Noise 65dB / Ring 70dB,Noise -95.9dB / Crosstalk -94.4dB,"Contrast ratio: 1053 (nominal), 2.78(sunlight)",Endurance rating 86h,"SO-02H, E5823, E5803",,,,,"1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 28, 38, 40 - E5803, E5823",,"Glass front, glass back, plastic frame",,HDR,Yes,Fast charging 18W Quick Charge 2.0,Basemark OS II 2.0: 1440Basemark X: 23703,,,,,,,,,
sony,Sony Xperia M5 Dual,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-m5.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,"2015, August","Available. Released 2015, September",145 x 72 x 7.6 mm (5.71 x 2.83 x 0.30 in),142.6 g (5.04 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.0% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)","Android 5.0 (Lollipop), upgradable to 5.1 (Lollipop)",Mediatek MT6795 Helio X10 (28 nm),Octa-core 2.0 GHz Cortex-A53,PowerVR G6200,microSDXC (dedicated slot),16GB 3GB RAM,"21.2 MP, f/2.2, PDAF","4K@30fps, HDR","2, 4, 5, 7, 28 - E5643",Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","4.1, A2DP, LE, aptX","Yes, with A-GPS, GLONASS","FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass","1, 3, 5, 7, 8, 28, 40 - E5663","Li-Ion 2600 mAh, non-removable",Up to 495 h (2G) / Up to 504 h (3G),Up to 11 h 49 min (2G) / Up to 12 h 11 min (3G),"Black, White, Gold",0.19 W/kg (head)     0.40 W/kg (body),"LED flash, HDR, panorama","13 MP, f/2.0, AF",1080p@30fps,Up to 62 h 30 min,"HSDPA 850 / 900 / 1900 / 2100 - E5633, E5643, E5663","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",About 110 EUR,,,,,,,0.32 W/kg (head)     1.39 W/kg (body),eMMC 5.0,,Scratch-resistant glass,,Voice 65dB / Noise 64dB / Ring 68dB,Noise -94.1dB / Crosstalk -93.4dB,"Contrast ratio: 839 (nominal), 2.69(sunlight)",,"E56333E5643, E5663, E5633",,,,,"1, 3, 5, 7, 8, 20 - E5633",,,,,Yes,,Basemark OS II 2.0: 860Basemark X: 7780,,,,,,,,,
sony,Sony Xperia M5,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-m5.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,,,"2015, August","Available. Released 2015, September",145 x 72 x 7.6 mm (5.71 x 2.83 x 0.30 in),142.5 g (5.04 oz),Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.0% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)","Android 5.0.1 (Lollipop), upgradable to 6.0.1 (Marshmallow)",Mediatek MT6795 Helio X10 (28 nm),Octa-core 2.0 GHz Cortex-A53,PowerVR G6200,microSDXC (dedicated slot),16GB 3GB RAM,"21.2 MP, f/2.2, PDAF","4K@30fps, HDR",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - E5606,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","4.1, A2DP, LE, aptX","Yes, with A-GPS, GLONASS","FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass","2, 4, 5, 7, 12, 13, 17, 28 - E5606","Li-Ion 2600 mAh, non-removable",Up to 671 h (2G) / Up to 656 h (3G),Up to 11 h 49 min (2G) / Up to 12 h 11 min (3G),"Black, White, Gold",0.19 W/kg (head)     0.40 W/kg (body),"LED flash, HDR, panorama","13 MP, f/2.0, AF",1080p@30fps,Up to 62 h 30 min,"HSDPA 850 / 900 / 1900 / 2100 - E5603, E5653","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",About 110 EUR,,,,,,,0.32 W/kg (head)     1.39 W/kg (body),eMMC 5.0,,Scratch-resistant glass,Photo / Video,Voice 65dB / Noise 64dB / Ring 68dB,Noise -94.1dB / Crosstalk -93.4dB,"Contrast ratio: 839 (nominal), 2.69(sunlight)",,"E5603, E5606, E5653",,,,,"1, 3, 5, 7, 8, 20 - E5603",,,,,Yes,,Basemark OS II 2.0: 860Basemark X: 7780,,,,,,,,,
sony,Sony Xperia C5 Ultra Dual,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-c5-ultra.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,"2015, August","Available. Released 2015, August",164.2 x 79.6 x 8.2 mm (6.46 x 3.13 x 0.32 in),187 g (6.60 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 99.2 cm2 (~75.9% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~367 ppi density)","Android 5.0 (Lollipop), upgradable to 6.0 (Marshmallow)",Mediatek MT6752 (28 nm),Octa-core 1.7 GHz Cortex-A53,Mali-T760MP2,microSDXC (dedicated slot),16GB 2GB RAM,"13 MP, f/2.0, 25mm (wide), AF","1080p@30fps, HDR","1, 3, 5, 7, 8, 28, 40 - E5563",Yes,Yes,"Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, DLNA, hotspot","4.1, A2DP, aptX","Yes, with A-GPS, GLONASS","FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",,"Li-Ion 2930 mAh, non-removable",Up to 594 h (2G) / Up to 635 h (3G),Up to 14 h 24 min (2G) / Up to 12 h 53 min (3G),"Black, White, Mint",0.30 W/kg (head)     0.24 W/kg (body),"LED flash, panorama, HDR","13 MP, f/2.2, 22mm (wide), AF",1080p@30fps,Up to 60 h,"HSDPA 850 / 900 / 1900 / 2100 - E5533, E5563","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",About 200 EUR,,,,,,,0.66 W/kg (head)     0.44 W/kg (body),,,Scratch-resistant,,Voice 72dB / Noise 66dB / Ring 82dB,Noise -92.1dB / Crosstalk -88.7dB,"Contrast ratio: 1144 (nominal),  2.253 (sunlight)",Endurance rating 56h,"E5563, E5533",,,,,"1, 3, 5, 7, 8, 20 - E5533",,,,LED flash,Yes,,Basemark OS II 2.0: 931Basemark X: 5695,,,,,,,,,
sony,Sony Xperia C5 Ultra,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-c5-ultra.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,,,"2015, August","Available. Released 2015, August",164.2 x 79.6 x 8.2 mm (6.46 x 3.13 x 0.32 in),187 g (6.60 oz),Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 99.2 cm2 (~75.9% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~367 ppi density)","Android 5.0 (Lollipop), upgradable to 6.0 (Marshmallow)",Mediatek MT6752 (28 nm),Octa-core 1.7 GHz Cortex-A53,Mali-T760MP2,microSDXC (dedicated slot),16GB 2GB RAM,"13 MP, f/2.0, 25mm (wide), AF","1080p@30fps, HDR",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - E5506,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, DLNA, hotspot","4.1, A2DP, aptX","Yes, with A-GPS, GLONASS","FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass","2, 4, 5, 7, 12, 13, 17, 28 - E5506","Li-Ion 2930 mAh, non-removable",Up to 714 h (2G) / Up to 769 h (3G),Up to 14 h 24 min (2G) / Up to 12 h 53 min (3G),"Black, White, Mint",0.30 W/kg (head)     0.24 W/kg (body),"LED flash, panorama, HDR","13 MP, f/2.2, 22mm (wide), AF",1080p@30fps,Up to 60 h,HSDPA 850 / 900 / 1900 / 2100 - E5553,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",About 200 EUR,,,,,,,0.66 W/kg (head)     0.44 W/kg (body),,,Scratch-resistant,Photo / Video,Voice 72dB / Noise 66dB / Ring 82dB,Noise -92.1dB / Crosstalk -88.7dB,"Contrast ratio: 1144 (nominal),  2.253 (sunlight)",Endurance rating 62h,"E5553, E5506",,,,,"1, 3, 5, 7, 8, 28, 40 - E5553",,"Glass front, plastic back, plastic frame",,LED flash,Yes,,Basemark OS II 2.0: 931Basemark X: 5695,,,,,,,,,
sony,Sony Xperia Z4v,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-z4v-.jpg,GSM / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900,,,"2015, June",Cancelled,144.4 x 72.3 x 8.7 mm (5.69 x 2.85 x 0.34 in),162 g (5.71 oz),Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~71.4% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~565 ppi density)",Android 5.0 (Lollipop),Qualcomm MSM8994 Snapdragon 810 (20 nm),Octa-core (4x1.5 GHz Cortex-A53 & 4x2.0 GHz Cortex-A57),Adreno 430,microSDXC (dedicated slot),32GB 3GB RAM,"20.7 MP, 1/2.3"", AF","4K@30fps, 1080p@60fps, 720p@120fps, HDR",CDMA2000 1xEV-DO,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","4.1, A2DP, aptX","Yes, with A-GPS, GLONASS",No,"microUSB 2.0 (MHL 3 TV-out), USB On-The-Go","Accelerometer, gyro, proximity, compass, barometer",IP68 dust/water resistant (up to 1.5m for 30 mins),"Li-Ion 3000 mAh, non-removable",Up to 590 h (2G) / Up to 580 h (3G),Up to 17 h (2G) / Up to 20 h (3G),"White, black",,"LED flash, HDR, panorama",5.1 MP,1080p@30fps,Up to 95 h,HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A Cat6 300/50 Mbps, EV-DO Rev.A 3.1 Mbps",,,,,,,,,ANT+,,"Scratch-resistant glass, oleophobic coating",,,,,,"E6508, SOV31",,,,,"2, 3, 4, 7, 13, 20",,,,HDR,Yes,Fast charging 18W Quick Charge 2.0 PMA wireless charging,,,,,,,,,,
sony,Sony Xperia Z3+ dual,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-z4.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,"2015, May","Available. Released 2015, June",146 x 72 x 6.9 mm (5.75 x 2.83 x 0.27 in),144 g (5.08 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 73.2 cm2 (~69.6% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~428 ppi density)","Android 5.0 (Lollipop), upgradable to 6.0 (Marshmallow)",Qualcomm MSM8994 Snapdragon 810 (20 nm),Octa-core (4x1.5 GHz Cortex-A53 & 4x2.0 GHz Cortex-A57),Adreno 430,microSDXC (dedicated slot),32GB 3GB RAM,"20.7 MP, f/2.0, 25mm (wide), 1/2.3"", 1.12µm, AF","4K@30fps, 1080p@60fps, 720p@120fps, HDR",IP68 dust/water resistant (up to 1.5m for 30 mins),"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","4.1, A2DP, aptX","Yes, with A-GPS, GLONASS/ BDS (market dependant)","FM radio, RDS","microUSB 2.0 (MHL 3 TV-out), USB On-The-Go","Accelerometer, gyro, proximity, compass, barometer",Triluminos display X-Reality Engine,"Li-Ion 2930 mAh, non-removable",Up to 530 h (2G) / Up to 510 h (3G),Up to 12 h (2G) / Up to 21 h (3G),"White, black, copper, aqua green",0.43 W/kg (head)     0.36 W/kg (body),"LED flash, HDR, panorama","5.1 MP, f/2.4",1080p@30fps,Up to 81 h,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",About 320 EUR,,,,,,,0.59 W/kg (head)     1.12 W/kg (body),ANT+,,"Scratch-resistant glass, oleophobic coating",,,,,,E6533,,,,,"1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 38, 39, 40, 41",,,,HDR,Yes,,,,,,,,,,,
sony,Sony Xperia Z3+,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-z4.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,,,"2015, May","Available. Released 2015, June",146 x 72 x 6.9 mm (5.75 x 2.83 x 0.27 in),144 g (5.08 oz),Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~70.9% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)","Android 5.0.1 (Lollipop), upgradable to 7.0 (Nougat)",Qualcomm MSM8994 Snapdragon 810 (20 nm),Octa-core (4x1.5 GHz Cortex-A53 & 4x2.0 GHz Cortex-A57),Adreno 430,microSDXC (dedicated slot),32GB 3GB RAM,"20.7 MP, f/2.0, 25mm (wide), 1/2.3"", 1.12µm, AF","4K@30fps, 1080p@60fps, 720p@120fps, HDR",IP68 dust/water resistant (up to 1.5m for 30 mins),"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","4.1, A2DP, aptX","Yes, with A-GPS, GLONASS/ BDS (market dependant)","FM radio, RDS","microUSB 2.0 (MHL 3 TV-out), USB On-The-Go","Accelerometer, gyro, proximity, compass, barometer",Triluminos display X-Reality Engine,"Li-Ion 2930 mAh, non-removable",Up to 580 h (2G) / Up to 590 h (3G),Up to 12 h (2G) / Up to 17 h (3G),"White, black, copper, aqua green",0.74 W/kg (head)     0.41 W/kg (body),"LED flash, HDR, panorama","5.1 MP, f/2.4",1080p@30fps,Up to 91 h,HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A Cat6 300/50 Mbps",About 290 EUR,,,,,,,0.71 W/kg (head)     1.38 W/kg (body),ANT+,,"Scratch-resistant glass, oleophobic coating",Photo / Video,Voice 66dB / Noise 66dB / Ring 67dB,Noise -94.8dB / Crosstalk -94.3dB,"Contrast ratio: 1158 (nominal), 2.824 (sunlight)",Endurance rating 65h,"E6553, SO-03G, 402SO",,,,,"1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 28, 40",,"Glass front, glass back, aluminum frame",,HDR,Yes,Fast charging 18W Quick Charge 2.0,Basemark OS II 2.0: 1479Basemark X: 23334,,,,,,,,,
sony,Sony Xperia C4 Dual,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-c4-new.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,"2015, May","Available. Released 2015, June",150.3 x 77.4 x 7.9 mm (5.92 x 3.05 x 0.31 in),147 g (5.19 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~71.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Android 5.0 (Lollipop), upgradable to 6.0 (Marshmallow)",Mediatek MT6752 (28 nm),Octa-core 1.7 GHz Cortex-A53,Mali-T760MP2,microSDXC (dedicated slot),16GB 2GB RAM,"13 MP, f/2.0, AF","1080p, HDR","1, 3, 7, 8, 28, 40 - E5363",Yes,Yes,"Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, DLNA, hotspot","4.1, A2DP, aptX","Yes, with A-GPS, GLONASS","FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass","2, 4, 5, 7, 28 - E5343","Li-Ion 2600 mAh, non-removable",Up to 634 h (2G) / Up to 682 h (3G),Up to 13 h (2G) / Up to 11 h 30 min (3G),"Black, White, Mint",0.52 W/kg (head)     0.47 W/kg (body),"LED flash, panorama, HDR","5 MP, f/2.2",720p,Up to 53 h 22 min,"HSDPA 850 / 900 / 1900 / 2100 - E5333, E5363, E5343","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",About 250 EUR,,,,,,,1.04 W/kg (head)     1.00 W/kg (body),ANT+,,Scratch-resistant,Photo / Video,Voice 65dB / Noise 65dB / Ring 75dB,Noise -92.2dB / Crosstalk -89.6dB,"Contrast ratio: 1192 (nominal), 2.235 (sunlight)",Endurance rating 53h,"E5333, E5343, E5363",,,,,"1, 3, 5, 7, 8, 20 - E5333",,,,LED flash,Yes,,Basemark OS II 2.0: 939,,,,,,,,,
sony,Sony Xperia C4,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-c4-new.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,,,"2015, May","Available. Released 2015, June",150.3 x 77.4 x 7.9 mm (5.92 x 3.05 x 0.31 in),147 g (5.19 oz),Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~71.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Android 5.0 (Lollipop), upgradable to 6.0 (Marshmallow)",Mediatek MT6752 (28 nm),Octa-core 1.7 GHz Cortex-A53,Mali-T760MP2,microSDXC (dedicated slot),16GB 2GB RAM,"13 MP, f/2.0, AF","1080p, HDR",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - E5306,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, DLNA, hotspot","4.1, A2DP, aptX","Yes, with A-GPS, GLONASS","FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass","1, 3, 7, 8, 28, 40 - E5353","Li-Ion 2600 mAh, non-removable",Up to 634 h (2G) / Up to 682 h (3G),Up to 13 h (2G) / Up to 11 h 30 min (3G),"Black, White, Mint",0.52 W/kg (head)     0.47 W/kg (body),"LED flash, panorama, HDR","5 MP, f/2.2",720p,Up to 53 h 22 min,"HSDPA 850 / 900 / 1900 / 2100 - E5303, E5353","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",About 220 EUR,,,,,,,0.95 W/kg (head)     1.18 W/kg (body),ANT+,,Scratch-resistant,,,,,,"E5303, E53063E5353, E5353, E5306",,,,,"1, 3, 5, 7, 8, 20 - E5303",,,,LED flash,Yes,,,,,,,,,,,
sony,Sony Xperia M4 Aqua Dual,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-m4-aqua.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,"2015, March","Available. Released 2015, June",145.5 x 72.6 x 7.3 mm (5.73 x 2.86 x 0.29 in),135 g (4.76 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~65.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Android 5.0 (Lollipop), upgradable to 6.0 (Marshmallow)",Qualcomm MSM8939 Snapdragon 615 (28 nm),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Adreno 405,microSDXC (dedicated slot),"8GB 2GB RAM, 16GB 2GB RAM (E2333,E2363)","13 MP, f/2.0, AF",1080p@30fps,HSDPA 850 / 900 / 1700 / 1900 / 2100 - E2312,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","4.1, A2DP","Yes, with A-GPS, GLONASS","FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass","1, 3, 5, 7, 8, 28, 40 - E2363","Li-Ion 2400 mAh, non-removable",Up to 493 h (2G) / Up to 488 h (3G),Up to 12 h 40 min (2G) / Up to 13 h 20 min (3G),"Black, White, Coral, Silver",0.59 W/kg (head)     0.53 W/kg (body),"LED flash, HDR, panorama",5 MP,720p,Up to 64 h 40 min,"HSDPA 850 / 900 / 1900 / 2100 - E2333, E2363","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",About 200 EUR,,,,,,,1.00 W/kg (head)     1.19 W/kg (body),ANT+,,Scratch-resistant glass,,,,,,"E2312, E2333, E2363",,,,,"1, 2, 3, 5, 7, 8, 20 - E2333",,,,,Yes,,,,,,,,,,,
sony,Sony Xperia M4 Aqua,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-m4-aqua.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,,,"2015, March","Available. Released 2015, June",145.5 x 72.6 x 7.3 mm (5.73 x 2.86 x 0.29 in),136 g (4.80 oz),Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~65.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Android 5.0.1 (Lollipop), upgradable to 6.0.1 (Marshmallow)",Qualcomm MSM8939 Snapdragon 615 (28 nm),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Adreno 405,microSDXC (dedicated slot),"8GB 2GB RAM, 16GB 2GB RAM (E2306)","13 MP, f/2.0, AF",1080p@30fps,HSDPA 850 / 900 / 1700 / 1900 / 2100 - E2306,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","4.1, A2DP","Yes, with A-GPS, GLONASS","FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass","2, 4, 5, 7, 12, 13, 17, 28 - E2306","Li-Ion 2400 mAh, non-removable",Up to 681 h (2G) / Up to 685 h (3G),Up to 12 h 40 min (2G) / Up to 13 h 20 min (3G),"Black, White, Coral, Silver",0.59 W/kg (head)     0.53 W/kg (body),"LED flash, HDR, panorama",5 MP,720p,Up to 64 h 40 min,"HSDPA 850 / 900 / 1900 / 2100 - E2303, E2353","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",About 190 EUR,,,,,,,1.19 W/kg (head)     1.19 W/kg (body),ANT+,,Scratch-resistant glass,Photo / Video,,,,,"E2303, E2353, E2306",,,,,"1, 2, 3, 5, 7, 8, 20 - E2303",,"Glass front, plastic back, plastic frame",,,Yes,,,,,,,,,,,
