Brand,Model Name,Model Image,Technology,2G bands,GPRS,EDGE,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Video,,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,_1,Type_1,Stand-by,Talk time,Colors,SAR EU,Features,Single_1,Video_1,Music play,3G bands,Speed,Price,Keyboard,Phonebook,Call records,Messaging,Games,Java,SAR,_1_1,Browser,Protection,Camera,Loudspeaker_1,Audio quality,Display,Battery life,Models,Infrared port,Alert types,Clock,Alarm,4G bands,5G bands,Build,Triple,Features_1,NFC,Charging,Performance,Quad,256GB 8GB RAM,128GB 4GB RAM,64GB 3GB RAM,128GB 6GB RAM,64GB 6GB RAM,Dual,64GB 4GB RAM,32GB 3GB RAM 
sony,Sony Xperia tipo dual,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-tipo-dual.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,"2012, June. Released 2012, September",Discontinued,103 x 57 x 13 mm (4.06 x 2.24 x 0.51 in),99.4 g (3.49 oz),"Dual SIM (Mini-SIM, no dual stand-by)","TFT capacitive touchscreen, 256K colors","3.2 inches, 30.5 cm2 (~51.9% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~180 ppi density)",Android 4.0.3 (Ice Cream Sandwich),Qualcomm MSM7225AA Snapdragon S1,800 MHz Cortex-A5,Adreno 200,microSDHC (dedicated slot),"2.9GB (2.5GB user available), 512MB RAM",3.15 MP,480p,HSDPA 850 / 1900 / 2100 - ST21a2,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","2.1, EDR","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity",No,Removable Li-Ion 1500 mAh battery,Up to 350 h (2G) / Up to 360 h (3G),Up to 5 h (2G) / Up to 6 h (3G),"Serene black, Classic silver",1.62 W/kg (head),,,,Up to 36 h 30 min,HSDPA 900 / 2100 - ST21i2,HSPA 7.2/5.76 Mbps,About 90 EUR,,,,,,,1.28 W/kg (head)     0.74 W/kg (body),MP4/H.264/WMV player MP3/WMA/WAV/eAAC+ player Organizer Document viewer Voice memo/dial Predictive text input,,Scratch-resistant glass,,,,,,,,,,,,,,,,,,,,,,,,,,,
sony,Sony Xperia tipo,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-tipo.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,,,"2012, June. Released 2012, August",Discontinued,103 x 57 x 13 mm (4.06 x 2.24 x 0.51 in),99.4 g (3.49 oz),Mini-SIM,"TFT capacitive touchscreen, 256K colors","3.2 inches, 30.5 cm2 (~51.9% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~180 ppi density)",Android 4.0.4 (Ice Cream Sandwich),Qualcomm MSM7225AA Snapdragon S1,800 MHz Cortex-A5,Adreno 200,microSDHC (dedicated slot),"2.9GB (2.5GB user available), 512MB RAM",3.15 MP,480p,HSDPA 850 / 1900 / 2100 - ST21a,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","2.1, A2DP, EDR","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity",No,Removable Li-Ion 1500 mAh battery,Up to 470 h (2G) / Up to 545 h (3G),Up to 5 h (2G) / Up to 4 h 30 min (3G),"Classic Black, Classic White, Deep Red, Navy Blue",1.62 W/kg (head)     1.30 W/kg (body),,,,Up to 30 h,HSDPA 900 / 2100 - ST21i,HSPA 7.2/5.76 Mbps,About 80 EUR,,,,,,,1.37 W/kg (head)     0.74 W/kg (body),MP4/H.264/WMV player MP3/WMA/WAV/eAAC+ player Organizer Document viewer Voice memo/dial Predictive text input,,Scratch-resistant glass,,Voice 65dB / Noise 61dB / Ring 71dB,Noise -75.9dB / Crosstalk -79.1dB,Contrast ratio: 751:1 (nominal) / 1.166:1 (sunlight),,,,,,,,,,,,,,,,,,,,,,,
sony,Sony Xperia miro,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-miro.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,,,"2012, June. Released 2012, September",Discontinued,113 x 59.4 x 9.9 mm (4.45 x 2.34 x 0.39 in),110 g (3.88 oz),Mini-SIM,"TFT, capacitive touchscreen, 16M colors","3.5 inches, 36.5 cm2 (~54.3% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",Android 4.0 (Ice Cream Sandwich),Qualcomm MSM7225A Snapdragon S1,800 MHz Cortex-A5,Adreno 200,microSDHC (dedicated slot),"4GB (2.2GB user available), 512MB RAM","5 MP, AF",480p@30fps,HSDPA 850 / 1900 / 2100 - ST23a,Yes,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","2.1, A2DP, EDR","Yes, with A-GPS","Stereo FM radio, RDS","microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass",Anti-reflective coating,Removable Li-Ion 1500 mAh battery,Up to 470 h (2G) / Up to 545 h (3G),Up to 5 h (2G) / Up to 6 h (3G),"Black, Pink, White with silver, White with gold",0.87 W/kg (head),"LED flash, panorama",VGA,,Up to 36 h 30 min,HSDPA 900 / 2100 - ST23i,HSPA 7.2/5.76 Mbps,About 150 EUR,,,,,,,1.25 W/kg (head)     0.91 W/kg (body),MP4/H.264 player MP3/eAAC+/WAV player TrackID music recognition Document viewer Voice memo/dial/commands Predictive text input,,Scratch-resistant glass,Photo,,,,,,,,,,,,,,,,,,,,,,,,,,
sony,Sony Xperia go,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-go.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,,,"2012, May. Released 2012, July",Discontinued,111 x 60.3 x 9.8 mm (4.37 x 2.37 x 0.39 in),110 g (3.88 oz),Mini-SIM,"LED-backlit LCD, capacitive touchscreen, 16M colors","3.5 inches, 36.5 cm2 (~54.5% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)","Android 2.3 (Gingerbread), upgradable to 4.1.2 (Jelly Bean)",NovaThor U8500,Dual-core 1.0 GHz Cortex-A9,Mali-400,microSDHC (dedicated slot),"8GB (4GB user available), 512MB RAM","5 MP, AF",720p@30fps,HSDPA 850 / 1900 / 2100 - ST27a,Yes,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","3.0, A2DP, EDR","Yes, with A-GPS","Stereo FM radio, RDS","microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass",IP67 dust and water proof (up to 1m for 30 mins),Non-removable Li-Ion 1305 mAh battery,Up to 520 h (2G) / Up to 460 h (3G),Up to 6 h 30 min (2G) / Up to 5 h 30 min (3G),"White, Black, Yellow",0.89 W/kg (head),"LED flash, panorama",,,Up to 45 h,HSDPA 900 / 2100 - ST27i,HSPA 14.4/5.76 Mbps,About 160 EUR,,,,,,,1.12 W/kg (head)     0.96 W/kg (body),MP4/H.264/WMV player MP3/eAAC+/WMA/WAV player TrackID music recognition Document viewer Voice memo/dial/commands Predictive text input,,Scratch-resistant glass,Photo / Video,Voice 65dB / Noise 65dB / Ring 76dB,Noise -86.7dB / Crosstalk -87.3dB,Contrast ratio: 859 (nominal) / 1.577:1 (sunlight),,,,,,,,,,,,,,,,,,,,,,,
sony,Sony Xperia acro S,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-acro-s.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,,,"2012, May. Released 2012, August",Discontinued,126 x 66 x 11.9 mm (4.96 x 2.60 x 0.47 in),147 g (5.19 oz),Mini-SIM,"LED-backlit LCD, capacitive touchscreen, 16M colors","4.3 inches, 51.0 cm2 (~61.3% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~342 ppi density)","Android 4.0 (Ice Cream Sandwich), upgradable to 4.1.2 (Jelly Bean)",Qualcomm MSM8260 Snapdragon S3,Dual-core 1.5 GHz Scorpion,Adreno 220,microSDHC (dedicated slot),"16GB (11GB user available), 1GB RAM","12 MP, AF",1080p@30fps,IP57 dust/water resistant (up to 1m for 30 mins),Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot","3.0, A2DP, EDR","Yes, with A-GPS, GLONASS","Stereo FM radio, RDS","microUSB 2.0, USB On-The-Go","Accelerometer, gyro, proximity, compass",ANT+ HDMI port MP4/H.264/WMV player MP3/eAAC+/WMA/WAV player TrackID music recognition Document viewer Voice memo/dial/commands Predictive text input,Non-removable Li-Ion 1910 mAh battery,Up to 290 h (2G) / Up to 310 h (3G),Up to 6 h 40 min (2G) / Up to 7 h 10 min (3G),"White, Black, Pink",1.10 W/kg (head),"LED flash, panorama",1.3 MP,720p@30fps,Up to 23 h,HSDPA 850 / 900 / 1900 / 2100,HSPA 14.4/5.76 Mbps,About 230 EUR,,,,,,,1.05 W/kg (head)     0.80 W/kg (body),,,Shatter proof glass,Photo / Video,Voice 66dB / Noise 64dB / Ring 69dB,,Contrast ratio: 1022:1 (nominal) / 2.119:1 (sunlight),Endurance rating 36h,LT26w,,,,,,,,,,Yes,,,,,,,,,,,
sony,Sony Xperia SX SO-05D,https://fdn2.gsmarena.com/vv/bigpic/Sony-Xperia-SX-SO-05D.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,,,"2012, May. Released 2012, September",Discontinued,115 x 54 x 9.4 mm (4.53 x 2.13 x 0.37 in),95 g (3.35 oz),Micro-SIM,"LED-backlit LCD, capacitive touchscreen, 16M colors","3.7 inches, 37.7 cm2 (~60.8% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~298 ppi density)",Android 4.0 (Ice Cream Sandwich),Qualcomm MSM8960 Snapdragon S4 Plus,Dual-core 1.5 GHz Krait,Adreno 225,microSDHC (dedicated slot),4GB 1GB RAM,"8 MP, AF",1080p@30fps,Mobile FeliCa client (v2.2.0) Digital TV and TV launcher MP4/H.264/WMV player MP3/eAAC+/WMA/WAV player TrackID music recognition Document viewer Voice memo/dial/commands Predictive text input,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","3.1, A2DP","Yes, with A-GPS, GLONASS","Stereo FM radio, RDS",microUSB 2.0 (MHL TV-out),"Accelerometer, gyro, proximity, compass",,Removable Li-Ion 1500 mAh battery,Up to 280 h (2G) / Up to 360 h (3G),Up to 6 h (2G) / Up to 5 h 50 min (3G),"Black, White, Pink, Orange",0.97 W/kg (head),"LED flash, panorama",VGA,,,HSDPA 2100  / 800,"HSPA 14.4/5.76 Mbps, LTE Cat2 50/25 Mbps",About 220 EUR,,,,,,,1.07 W/kg (head)     0.51 W/kg (body),,,Scratch-resistant glass,,,,,,,Yes,,,,1,,,,,,,,,,,,,,,,
sony,Sony Xperia GX SO-04D,https://fdn2.gsmarena.com/vv/bigpic/Sony-Xperia-GX-SO-04D.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,Up to 86 kbps,Up to 237 kbps,"2012, May. Released 2012, August",Discontinued,131 x 69 x 8.6 mm (5.16 x 2.72 x 0.34 in),127 g (4.48 oz),Micro-SIM,"LED-backlit LCD, capacitive touchscreen, 16M colors","4.6 inches, 58.3 cm2 (~64.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~319 ppi density)",Android 4.0 (Ice Cream Sandwich),Qualcomm MSM8960 Snapdragon S4 Plus,Dual-core 1.5 GHz Krait,Adreno 225,microSDHC (dedicated slot),16GB 1GB RAM,"13 MP, AF",1080p@30fps,MP4/H.264/WMV player MP3/eAAC+/WMA/WAV player TrackID music recognition Document viewer Voice memo/dial/commands Predictive text input,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","3.1, A2DP","Yes, with A-GPS",No,microUSB 2.0 (MHL TV-out),"Accelerometer, gyro, proximity, compass",,Removable Li-Ion 1700 mAh battery,Up to 300 h (2G) / Up to 380 h (3G),Up to 6 h 40 min (2G) / Up to 6 h 40 min (3G),"Black, White",1.10 W/kg (head),"LED flash, panorama",1.3 MP,720p@30fps,,HSDPA,"HSPA 14.4/5.76 Mbps, LTE Cat2 50/25 Mbps",About 290 EUR,,,,,,,,,,Scratch-resistant glass,,,,,,,,,,,1,,,,,,,,,,,,,,,,
sony,Sony Xperia acro HD SO-03D,https://fdn2.gsmarena.com/vv/bigpic/Sony-Xperia-acro-HD-SO-03D.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,,,"2012, May. Released 2012, September",Discontinued,126 x 66 x 11.9 mm (4.96 x 2.60 x 0.47 in),149 g (5.26 oz),Micro-SIM,"LED-backlit LCD, capacitive touchscreen, 16M colors","4.3 inches, 51.0 cm2 (~61.3% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~342 ppi density)",Android 2.3 (Gingerbread),Qualcomm MSM8260 Snapdragon S3,Dual-core 1.5 GHz Scorpion,Adreno 220,microSDHC (dedicated slot),11GB 1GB RAM,"12 MP, AF",1080p@30fps,Water resistant,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot","2.1, A2DP, EDR","Yes, with A-GPS, GLONASS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, gyro, proximity, compass",Mobile FeliCa client Digital TV and TV launcher HDMI port MP4/H.264/WMV player MP3/eAAC+/WMA/WAV player TrackID music recognition Document viewer Voice memo/dial/commands Predictive text input,Removable Li-Ion 1910 mAh battery,Up to 290 h (2G) / Up to 310 h (3G),Up to 6 h 40 min (2G) / Up to 7 h 10 min (3G),"Black, Aqua, Sakura, Ceramic",1.17 W/kg (head),"LED flash, panorama",1.3 MP,720p@30fps,Up to 23 h,HSDPA 850 / 1700 / 2100 / 800,HSPA 14.4/5.76 Mbps,About 290 EUR,,,,,,,,,,Scratch-resistant glass,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
sony,Sony Xperia acro HD SOI12,https://fdn2.gsmarena.com/vv/bigpic/Sony-Xperia-acro-HD-SOI12.jpg,GSM / HSPA / CDMA2000,GSM 850 / 900 / 1800 / 1900,,,"2012, May. Released 2012, Q4",Discontinued,126 x 66 x 11.9 mm (4.96 x 2.60 x 0.47 in),149 g (5.26 oz),Micro-SIM,"LED-backlit LCD, capacitive touchscreen, 16M colors","4.3 inches, 51.0 cm2 (~61.3% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~342 ppi density)",Android 2.3 (Gingerbread),Qualcomm MSM8660 Snapdragon S3,Dual-core 1.5 GHz Scorpion,Adreno 220,microSDHC (dedicated slot),11GB 1GB RAM,"12 MP, AF",1080p@30fps,CDMA2000 1x,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot","2.1, A2DP, EDR","Yes, with A-GPS, GLONASS",FM radio,microUSB 2.0,"Accelerometer, gyro, proximity, compass",Water resistant,Removable Li-Ion 1900 mAh battery,Up to 440 h (2G) / Up to 410 h (3G),Up to 8 h 10 min (2G) / Up to 8 h 50 min (3G),"White, Black, Rouge",,"LED flash, panorama",1.3 MP,720p@30fps,Up to 26 h,HSDPA 850 / 2100,"HSPA 10.2/5.76 Mbps, EV-DO Rev.A 3.1 Mbps",About 280 EUR,,,,,,,,Mobile FeliCa client Digital TV and TV launcher HDMI port MP4/H.264/WMV player MP3/eAAC+/WMA/WAV player TrackID music recognition Document viewer Voice memo/dial/commands Predictive text input,,Scratch-resistant glass,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
sony,Sony Xperia neo L,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-neo-l.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,,,"2012, March. Released 2012, June",Discontinued,121 x 61.1 x 12.2 mm (4.76 x 2.41 x 0.48 in),131.5 g (4.62 oz),Mini-SIM,"LED-backlit LCD, capacitive touchscreen, 16M colors","4.0 inches, 44.1 cm2 (~59.6% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~245 ppi density)",Android 4.0.4 (Ice Cream Sandwich),Qualcomm MSM8255 Snapdragon S2,1.0 GHz Scorpion,Adreno 205,microSDHC (dedicated slot),"1GB (300MB user available), 512MB RAM","5 MP, AF",720p@30fps,Timescape UI,Yes,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot",Yes,"Yes, with A-GPS",No,microUSB 2.0,"Accelerometer, proximity, compass",MP4/H.264/WMV player MP3/WMA/WAV/eAAC+ player TrackID music recognition Organizer Document viewer Voice memo/dial/commands Predictive text input,Removable Li-Po 1500 mAh battery,Up to 575 h (2G) / Up to 410 h (3G),Up to 7 h 53 min (2G) / Up to 7 h 9 min (3G),"Black, White",1.01 W/kg (head),LED flash,VGA,,Up to 37 h,HSDPA 900 / 2100,HSPA 7.2/5.76 Mbps,About 150 EUR,,,,,,,0.84 W/kg (head)     0.46 W/kg (body),,,,Photo / Video,Voice 65dB / Noise 65dB / Ring 76dB,Noise -85.6dB / Crosstalk -85.6dB,Contrast ratio: 1097:1 (nominal) / 1.169:1 (sunlight),,M25i,,,,,,,,,,,,,,,,,,,,,
sony,Sony Xperia sola,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-sola.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,,,"2012, March. Released 2012, May",Discontinued,116 x 59 x 9.9 mm (4.57 x 2.32 x 0.39 in),107 g (3.77 oz),Mini-SIM,"LED-backlit LCD, capacitive touchscreen, 16M colors","3.7 inches, 37.7 cm2 (~55.1% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~265 ppi density)","Android 2.3 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich)",NovaThor U8500,Dual-core 1.0 GHz Cortex-A9,Mali-400,microSDHC (dedicated slot),"8GB (5GB user available), 512MB RAM","5 MP, AF",720p@30fps,Floating touch display,Yes,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","3.0, A2DP, EDR","Yes, with A-GPS","Stereo FM radio, RDS","microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass",No,Non-removable Li-Ion 1320 mAh battery,Up to 470 h (2G) / Up to 475 h (3G),Up to 6 h (2G) / Up to 5 h (3G),"Black, White, Red",1.25 W/kg (head),"LED flash, panorama",,,Up to 40 h,HSDPA 850 / 900 / 1900 / 2100,HSPA 14.4/5.76 Mbps,About 120 EUR,,,,,,,,MP4/H.264/WMV player MP3/eAAC+/WMA/WAV player Document viewer Voice memo/dial/commands Predictive text input,,Scratch-resistant glass,Photo / Video,Voice 60dB / Noise 59dB / Ring 61dB,Noise -81.6dB / Crosstalk -83.5dB,Contrast ratio: 1002:1 (nominal),,,,,,,,,,,,Yes,,,,,,,,,,,
sony,Sony Xperia U,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-u-ofic.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,,,"2012, February. Released 2012, May",Discontinued,112 x 54 x 12 mm (4.41 x 2.13 x 0.47 in),110 g (3.88 oz),Mini-SIM,"TFT capacitive touchscreen, 16M colors","3.5 inches, 33.8 cm2 (~55.8% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~280 ppi density)","Android 2.3 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich)",NovaThor U8500,Dual-core 1.0 GHz Cortex-A9,Mali-400,No,"8GB (4GB user available), 512MB RAM","5 MP, AF",720p@30fps,HSDPA 850 / 1900 / 2100 - ST25a,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot, DLNA","2.1, A2DP, EDR","Yes, with A-GPS","Stereo FM radio, RDS","microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass",,Removable Li-Ion 1320 mAh battery,Up to 260 h (2G) / Up to 472 h (3G),Up to 6 h 36 min (2G) / Up to 5 h 36 min (3G),"Black, White/ exchangeable bottom caps in white, black, pink, yellow",1.62 W/kg (head),"LED flash, panorama",VGA,,Up to 45 h,HSDPA 900 / 2100 - ST25i,HSPA 14.4/5.76 Mbps,About 140 EUR,,,,,,,1.09 W/kg (head)     0.93 W/kg (body),,,Scratch-resistant glass,Photo / Video,Voice 65dB / Noise 65dB / Ring 72dB,Noise -87.3dB / Crosstalk -87.7dB,Contrast ratio: 930:1 (nominal) / 1.758:1 (sunlight),,,,,,,,,,,,,,,,,,,,,,,
sony,Sony Xperia P,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-p-ofic.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,,,"2012, February. Released 2012, May",Discontinued,122 x 59.5 x 10.5 mm (4.80 x 2.34 x 0.41 in),120 g (4.23 oz),Micro-SIM,"LED-backlit LCD, capacitive touchscreen, 16M colors","4.0 inches, 44.1 cm2 (~60.8% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~275 ppi density)","Android 2.3 (Gingerbread), upgradable to 4.1 (Jelly Bean)",NovaThor U8500,Dual-core 1.0 GHz Cortex-A9,Mali-400,No,"16GB (13GB user available), 1GB RAM","8 MP, AF",1080p@30fps,Sony WhiteMagic,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot, DLNA","2.1, A2DP, EDR","Yes, with A-GPS","Stereo FM radio, RDS","microUSB 2.0, USB On-The-Go","Accelerometer, gyro, proximity, compass",HDMI port,Non-removable Li-Ion 1305 mAh battery,Up to 470 h (2G) / Up to 475 h (3G),Up to 6 h (2G) / Up to 5 h (3G),"Silver, Black, Red",0.78 W/kg (head),"LED flash, panorama",VGA,,Up to 80 h,HSDPA 850 / 900 / 1900 / 2100 - LT22i,HSPA 14.4/5.76 Mbps,About 210 EUR,,,,,,,1.18 W/kg (head)     0.84 W/kg (body),,,Scratch-resistant glass,Photo / Video,Voice 60dB / Noise 61dB / Ring 63dB,Noise -87.3dB / Crosstalk -86.2dB,Contrast ratio: 775:1 (nominal),Endurance rating 28h,LT22i,,,,,,,,,,Yes,,,,,,,,,,,
sony,Sony Xperia S,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-s-ofic.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,,,"2012, January. Released 2012, February",Discontinued,128 x 64 x 10.6 mm (5.04 x 2.52 x 0.42 in),144 g (5.08 oz),Micro-SIM,"LED-backlit LCD, capacitive touchscreen, 16M colors","4.3 inches, 51.0 cm2 (~62.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~342 ppi density)","Android 2.3 (Gingerbread), upgradable to 4.1.2 (Jelly Bean)",Qualcomm MSM8260 Snapdragon S3,Dual-core 1.5 GHz Scorpion,Adreno 220,No,32GB 1GB RAM,"12 MP, AF",1080p@30fps,ANT+ TV launcher HDMI port MP4/H.264/WMV player MP3/eAAC+/WMA/WAV player TrackID music recognition Document viewer Voice memo/dial/commands Predictive text input,Yes,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","2.1, A2DP, EDR","Yes, with A-GPS, GLONASS","Stereo FM radio, RDS","microUSB 2.0, USB On-The-Go","Accelerometer, gyro, proximity, compass",,Non-removable Li-Ion 1750 mAh battery,Up to 450 h (2G) / Up to 420 h (3G),Up to 7 h 30 min (2G) / Up to 8 h 30 min (3G),"White, Black, Silver",1.30 W/kg (head),"LED flash, panorama",1.3 MP,720p@30fps,Up to 25 h,HSDPA 850 / 900 / 1900 / 2100 - LT26i,HSPA 14.4/5.76 Mbps,About 230 EUR,,,,,,,1.31 W/kg (head)     0.60 W/kg (body),,,Scratch-resistant glass,Photo / Video,Voice 72dB / Noise 61dB / Ring 69dB,Noise -86.6dB / Crosstalk -86.9dB,Contrast ratio: 1038:1 (nominal),,LT26i,,,,,,,,,,Yes,,,,,,,,,,,
sony,Sony Xperia ion HSPA,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-ion-hspa.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,,,"2012, April. Released 2012, June",Discontinued,133 x 68 x 10.8 mm (5.24 x 2.68 x 0.43 in),144 g (5.08 oz),Micro-SIM,"LED-backlit LCD, capacitive touchscreen, 16M colors","4.55 inches, 57.1 cm2 (~63.1% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~323 ppi density)","Android 2.3 (Gingerbread), upgradable to 4.1.2 (Jelly Bean)",Qualcomm MSM8260 Snapdragon S3,Dual-core 1.5 GHz Scorpion,Adreno 220,microSDHC (dedicated slot),"13.2GB (12.9GB user available), 1GB RAM","12 MP, AF",1080p@30fps,ANT+ HDMI port MP4/H.264/WMV player MP3/eAAC+/WMA/WAV player TrackID music recognition Document viewer Voice memo/dial/commands Predictive text input,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot","2.1, A2DP, EDR","Yes, with A-GPS, GLONASS","Stereo FM radio, RDS","microUSB 2.0, USB On-The-Go","Accelerometer, gyro, proximity, compass",,Non-removable Li-Ion 1900 mAh battery,Up to 400 h (2G) / Up to 350 h (3G),Up to 10 h (2G) / Up to 4 h (3G),"Black, Red",1.02 W/kg (head),"LED flash, panorama",1.3 MP,720p@30fps,Up to 12 h,HSDPA 850 / 900 / 1700 / 1900 / 2100,HSPA 42.2/5.76 Mbps,About 250 EUR,,,,,,,1.08 W/kg (head)     0.97 W/kg (body),,,Scratch-resistant glass,,,,,,LT28h,,,,,,,,,,Yes,,,,,,,,,,,
sony,Sony Xperia ion LTE,https://fdn2.gsmarena.com/vv/bigpic/sony-xperia-ion-ofic.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,,,"2012, January. Released 2012, June",Discontinued,133 x 68 x 10.8 mm (5.24 x 2.68 x 0.43 in),144 g (5.08 oz),Mini-SIM,"LED-backlit LCD, capacitive touchscreen, 16M colors","4.55 inches, 57.1 cm2 (~63.1% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~323 ppi density)","Android 2.3 (Gingerbread), 4.0 (Ice Cream Sandwich), upgradable to 4.1.2 (Jelly Bean)",Qualcomm MSM8260 Snapdragon S3,Dual-core 1.5 GHz Scorpion,Adreno 220,microSDHC (dedicated slot),16GB 1GB RAM,"12 MP, AF",1080p@30fps,HSDPA 850 / 1700 / 1900 / 2100,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot","2.1, A2DP, EDR","Yes, with A-GPS, GLONASS","Stereo FM radio, RDS","microUSB 2.0, USB On-The-Go","Accelerometer, gyro, proximity, compass",ANT+ HDMI port MP4/H.264/WMV player MP3/eAAC+/WMA/WAV player TrackID music recognition Document viewer Voice memo/dial/commands Predictive text input,Non-removable Li-Ion 1900 mAh battery,Up to 400 h (2G) / Up to 350 h (3G),Up to 10 h (2G) / Up to 4 h (3G),"Black, White",0.87 W/kg (head),"LED flash, panorama",1.3 MP,720p@30fps,Up to 12 h,HSDPA 850 / 1900 / 2100,"HSPA 21.1/5.76 Mbps, LTE Cat3 100/50 Mbps",About 210 EUR,,,,,,,1.05 W/kg (head)     0.57 W/kg (body),,,Scratch-resistant glass,,,Noise -81.7dB / Crosstalk -38.5dB,,Endurance rating 31h,,,,,,"4, 17",,,,,Yes,,,,,,,,,,,
