Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,,Dual,Features,Video,Single,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Type_1,Colors,Price,Build,Dual_1,Features_1,Charging,GPRS,EDGE,Phonebook,Call records,_1,Alert types,Messaging,Browser,Clock,Alarm,Games,Java,_1_1,Stand-by,Talk time,Protection,NFC,Single_1,Models,SAR EU,Music play,Infrared port,Languages,Keyboard,SAR,5G bands,Quad,128GB 6GB RAM,Triple,Performance,Display,Camera,Loudspeaker_1,Audio quality,Battery life 
htc,HTC Pure,https://fdn2.gsmarena.com/vv/bigpic/htc-pure.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1900,,HSPA 7.2/2 Mbps,"2009, October. Released 2009, October",Discontinued,108 x 53 x 13.7 mm (4.25 x 2.09 x 0.54 in),117.5 g (4.13 oz),Mini-SIM,"TFT resistive touchscreen, 65K colors","3.2 inches, 29.1 cm2 (~50.9% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~292 ppi density)",Microsoft Windows Mobile 6.5 Professional,Qualcomm MSM7201A,528 MHz ARM 11,Adreno 130,microSD (dedicated slot),"288MB RAM, 512MB ROM",TouchFLO 3D finger swipe navigation Touch-sensitive zoom bar Handwriting recognition,,,480p@15fps,"5 MP, AF",,Yes,No,Wi-Fi 802.11 b/g,"2.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",miniUSB,Accelerometer,Removable Li-Ion 1100 mAh battery,Black,About 80 EUR,,,,,,,,,MP3/WAV/WMA/eAAC+ player MP4/WMV/H.264 player Facebook and Twitter integration YouTube client Pocket Office  Voice memo/dial Predictive text input,,,HTML,,,,,,Up to 360 h,Up to 5 h 40 min,,,VGA videocall camera,,,,,,,1.51 W/kg (head)     1.43 W/kg (body),,,,,,,,,,
htc,HTC Tattoo,https://fdn2.gsmarena.com/vv/bigpic/htc-tatoo.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,HSPA 7.2/0.384 Mbps,"2009, September. Released 2009, September",Discontinued,106 x 55.2 x 14 mm (4.17 x 2.17 x 0.55 in),113 g (3.99 oz),Mini-SIM,"TFT resistive touchscreen, 65K colors","2.8 inches, 24.3 cm2 (~41.5% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)","Android 1.6 (Donut), Sense UI",Qualcomm MSM7225 Snapdragon S1,528 MHz ARM 11,No,microSD (dedicated slot),"256MB RAM, 512MB",No,,,CIF@15fps,3.15 MP,,Yes,Yes,Wi-Fi 802.11 b/g,"2.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",miniUSB,"Accelerometer, compass",Removable Li-Ion 1100 mAh battery,"Brown, White, Graphite, Black, Violet",About 60 EUR,,,,,,,,,Dedicated search key Scenes quick profile switcher MP3/eAAC+/WAV/WMA9 player MP4/H.264/WMV9 player Voice memo Predictive text input,,,HTML,,,,,,Up to 340 h (2G) / Up to 520 h (3G),Up to 6 h 30 min (2G) / Up to 5 h 40 min (3G),,,,,,,,,,1.25 W/kg (head)     1.74 W/kg (body),,,,,,,Photo,Voice 75dB / Noise 66dB / Ring 75dB,Noise -84.8dB / Crosstalk -84.8dB,
htc,HTC Touch2,https://fdn2.gsmarena.com/vv/bigpic/htc-touch2-new.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,HSPA 7.2/0.384 Mbps,"2009, September. Released 2009, September",Discontinued,104 x 55 x 12.9 mm (4.09 x 2.17 x 0.51 in),110 g (3.88 oz),Mini-SIM,"TFT resistive touchscreen, 65K colors","2.8 inches, 24.3 cm2 (~42.4% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",Microsoft Windows Mobile 6.5 Professional,Qualcomm MSM7225 Snapdragon S1,528 MHz ARM 11,No,microSDHC (dedicated slot),"256MB RAM, 512MB ROM",TouchFLO finger swipe navigation Touch-sensitive zoom bar,,,CIF@30fps,3.15 MP,,Yes,Yes,Wi-Fi 802.11 b/g,"2.1, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",miniUSB 2.0,,Removable Li-Ion 1000 mAh battery,"Black, Brown, Silver",About 90 EUR,,,,,,,,,No,,,"WAP 2.0/xHTML, HTML (Opera 9.5)",,,,,MP3/WAV/eAAC+/WMA player MP4/WMV/AVI/H.264 player Pocket Office  Organizer Voice memo Predictive text input,Up to 500 h (2G) / Up to 370 h (3G),Up to 7 h 30 min (2G) / Up to 6 h 10 min (3G),,,,,,,,,,0.83 W/kg (head)     1.07 W/kg (body),,,,,,,Photo,Voice 75dB / Noise 75dB / Ring 82dB,Noise -84.6dB / Crosstalk -84.9dB,
htc,HTC Hero CDMA,https://fdn2.gsmarena.com/vv/bigpic/htc-hero-cdma.jpg,CDMA / EVDO,CDMA 800 / 1900,CDMA2000 1xEV-DO,,EV-DO Rev.A 3.1 Mbps,"2009, August. Released 2009, October",Discontinued,113 x 56 x 14 mm (4.45 x 2.20 x 0.55 in),128 g (4.52 oz),Mini-SIM,"TFT capacitive touchscreen, 65K colors","3.2 inches, 30.5 cm2 (~48.2% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~180 ppi density)","Android 2.1 (Eclair), Sense UI",Qualcomm MSM7200A,528 MHz ARM 11,Adreno 130,microSD (dedicated slot),"288MB RAM, 512MB",Trackball,,,Yes,"5 MP, AF",,Yes,Yes,Wi-Fi 802.11 b/g,"2.0, A2DP","Yes, with A-GPS",No,miniUSB 2.0,"Accelerometer, compass",Removable Li-Ion 1500 mAh battery,Silver,About 80 EUR,,,,,,,,,No,,,HTML,,,,,Dedicated search key MP3/AAC+/WAV/WMA player MP4/H.264/WMV player Organizer Voice memo/dial/commands Predictive text input,Up to 360 h,Up to 4 h 10 min,,,,,,,,,,0.71 W/kg (head)     1.13 W/kg (body),,,,,,,,,,
htc,HTC Hero,https://fdn2.gsmarena.com/vv/bigpic/htc-hero.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,HSPA 7.2/2 Mbps,"2009, June. Released 2009, July",Discontinued,112 x 56.2 x 14.4 mm (4.41 x 2.21 x 0.57 in),135 g (4.76 oz),Mini-SIM,"TFT capacitive touchscreen, 65K colors","3.2 inches, 30.5 cm2 (~48.4% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~180 ppi density)","Android 1.5 (Cupcake), Sense UI",Qualcomm MSM7200A,528 MHz ARM 11,Adreno 130,microSD (dedicated slot),"288MB RAM, 512MB",Trackball,,,CIF@15fps,"5 MP, AF",,Yes,Yes,Wi-Fi 802.11 b/g,"2.0, A2DP","Yes, with A-GPS",No,miniUSB 2.0,"Accelerometer, compass",Removable Li-Ion 1350 mAh battery,"Brown, White (teflon coating), Graphite, Black, Pink",About 100 EUR,,,,,,,,,No,,,HTML,,,,,MP3/AAC+/WAV/WMA9 player MP4/H.264/WMV9 player Organizer Voice memo Predictive text input,Up to 440 h (2G) / Up to 750 h (3G),Up to 8 h (2G) / Up to 7 h (3G),Corning Gorilla Glass,,,,,,,,,1.21 W/kg (head)     1.51 W/kg (body),,,,,,,Photo,Voice 76dB / Noise 71dB / Ring 77dB,Noise -91.3dB / Crosstalk -95.8dB,
htc,HTC Ozone,https://fdn2.gsmarena.com/vv/bigpic/htc-ozone.jpg,GSM,GSM 850 / 900 / 1800 / 1900,1x EV-DO 800 / 1900,,EV–DO Rev. A,"2009, March. Released 2009, June",Discontinued,114.3 x 63.5 x 12.7 mm (4.5 x 2.5 x 0.5 in),105 g (3.70 oz),Mini-SIM,"TFT, 65K colors","2.4 inches, 17.8 cm2 (~24.6% screen-to-body ratio)","320 x 240 pixels, 4:3 ratio (~167 ppi density)",Microsoft Windows Mobile 6.1 Standard,,528 MHz,,microSDHC (dedicated slot),"192MB RAM, 256MB ROM",CDMA2000 800 / 1900,,,Yes,2 MP,,Yes,No,Wi-Fi 802.11b/g,"2.0, A2DP","Yes, with A-GPS; VZ Navigator",No,Proprietary,,Removable Li-Ion 1500 mAh battery,Black,About 80 EUR,,,,,Class 10,Class 10,,,Trackball,,,"WAP 2.0/xHTML, HTML (PocketIE)",,,,,MP3/AAC player Pocket Office  Predictive text input Organizer,Up to 380 h (2G) / 324 h (3G),8 h 30 min (2G) / 4 h 50 min (3G),,,,,,,,,QWERTY,0.21 W/kg (head)     1.03 W/kg (body),,,,,,,,,,
htc,HTC Schubert,https://fdn2.gsmarena.com/vv/bigpic/htc-schubert.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,HSPA,Not officially announced yet,Discontinued,-,-,Mini-SIM,"TFT capacitive touchscreen, 16M colors",,,Microsoft Windows Phone 7,Qualcomm QSD8250 Snapdragon S1,1.0 GHz Scorpion,Adreno 200,No,,No,,,Yes,Yes,,Yes,Yes,Wi-Fi 802.11 b/g,"2.1, A2DP",,,microUSB 2.0,"Accelerometer, proximity",Removable Li-Ion battery,Black,,,,,,,,,,MP3/AAC+/WAV/WMA9 player MP4/H.264/WMV9 player Organizer Document viewer/editor Voice memo Predictive text input,,,HTML,,,,,,,,,,,,,,,,,,,,,,,,,,,
htc,HTC Snap,https://fdn2.gsmarena.com/vv/bigpic/htc-snap.jpg,GSM / UMTS,GSM 850 / 900 / 1800 / 1900,UMTS 900 / 2100,,HSPA 7.2/0.384 Mbps,"2009, March. Released 2009, June",Discontinued,116.5 x 61.5 x 12 mm (4.59 x 2.42 x 0.47 in),120 g (4.23 oz),Mini-SIM,"TFT, 65K colors","2.4 inches, 17.8 cm2 (~24.9% screen-to-body ratio)","320 x 240 pixels, 4:3 ratio (~167 ppi density)",Microsoft Windows Mobile 6.1 Standard,,528 MHz,,microSDHC (dedicated slot),"192MB RAM, 256MB ROM",UMTS 850 / 1900 - North America,,,Yes,2 MP,,Yes,No,Wi-Fi 802.11b/g,"2.0, A2DP","Yes, with A-GPS",No,Proprietary,,Removable Li-Ion 1500 mAh battery,Brown,About 100 EUR,,,,,,,,,Trackball,,,"WAP 2.0/xHTML, HTML (PocketIE)",,,,,MP3/AAC player Pocket Office  Predictive text input Organizer,Up to 380 h (2G) / 480 h (3G),8 h 30 min (2G) / 5 h (3G),,,,,,,,,QWERTY,0.21 W/kg (head)     1.03 W/kg (body),,,,,,,,,,
htc,HTC Magic,https://fdn2.gsmarena.com/vv/bigpic/htc-magic.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,HSPA 7.2/2 Mbps,"2009, February. Released 2009, May",Discontinued,113 x 55 x 13.7 mm (4.45 x 2.17 x 0.54 in),118.5 g (4.16 oz),Mini-SIM,"TFT capacitive touchscreen, 65K colors","3.2 inches, 30.5 cm2 (~49.1% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~180 ppi density)",Android 1.6 (Donut),Qualcomm MSM7200A,528 MHz ARM 11,Adreno 130,microSD (dedicated slot),"288MB RAM, 512MB",HSDPA 1700 / 2100 - American version,,,320p@15fps,"3.15 MP, AF",,Yes,No,Wi-Fi 802.11 b/g,"2.0, A2DP (headset support only)",Yes,No,miniUSB,"Accelerometer, compass",Removable Li-Ion 1340 mAh battery,"White, Black",About 90 EUR,,,,,,,,,Trackball,,,HTML,,,,,Voice memo MP3 player MP4/3gp player Predictive text input,Up to 420 h,Up to 7 h 30 min,,,,,,,,,,0.95 W/kg (head)     1.87 W/kg (body),,,,,,,Photo,Voice 70dB / Noise 69dB / Ring 79dB,Noise -85.6dB / Crosstalk -86.0dB,
htc,HTC Touch Pro2 CDMA,https://fdn2.gsmarena.com/vv/bigpic/htc-touch-pro2-cdma.jpg,GSM / CDMA / HSPA / EVDO,GSM 850 / 900 / 1800 / 1900,HSDPA 2100,,"HSPA 7.2/2 Mbps, EV-DO Rev.A 3.1 Mbps","2009, May. Released 2009, September",Discontinued,116 x 59 x 17 mm (4.57 x 2.32 x 0.67 in),180 g (6.35 oz),Mini-SIM,"TFT resistive touchscreen, 65K colors","3.6 inches, 36.9 cm2 (~53.9% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~259 ppi density)","Microsoft Windows Mobile 6.1 Professional, upgradable to Windows Mobile 6.5",Qualcomm MSM7200A,528 MHz ARM 11,Adreno 130,microSD (dedicated slot),"288MB RAM, 512MB ROM",CDMA 800 / 1900,,,Yes,"3.15 MP, AF",,Yes,Yes,Wi-Fi 802.11 b/g,"2.1, A2DP","Yes, with A-GPS",No,miniUSB 2.0,Accelerometer,Removable Li-Ion 1500 mAh battery,Black/Grey,About 120 EUR,,,,,,,,,CDMA2000 1xEV-DO,,,HTML,,,,,Pocket Office  MP4/AVI/H.264/WMV player MP3/WAV/WMV/AAC+ player TV-out Organizer Voice memo Predictive text input,Up to 324 h,Up to 5 h 20 min,,,,,,,,,QWERTY,1.41 W/kg (head)     0.58 W/kg (body),,,,,,,,,,
htc,HTC Tilt2,https://fdn2.gsmarena.com/vv/bigpic/htc-tilt2-new.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,,,HSPA 7.2/2 Mbps,"2009, February. Released 2009, May",Discontinued,116 x 59.2 x 17.3 mm (4.57 x 2.33 x 0.68 in),178.5 g (6.28 oz),Mini-SIM,"TFT resistive touchscreen, 65K colors","3.6 inches, 36.9 cm2 (~53.7% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~259 ppi density)","Microsoft Windows Mobile 6.1 Professional, upgradable to Windows Mobile 6.5",Qualcomm MSM7200A,528 MHz ARM 11,Adreno 130,microSD (dedicated slot),"288MB RAM, 512MB ROM",HSDPA 850 / 1900 / 2100,,,480p,"3.15 MP, AF",,Yes,No,Wi-Fi 802.11 b/g,"2.0, A2DP",Yes,"Factory locked by default, can be enabled",miniUSB,Accelerometer,Removable Li-Ion 1500 mAh battery,Black/Grey,About 90 EUR,,,,,Class 10,Class 10,,,TouchFLO 3D finger swipe navigation Touch-sensitive zoom bar Handwriting recognition,,,HTML,,,,,Pocket Office  Voice memo MP3 player TV-out PTT button,Up to 500 h (2G) / Up to 750 h (3G),Up to 8 h 30 min (2G) / Up to 6 h 30 min (3G),,,,,,,,,QWERTY,1.16 W/kg (head),,,,,,,,,,
htc,HTC Touch Pro2,https://fdn2.gsmarena.com/vv/bigpic/htc-touch-pro2.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,HSPA 7.2/2 Mbps,"2009, February. Released 2009, May",Discontinued,116 x 59.2 x 17.3 mm (4.57 x 2.33 x 0.68 in),178.5 g (6.28 oz),Mini-SIM,"TFT resistive touchscreen, 65K colors","3.6 inches, 36.9 cm2 (~53.7% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~259 ppi density)","Microsoft Windows Mobile 6.1 Professional, upgradable to Windows Mobile 6.5",Qualcomm MSM7200A,528 MHz ARM 11,Adreno 130,microSD (dedicated slot),"288MB RAM, 512MB ROM",HSDPA 850 / 1900 / 2100,,,480p,"3.15 MP, AF",,Yes,No,Wi-Fi 802.11 b/g,"2.1, A2DP",Yes,"Factory locked by default, can be enabled",miniUSB,Accelerometer,Removable Li-Ion 1500 mAh battery,Black/Grey,About 120 EUR,,,,,,,,,HSDPA 1700 / 2100,,,HTML,,,,,Pocket Office  Voice memo MP3 player TV-out,Up to 500 h (2G) / Up to 750 h (3G),Up to 8 h 30 min (2G) / Up to 6 h 30 min (3G),,,VGA videocall camera,,1.20 W/kg (head),,,,QWERTY,0.68 W/kg (head)     1.87 W/kg (body),,,,,,,,Voice 74dB / Noise 70dB / Ring 78dB,Noise -84.6dB / Crosstalk -84.9dB,
htc,HTC Touch Diamond2 CDMA,https://fdn2.gsmarena.com/vv/bigpic/htc-imagio-verizon.jpg,GSM / CDMA / HSPA / EVDO,GSM 850 / 900 / 1800 / 1900,HSDPA 2100,,"HSPA 7.2/2 Mbps, EV-DO Rev.A 3.1 Mbps","2009, December. Released 2009, December",Discontinued,118.1 x 61.7 x 14 mm (4.65 x 2.43 x 0.55 in),150.3 g (5.29 oz),Mini-SIM,"TFT resistive touchscreen, 256K colors (65K effective)","3.6 inches, 36.9 cm2 (~50.6% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~259 ppi density)",Microsoft Windows Mobile 6.5 Professional,Qualcomm MSM7200A,528 MHz ARM 11,Adreno 130,microSDHC (dedicated slot),"288MB RAM, 512MB ROM",CDMA 800 / 1900,,,Yes,"5 MP, AF",,Yes,Yes,Wi-Fi 802.11 b/g,"2.1, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",2.0,Accelerometer,Removable Li-Ion 1500 mAh battery,Black,About 150 EUR,,,,,,,,,CDMA2000 1xEV-DO,,,HTML,,,,,MP3/WAV/WMV/eAAC+ player MP4/WMV/H.264 player Pocket Office  Organizer Photo editor Voice memo/dial/commands Predictive text input,Up to 324 h,Up to 5 h 50 min,,,Yes,,,,,,,1.34 W/kg (head)     0.47 W/kg (body),,,,,,,,,,
htc,HTC Touch Diamond2,https://fdn2.gsmarena.com/vv/bigpic/htc-diamond2.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,HSPA 7.2/2 Mbps,"2009, February. Released 2009, April",Discontinued,107.9 x 53.1 x 13.7 mm (4.25 x 2.09 x 0.54 in),117.5 g (4.13 oz),Mini-SIM,"TFT resistive touchscreen, 65K colors","3.2 inches, 29.1 cm2 (~50.9% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~292 ppi density)","Microsoft Windows Mobile 6.1 Professional, upgradable to Windows Mobile 6.5",Qualcomm MSM7200A,528 MHz ARM 11,Adreno 130,microSD (dedicated slot),"288MB RAM, 512MB ROM",TouchFLO 3D finger swipe navigation Touch-sensitive zoom bar Handwriting recognition,,,480p@15fps,"5 MP, AF",,Yes,No,Wi-Fi 802.11 b/g,"2.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",miniUSB,Accelerometer,Removable Li-Ion 1100 mAh battery,Black,About 150 EUR,,,,,,,,,Pocket Office  Voice memo MP3 player,,,HTML,,,,,,Up to 500 h,Up to 5 h,,,VGA videocall camera,,,,,,,0.78 W/kg (head)     1.46 W/kg (body),,,,,,,,Voice 69dB / Noise 66dB / Ring 76dB,Noise -86.9dB / Crosstalk -86dB,
htc,HTC Dream,https://fdn2.gsmarena.com/vv/bigpic/htc-dream.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 2100,,HSPA 7.2/2 Mbps,"2009, February. Released 2009, June",Discontinued,117.7 x 55.7 x 17.1 mm (4.63 x 2.19 x 0.67 in),158 g (5.57 oz),Mini-SIM,"TFT capacitive touchscreen, 65K colors","3.2 inches, 30.5 cm2 (~46.5% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~180 ppi density)",Android 1.6 (Donut),Qualcomm MSM7201A,528 MHz ARM 11,Adreno 130,microSD (dedicated slot),"192MB RAM, 256MB",HSDPA 1700 / 2100 - American version,,,Yes,"3.15 MP, AF",,Yes,No,Wi-Fi 802.11 b/g,"2.0, A2DP (headset support only)",Yes,No,miniUSB,"Accelerometer, compass",Removable Li-Ion 1150 mAh battery,Black,About 150 EUR,,,,,,,,,Trackball,,,HTML,,,,,Voice memo MP3 player,Up to 406 h,Up to 5 h 20 min,,,,,,,,,QWERTY,1.07 W/kg (head)     1.20 W/kg (body),,,,,,,,,,
htc,HTC Touch Cruise 09,https://fdn2.gsmarena.com/vv/bigpic/htc-touch-cruise-09.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,HSPA 7.2/0.384 Mbps,"2009, January. Released 2009, February",Discontinued,102 x 53.5 x 14.5 mm (4.02 x 2.11 x 0.57 in),103 g (3.63 oz),Mini-SIM,"TFT resistive touchscreen, 65K colors","2.8 inches, 24.3 cm2 (~44.5% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",Microsoft Windows Mobile 6.1 Professional,Qualcomm MSM7225 Snapdragon S1,528 MHz ARM 11,No,microSD (dedicated slot),"256MB RAM, 512MB ROM",TouchFLO finger swipe navigation Handwriting recognition 5-way navigation,,,Yes,3.15 MP,,Yes,No,Wi-Fi 802.11 b/g,"2.0, A2DP","Yes, with A-GPS",No,miniUSB 2.0,,Removable Li-Ion 1100 mAh battery,Black,About 150 EUR,,,,,,,,,No,,,"WAP 2.0/xHTML, HTML (PocketIE)",,,,,HTC Footprints Pocket Office  Voice memo MP3/AAC player 3GP/MP4/WMV/AVI player,Up to 400 h,Up to 6 h 30 min,,,,,,,,,,0.47 W/kg (head)     1.34 W/kg (body),,,,,,,,,,
htc,HTC MAX 4G,https://fdn2.gsmarena.com/vv/bigpic/htc-max-4g.jpg,GSM,GSM 900 / 1800 / 1900,,,,"2008, November. Released 2009",Discontinued,113.5 x 63.1 x 13.9 mm (4.47 x 2.48 x 0.55 in),151 g (5.33 oz),Mini-SIM,"TFT resistive touchscreen, 65K colors","3.8 inches, 41.1 cm2 (~57.4% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~246 ppi density)",Microsoft Windows Mobile 6.1 Professional,Qualcomm ESM7206A,400 MHz ARM 11,Adreno 130,microSD (dedicated slot),8GB 288MB RAM,TouchFLO 3D finger swipe navigation Handwriting recognition,,,CIF@30fps,"3.15 MP, AF",,Yes,Yes,"Wi-Fi 802.11 b/g, WiMAX 802.16 e","2.0, A2DP","Yes, with A-GPS",No,miniUSB,"Accelerometer, proximity",Removable Li-Ion 1500 mAh battery,Black,About 310 EUR,,,,,Class 10,Class 10,,,Yota Mobile WiMAX 2.5-2.7 GHz Yota TV MP3/MP4 player Pocket Office  Voice memo Predictive text input,,,"WAP 2.0/xHTML, HTML",,,,,,Up to 350 h,Up to 7 h,,,VGA videocall camera,,,,,,,,,,,,,,,Voice 70dB / Noise 80dB / Ring 66dB,Noise -85.2dB / Crosstalk -75.0dB,
htc,HTC Touch HD T8285,https://fdn2.gsmarena.com/vv/bigpic/HTC-Touch-HD-T8285-Blackstone.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 2100,,HSPA 7.2/2 Mbps,"2008, October. Released 2008, December",Discontinued,115 x 62.8 x 12 mm (4.53 x 2.47 x 0.47 in),146 g (5.15 oz),Mini-SIM,"TFT resistive touchscreen, 65K colors","3.8 inches, 41.1 cm2 (~56.9% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~246 ppi density)",Microsoft Windows Mobile 6.1 Professional,Qualcomm MSM7201A,528 MHz ARM 11,Adreno 130,"microSDHC (dedicated slot), 8 GB included","288MB RAM, 512MB ROM",TouchFLO 3D finger swipe navigation Handwriting recognition,,,CIF@30fps,"5 MP, AF",,Yes,Yes,Wi-Fi 802.11 b/g,"2.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",miniUSB 2.0,"Accelerometer, proximity",Removable Li-Ion 1350 mAh battery,Black,About 280 EUR,,,,,,,,,MP3/WAV/WMA/eAAC+ player MP4/H.264 player MS Office Mobile document editor  Organizer YouTube client Voice memo Predictive text input,,,"WAP 2.0/xHTML, HTML (Opera 9.5)",,,,,,,,,,VGA videocall camera,,,,,,,,,,,,,,,,,
htc,HTC Touch HD,https://fdn2.gsmarena.com/vv/bigpic/htc-touch--hd.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,HSPA 7.2/2 Mbps,"2008, September. Released 2008, November",Discontinued,115 x 62.8 x 12 mm (4.53 x 2.47 x 0.47 in),146 g (5.15 oz),Mini-SIM,"TFT resistive touchscreen, 65K colors","3.8 inches, 41.1 cm2 (~56.9% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~246 ppi density)",Microsoft Windows Mobile 6.1 Professional,Qualcomm MSM7201A,528 MHz ARM 11,Adreno 130,"microSDHC (dedicated slot), 8 GB included","288MB RAM, 512MB ROM",TouchFLO 3D finger swipe navigation Handwriting recognition,,,CIF@30fps,"5 MP, AF",,Yes,Yes,Wi-Fi 802.11 b/g,"2.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",miniUSB 2.0,"Accelerometer, proximity",Removable Li-Ion 1350 mAh battery,Black,About 290 EUR,,,,,,,,,MP3/WAV/WMA/eAAC+ player MP4/H.264 player MS Office Mobile document editor  Organizer YouTube client Voice memo Predictive text input,,,"WAP 2.0/xHTML, HTML",,,,,,Up to 450 h,Up to 6 h 30 min,,,VGA videocall camera,,,,,,,0.72 W/kg (head)     1.02 W/kg (body),,,,,,,,Voice 77dB / Noise 73dB / Ring 76dB,Noise -86.7dB / Crosstalk -86.1dB,
htc,HTC Touch 3G,https://fdn2.gsmarena.com/vv/bigpic/htc-touch--3g.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,HSPA 7.2/0.384 Mbps,"2008, September. Released 2008, November",Discontinued,102 x 53.6 x 14.5 mm (4.02 x 2.11 x 0.57 in),96 g (3.39 oz),Mini-SIM,"TFT resistive touchscreen, 65K colors","2.8 inches, 24.3 cm2 (~44.4% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",Microsoft Windows Mobile 6.1 Professional,Qualcomm MSM7225 Snapdragon S1,528 MHz ARM 11,No,microSD (dedicated slot),"192MB RAM, 256MB ROM",TouchFLO finger swipe navigation Handwriting recognition 5-way navigation,,,Yes,3.15 MP,,Yes,No,Wi-Fi 802.11 b/g,"2.0, A2DP","Yes, with A-GPS",No,miniUSB,,Removable Li-Ion 1100 mAh battery,"Sophisticated black, Noble gold, Sparkle blue, Modern brown",About 200 EUR,,,,,,,,,No,,,"WAP 2.0/xHTML, HTML (PocketIE)",,,,,Pocket Office  Voice memo MP3/AAC player,Up to 450 h,Up to 6 h 30 min,,,,,,,,,,0.61 W/kg (head)     1.81 W/kg (body),,,,,,,,,,
htc,HTC Touch Viva,https://fdn2.gsmarena.com/vv/bigpic/htc-touch--viva.jpg,GSM,GSM 850 / 900 / 1800 / 1900,,,,"2008, September. Released 2008, October",Discontinued,104.5 x 59 x 15.8 mm (4.11 x 2.32 x 0.62 in),110 g (3.88 oz),Mini-SIM,"TFT resistive touchscreen, 65K colors","2.8 inches, 24.3 cm2 (~39.4% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",Microsoft Windows Mobile 6.1 Professional,TI OMAP 850,200 MHz ARM926EJ-S,,microSD (dedicated slot),"128MB RAM, 256MB ROM",TouchFLO finger swipe navigation Handwriting recognition 5-way navigation,,,Yes,2 MP,,Yes,No,Wi-Fi 802.11b/g,"2.0, A2DP",No,No,miniUSB,,Removable Li-Ion 1100 mAh battery,Storm Gray,About 140 EUR,,,,,Class 10,Class 10,,,No,,,"WAP 2.0/xHTML, HTML (PocketIE)",,,,,Pocket Office  Voice memo MP3/AAC player,Up to 270 h,Up to 8 h,,,,,,,,,,0.65 W/kg (head)     1.31 W/kg (body),,,,,,,,,,
