Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,,Dual,Features,Video,Single,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Type_1,Colors,Price,Build,Dual_1,Features_1,Charging,GPRS,EDGE,Phonebook,Call records,_1,Alert types,Messaging,Browser,Clock,Alarm,Games,Java,_1_1,Stand-by,Talk time,Protection,NFC,Single_1,Models,SAR EU,Music play,Infrared port,Languages,Keyboard,SAR,5G bands,Quad,128GB 6GB RAM,Triple,Performance,Display,Camera,Loudspeaker_1,Audio quality,Battery life 
htc,HTC One (M8 Eye),https://fdn2.gsmarena.com/vv/bigpic/htc-one-m8.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,"HSDPA 850 / 900 / 1900 / 2100 - EMEA, Asia","3, 7, 8, 20 - EMEA","HSPA, LTE","2014, October. Released 2014, October",Discontinued,146.4 x 70.6 x 9.4 mm (5.76 x 2.78 x 0.37 in),160 g (5.64 oz),Nano-SIM,"Super LCD3 capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)","Android 4.4.4 (KitKat), upgradable to 6.1 (Marshmallow), Sense UI 7",Qualcomm Snapdragon 801 (28 nm),Quad-core 2.3 GHz Krait 400,Adreno 330,microSDXC (dedicated slot),16GB 2GB RAM,"1, 3, 7, 8, 28 - Asia",,"Dual-LED dual-tone flash, HDR, panorama","1080p@60fps, 720p@120fps, HDR, stereo sound rec.","13 MP, f/2.0, 28mm (wide), AF 2 MP, (depth)",1080p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, aptX","Yes, with A-GPS, GLONASS",FM radio,microUSB 2.0,"Accelerometer, gyro, proximity, compass","Li-Po 2600 mAh, non-removable","Gunmetal Gray, Glacial Silver, Amber Gold",About 260 EUR,,,HDR,,,,,,eMMC 5.0,,,,,,,,,Up to 310 h (3G),Up to 24 h (3G),,,5 MP,One_M8 Eye,,,,,,,,,,,,,,,,
htc,HTC Desire Eye,https://fdn2.gsmarena.com/vv/bigpic/htc-desire-eye-ofic1.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - all versions,HSDPA 850 / 900 / 1900 / 2100 - Asia,"1, 3, 7, 8, 28, 38, 39, 40, 41 - Asia","HSPA 42.2/21.1(AT&T)/5.76 Mbps, LTE Cat4 150/50 Mbps","2014, October. Released 2014, November",Discontinued,151.7 x 73.8 x 8.5 mm (5.97 x 2.91 x 0.33 in),154 g (5.43 oz),Nano-SIM,"IPS LCD, capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~66.6% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)","Android 4.4.4 (KitKat), upgradable to 6.1 (Marshmallow), Sense UI 7",Qualcomm Snapdragon 801 (28 nm),Quad-core 2.3 GHz Krait 400,Adreno 330,microSDXC (dedicated slot),16GB 2GB RAM,HSDPA 850 / 1700 / 1900 / 2100 - AT&T,,"Dual-LED dual-tone flash, panorama, HDR",1080p@30fps,"13 MP, f/2.0, 28mm (wide), AF",,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, aptX","Yes, with A-GPS, GLONASS","FM radio, RDS",microUSB 2.0,"Accelerometer, gyro, proximity, compass","Li-Po 2400 mAh, non-removable","Blue, Red, White",About 380 EUR,,,"Dual-LED dual-tone flash, HDR",Fast charging 18W Quick Charge 2.0,,,,,HSDPA 850 / 900 / 2100 - EMEA,,,,,,,,eMMC 5.0,Up to 538 h (3G),Up to 20 h (3G),Corning Gorilla Glass 3,Yes,"13 MP, f/2.2, 22mm (wide), AF","Desire EYE, M910x, Desire_EYE",,,,,,,,,,,Basemark X: 10249,"Contrast ratio: 1311 (nominal), 2.815 (sunlight)",Photo / Video,Voice 65dB / Noise 65dB / Ring 74dB,Noise -95.6dB / Crosstalk -91.3dB,Endurance rating 70h
htc,HTC Desire 612,https://fdn2.gsmarena.com/vv/bigpic/htc-desire-612.jpg,GSM / CDMA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900,CDMA2000 1xEV-DO,"4, 13","HSPA, LTE","2014, October. Released 2014, October",Discontinued,143.8 x 70.4 x 9.4 mm (5.66 x 2.77 x 0.37 in),146 g (5.15 oz),Nano-SIM,"Super LCD2 capacitive touchscreen, 16M colors","4.7 inches, 60.9 cm2 (~60.2% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~234 ppi density)","Android 4.4.2 (KitKat), Sense UI 5.5",Qualcomm Snapdragon 400 (28 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 305,microSDXC (dedicated slot),8GB 1GB RAM,CDMA 800 / 1900,,"LED flash, HDR",1080p@30fps,"8 MP, AF",720p,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","4.0, A2DP, aptX","Yes, with A-GPS, GLONASS",No,microUSB 2.0,"Accelerometer, proximity","Li-Po 2040 mAh, non-removable",Black,About 240 EUR,,,,,,,,,eMMC 4.5,,,,,,,,BoomSound dual front stereo speakers,Up to 484 h (3G),Up to 16 h 10 min (3G),,TBC,1.3 MP,,,,,,,,,,,,,,,,,
htc,HTC Desire 820q dual sim,https://fdn2.gsmarena.com/vv/bigpic/htc-desire-820q.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 7, 8, 38, 39, 40, 41","HSPA 42.2/5.76 Mbps, LTE","2014, October. Released 2014, October",Discontinued,157.7 x 78.7 x 7.7 mm (6.21 x 3.10 x 0.30 in),155 g (5.47 oz),"Dual SIM (Nano-SIM, dual stand-by)","TFT capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~67.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)","Android 4.4.2 (KitKat), Sense UI 6",Qualcomm MSM8916 Snapdragon 410 (28 nm),Quad-core 1.2 GHz Cortex-A53,Adreno 306,microSDXC (dedicated slot),16GB 1GB RAM,eMMC 4.5,,"LED flash, HDR","1080p@30fps, 720p@60fps","13 MP, AF",1080p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, aptX","Yes, with A-GPS, GLONASS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Po 2600 mAh, non-removable","Santorini White, Tuxedo Gray, Milky-way Gray",About 260 EUR,,,,,,,,,,,,,,,,,,,,Corning Gorilla Glass 3,,8 MP,,,,,,,,,,,,,,,,,
htc,HTC Desire 820 dual sim,https://fdn2.gsmarena.com/vv/bigpic/htc-desire-820.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"HSDPA 850 / 900 / 1900 / 2100 - EMEA, Asia","1, 3, 7, 8, 38, 39, 40, 41 - Asia, India","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2014, September. Released 2014, November",Discontinued,157.7 x 78.7 x 7.7 mm (6.21 x 3.10 x 0.30 in),155 g (5.47 oz),"Dual SIM (Nano-SIM, dual stand-by)","LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~67.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)","Android 4.4.2 (KitKat), Sense UI 6",Qualcomm MSM8939 Snapdragon 615 (28 nm),Octa-core (4x1.7 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Adreno 405,microSDXC (dedicated slot),16GB 2GB RAM,HSDPA 850 / 900 / 2100 - India,,"LED flash, HDR","1080p@30fps, 720p@60fps","13 MP, AF",1080p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, aptX","Yes, with A-GPS, GLONASS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass","Li-Po 2600 mAh, non-removable","Marble White, Tuxedo Grey, Santorini White, Milky-way Grey, Tangerine White, Saffron Grey, Flamingo Grey, Blue Misty, Monarch Orange",About 320 EUR,,,,,,,,,TD-SCDMA,,,,,,,,eMMC 4.5,Up to 424 h (3G),Up to 22 h 40 min (3G),Corning Gorilla Glass 3,Yes,8 MP,D820u,0.14 W/kg (head),,,,,,,,,,Basemark OS II 2.0: 728Basemark X: 4859,"Contrast ratio: 1327 (nominal), 2.372(sunlight)",,Voice 65dB / Noise 61dB / Ring 75dB,Noise -92.3dB / Crosstalk -72.2dB,Endurance rating 49h
htc,HTC Desire 820,https://fdn2.gsmarena.com/vv/bigpic/htc-desire-820.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,"HSDPA 850 / 900 / 1900 / 2100 - EMEA, Asia","3, 7, 8, 20 - Europe","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2014, September. Released 2014, November",Discontinued,157.7 x 78.7 x 7.7 mm (6.21 x 3.10 x 0.30 in),155 g (5.47 oz),Nano-SIM,"LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~67.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)","Android 4.4.2 (KitKat), upgradable to 6.1 (Marshmallow), Sense UI 7",Qualcomm MSM8939 Snapdragon 615 (28 nm),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Adreno 405,microSDXC (dedicated slot),16GB 2GB RAM,HSDPA 850 / 900 / 2100 - Europe,,"LED flash, HDR","1080p@30fps, 720p@60fps","13 MP, f/2.2, 28mm (wide), AF",1080p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, aptX","Yes, with A-GPS, GLONASS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass","Li-Po 2600 mAh, non-removable","Marble White, Tuxedo Grey, Santorini White, Milky-way Grey, Tangerine White, Saffron Grey, Flamingo Grey, Blue Misty, Monarch Orange",About 340 EUR,,,,,,,,,TD-SCDMA - Asia,,,,,,,,eMMC 4.5,Up to 424 h (3G),Up to 22 h 24 min (3G),Corning Gorilla Glass 3,Yes (optional),"8 MP, f/2.3",Desire 820,,,,,,,,,,,Basemark OS II 2.0: 728Basemark X: 4859,"Contrast ratio: 1327 (nominal), 2.372(sunlight)",Photo / Video,Voice 65dB / Noise 61dB / Ring 75dB,Noise -92.3dB / Crosstalk -72.2dB,Endurance rating 49h
htc,HTC One (E8) CDMA,https://fdn2.gsmarena.com/vv/bigpic/htc-one-e8-cdma.jpg,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1900 / 2100,"25, 26, 41","HSPA 14.4/5.76 Mbps, LTE Cat4 150/50 Mbps, EV-DO Rev.A 3.1 Mbps","2014, August. Released 2014, August",Discontinued,146.4 x 70.7 x 9.9 mm (5.76 x 2.78 x 0.39 in),164 g (5.78 oz),Nano-SIM,"Super LCD3 capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.6% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)","Android 4.4.2 (KitKat), Sense UI 6",Qualcomm MSM8975AC Snapdragon 801 (28 nm),Quad-core 2.3 GHz Krait 400,Adreno 330,microSDXC (dedicated slot),16GB 2GB RAM,CDMA 800 / 1900,,"LED flash, panorama, HDR",1080p@30fps,"13 MP, AF",1080p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, aptX","Yes, with A-GPS, GLONASS",No,microUSB 2.0,"Accelerometer, gyro, proximity, compass, barometer","Li-Ion 2600 mAh, non-removable","Polar White, Misty Gray",About 350 EUR,,,,,,,,,CDMA2000 1xEV-DO,,,,,,,,eMMC 5.0,,,Corning Gorilla Glass 3,Yes,5 MP,One,,,,,,,,,,,,,,,,
htc,HTC Desire 510,https://fdn2.gsmarena.com/vv/bigpic/htc-desire-510-new.jpg,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - all versions,HSDPA 850 / 900 / 2100 - EMEA,"3, 7, 20","HSPA, LTE","2014, August. Released 2014, September",Discontinued,139.9 x 69.8 x 10 mm (5.51 x 2.75 x 0.39 in),158 g (5.57 oz),Micro-SIM,"IPS LCD, capacitive touchscreen, 16M colors","4.7 inches, 60.9 cm2 (~62.3% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~208 ppi density)","Android 4.4.2 (KitKat), Sense UI 5.5",Qualcomm MSM8916 Snapdragon 410 (28 nm) - EU modelQualcomm Snapdragon 400 (28 nm) - USA model,Quad-core 1.2 GHz Cortex-A53 - EU modelQuad-core 1.2 GHz Cortex-A7 - USA model,Adreno 306 - EU modelAdreno 305 - USA model,microSDXC (dedicated slot),8GB 1GB RAM,CDMA 800 / 850 / 1900 - US,,,1080p@30fps,5 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","4.0, A2DP, aptX","Yes, with A-GPS, GLONASS",FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Po 2100 mAh, removable","Vanilla White, Jet Black, Dark Grey, Deep Navy Blue",About 200 EUR,,,,,,,,,HSDPA 850 / 1700 / 1900 / 2100  - US,,,,,,,,eMMC 4.5,Up to 646 h (3G),Up to 17 h (3G),,Yes (market/operator dependent),"VGA/ 1.3 MP, Sprint",Desire 510,,,,,,,,,,,Basemark OS II 2.0: 448Basemark X: 1906,"Contrast ratio: 1159 (nominal), 1.34 (sunlight)",Photo / Video,Voice 63dB / Noise 61dB / Ring 66dB,Noise -93.6dB / Crosstalk -92.6dB,Endurance rating 70h
htc,HTC One (M8) for Windows,https://fdn2.gsmarena.com/vv/bigpic/htc-one-m8-windows-gsm.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1900 / 2100 - EMEA,"3, 7, 8, 20 - EMEA","HSPA 42.2/21.1(AT&T)/5.76 Mbps, LTE Cat4 150/50 Mbps","2014, August. Released 2014, November",Discontinued,146.4 x 70.6 x 9.4 mm (5.76 x 2.78 x 0.37 in),160 g (5.64 oz),Nano-SIM,"Super LCD3 capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)",Microsoft Windows Phone 8.1.1,Qualcomm MSM8974AB Snapdragon 801 (28 nm),Quad-core 2.3 GHz Krait 400,Adreno 330,microSDXC (dedicated slot),32GB 2GB RAM,HSDPA 850 / 1900 / 2100 - AT&T,,"HDR, panorama, dual-LED dual-tone flash","1080p@60fps, 720p@60fps, HDR, stereo sound rec.","4 MP, f/2.0, 27mm (wide), 1/3"", 2µm, AF 4 MP, (depth)",1080p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, aptX","Yes, with A-GPS, GLONASS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, gyro, proximity, compass, barometer","Li-Ion 2600 mAh, non-removable",Gunmetal Gray,About 300 EUR,,,HDR,,,,,,"2, 4, 5, 7, 17 - AT&T",,,,,,,,eMMC 5.0,,,To be confirmed,Yes,5 MP,,,,Yes,,,,,,,,Basemark X: 11892,,Photo / Video,Voice 66dB / Noise 66dB / Ring 75dB,,Endurance rating 79h
htc,HTC One (M8) for Windows (CDMA),https://fdn2.gsmarena.com/vv/bigpic/htc-one-m8-win.jpg,GSM / CDMA / HSPA / EVDO,GSM 850 / 900 / 1800 / 1900,,,"HSPA, LTE Cat4 150/50 Mbps, EV-DO Rev.A 3.1 Mbps","2014, August. Released 2014, September",Discontinued,146.4 x 70.6 x 9.4 mm (5.76 x 2.78 x 0.37 in),160 g (5.64 oz),Nano-SIM,"Super LCD3 capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)",Microsoft Windows Phone 8.1.1,Qualcomm MSM8974AB Snapdragon 801 (28 nm),Quad-core 2.3 GHz Krait 400,Adreno 330,microSDXC (dedicated slot),32GB 2GB RAM,CDMA 800 / 1900,,"Dual-LED dual-tone flash, panorama, HDR","1080p@60fps, 720p@60fps, HDR, stereo sound rec.","4 MP, f/2.0, 27mm (wide), 1/3"", 2µm, AF 4 MP, (depth)",1080p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, aptX","Yes, with A-GPS, GLONASS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, gyro, proximity, compass, barometer","Li-Ion 2600 mAh, non-removable",Gunmetal Gray,About 300 EUR,,,HDR,,Yes,Yes,,,HSDPA 850 / 900 / 1900 / 2100,,,,,,,,eMMC 5.0,Up to 387 h,Up to 24 h,To be confirmed,Yes,5 MP,,,,Yes,,,,,,,,,,,,,
htc,HTC Butterfly 2,https://fdn2.gsmarena.com/vv/bigpic/htc-butterfly-2-new.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 7, 8, 28, 38, 40, 41","HSPA, LTE","2014, August. Released 2014, September",Discontinued,145.4 x 70.2 x 10 mm (5.72 x 2.76 x 0.39 in),151 g (5.33 oz),Nano-SIM,"IPS LCD, capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~67.5% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)",Android 4.4.2 (KitKat),Qualcomm Snapdragon 801 (28 nm),Quad-core 2.5 GHz Krait 400,Adreno 330,microSDXC (dedicated slot),"16GB 2GB RAM, 32GB 2GB RAM",IPX7 water resistant up to 1 meter and 30 minutes,,"Dual-LED flash, panorama, HDR","1080p@30fps, stereo sound rec.","13 MP, AF 2 MP, (depth)",1080p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, aptX","Yes, with A-GPS, GLONASS","FM radio, RDS",microUSB 2.0 (MHL TV-out),"Accelerometer, gyro, proximity, compass, barometer","Li-Po 2700 mAh, non-removable","Blue, Red, White",About 250 EUR,,,HDR,Fast charging 18W Quick Charge 2.0,,,,,eMMC 5.0,,,,,,,,,Up to 643 h (3G),Up to 24 h (3G),,Yes,5 MP,,,,Yes,,,,,,,,Basemark X: 12302,,Photo / Video,,,Endurance rating 66h
htc,HTC One Remix,https://fdn2.gsmarena.com/vv/bigpic/htc-one-remix.jpg,GSM / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1900 / 2100,"4, 13","HSPA 14.4/5.76 Mbps, LTE Cat4 150/50 Mbps, EV-DO Rev.A 3.1 Mbps","2014, July. Released 2014, July",Discontinued,137.4 x 65 x 10.6 mm (5.41 x 2.56 x 0.42 in),137 g (4.83 oz),Nano-SIM,"Super LCD2 capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~62.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~326 ppi density)","Android 4.4.2 (KitKat), Sense UI",Qualcomm Snapdragon 400 (28 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 305,microSDXC (dedicated slot),16GB 1.5GB RAM,CDMA2000 1xEV-DO,,"LED flash, HDR, panorama","1080p@30fps, 720p@60fps","13 MP, 1/3.1"", 1.12µm, AF",1080p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, DLNA, hotspot","4.0, A2DP, aptX","Yes, with A-GPS, GLONASS",No,"microUSB 2.0 (MHL TV-out), USB On-The-Go","Accelerometer, proximity, compass","Li-Po 2100 mAh, non-removable","Gunmetal Gray, Glacial Silver",About 280 EUR,,,,Fast charging 18W Quick Charge 2.0,,,,,eMMC 4.5,,,,,,,,,,,Corning Gorilla Glass 3,Yes,5 MP,HTC6515LVW,,,,,,,,,,,,,,,,
htc,HTC One (M8) dual sim,https://fdn2.gsmarena.com/vv/bigpic/htc-one-m8.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,LTE (unspecified),"HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2014, June. Released 2014, July",Discontinued,146.4 x 70.6 x 9.4 mm (5.76 x 2.78 x 0.37 in),160 g (5.64 oz),"Dual SIM (Nano-SIM, dual stand-by)","Super LCD3 capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)","Android 4.4.2 (KitKat), upgradable to 4.4.4 (KitKat), Sense UI 6",Qualcomm Snapdragon 801 (28 nm),Quad-core 2.3 GHz,Adreno 330,microSDXC (dedicated slot),16GB 2GB RAM,eMMC 5.0,,"HDR, panorama, dual-LED dual-tone flash","1080p@60fps, 720p@120fps, HDR, stereo sound rec.","4 MP, f/2.0, 27mm (wide), 1/3"", 2µm, AF 4 MP, (depth)",1080p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, aptX","Yes, with A-GPS, GLONASS","Stereo FM radio, RDS","microUSB 2.0 (MHL TV-out), USB On-The-Go","Accelerometer, gyro, proximity, compass, barometer","Li-Po 2600 mAh, non-removable","Gunmetal Gray, Glacial Silver, Amber Gold",About 300 EUR,,,HDR,,,,,,,,,,,,,,,,,Corning Gorilla Glass 3,Yes (market/operator dependent),5 MP,One_M8 dual sim,,,Yes,,,,,,,,,,,,,
htc,HTC Desire 516 dual sim,https://fdn2.gsmarena.com/vv/bigpic/htc-desire-516.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,,HSPA 21.1/5.76 Mbps,"2014, June. Released 2014, June",Discontinued,140 x 72 x 9.7 mm (5.51 x 2.83 x 0.38 in),160 g (5.64 oz),"Dual SIM (Mini-SIM, dual stand-by)","IPS LCD, capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~68.4% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~220 ppi density)","Android 4.2.2 (Jelly Bean), Sense UI 5.1",Qualcomm MSM8625Q Snapdragon 200 (45 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 302,microSDHC (dedicated slot),4GB 1GB RAM,eMMC 4.5,,LED flash,720p@30fps,5 MP,480p,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, aptX","Yes, with A-GPS",No,microUSB 2.0,Accelerometer,"Li-Po 1950 mAh, removable","Black, White",About 160 EUR,,,,,,,,,,,,,,,,,,Up to 220 h (3G),Up to 9 h (3G),,,2 MP,,,,,,,0.57 W/kg (head)     0.59 W/kg (body),,,,,,,,,,
htc,HTC One (E8),https://fdn2.gsmarena.com/vv/bigpic/htc-one-e8-ace.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100,"1, 3, 7, 8, 28 - SEA","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2014, June. Released 2014, June",Discontinued,146.4 x 70.7 x 9.9 mm (5.76 x 2.78 x 0.39 in),145 g (5.11 oz),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","Super LCD3 capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.6% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)","Android 4.4.2 (KitKat), upgradable to 6.1 (Marshmallow), Sense UI 7",Qualcomm MSM8975AC Snapdragon 801 (28 nm),Quad-core 2.5 GHz Krait 400,Adreno 330,microSDXC (dedicated slot),16GB 2GB RAM,"HSDPA 850 / 1900 / 2100 - for India, Hong Kong",,"LED flash, panorama, HDR",1080p@30fps,"13 MP, f/2.2, AF",1080p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, aptX","Yes, with A-GPS, GLONASS",FM radio,microUSB 2.0,"Accelerometer, gyro, proximity, compass, barometer","Li-Po 2600 mAh, non-removable","White, red, black",About 420 EUR,,,,Fast charging 18W Quick Charge 2.0,,,,,HSDPA 850 / 900 / 2100 - SEA,,,,,,,,eMMC 5.0,Up to 504 h (3G),Up to 26 h 40 min (3G),Corning Gorilla Glass 3,Yes,5 MP,M8Sw,,,,,,0.76 W/kg (head)     0.32 W/kg (body),,,,,,"Contrast ratio: 1208:1 (nominal), 2.185 (sunlight)",Photo / Video,Voice 65dB / Noise 65dB / Ring 75dB,Noise -94.9dB / Crosstalk -90.6dB,Endurance rating 77h
htc,HTC One mini 2,https://fdn2.gsmarena.com/vv/bigpic/htc-one-mini-2.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 1900 / 2100 - EMEA version,"3, 7, 8, 20 - EMEA version","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2014, May. Released 2014, May",Discontinued,137.4 x 65 x 10.6 mm (5.41 x 2.56 x 0.42 in),137 g (4.83 oz),Nano-SIM,"Super LCD2 capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~62.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~326 ppi density)","Android 4.4.2 (KitKat), Sense UI",Qualcomm Snapdragon 400 (28 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 305,microSDXC (dedicated slot),16GB 1GB RAM,HSDPA 850 / 900 / 1900 / 2100 - Asia version,,"LED flash, HDR, panorama","1080p@30fps, 720p@60fps","13 MP, 1/3.1"", 1.12µm, AF",1080p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, DLNA, hotspot","4.0, A2DP, aptX","Yes, with A-GPS, GLONASS","FM radio, RDS","microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass","Li-Po 2110 mAh, non-removable","Gunmetal Gray, Glacial Silver Amber Gold",About 250 EUR,,,,,,,,,"1, 3, 7, 8, 28 - Asia version",,,,,,,,eMMC 4.5,Up to 556 h (3G),Up to 16 h 10 min (3G),Corning Gorilla Glass 3,Yes,5 MP,One mini 2,,,,,,,,,,,Basemark X: 1650,"Contrast ratio: 1196 (nominal), 1.940 (sunlight)",Photo / Video,Voice 69dB / Noise 66dB / Ring 75dB,Noise -94.8dB / Crosstalk -93.5dB,Endurance rating 50h
