Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,_1,Type_1,Colors,5G bands,Build,_1_1,Protection,Triple,Features_1,NFC,Charging,Models,SAR EU,Price,128GB 6GB RAM,256GB 8GB RAM,Quad,SAR,128GB 8GB RAM,Performance,Camera,Loudspeaker_1,Battery life,Display,128GB 12GB RAM,512GB 12GB RAM,256GB 12GB RAM,512GB 8GB RAM,8GB 1GB RAM,Dual,32GB 3GB RAM,16GB 1GB RAM,32GB 2GB RAM,64GB 4GB RAM,64GB 6GB RAM,128GB 4GB RAM,512GB 16GB RAM,Audio quality,16GB 2GB RAM,4GB 1.5GB RAM,GPRS,EDGE,1TB 12GB RAM,Triple_1,32GB 4GB RAM,Dual_1,Stand-by,Talk time,Music play,256GB 6GB RAM,256GB 4GB RAM,16GB 3GB RAM,Infrared port,Phonebook,Call records,Messaging,Games,Java,Keyboard,Browser,Alert types,Clock,Alarm,Languages 
samsung,Samsung Gear Live,https://fdn2.gsmarena.com/vv/bigpic/samsung-gear-live.jpg,No cellular connectivity,N/A,,,,"2014, June. Released 2014, July",Discontinued,56.4 x 37.9 x 8.9 mm (2.22 x 1.49 x 0.35 in),59 g (2.08 oz),No,IP67 dust/water resistant (up to 1m for 30 mins),"Super AMOLED capacitive touchscreen, 16M colors","1.63 inches, 8.6 cm2 (~40.1% screen-to-body ratio)","320 x 320 pixels, 1:1 ratio (~278 ppi density)",Android Wear OS,Qualcomm MSM8226 Snapdragon 400 (28 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 305,No,4GB 512MB RAM,,,,,,Yes,No,No,"4.0, LE",No,No,No,"Accelerometer, gyro, heart rate, compass",eMMC 4.5,"Li-Ion 300 mAh, non-removable","Black, Wine Red",,,MP3 player Photo viewer Voice memo/dial/commands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,Up to 24 h (mixed usage),,,,,,,,,,,,,,,,,
samsung,Samsung Gear 2,https://fdn2.gsmarena.com/vv/bigpic/samsung-gear-2.jpg,No cellular connectivity,N/A,,,,"2014, April. Released 2014, April",Discontinued,58.4 x 36.9 x 10 mm (2.30 x 1.45 x 0.39 in),68 g (2.40 oz),No,IP67 dust/water resistant (up to 1m for 30 mins),"Super AMOLED capacitive touchscreen, 16M colors","1.63 inches, 8.6 cm2 (~39.8% screen-to-body ratio)","320 x 320 pixels, 1:1 ratio (~278 ppi density)",Tizen-based wearable platform,Exynos 3250 Dual,Dual-core 1.0 GHz Cortex-A7,Mali-400MP2,No,4GB 512MB RAM,"2 MP, AF",,720p,,,Yes,No,No,"4.0, LE",No,No,No,"Accelerometer, gyro, heart rate",No,"Li-Ion 300 mAh, non-removable","Charcoal Black, Gold Brown, Wild Orange",,,MP3 player MP4/H.264 player Photo viewer S-Voice Voice memo/dial/commands,,,,,,SM-R380,0.02 W/kg (head)     0.09 W/kg (body),About 230 EUR,,,,0.02 W/kg (head)     0.12 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,Up to 72 h (mixed usage),,,,,,Yes,,,,,,,,,,,
samsung,Samsung Galaxy Gear,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-gear.jpg,No cellular connectivity,N/A,,,,"2013, September. Released 2013, September",Discontinued,56.6 x 36.8 x 11.1 mm (2.23 x 1.45 x 0.44 in),73.8 g (2.61 oz),No,No,"Super AMOLED capacitive touchscreen, 16M colors","1.63 inches, 8.6 cm2 (~41.1% screen-to-body ratio)","320 x 320 pixels, 1:1 ratio (~278 ppi density)",Tizen-based wearable platform,Exynos,800 MHz,,No,4GB 512MB RAM,"1.9 MP, AF",,720p,,,Yes,No,No,"4.0, LE",No,No,No,"Accelerometer, gyro",MP3 player MP4/H.264 player Photo viewer S-Voice Voice memo/dial/commands,"Li-Ion 315 mAh, non-removable","Jet Black, Lime Green, Mocha Gray, Oatmeal Beige, Rose Gold, Wild Orange",,,,,,,,,,,About 270 EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,Up to 24 h (mixed usage),,,,,,,,,,,,,,,,,
samsung,Samsung Galaxy S5 LTE-A G901F,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s5-g900f.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1900 / 2100,"1, 2, 3, 5, 7, 8, 20","HSPA 42.2/5.76 Mbps, LTE-A Cat6 300/50 Mbps","2014, August. Released 2014, August",Discontinued,142 x 72.5 x 8.1 mm (5.59 x 2.85 x 0.32 in),145 g (5.11 oz),Micro-SIM,IP67 dust/water resistant (up to 1m for 30 mins),"Super AMOLED capacitive touchscreen, 16M colors","5.1 inches, 71.7 cm2 (~69.6% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~432 ppi density)","Android 4.4.2 (KitKat), TouchWiz UI",Qualcomm APQ8084 Snapdragon 805 (28 nm),Quad-core 2.5 GHz Krait 450,Adreno 420,microSDXC (dedicated slot),"16GB 2GB RAM, 32GB 2GB RAM","16 MP, 1/2.6"", 1.12µm, PDAF","LED flash, panorama, HDR","4K@30fps, 1080p@30/60fps, 720p@120fps, HDR, stereo sound rec.",2 MP,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP, EDR, LE, aptX","Yes, with A-GPS, GLONASS",No,"microUSB 3.0 (MHL 2.1 TV-out), USB On-The-Go","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer, gesture, heart rate",eMMC 5.0,"Li-Ion 2800 mAh, removable","Charcoal Black, Shimmering White, Electric Blue, Copper Gold",,,ANT+ S-Voice natural language commands and dictation Air gestures,Corning Gorilla Glass 3,,Dual video call,Yes,,SM-G901F,0.61 W/kg (head)     0.38 W/kg (body),About 390 EUR,,,,1.09 W/kg (head)     1.29 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,
samsung,Samsung Galaxy Alpha (S801),https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-alpha.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1900 / 2100 TD-SCDMA,"1, 3, 7, 38, 39, 40, 41 - G8508S","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2014, August. Released 2014, September",Discontinued,132.4 x 65.5 x 6.7 mm (5.21 x 2.58 x 0.26 in),115 g (4.06 oz),Nano-SIM,"HSDPA 850 / 1900 / 2100 - G850A, SM-G850W","Super AMOLED capacitive touchscreen, 16M colors","4.7 inches, 60.9 cm2 (~70.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~312 ppi density)","Android 4.4.4 (KitKat), upgradable to 5.0 (Lollipop)",Qualcomm MSM8974AC Snapdragon 801 (28 nm),Quad-core 2.5 GHz Krait 400,Adreno 330,No,32GB 2GB RAM,"12 MP, f/2.2, 31mm (standard), PDAF","LED flash, panorama, HDR","4K@30fps, 1080p@60fps, 720p@120fps",2.1 MP,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP, EDR, LE","Yes, with A-GPS, GLONASS, BDS",No,microUSB 2.0,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, heart rate","1, 2, 3, 4, 5, 7, 17 - G850A, SM-G850W","Li-Ion 1860 mAh, removable","Charcoal Black, Sleek Silver, Dazzling White, Frosted Gold, Scuba Blue",,,ANT+,Corning Gorilla Glass 4,,,Yes,,"SM-G8508S, SM-G850W, SM-G850A",0.40 W/kg (head)     0.27 W/kg (body),About 450 EUR,,,,1.25 W/kg (head)     1.05 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 312 h (3G),Up to 13 h (3G),Up to 59 h,,,,,,,,,,,,,,,
samsung,Samsung Galaxy Alpha,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-alpha.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1900 / 2100,"1, 2, 3, 5, 7, 8, 20 - G850F","HSPA 42.2/5.76 Mbps, LTE-A Cat6 300/50 Mbps","2014, August. Released 2014, September",Discontinued,132.4 x 65.5 x 6.7 mm (5.21 x 2.58 x 0.26 in),115 g (4.06 oz),Nano-SIM,"1, 2, 3, 4, 5, 7, 17 - SM-G850M","Super AMOLED capacitive touchscreen, 16M colors","4.7 inches, 60.9 cm2 (~70.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~312 ppi density)","Android 4.4.4 (KitKat), upgradable to 5.0.2 (Lollipop)",Exynos 5430 Octa (20 nm),Octa-core (4x1.8 GHz Cortex-A15 & 4x1.3 GHz Cortex-A7),Mali-T628 MP6,No,32GB 2GB RAM,"12 MP, f/2.2, 31mm (standard), AF","LED flash, panorama, HDR","4K@30fps, 1080p@60fps, 720p@120fps",2.1 MP,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP, EDR, LE","Yes, with A-GPS, GLONASS",No,microUSB 2.0,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, heart rate",eMMC 5.0,"Li-Ion 1860 mAh, removable","Charcoal Black, Sleek Silver, Dazzling White, Frosted Gold, Scuba Blue",,"Glass front (Gorilla Glass 4), plastic back, aluminum frame",ANT+,Corning Gorilla Glass 4,,,Yes,,"SM-G850F, SM-G850FQ, SM-G850Y, SM-G850M, SM-G850T, SM-G850A, SM-G850S, SM-G850L, SM-G850K",0.37 W/kg (head)     0.51 W/kg (body),About 390 EUR,,,,1.18 W/kg (head)     0.75 W/kg (body),,Basemark OS II 2.0: 1054Basemark X: 11065,Photo / Video,Voice 66dB / Noise 61dB / Ring 75dB,Endurance rating 52h,"Contrast ratio: Infinite (nominal), 3.509 (sunlight)",,,,,,,,,,,,,,Noise -95.7dB / Crosstalk -65.6dB,,,,,,,,,Up to 350 h (3G),Up to 11 h (3G),Up to 37 h,,,,,,,,,,,,,,,
samsung,Samsung Galaxy S5 mini Duos,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s5-mini-duos.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,,HSPA 21.1/5.76 Mbps,"2014, August. Released 2014, August",Discontinued,131.1 x 64.8 x 9.1 mm (5.16 x 2.55 x 0.36 in),118 g (4.16 oz),"Dual SIM (Micro-SIM, dual stand-by)",IP67 dust/water resistant (up to 1m for 30 mins),"Super AMOLED capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~65.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~326 ppi density)","Android 4.4.4 (KitKat), upgradable to 6.0.1 (Marshmallow), TouchWiz UI",,Quad-core 1.4 GHz,,microSDXC (dedicated slot),16GB 1.5GB RAM,"8 MP, AF","LED flash, HDR, panorama",1080p@30fps,2.1 MP,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP, EDR, LE, aptX","Yes, with A-GPS, GLONASS",No,microUSB 2.0,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, heart rate",,"Li-Ion 2100 mAh, removable","Charcoal Black, Shimmery White",,,,,,,,,SM-G800H,0.69 W/kg (head)     0.54 W/kg (body),About 250 EUR,,,,1.07 W/kg (head)     0.95 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 16 h (3G),Up to 63 h,,,,Yes,,,,,,,,,,,
samsung,Samsung Galaxy Avant,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-avant.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1700 / 1900 / 2100,"1, 2, 4, 5","HSPA, LTE","2014, July. Released 2014, July",Discontinued,132.9 x 66 x 9.9 mm (5.23 x 2.60 x 0.39 in),136.9 g (4.80 oz),Micro-SIM,eMMC 4.5,"TFT capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~63.6% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~245 ppi density)",Android 4.4.2 (KitKat),Qualcomm MSM8226 Snapdragon 400 (28 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 305,microSDXC (dedicated slot),16GB 1.5GB RAM,"5 MP, AF","LED flash, panorama",720p,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS",No,microUSB 2.0,"Accelerometer, proximity, compass",ANT+,"Li-Ion 2100 mAh, removable",Black,,,,,,,Yes,,SM-G386T,0.45 W/kg (head)     0.25 W/kg (body),About 160 EUR,,,,0.74 W/kg (head)     1.50 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 372 h (3G),Up to 18 h (3G),Up to 44 h,,,,,,,,,,,,,,,
samsung,Samsung Galaxy S Duos 3,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-ace-nxt-sm-g313h.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,,HSPA 21.1/5.76 Mbps,"2014, August. Released 2014, August",Discontinued,121.4 x 62.9 x 10.8 mm (4.78 x 2.48 x 0.43 in),124 g (4.37 oz),"Dual SIM (Micro-SIM, dual stand-by)",,"TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~59.6% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Android 4.4.2 (KitKat),,Dual-core 1.2 GHz Cortex-A7,,microSDHC (dedicated slot),4GB 512MB RAM,"5 MP, AF",LED flash,720p@30fps,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS",FM radio,microUSB 2.0,Accelerometer,,"Li-Ion 1500 mAh, removable","Black, Gray",,,,,,,,,"SM-G313HU, SM-G316HU",0.53 W/kg (head)     0.55 W/kg (body),About 100 EUR,,,,1.07 W/kg (head)     1.07 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
samsung,Samsung Guru Music 2,https://fdn2.gsmarena.com/vv/bigpic/samsung-guru-music-2.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,,"2014, May. Released 2014, June",Discontinued,112.7 x 46.4 x 13.1 mm (4.44 x 1.83 x 0.52 in),75 g (2.65 oz),"Dual SIM, (Mini-SIM, dual stand-by)",No,"TFT, 65K colors","2.0 inches, 12.6 cm2 (~24.1% screen-to-body ratio)",128 x 160 pixels (~102 ppi density),,,208 MHz,,microSDHC (dedicated slot),,,,,,,Yes,Yes,No,No,No,"Stereo FM radio, RDS, recording",microUSB 2.0,,,"Li-Ion 800 mAh, removable",White,,,,,,,,,SM-B310E,0.87 W/kg (head),About 20 EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,Up to 11 h (3G),,,,,,Yes,Yes,SMS,Yes,,,,,,,
samsung,Samsung Metro 312,https://fdn2.gsmarena.com/vv/bigpic/samsung-metro-312.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,,"2014, May. Released 2014, June",Discontinued,112.7 x 46.4 x 13.1 mm (4.44 x 1.83 x 0.52 in),74 g (2.61 oz),"Dual SIM, (Mini-SIM, dual stand-by)",No,"TFT, 65K colors","2.0 inches, 12.6 cm2 (~24.1% screen-to-body ratio)",128 x 160 pixels (~102 ppi density),,,208 MHz,,microSDHC (dedicated slot),,0.3 MP,,QCIF@15ps,,,Yes,Yes,No,"3.0, A2DP",No,Stereo FM radio,microUSB 2.0,,SNS applications MP3/WMA/eAAC+ player MP4/H.263 player Organizer Voice memo Predictive text input,"Li-Ion 1000 mAh, removable",White,,,,,,,,,SM-B312E,1.06 W/kg (head),,,,,,,,,,,,,,,,,,,,,,,,,,,,Class 12,No,,,,,,Up to 12 h (3G),,,,,,Yes,Yes,"SMS, MMS, Email, Push Email, IM",Yes,"Yes, MIDP 2.0",,,,,,
samsung,Samsung Galaxy Tab 4 8.0 (2015),https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-4-80.jpg,No cellular connectivity,N/A,,,,"Exp. announcement 2015, Q3",Cancelled,210 x 124 x 8 mm (8.27 x 4.88 x 0.31 in),320 g (11.29 oz),No,eMMC 4.5,"TFT capacitive touchscreen, 16M colors","8.0 inches, 185.6 cm2 (~71.3% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~189 ppi density)",Android 4.4.4 (KitKat),Qualcomm MSM8916 Snapdragon 410 (28 nm),Quad-core 1.2 GHz Cortex-A53,Adreno 306,microSDXC (dedicated slot),16GB 1.5GB RAM,3.15 MP,,720p@30fps,1.3 MP,,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct","4.0, A2DP","Yes, with GLONASS",No,microUSB 2.0,Accelerometer,,"Li-Po 4450 mAh, non-removable","White, Black",,,,,,,,,SM-T333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,Yes,,,,,,,,,,,
samsung,Samsung Galaxy Ace NXT,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-v-2014.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 900 / 2100,,HSPA 21.1/5.76 Mbps,"2014, July. Released 2014, August",Discontinued,121.4 x 62.9 x 10.7 mm (4.78 x 2.48 x 0.42 in),123 g (4.34 oz),"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)",,"TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~59.6% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Android 4.4.2 (KitKat),,1.2 GHz Cortex-A7,,microSDHC (dedicated slot),4GB 512MB RAM,3.15 MP,LED flash,VGA@30fps,"VGA, SM-G313HZ only",,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS",FM radio,microUSB 2.0,Accelerometer,,"Li-Ion 1500 mAh, removable",Black,,,,,,,,,"SM-G313H, SM-G313HZ",0.68 W/kg (head)     0.68 W/kg (body),About 90 EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 8 h (3G),Up to 29 h,,,,,,,,,,,,,,,
samsung,Samsung Galaxy Star 2 Plus,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-star-2-plus-sm-g350e.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,,,"2014, July. Released 2014, August",Discontinued,129.7 x 65.9 x 9.4 mm (5.11 x 2.59 x 0.37 in),129 g (4.55 oz),"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)",No,"TFT capacitive touchscreen, 16M colors","4.3 inches, 52.6 cm2 (~61.6% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~217 ppi density)",Android 4.4.2 (KitKat),,1.2 GHz Cortex-A7,,microSDHC (dedicated slot),4GB 512MB RAM,3.15 MP,LED flash,320p,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP",No,FM radio,microUSB 2.0,Accelerometer,,"Li-Ion 1800 mAh, removable","Black, White",,,,,,,,,"SM-G350E, SM-G350",0.48 W/kg (head)     0.49 W/kg (body),About 90 EUR,,,,0.75 W/kg (head)     1.12 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,Up to 17 h,Up to 32 h,,,,,,,,,,,,,,,
samsung,Samsung Galaxy S5 mini,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s5-mini.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 5, 7, 8, 20 - G800F","HSPA 42.2(LTE)/21.1(3G)/5.76 Mbps, LTE Cat4 150/50 Mbps","2014, June","Available. Released 2014, July",131.1 x 64.8 x 9.1 mm (5.16 x 2.55 x 0.36 in),120 g (4.23 oz),Micro-SIM,"2, 4, 5, 12, 17 - G800R4","Super AMOLED capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~65.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~326 ppi density)","Android 4.4.2 (KitKat), upgradable to 5.1.1 (Lollipop), TouchWiz UI",Exynos 3470 Quad,Quad-core 1.4 GHz Cortex-A7,Mali-400MP4,microSDXC (dedicated slot),16GB 1.5GB RAM,"8 MP, f/2.4, 31mm (standard), AF","LED flash, HDR, panorama",1080p@30fps,2.1 MP,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP, EDR, LE, aptX","Yes, with A-GPS, GLONASS",No,microUSB 2.0,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, heart rate","1, 3, 7, 28 - G800Y","Li-Ion 2100 mAh, removable","Charcoal Black, Shimmery White, Electric Blue and Copper Gold",,,IP67 dust/water resistant (up to 1m for 30 mins),,,,Yes (LTE model only),,"SM-G800H, SM-G800F, SM-G800M",0.97 W/kg (head)     0.56 W/kg (body),About 220 EUR,,,,0.63 W/kg (head)     0.82 W/kg (body),,Basemark X: 2665,Photo / Video,Voice 73dB / Noise 67dB / Ring 78dB,Endurance rating 72h,"Contrast ratio: Infinite (nominal),  3.174 (sunlight)",,,,,,,,,,,,,,Noise -92.6dB / Crosstalk -94.0dB,,,,,,,,,,Up to 10 h (3G),Up to 47 h,,,,Yes,,,,,,,,,,,
samsung,Samsung Galaxy Ace 4 LTE G313,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-ace-4.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 2100,"3, 7, 8, 20","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2014, June. Released 2014, August",Discontinued,121.4 x 62.9 x 11 mm (4.78 x 2.48 x 0.43 in),130.3 g (4.59 oz),Micro-SIM,,"TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~59.6% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Android 4.4.2 (KitKat),,Dual-core 1.2 GHz,,microSDXC (dedicated slot),4GB 1GB RAM,"5 MP, AF","LED flash, panorama",720p@30fps,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS",FM radio,microUSB 2.0,Accelerometer,,"Li-Ion 1800 mAh, removable","Iris Charcoal, Classic White",,,,,,,Yes,,SM-G313F,0.87 W/kg (head)     0.39 W/kg (body),About 250 EUR,,,,1.16 W/kg (head)     1.22 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 9 h (3G),Up to 46 h,,,,,,,,,,,,,,,
samsung,Samsung Galaxy Ace 4,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-ace-4.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,HSPA 21.1/5.76 Mbps,"2014, June. Released 2014, August",Discontinued,121.4 x 62.9 x 10.8 mm (4.78 x 2.48 x 0.43 in),123.8 g (4.37 oz),Micro-SIM,,"TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~59.6% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Android 4.4.2 (KitKat),,Dual-core 1.0 GHz,,microSDXC (dedicated slot),4GB 512MB RAM,"5 MP, AF","LED flash, panorama",720p@30fps,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS",FM radio,microUSB 2.0,Accelerometer,,"Li-Ion 1500 mAh, removable","Iris Charcoal, Classic White",,"Glass front, plastic back, plastic frame",,,,,,,,,About 220 EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 11 h (3G),Up to 53 h,,,,,,,,,,,,,,,
samsung,Samsung Galaxy Young 2,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-young-2-sm-g130.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,,HSPA 21.1/5.76 Mbps,"2014, June. Released 2014, October",Discontinued,109.8 x 59.9 x 11.8 mm (4.32 x 2.36 x 0.46 in),108 g (3.81 oz),"Dual SIM (Micro-SIM, dual stand-by)",No,"TFT capacitive touchscreen, 256K colors","3.5 inches, 36.5 cm2 (~55.5% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",Android 4.4.2 (KitKat),,1.0 GHz Cortex-A7,,microSDHC (dedicated slot),4GB 512MB RAM,3.15 MP,,480p@24fps,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS",FM radio,microUSB 2.0,Accelerometer,,"Li-Ion 1300 mAh, removable","Iris Charcoal, White",,,,,,,,,"SM-G130H, SM-G130HN",0.92 W/kg (head)     0.44 W/kg (body),About 100 EUR,,,,0.87 W/kg (head)     0.94 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 6 h (3G),Up to 24 h,,,,,,,,,,,,,,,
samsung,Samsung Galaxy Star 2,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-star-2.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"2014, June. Released 2014, August",Discontinued,109.8 x 59.9 x 11.8 mm (4.32 x 2.36 x 0.46 in),107.6 g (3.81 oz),"Dual SIM (Mini-SIM, dual stand-by)",No,TFT capacitive touchscreen,"3.5 inches, 36.5 cm2 (~55.5% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",Android 4.4.2 (KitKat),SC6815A,1.0 GHz,,microSDHC (dedicated slot),4GB 512MB RAM,2 MP,,480p@24fps,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP",No,FM radio,microUSB 2.0,Accelerometer,,"Li-Ion 1300 mAh, removable","Iris Charcoal, White",,,,,,,,,SM-G130E,,About 120 EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,
