Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,_1,Type_1,Colors,5G bands,Build,_1_1,Protection,Triple,Features_1,NFC,Charging,Models,SAR EU,Price,128GB 6GB RAM,256GB 8GB RAM,Quad,SAR,128GB 8GB RAM,Performance,Camera,Loudspeaker_1,Battery life,Display,128GB 12GB RAM,512GB 12GB RAM,256GB 12GB RAM,512GB 8GB RAM,8GB 1GB RAM,Dual,32GB 3GB RAM,16GB 1GB RAM,32GB 2GB RAM,64GB 4GB RAM,64GB 6GB RAM,128GB 4GB RAM,512GB 16GB RAM,Audio quality,16GB 2GB RAM,4GB 1.5GB RAM,GPRS,EDGE,1TB 12GB RAM,Triple_1,32GB 4GB RAM,Dual_1,Stand-by,Talk time,Music play,256GB 6GB RAM,256GB 4GB RAM,16GB 3GB RAM,Infrared port,Phonebook,Call records,Messaging,Games,Java,Keyboard,Browser,Alert types,Clock,Alarm,Languages 
samsung,Samsung Vodafone 360 M1,https://fdn2.gsmarena.com/vv/bigpic/vodafone-360-m1.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 2100,,HSPA 3.6/0.384 Mbps,"2009, September. Released 2009, November",Discontinued,112 x 55.4 x 13.4 mm (4.41 x 2.18 x 0.53 in),111 g (3.92 oz),Mini-SIM,3D user interface,"TFT  touchscreen, 16M colors","3.2 inches, 29.1 cm2 (~47.0% screen-to-body ratio)","240 x 400 pixels, 5:3 ratio (~146 ppi density)",Linux-based LiMo R2.0.1,,600 MHz Cortex-A8,PowerVR SGX,microSDHC (dedicated slot),1GB,3.15 MP,,480p@15fps,Yes,,Yes,Yes,No,"2.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",2.0,,"MP3, AAC, AAC+, AAC+(e), WMA, AMR player DivX/XViD/MP4/H.264/WMV player Organizer",Removable Li-Ion 1500 mAh battery,"Black, White, Red",,,,,,,,,,0.65 W/kg (head),About 130 EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 490 h,Up to 10 h (2G) / Up to 6 h 40 min (3G),,,,,,,,,,,,HTML,,,,
samsung,Samsung B5310 CorbyPRO,https://fdn2.gsmarena.com/vv/bigpic/samsung-b5310-corbypro-new.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,HSPA 7.2/0.384 Mbps,"2009, September. Released 2009, November",Discontinued,105 x 56.8 x 15.7 mm (4.13 x 2.24 x 0.62 in),135 g (4.76 oz),Mini-SIM,Fashion Jackets (changeable battery covers) DivX/MP3/AAC/WMA player Organizer Office document viewer Voice memo/dial Predictive text input,"TFT resistive touchscreen, 256K colors","2.8 inches, 24.3 cm2 (~40.7% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",,,,,microSDHC (dedicated slot),150MB,3.15 MP,video,320p@15fps,Yes,,Yes,Yes,Wi-Fi 802.11 b/g,"2.1, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,Accelerometer,,Removable Li-Ion 960 mAh battery,Black,,,,,,,,,,0.63 W/kg (head),About 100 EUR,,,,0.42 W/kg (head)     0.60 W/kg (body),,,Photo,Voice 75dB / Noise 69dB / Ring 81dB,,,,,,,,,,,,,,,,Noise -85.4dB / Crosstalk -81.6dB,,,,,,,,,Up to 560 h,Up to 8 h,,,,,,"1000 contacts, Photo call",Yes,"SMS, MMS, Email, IM",Yes,"Yes, MIDP 2.0",QWERTY,"WAP 2.0 / xHTML, HTML",,,,
samsung,Samsung B3210 CorbyTXT,https://fdn2.gsmarena.com/vv/bigpic/samsung-b3210-corbytxt.jpg,GSM,GSM 850 / 900 / 1800 / 1900,,,,"2009, September. Released 2009, September",Discontinued,112 x 59.6 x 12.9 mm (4.41 x 2.35 x 0.51 in),94 g (3.32 oz),Mini-SIM,No,"TFT, 256K colors","2.2 inches, 15.2 cm2 (~22.8% screen-to-body ratio)",220 x 176 pixels (~128 ppi density),,,,,microSDHC (dedicated slot),40MB,2 MP,,Yes,,,Yes,Yes,No,"2.1, A2DP",No,"Stereo FM radio, RDS, recording",2.0,,Fashion Jackets (changeable battery covers) MP3/eAAC+/WMA player MP4/H.263 player Organizer Voice memo/dial Predictive text input,Removable Li-Ion 800 mAh battery,Black,,,,,,,,,,0.63 W/kg (head),About 80 EUR,,,,0.41 W/kg (head)     0.48 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,Class 10,Class 10,,,,,Up to 390 h,Up to 7 h 30 min,,,,,,"1000 entries, Photocall",Yes,"SMS, MMS, Email, IM",Yes,"Yes, MIDP 2.0",QWERTY,"WAP 2.0 / xHTML, HTML",,,,
samsung,Samsung F480i,https://fdn2.gsmarena.com/vv/bigpic/samsung-f480i-la-fleur.jpg,GSM / HSPA,GSM 900 / 1800 / 1900,HSDPA 2100,,HSPA 7.2/0.384 Mbps,"2009, February. Released 2009, August",Discontinued,98.4 x 55 x 11.6 mm (3.87 x 2.17 x 0.46 in),106 g (3.74 oz),Mini-SIM,TouchWiz UI - Smart dialing,"TFT capacitive touchscreen, 256K colors","2.8 inches, 24.3 cm2 (~44.9% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",,,,,microSDHC (dedicated slot),160MB,"5 MP, AF",LED flash,320p,VGA videocall camera,,Yes,No,No,"2.0, A2DP",No,"Stereo FM radio, RDS",2.0,,"SNS integration Photo/Video editor H.264/MP4/WMV player MP3/eAAC+/WMA player Organizer Document viewer (Word, Excel, PowerPoint, PDF)",Removable Li-Ion 1000 mAh battery,"Black, Pink, La Fleur, Pearl White",,,,,,,,,,0.94 W/kg (head),About 100 EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 250 h,Up to 3 h,,,,,,"2000 entries, Photocall","30 dialed, 30 received, 30 missed calls","SMS, EMS, MMS, Email, IM, RSS",Yes,"Yes, MIDP 2.0",,"WAP 2.0/xHTML, HTML",,,,
samsung,Samsung B7330 OmniaPRO,https://fdn2.gsmarena.com/vv/bigpic/samsung-b7330-omniapro.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,HSPA 7.2/2 Mbps,"2009, September. Released 2009, November",Discontinued,114.9 x 59 x 10.8 mm (4.52 x 2.32 x 0.43 in),111 g (3.92 oz),Mini-SIM,"MP3/WMA/WAV/AAC+ player MP4/WMV9/H.264 player Windows Live, Yahoo!, AOL Microsoft Outlook Mobile Pocket Office  Voice memo/dial/commands Predictive text input","TFT, 65K colors","2.62 inches, 22.1 cm2 (~32.7% screen-to-body ratio)","320 x 320 pixels, 1:1 ratio (~173 ppi density)",Microsoft Windows Mobile 6.5 Standard,,528 MHz,,microSDHC (dedicated slot),270MB 256MB RAM 512MB ROM,"3.15 MP, AF",,320p@30fps,Yes,,Yes,No,Wi-Fi 802.11 b/g,"2.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",2.0,,,Removable Li-Ion 1500 mAh battery,Black,,,,,,,,,,0.81 W/kg (head),About 120 EUR,,,,0.64 W/kg (head)     0.69 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 600 h,Up to 10 h,,,,,,,,,,,QWERTY,"WAP 2.0 / xHTML, HTML, Adobe Flash Lite",,,,
samsung,Samsung E1085T,https://fdn2.gsmarena.com/vv/bigpic/samsung-e1085t.jpg,GSM,GSM 900 / 1800,,,,"2009, September. Released 2009, September",Discontinued,107.4 x 45.5 x 13.6 mm (4.23 x 1.79 x 0.54 in),64.5 g (2.26 oz),Mini-SIM,Flashlight,"CSTN, 65K colors","1.43 inches, 6.6 cm2 (~13.5% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~127 ppi density)",,,,,No,1MB,,,,,,Yes,No,No,No,No,"Stereo FM radio, RDS",Proprietary,,No,Removable Li-Ion 800 mAh battery,Black,,,Organizer Voice memo Predictive text input,,,,,,,0.74 W/kg (head),About 30 EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,Class 10,Class 10,,,,,Up to 560 h,Up to 9 h,,,,,,500 entries,Yes,SMS,Yes,"Yes, MIDP 2.0",,No,,,,
samsung,Samsung E1080T,https://fdn2.gsmarena.com/vv/bigpic/samsung-e1080t.jpg,GSM,GSM 900 / 1800,,,,"2009, September. Released 2009, September",Discontinued,107.4 x 45.5 x 13.6 mm (4.23 x 1.79 x 0.54 in),64.5 g (2.26 oz),Mini-SIM,Flashlight,"CSTN, 65K colors","1.43 inches, 6.6 cm2 (~13.5% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~127 ppi density)",,,,,No,1MB,,,,,,Yes,No,No,No,No,No,No,,No,Removable Li-Ion 800 mAh battery,Black,,,Organizer Voice memo Predictive text input,,,,,,,0.74 W/kg (head),About 30 EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,Class 10,Class 10,,,,,Up to 420 h,Up to 12 h,,,,,,Yes,Yes,SMS,Yes,"Yes, MIDP 2.0",,No,,,,
samsung,Samsung S5510,https://fdn2.gsmarena.com/vv/bigpic/samsung-s5510.jpg,GSM / UMTS,GSM 850 / 900 / 1800 / 1900,UMTS 2100,,"Yes, 384 kbps","2009, October. Released 2009, October",Discontinued,93.8 x 46.6 x 16.7 mm (3.69 x 1.83 x 0.66 in),88 g (3.10 oz),Mini-SIM,External hidden display,"TFT, 256K colors","2.1 inches, 13.7 cm2 (~31.2% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~190 ppi density)",,,,,microSDHC (dedicated slot),,3.15 MP,,320p@30fps,,,Yes,No,No,"2.1, A2DP",No,"Stereo FM radio, RDS",microUSB 2.0,,CIF,Removable Li-Ion 800 mAh battery,"Noir Black, Ruby Red",,,MP3/e-AAC+/WMA player MP4/3GP player Organizer Voice memo Predictive text input,,,,,,,0.83 W/kg (head),About 110 EUR,,,,0.82 W/kg (head)     0.72 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 422 h (2G) / Up to 362 h (3G),Up to 8 h 40 min (2G) / Up to 5 h 20 min (3G),,,,,,"1000 contacts, Photo call","30 received, dialed and missed calls","SMS, MMS, Email",Yes + downloadable,"Yes, MIDP 2.0",,WAP 2.0/xHTML,,,,
samsung,Samsung S5230W Star WiFi,https://fdn2.gsmarena.com/vv/bigpic/samsung-s5230w-star-wifi-black.jpg,GSM,GSM 850 / 900 / 1800 / 1900,,,,"2009, September. Released 2009, September",Discontinued,104 x 53 x 11.9 mm (4.09 x 2.09 x 0.47 in),92 g (3.25 oz),Mini-SIM,Handwriting recognition,"TFT resistive touchscreen, 256K colors","3.0 inches, 25.6 cm2 (~46.5% screen-to-body ratio)","240 x 400 pixels, 5:3 ratio (~155 ppi density)",,,,,microSDHC (dedicated slot),50MB,3.15 MP,,320p@15fps,,,Yes,No,Wi-Fi 802.11 b/g,"2.1, A2DP",No,"Stereo FM radio, RDS",2.0,Accelerometer,No,Removable Li-Ion 1000 mAh battery,"Black, Silver, White, Pink",,,,,,,,,,0.59 W/kg (head),About 90 EUR,,,,0.75 W/kg (head)     0.65 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,Class 12,Class 12,,,,,Up to 700 h,Up to 10 h,,,,,,"Yes, Photo Contact",Yes,"SMS, MMS, Email",Yes + downloadable,"Yes, MIDP 2.0",,"WAP 2.0/xHTML, HTML",,,,
samsung,Samsung S7550 Blue Earth,https://fdn2.gsmarena.com/vv/bigpic/samsung-s7550-blue-earh-new.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,HSPA 3.6/0.384 Mbps,"2009, September. Released 2009, November",Discontinued,108 x 53.6 x 14.2 mm (4.25 x 2.11 x 0.56 in),119 g (4.20 oz),Mini-SIM,,"TFT capacitive touchscreen, 16M colors","3.0 inches, 25.6 cm2 (~44.3% screen-to-body ratio)","240 x 400 pixels, 5:3 ratio (~155 ppi density)",,,,,microSDHC (dedicated slot),130MB,3.15 MP,,320p@15fps,Yes,,Yes,No,Wi-Fi 802.11 b/g,"2.1, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,Accelerometer,,Removable Li-Ion 1080 mAh battery,Blue,,,,,,,,,,0.68 W/kg (head),About 110 EUR,,,,0.27 W/kg (head)     0.37 W/kg (body),,,,Voice 75dB / Noise 66dB / Ring 76dB,,,,,,,,,,,,,,,,Noise -84.4dB / Crosstalk -75.1dB,,,,,,,,,Up to 300 h,Up to 4 h 10 min,,,,,,"2000 contacts, Photocall","40 received, dialed and missed calls","SMS, MMS, Email, RSS reader",Yes + downloadable,"Yes, MIDP 2.0",,"WAP 2.0/xHTML, HTML",,,,
samsung,Samsung C5030,https://fdn2.gsmarena.com/vv/bigpic/Samsung-C5530.jpg,GSM,GSM 850 / 900 / 1800 / 1900,TD-SCDMA,,TD-SCDMA,Not officially announced yet,Cancelled,-,-,Mini-SIM,No,"TFT capacitive touchscreen, 256K colors","2.8 inches, 24.3 cm2","240 x 320 pixels, 4:3 ratio (~143 ppi density)",,,,,microSD (dedicated slot),,2 MP,,320p@15fps,,,Yes,Yes,No,"2.0, A2DP",No,"Stereo FM radio, RDS",microUSB 2.0,,SNS integration MP3/WMA/eAAC+ player H.264/MP4/WMV player Organizer Voice memo Predictive text input,Removable battery,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Class 10,No,,,,,,,,,,,,"1000 contacts, Photocall",Yes,"SMS, MMS, Email",Yes + downloadable,"Yes, MIDP 2.0",,"WAP 2.0/xHTML, HTML",,,,
samsung,Samsung S3650 Corby,https://fdn2.gsmarena.com/vv/bigpic/samsung-s3650-corby.jpg,GSM,GSM 850 / 900 / 1800 / 1900,,,,"2009, August. Released 2009, September",Discontinued,103 x 56.5 x 12 mm (4.06 x 2.22 x 0.47 in),90 g (3.17 oz),Mini-SIM,Smart unlock Cartoon UI,"TFT capacitive touchscreen, 256K colors","2.8 inches, 24.3 cm2 (~41.7% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",,,,,microSDHC (dedicated slot),50MB,2 MP,,320p@15fps,,,Yes,No,No,"2.1, A2DP",No,"Stereo FM radio, RDS",2.0,,No,Removable Li-Ion 960 mAh battery,"Jamaican Yellow, Cupid Pink, Minimal White, and Festival Orange; 2 Fashion Jackets",,,SNS integration MP3/WMA/eAAC+ player Find Music recognition service H.264/MP4/WMV player Organizer Voice memo Predictive text input,Corning Gorilla Glass,,,,,,0.75 W/kg (head),About 80 EUR,,,,0.72 W/kg (head)     0.37 W/kg (body),,,,Voice 75dB / Noise 72dB / Ring 77dB,,,,,,,,,,,,,,,,Noise -85.9dB / Crosstalk -53.7dB,,,Class 10,Class 10,,,,,Up to 730 h,Up to 9 h,,,,,,"1000 contacts, Photocall",Yes,"SMS, MMS, Email",Yes + downloadable,"Yes, MIDP 2.0",,"WAP 2.0/xHTML, HTML",,,,
samsung,Samsung T659 Scarlet,https://fdn2.gsmarena.com/vv/bigpic/samsung-t659.jpg,GSM / UMTS,GSM 850 / 900 / 1800 / 1900,UMTS 1700 / 2100,,"Yes, 384 kbps","2009, September. Released 2009, October",Discontinued,104.1 x 48.3 x 15.2 mm (4.10 x 1.90 x 0.60 in),93.6 g (3.28 oz),Mini-SIM,No,"TFT, 256K colors",,"240 x 320 pixels, 4:3 ratio",,,,,microSD (dedicated slot),,2 MP,,Yes,,,Yes,No,No,"2.0, A2DP",No,No,2.0,,MP3 player MP4/3gp player Organizer Voice memo Predictive text input,Removable Li-Ion 800 mAh battery,Gray,,,,,,,,,,0.46 W/kg (head),About 50 EUR,,,,0.73 W/kg (head)     0.79 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 300 h,Up to 5 h,,,,,,"1000 contacts, Photo call","30 received, dialed and missed calls","SMS, MMS, Email",Yes + downloadable,"Yes, MIDP 2.0",,WAP 2.0/xHTML,,,,
samsung,Samsung B3310,https://fdn2.gsmarena.com/vv/bigpic/samsung-b3310.jpg,GSM,GSM 850 / 900 / 1800 / 1900,,,,"2009, August. Released 2009, September",Discontinued,91 x 54 x 17 mm (3.58 x 2.13 x 0.67 in),101 g (3.56 oz),Mini-SIM,No,"TFT, 256K colors","2.0 inches, 12.4 cm2 (~25.2% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)",,,,,microSD (dedicated slot),40MB,2 MP,,320p,,,Yes,No,No,"2.1, A2DP",No,"Stereo FM radio, RDS",2.0,,MP4/H.264 player MP3 player Organizer Voice memo Predictive text input,Removable Li-Ion 800 mAh battery,"Black, Pink, Blue, Green",,,,,,,,,,0.66 W/kg (head),About 70 EUR,,,,0.23 W/kg (head)     0.13 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,Class 10,Class 10,,,,,Up to 380 h,Up to 5 h,,,,,,"1000 entries, Photocall","30 dialed, 30 received, 30 missed calls","SMS, MMS, Email",Yes,"Yes, MIDP 2.0",QWERTY,WAP 2.0/xHTML,,,,
samsung,Samsung C3212,https://fdn2.gsmarena.com/vv/bigpic/samsung-c3212.jpg,GSM,GSM 900 / 1800 - SIM 1,,,,"2009, August. Released 2009, September",Discontinued,111.6 x 47 x 14.2 mm (4.39 x 1.85 x 0.56 in),92 g (3.25 oz),Dual SIM (Mini-SIM),GSM 900 / 1800 - SIM 2,"TFT, 65K colors","2.0 inches, 12.4 cm2 (~23.6% screen-to-body ratio)","120 x 160 pixels, 4:3 ratio (~100 ppi density)",,,,,microSDHC (dedicated slot),15MB,VGA,,Yes,,,Yes,No,No,"2.1, A2DP",No,"Stereo FM radio, RDS, recording",2.0,,No,Removable Li-Ion 1000 mAh battery,Black,,,MP3/AAC+/MP4 player Fake Call Voice memo Predictive text input,,,,,,,1.19 W/kg (head),About 100 EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,Class 10,"Class 10 (SIM 1, download only)",,,,,Up to 322 h,Up to 10 h,,,,,,"1000 entries, Photocall","30 received, dialed and missed calls","SMS, MMS, Email",Yes,"Yes, MIDP 2.0",,WAP 2.0/xHTML,,,,
samsung,Samsung U450 DoubleTake,https://fdn2.gsmarena.com/vv/bigpic/samsung-double-take.jpg,CDMA / CDMA2000,CDMA 800 / 1900,CDMA2000 1x,,"Yes, 384 kbps","2009, July. Released 2009, July",Discontinued,108 x 53 x 17 mm (4.25 x 2.09 x 0.67 in),100 g (3.53 oz),Mini-SIM,No,"TFT, 256K colors","2.1 inches, 13.9 cm2 (~24.2% screen-to-body ratio)",176 x 220 pixels (~134 ppi density),,,,,microSD (dedicated slot),,1.3 MP,,No,,,Yes,No,No,"2.1, A2DP",No,No,microUSB 2.0,,2.5 mm audio jack,Removable Li-Ion 960 mAh battery,"Black, Red",,,MP4/H.263 player MP3/AAC+/WMA player Organizer Voice memo/dial Predictive text input,,,,,,,,About 50 EUR,,,,0.72 W/kg (head)     0.57 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 300 h,Up to 5 h,,,,,,"1000 entries, Photocall",Yes,"SMS, MMS, Email, IM",Yes,"Yes, MIDP 2.0",QWERTY,WAP 2.0/xHTML,,,,
samsung,Samsung i220 Code,https://fdn2.gsmarena.com/vv/bigpic/samsung-i220-code.jpg,CDMA / EVDO,CDMA 800 / 1900,CDMA2000 1xEV-DO,,"EV-DO Rev.0, 153.2 Kbps","2010, July. Released 2010, July",Discontinued,117 x 58 x 14 mm (4.61 x 2.28 x 0.55 in),105 g (3.70 oz),Mini-SIM,No,"TFT, 65K colors","2.4 inches, 17.8 cm2 (~26.3% screen-to-body ratio)","320 x 240 pixels, 4:3 ratio (~167 ppi density)",Microsoft Windows Mobile 6.1 Standard,,,,microSDHC (dedicated slot),94MB 128MB RAM 128MB ROM,2 MP,,Yes,,,Yes,Yes,No,"2.0, A2DP","Yes, with A-GPS",No,microUSB 2.0,,MP4/H.264/WMV player MP3/AAC+ player Organizer Document viewer Voice memo/dial Predictive text input,Removable Li-Ion 1440 mAh battery,Black,,,,,,,,,,,About 70 EUR,,,,0.57 W/kg (head)     0.42 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 300 h,Up to 6 h,,,,,,,,,,,QWERTY,"WAP 2.0/xHTML, HTML",,,,
samsung,Samsung R860 Caliber,https://fdn2.gsmarena.com/vv/bigpic/samsung-r860-caliber.jpg,CDMA / EVDO,CDMA 800 / 1900,CDMA2000 1xEV-DO,,"EV-DO Rev.0, 153.2 Kbps","2010, February. Released 2010, February",Discontinued,116 x 57 x 12 mm (4.57 x 2.24 x 0.47 in),106 g (3.74 oz),Mini-SIM,TouchWiz UI,"TFT touchscreen,  256K colors","2.6 inches, 19.2 cm2 (~29.1% screen-to-body ratio)","240 x 400 pixels, 5:3 ratio (~179 ppi density)",,,,,microSDHC (dedicated slot),124MB,3.15 MP,LED flash,Yes,,,Yes,No,No,"2.1, A2DP","Yes, with A-GPS",No,microUSB 2.0,,No,Removable Li-Ion 1080 mAh battery,Black,,,MP4/H.263 player MP3/AAC+ player Organizer Voice memo Predictive text input,,,,,,,,About 80 EUR,,,,1.29 W/kg (head)     0.80 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 300 h,Up to 4 h 30 min,,,,,,"2000 entries, Photocall",Yes,"SMS, MMS, Email",Yes,"Yes, MIDP 2.0",,"WAP 2.0/xHTML, HTML",,,,
samsung,Samsung R520 Trill,https://fdn2.gsmarena.com/vv/bigpic/samsung-r520-trill.jpg,CDMA / EVDO,CDMA 800 / 1900,CDMA2000 1xEV-DO,,"EV-DO Rev.0, 153.2 Kbps","2009, September. Released 2009, October",Discontinued,101 x 50 x 14 mm (3.98 x 1.97 x 0.55 in),97 g (3.42 oz),Mini-SIM,No,"TFT,  256K colors","2.2 inches, 15.2 cm2 (~30.2% screen-to-body ratio)",176 x 220 pixels (~128 ppi density),,,,,microSD (dedicated slot),1GB,1.3 MP,,Yes,,,Yes,Yes,No,"2.0, A2DP",No,No,2.0,,MP4/H.263 player MP3/eAAC+ player Organizer Voice memo Predictive text input,Removable Li-Ion 880 mAh battery,"Black, Blue",,,,,,,,,,,About 100 EUR,,,,1.22 W/kg (head)     0.69 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 300 h,Up to 4 h 30 min,,,,,,"1000 entries, Photocall",Yes,"SMS, MMS, Email",Yes,"Yes, MIDP 2.0",,"WAP 2.0/xHTML, HTML",,,,
samsung,Samsung M900 Moment,https://fdn2.gsmarena.com/vv/bigpic/samsung-m900-moment.jpg,CDMA / EVDO,CDMA 800 / 1900,CDMA2000 1xEV-DO,,"EV-DO Rev.0, 153.2 Kbps","2009, August. Released 2009, November",Discontinued,117 x 59 x 16 mm (4.61 x 2.32 x 0.63 in),161 g (5.68 oz),Mini-SIM,,"AMOLED capacitive touchscreen, 16M colors","3.2 inches, 30.5 cm2 (~44.2% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~180 ppi density)",Android 1.5 (Cupcake),,800MHz,,microSDHC (dedicated slot),,3.15 MP,LED flash,Yes,,,Yes,Yes,Wi-Fi 802.11 b/g,"2.1, A2DP","Yes, with A-GPS",No,microUSB 2.0,"Accelerometer, proximity",No,Removable Li-Ion 1440 mAh battery,Black,,,MP4/H.263 player MP3/AAC+/WMA player Organizer Voice memo Predictive text input,,,,,,,,About 120 EUR,,,,0.61 W/kg (head)     0.88 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 5 h 30 min,,,,,,,,,,,QWERTY,HTML,,,,
samsung,Samsung i350 Intrepid,https://fdn2.gsmarena.com/vv/bigpic/samsung-intrepid-i350.jpg,GSM / CDMA / UMTS / EVDO,GSM 850 / 900 / 1800 / 1900,UMTS 2100,,"EV-DO Rev.0, 153.2 Kbps","2009, March. Released 2009, October",Discontinued,124 x 62 x 13 mm (4.88 x 2.44 x 0.51 in),91 g (3.21 oz),Mini-SIM,CDMA 800 / 1900,"TFT resistive touchscreen, 65K colors","2.55 inches, 20.1 cm2 (~26.2% screen-to-body ratio)","320 x 240 pixels, 4:3 ratio (~157 ppi density)",Microsoft Windows Mobile 6.5 Professional,,528 MHz,,microSDHC (dedicated slot),"256MB RAM, 512MB ROM",3.15 MP,,Yes,,,Yes,Yes,Wi-Fi 802.11 b/g,"2.0, A2DP","Yes, with A-GPS",No,microUSB 2.0,,CDMA2000 1xEV-DO,Removable Li-Ion 1480 mAh battery,Black,,,MP4/H.264/WMV player MP3/WMA/AAC+ player Organizer Document viewer Voice memo/dial/commands Predictive text input,,,,,,,,About 40 EUR,,,,1.20 W/kg (head)     0.59 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 300 h,Up to 6 h,,,,,,,,,,,QWERTY,"WAP 2.0/xHTML, HTML",,,,
samsung,Samsung M850 Instinct HD,https://fdn2.gsmarena.com/vv/bigpic/samsung-m850-instinct-hd.jpg,CDMA / EVDO,CDMA 800 / 1900,CDMA2000 1xEV-DO,,EV-DO Rev.A 3.1 Mbps,"2009, March. Released 2009, September",Discontinued,118 x 58 x 13 mm (4.65 x 2.28 x 0.51 in),114 g (4.02 oz),Mini-SIM,No,"TFT capacitive touchscreen, 16M colors","2.6 inches, 20.1 cm2 (~29.4% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~222 ppi density)",,,,,microSDHC (dedicated slot),,"5 MP, AF",LED flash,720p,,,Yes,No,Wi-Fi 802.11 b/g,"2.1, A2DP","Yes, with A-GPS",No,microUSB 2.0,Accelerometer,MP4/H.263 player MP3/AAC+ player TV-Out Organizer Voice memo/dial/commands Predictive text input,Removable Li-Ion 1440 mAh battery,Black,,,,,,,,,,,About 140 EUR,,,,1.15 W/kg (head)     0.77 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 300 h,Up to 5 h 50 min,,,,,,"1000 entries, Photocall",Yes,"SMS, MMS, Email, IM",Yes,"Yes, MIDP 2.0",,"WAP 2.0/xHTML, HTML",,,,
samsung,Samsung U450 Intensity,https://fdn2.gsmarena.com/vv/bigpic/samsung-u450-intensity.jpg,CDMA,CDMA 800 / 1900,,,,"2009, July. Released 2009, September",Discontinued,108 x 53 x 17 mm (4.25 x 2.09 x 0.67 in),100 g (3.53 oz),Mini-SIM,No,"TFT resistive touchscreen, 256K colors","2.1 inches, 13.9 cm2 (~24.2% screen-to-body ratio)",176 x 220 pixels (~134 ppi density),,,,,microSDHC (dedicated slot),128MB,1.3 MP,,No,,,Yes,No,No,"2.1, A2DP",No,No,microUSB 2.0,,2.5 mm audio jack,Removable Li-Ion 960 mAh battery,"Black, Red",,,MP4/H.263 player MP3/AAC+/WMA player Organizer Voice memo/dial Predictive text input,,,,,,,,About 60 EUR,,,,0.72 W/kg (head)     0.57 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,Up to 300 h,Up to 5 h,,,,,,"1000 entries, Photocall",Yes,"SMS, MMS, Email, IM",Yes,"Yes, MIDP 2.0",QWERTY,WAP 2.0/xHTML,,,,
