Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,5G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,,Type,Size,Resolution,_1,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Features,Video,Single_1,Features_1,Video_1,Loudspeaker,3.5mm jack,_1_1,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Type_1,Charging,Colors,Models,Price,GPRS,EDGE,NFC,Quad,Triple,128GB 6GB RAM,Infrared port,256GB 8GB RAM,Dual,Dual_1,64GB 3GB RAM,64GB 4GB RAM,32GB 2GB RAM,SAR EU,128GB 4GB RAM,128GB 8GB RAM,4GB,Five,Performance,Display,Camera,Loudspeaker_1,Battery life,512GB 8GB RAM,256GB 6GB RAM,32GB 3GB RAM,Protection,Audio quality,16GB 2GB RAM,Phonebook,Call records,Messaging,Games,Java,64GB 6GB RAM,Stand-by,32GB 4GB RAM,Talk time,Music play,SAR,Keyboard,Browser 
huawei,Huawei Ascend D1 XL U9500E,https://fdn2.gsmarena.com/vv/bigpic/huawei-ascend-d1-xl-u9500e.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1700 / 1900 / 2100,,,HSPA 21.1/5.76 Mbps,"2012. Released 2012, Q3",Discontinued,129.9 x 64.9 x 8.9 mm (5.11 x 2.56 x 0.35 in),132 g (4.66 oz),,Mini-SIM,MP3/WAV/eAAC+ player MP4/H.264 player Document editor Photo viewer/editor,"IPS LCD, capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~66.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~326 ppi density)",,Android 4.0 (Ice Cream Sandwich),TI OMAP 4460,Dual-core 1.5 GHz,PowerVR SGX540,microSDHC (dedicated slot),8GB 1GB RAM,"8 MP, AF",Dual-LED flash,1080p@30fps,1.3 MP,,720p,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot, DLNA","3.0, A2DP","Yes, with A-GPS, GLONASS",FM radio,"microUSB 2.0 (MHL TV-out), USB On-The-Go","Accelerometer, gyro, proximity, compass","Li-Ion 2600 mAh, removable",,Black,,About 350 EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huawei,Huawei Ascend D1,https://fdn2.gsmarena.com/vv/bigpic/huawei-ascend-d1.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1700 / 1900 / 2100,,,HSPA 21.1/5.76 Mbps,"2012, February. Released 2012, July",Discontinued,129 x 64 x 8.9 mm (5.08 x 2.52 x 0.35 in),132 g (4.66 oz),,Mini-SIM,MP3/WAV/eAAC+ player MP4/H.264 player Organizer Document editor Photo viewer/editor Voice memo/dial/commands Predictive text input,"IPS+ LCD, capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~67.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~326 ppi density)",,"Android 4.0 (Ice Cream Sandwich), upgradable to 4.2 (Jelly Bean)",TI OMAP 4460,Dual-core 1.5 GHz,PowerVR SGX540,microSDHC (dedicated slot),"8GB (5.8GB user available), 1GB RAM","8 MP, AF",Dual-LED flash,1080p@30fps,1.3 MP,,720p,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot, DLNA","3.0, A2DP","Yes, with A-GPS, GLONASS",FM radio,"microUSB 2.0 (MHL TV-out), USB On-The-Go","Accelerometer, gyro, proximity, compass",Removable Li-Ion 1800 mAh battery,,Black,,About 210 EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 400 h,,Up to 10 h 30 min,,,,
huawei,Huawei Ascend D quad XL,https://fdn2.gsmarena.com/vv/bigpic/huawei-ascend-d-quad-xl-new.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1700 / 1900 / 2100,,,HSPA 21.1/5.76 Mbps,"2012, February. Released 2012, September",Discontinued,129 x 64 x 10.9 mm (5.08 x 2.52 x 0.43 in),150 g (5.29 oz),,Mini-SIM,MP3/WAV/eAAC+ player MP4/H.264 player Organizer Document editor Photo viewer/editor Voice memo/dial/commands Predictive text input,"IPS+ LCD, capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~67.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~326 ppi density)",,Android 4.0 (Ice Cream Sandwich),Huawei K3V2,Quad-core 1.4 GHz Cortex-A9,Vivante GC4000,microSDHC (dedicated slot),8GB 1GB RAM,"8 MP, AF",Dual-LED flash,1080p@30fps,1.3 MP,,720p,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot, DLNA","3.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0 (MHL TV-out),"Accelerometer, gyro, proximity, compass",Non-removable Li-Po 2600 mAh battery,,"Metallic black, Ceramic white",,About 260 EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huawei,Huawei Ascend D quad,https://fdn2.gsmarena.com/vv/bigpic/huawei-ascend-d-quad-new.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1700 / 1900 / 2100,,,HSPA 21.1/5.76 Mbps,"2012, February. Released 2012, August",Discontinued,129 x 64.9 x 8.9 mm (5.08 x 2.56 x 0.35 in),130 g (4.59 oz),,Mini-SIM,MP3/WAV/eAAC+ player MP4/H.264 player Organizer Document editor Photo viewer/editor Voice memo/dial/commands Predictive text input,"IPS+ LCD, capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~66.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~326 ppi density)",,Android 4.0 (Ice Cream Sandwich),Huawei K3V2,Quad-core 1.5 GHz Cortex-A9,Vivante GC4000,microSDHC (dedicated slot),8GB 1GB RAM,"8 MP, AF",Dual-LED flash,1080p@30fps,1.3 MP,,720p,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot, DLNA","3.0, A2DP","Yes, with A-GPS",FM radio,"microUSB 2.0 (MHL TV-out), USB On-The-Go","Accelerometer, gyro, proximity, compass",Removable Li-Ion 1800 mAh battery,,"Metallic black, Ceramic white",,About 290 EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huawei,Huawei Ascend P1s,https://fdn2.gsmarena.com/vv/bigpic/huawei-ascend-p1-new.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1700 / 1900 / 2100,,,HSPA 21.1/5.76 Mbps,"2012, January. Released 2012, September",Discontinued,127.4 x 64.8 x 6.7 mm (5.02 x 2.55 x 0.26 in),130 g (4.59 oz),,Mini-SIM,MP3/WAV/eAAC+ player MP4/H.264 player Organizer Document viewer Photo viewer/editor Voice memo/dial/commands Predictive text input,"Super AMOLED capacitive touchscreen, 16M colors","4.3 inches, 51.0 cm2 (~61.7% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~256 ppi density)",,Android 4.0 (Ice Cream Sandwich),TI OMAP 4460,Dual-core 1.5 GHz Cortex-A9,PowerVR SGX540,microSDHC (dedicated slot),4GB 1GB RAM,"8 MP, AF","Dual-LED flash, HDR",1080p@30fps,1.3 MP,,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot, DLNA","3.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0 (MHL TV-out),"Accelerometer, gyro, proximity, compass",Non-removable Li-Ion 1800 mAh battery,,"Metallic black, Ceramic white, Soft pink",,About 260 EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,Corning Gorilla Glass,,,,,,,,,,,,,,,
huawei,Huawei M886 Mercury,https://fdn2.gsmarena.com/vv/bigpic/huawei-m886-mercury.jpg,CDMA / EVDO,CDMA 800 / 1700 / 1900 / 2100,CDMA2000 1xEV-DO,,,EV-DO Rev.A 3.1 Mbps,"2011, December. Released 2011, December",Discontinued,122 x 61 x 13 mm (4.80 x 2.40 x 0.51 in),139 g (4.90 oz),,Mini-SIM,MP3/WAV/eAAC+ player MP4/H.264 player Organizer Document viewer Photo viewer/editor Voice memo/dial/commands Predictive text input,"TFT capacitive touchscreen, 16M colors","4.0 inches, 44.1 cm2 (~59.2% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~245 ppi density)",,Android 2.3.3 (Gingerbread),Qualcomm MSM8655T Snapdragon S2,1.4 GHz Scorpion,Adreno,microSDHC (dedicated slot),4GB 512MB RAM,"8 MP, AF","LED flash, HDR",720p@30fps,VGA,,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","2.1, A2DP, EDR","Yes, with A-GPS",Stereo FM radio,microUSB 2.0,"Accelerometer, gyro, proximity, compass",Removable Li-Po 1900 mAh battery,,Black,,About 110 EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 380 h,,Up to 6 h 30 min,,0.77 W/kg (head)     1.12 W/kg (body),,
huawei,Huawei G7300,https://fdn2.gsmarena.com/vv/bigpic/huawei-g7300.jpg,GSM,GSM 850 / 900 / 1800 / 1900,,,,,"2011, November. Released 2011, November",Discontinued,116.5 x 60 x 11.5 mm (4.59 x 2.36 x 0.45 in),110 g (3.88 oz),,Mini-SIM,No,"TFT touchscreen, 256K colors","3.5 inches, 36.5 cm2 (~52.2% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",SNS applications MP3/WAV/AAC+ player MP4/H.263 player Organizer Predictive text input,,Mediatek MT6236,312 MHz,,microSDHC (dedicated slot),40MB,3.15 MP,,480p@30fps,,,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","3.0, A2DP",No,"FM radio, recording",microUSB 2.0,,Removable Li-Ion 1300 mAh battery,,Black,,About 90 EUR,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,"500 entries, Photocall","20 dialed, 20 received, 20 missed calls","SMS, MMS, Email",Yes,Yes,,Up to 200 h,,Up to 3 h 20 min,,,,
huawei,Huawei G7005,https://fdn2.gsmarena.com/vv/bigpic/huawei-g7005.jpg,GSM,GSM 850 / 1900,,,,,"2011, November. Released 2012, September",Discontinued,93 x 51 x 14.2 mm (3.66 x 2.01 x 0.56 in),75 g (2.65 oz),,Mini-SIM,GSM 900 / 1800,"TFT touchscreen, 256K colors","2.4 inches, 17.8 cm2 (~37.6% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",No,,,,,microSDHC (dedicated slot),,1.3 MP,,176x144,,,,Yes,Yes,SNS applications MP3/WAV/AAC+ player MP4/H.263 player Organizer Predictive text input,No,"2.1, A2DP, EDR",No,FM radio,microUSB 2.0,,Removable Li-Ion 800 mAh battery,,Black,,About 70 EUR,Class 12,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,"500 entries, Photocall","20 dialed, 20 received, 20 missed calls","SMS, MMS, Email",Yes,Yes,,Up to 600 h,,Up to 5 h,,,,
huawei,Huawei MediaPad,https://fdn2.gsmarena.com/vv/bigpic/Huawei-MediaPad.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100 - S7-301u,,,HSPA 14.4/5.76 Mbps,"2011, Q3",Discontinued,190 x 124 x 10.5 mm (7.48 x 4.88 x 0.41 in),390 g (13.76 oz),,Mini-SIM,HSDPA 850 / 1900 / 2100 - S7-302u,"IPS LCD capacitive touchscreen, 256K colors","7.0 inches, 142.1 cm2 (~60.3% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~216 ppi density)",HSDPA 900 / 1700 / 1900 / 2100 - S7-303u,"Android 3.2 (Honeycomb), upgradable to 4.0 (Ice Cream Sandwich)",Qualcomm MSM8260 Snapdragon S3,Dual-core 1.2 GHz Scorpion,Adreno 220,microSDHC (dedicated slot),8GB 1GB RAM,"5 MP, AF",,720p@30fps,1.3 MP,,720p@30fps,"Yes, with stereo speakers",Yes,HDMI port MP3/WAV/WMA/eAAC+/FLAC player MP4/WMV/H.264 player Organizer Voice memo Predictive text input,"Wi-Fi 802.11 b/g/n, hotspot","2.1, A2DP, EDR","Yes, with A-GPS",No,"microUSB 2.0, USB On-The-Go","Accelerometer, gyro, compass",Non-removable Li-Po 4100 mAh battery,,"shadow black, classic brown, passion pink","S7-301u, S7-302u, S7-303u",About 150 EUR,,,,,,,,,,,,,,,,,,,,Contrast ratio: 1117:1 (nominal),Photo / Video,Voice 75dB / Noise 67dB / Ring 65dB,,,,,,Noise -87.0dB / Crosstalk -87.6dB,,,,,,,,Up to 200 h,,Up to 6 h,,,,
huawei,Huawei MediaPad S7-301w,https://fdn2.gsmarena.com/vv/bigpic/Huawei-MediaPad.jpg,No cellular connectivity,N/A,,,,,"2011, Q3",Discontinued,190 x 124 x 10.5 mm (7.48 x 4.88 x 0.41 in),390 g (13.76 oz),,No,SRS audio,"IPS LCD capacitive touchscreen, 256K colors","7.0 inches, 142.1 cm2 (~60.3% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~216 ppi density)",HDMI port MP3/WAV/WMA/eAAC+ player MP4/WMV/H.264 player Organizer Voice memo Predictive text input,"Android 3.2 (Honeycomb), upgradable to 4.0 (Ice Cream Sandwich)",Qualcomm MSM8260 Snapdragon S3,Dual-core 1.2 GHz Scorpion,Adreno 220,microSDHC (dedicated slot),8GB 1GB RAM,"5 MP, AF",LED flash,720p@30fps,1.3 MP,,720p@30fps,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","2.1, A2DP, EDR",Yes,No,"microUSB 2.0, USB On-The-Go","Accelerometer, gyro, compass",Non-removable Li-Po 4100 mAh battery,,"shadow black, classic brown, passion pink",,About 160 EUR,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 200 h,,Up to 6 h,,,,
huawei,Huawei D51 Discovery,https://fdn2.gsmarena.com/vv/bigpic/huawei-d51-discovery.jpg,GSM,GSM 850 / 900 / 1800 / 1900,,,,,2011,Discontinued,114.5 x 50.5 x 16 mm (4.51 x 1.99 x 0.63 in),106 g (3.74 oz),,Mini-SIM,IP57 dust/water resistant (up to 1m. and 30 mins),TFT,"2.0 inches, 12.4 cm2 (~21.4% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)",No,,,,,microSD (dedicated slot),,2 MP,,Yes,,,,Yes,,SNS applications Audio/video player Organizer Voice memo Predictive text input,No,"2.1, A2DP",Yes,Stereo FM radio,2.0,,Removable Li-Ion 1000 mAh battery,,Black/Orange,,About 110 EUR,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,"SMS, MMS",Yes + downloadable,Yes,,Up to 450 h,,Up to 5 h,,,,
huawei,Huawei U8520 Duplex,https://fdn2.gsmarena.com/vv/bigpic/huawei-u8520.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 - SIM 1 only,,,HSPA 7.2/0.384 Mbps,"2011, October. Released 2011, October",Discontinued,112 x 57 x 12.7 mm (4.41 x 2.24 x 0.5 in),109 g (3.84 oz),,"Dual SIM (Mini-SIM, dual stand-by)",HSDPA 850 / 1900,"TFT capacitive touchscreen, 256K colors","3.2 inches, 30.5 cm2 (~47.8% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~180 ppi density)",MP3/WAV/eAAC+ player MP4/H.264 player Organizer Document viewer Photo viewer/editor Voice memo/dial Predictive text input,Android 2.2 (Froyo),Qualcomm MSM7227-1 Snapdragon S1,600 MHz ARM 11,Adreno 200,"microSDHC (dedicated slot), 2 GB included",512MB 256MB RAM,3.15 MP,,480p,VGA,,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","2.1, A2DP, EDR","Yes, with A-GPS",Stereo FM radio,microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 1500 mAh battery,,Black,,About 110 EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 120 h (2G) / Up to 120 h (3G),,Up to 7 h (2G) / Up to 7 h 30 min (3G),Up to 20 h,,,
huawei,Huawei T8300,https://fdn2.gsmarena.com/vv/bigpic/huawei-t8300.jpg,GSM,GSM 900 / 1800 / 1900,TD-SCDMA,,,HSPA,2011,Discontinued,110 x 56.5 x 11.2 mm (4.33 x 2.22 x 0.44 in),104 (3.67 oz),,Mini-SIM,CMMB digital TV MP3/WAV/eAAC+ player MP4/H.264 player Organizer Document viewer Photo viewer/editor Voice memo/dial Predictive text input,"TFT capacitive touchscreen, 16M colors","3.2 inches, 30.5 cm2 (~49.1% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~180 ppi density)",,Android-based OPhone 2.5,Marvell 88sv331,800 MHz,,microSDHC (dedicated slot),512MB 512MB RAM,3.15 MP,,480p,VGA,,,Yes,Yes,,Wi-Fi 802.11 b/g,"2.1, A2DP, EDR","Yes, with A-GPS",Stereo FM radio,microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 1200 mAh battery,,Black,,About 110 EUR,Class 10,Class 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huawei,Huawei U8350 Boulder,https://fdn2.gsmarena.com/vv/bigpic/huawei-boulder-u8350.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,,HSPA 7.2/0.384 Mbps,"2011. Released 2011, October",Discontinued,115 x 62.8 x 9.9 mm (4.53 x 2.47 x 0.39 in),105 g (3.70 oz),,Mini-SIM,No,"TFT capacitive touchscreen, 256K colors","2.6 inches, 20.9 cm2 (~29.0% screen-to-body ratio)","320 x 240 pixels, 4:3 ratio (~154 ppi density)",MP3/WAV/eAAC+ player MP4/H.264 player Organizer Document viewer Photo viewer/editor Voice memo Predictive text input,Android 2.2 (Froyo),Qualcomm MSM7225 Snapdragon S1,528 MHz ARM 11,No,microSDHC (dedicated slot),512MB 256MB RAM,3.2 MP,,Yes,,,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","2.1, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 1200 mAh battery,,"Black, White",,About 90 EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QWERTY,
huawei,Huawei Impulse 4G,https://fdn2.gsmarena.com/vv/bigpic/huawei-impulse-4g.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1900 / 2100,,,HSPA 14.4/5.76 Mbps,"2011, September. Released 2011, September",Discontinued,120 x 65 x 11.6 mm (4.72 x 2.56 x 0.46 in),130 g (4.59 oz),,Mini-SIM,No,"TFT capacitive touchscreen, 16M colors","3.8 inches, 41.1 cm2 (~52.7% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~246 ppi density)",MP3/WAV/eAAC+ player MP4/H.264 player Organizer Document viewer Photo viewer/editor Voice memo/dial Predictive text input,Android 2.2 (Froyo),Qualcomm MSM7230,800 MHz Scorpion,Adreno 205,microSDHC (dedicated slot),512MB RAM,"5 MP, AF",LED flash,720p@30fps,,,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","2.1, A2DP, EDR","Yes, with A-GPS",No,microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 1500 mAh battery,,Black,,About 80 EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 240 h,,Up to 4 h,,,,
huawei,Huawei Pillar,https://fdn2.gsmarena.com/vv/bigpic/huawei-pillar.jpg,CDMA / CDMA2000,CDMA 800 / 1900 / 1700 / 2100,CDMA2000 1x,,,"CDMA2000 1x, 153 Kbps","2011, September",Discontinued,109.2 x 61 x 12.7 mm (4.30 x 2.40 x 0.5 in),99 g (3.49 oz),,Mini-SIM,No,"TFT, 256K colors","2.0 inches, 12.4 cm2 (~18.6% screen-to-body ratio)","320 x 240 pixels, 4:3 ratio (~200 ppi density)",MP3/AAC player H.263 player Organizer Voice memo Predictive text input,,,,,microSDHC (dedicated slot),,VGA,,No,,,,Yes,Yes,,No,2.1,"Yes, with A-GPS",No,microUSB,,Removable Li-Ion 900 mAh battery,,Black,,About 70 EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1000 entries, Photocall",Yes,"SMS, MMS",Yes,No,,Up to 240 h,,Up to 4 h 30 min,,,QWERTY,
huawei,Huawei U8850 Vision,https://fdn2.gsmarena.com/vv/bigpic/huawei-vision-ofic.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,,HSPA 14.4/5.76 Mbps,"2011, August. Released 2011, Q3",Discontinued,118 x 59.9 x 9.9 mm (4.65 x 2.36 x 0.39 in),121 g (4.27 oz),,Mini-SIM,MP3/WAV/eAAC+ player MP4/H.264 player Organizer Document viewer Photo viewer/editor Voice memo/dial/commands Predictive text input,"TFT capacitive touchscreen, 256K colors","3.7 inches, 39.0 cm2 (~55.1% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~252 ppi density)",,Android 2.3.4 (Gingerbread),Qualcomm MSM8255-1 Snapdragon S2,1.0 GHz Scorpion,Adreno 205,microSDHC (dedicated slot),2GB 512MB RAM,"5 MP, AF",LED flash,720p,VGA,,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","2.1, A2DP, EDR","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",Non-removable Li-Ion 1400 mAh battery,,Black,u8850-1,About 80 EUR,,,,,,,,,,,,,,0.76 W/kg (head)     0.62 W/kg (body),,,,,,Contrast ratio: 1136:1 (nominal),,Voice 76dB / Noise 66dB / Ring 78dB,,,,,,Noise -80.6dB / Crosstalk -80.0dB,,,,,,,,Up to 400 h,,Up to 6 h 40 min,,,,
huawei,Huawei Ascend II,https://fdn2.gsmarena.com/vv/bigpic/huawei-ascend-II.jpg,CDMA / EVDO,CDMA 800 / 1900,CDMA2000 1xEV-DO,,,EV-DO Rev.A 3.1 Mbps,"2011, July. Released 2011, July",Discontinued,117 x 61 x 13 mm (4.61 x 2.40 x 0.51 in),120 g (4.23 oz),,Mini-SIM,No,"TFT capacitive touchscreen, 256K colors","3.5 inches, 36.5 cm2 (~51.1% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",MP3/WAV/eAAC+ player MP4/H.264 player Organizer Document viewer Photo viewer/editor Voice memo/dial Predictive text input,Android 2.3 (Gingerbread),,600 MHz,,microSDHC (dedicated slot),512MB 256MB RAM,5 MP,,Yes,,,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","2.1, A2DP, EDR","Yes, with A-GPS",,microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 1400 mAh battery,,White/Black,,About 100 EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 300 h,,Up to 3 h 40 min,,,,
huawei,Huawei U8800 Pro,https://fdn2.gsmarena.com/vv/bigpic/huawei-u8800-pro.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,,HSPA 14.4/5.76 Mbps,"2011, Q2",Discontinued,120 x 62 x 11.6 mm (4.72 x 2.44 x 0.46 in),130 g (4.59 oz),,Mini-SIM,No,"TFT capacitive touchscreen, 16M colors","3.8 inches, 41.1 cm2 (~55.2% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~246 ppi density)",MP3/WMA/WAV/eAAC+ player MP4/WMV/H.264 player Organizer Document viewer Photo viewer/editor Voice memo/dial Predictive text input,Android 2.3 (Gingerbread),Qualcomm MSM8255 Snapdragon S2,1.0 GHz Scorpion,Adreno 205,microSDHC (dedicated slot),"2GB 512MB RAM, 4GB 512MB RAM","5 MP, AF",LED flash,720p@30fps,,,,Yes,Yes,,"Wi-Fi 802.11 b/g/n, hotspot","2.1, A2DP, EDR","Yes, with A-GPS",Stereo FM radio,microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Po 1500 mAh battery,,Black,,About 70 EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scratch-resistant glass, oleophobic coating",,,,,,,,,Up to 380 h (2G) / Up to 440 h (3G),,Up to 8 h 20 min (2G) / Up to 6 h 40 min (3G),Up to 35 h,,,
huawei,Huawei G7206,https://fdn2.gsmarena.com/vv/bigpic/huawei-g7206.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,,"2011, Q2. Released 2011",Discontinued,106 x 56 x 11.3 mm (4.17 x 2.20 x 0.44 in),89 g (3.14 oz),,"Dual SIM (Mini-SIM, dual stand-by)",No,"TFT resistive touchscreen, 256K colors","2.8 inches, 24.3 cm2 (~40.9% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",ATV tuner SNS applications MP3/MP4 player Organizer Voice memo,,,MT 6253 chipset,,microSDHC (dedicated slot),1MB,1.3 MP,,Yes,,,,Yes,Yes,,No,"2.1, A2DP",No,FM radio,microUSB 2.0,,Removable Li-Ion 1050 mAh battery,,"Black, White, Pink, Orange, Green",,About 70 EUR,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, Photocall",Yes,"SMS, MMS, Email",Yes,"Yes, MIDP 2.0",,Up to 500 h,,Up to 5 h,,,,
huawei,Huawei U5510,https://fdn2.gsmarena.com/vv/bigpic/huawei-u5510.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100,,,HSPA 7.2/5.76 Mbps,2011,Discontinued,115 x 49.5 x 13.2 mm (4.53 x 1.95 x 0.52 in),90 g (3.17 oz),,"Dual SIM (Mini-SIM, dual stand-by)",SNS applications MP3/eAAC+ player MP4/H.264 Organizer Voice memo Predictive text input,TFT,"2.4 inches, 17.8 cm2 (~31.3% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,650 MHz,,microSDHC (dedicated slot),40MB 1GB ROM 512MB RAM,3.15 MP,,Yes,VGA,,,Yes,Yes,,"Wi-Fi 802.11 b/g, hotspot","2.1, A2DP, EDR",No,Stereo FM radio,microUSB 2.0,,Removable Li-Ion 1000 mAh battery,,Black,,About 80 EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, Photocall",Yes,"SMS, MMS, Email, IM",Yes,"Yes, MIDP 2.0",,Up to 350 h,,Up to 3 h 20 min,,,,
huawei,Huawei G5500,https://fdn2.gsmarena.com/vv/bigpic/huawei-g5500.jpg,GSM,GSM 850 / 900 / 1800 / 1900,,,,,"2011, Q2. Released 2011",Discontinued,107 x 45 x 11.5 mm (4.21 x 1.77 x 0.45 in),85 g (3.00 oz),,Mini-SIM,No,"TFT, 256K colors","2.0 inches, 12.6 cm2 (~26.1% screen-to-body ratio)",176 x 220 pixels (~141 ppi density),SRS audio,,,MT 6253 chipset,,microSDHC (dedicated slot),"64MB RAM, 128MB ROM",1.3 MP,,Yes,,,,Yes,Yes,SNS applications MP3/MP4 player Organizer Voice memo,No,"2.1, A2DP",No,FM radio,microUSB 2.0,,Removable Li-Ion 800 mAh battery,,Black,,About 80 EUR,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, Photocall",Yes,"SMS, MMS, Email",Yes,"Yes, MIDP 2.0",,Up to 400 h,,Up to 2 h 30 min,,,,
