Brand,Model Name,Model Image,Technology,2G bands,,3G bands,4G bands,5G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,Type,Size,Resolution,_1,OS,Chipset,CPU,GPU,Card slot,Internal,Quad,Features,Video,Single,Features_1,Video_1,Loudspeaker,3.5mm jack,_1_1,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Models,Price,Protection,Triple,Performance,Display,Camera,Loudspeaker_1,Battery life,128GB 6GB RAM,128GB 8GB RAM,256GB 12GB RAM,128GB 12GB RAM,Dual,Single_1,Audio quality,Dual_1,Triple_1,Stand-by,SAR,Talk time,Music play,Infrared port,GPRS,EDGE,SAR EU,Keyboard,Phonebook,Call records,Messaging,Games,Java,Browser,64GB 6GB RAM,64GB 4GB RAM,256GB 8GB RAM,512GB 8GB RAM,128GB 4GB RAM,32GB 2GB RAM,64GB 3GB RAM,32GB 3GB RAM,512GB 12GB RAM,Five,16GB 2GB RAM,32GB 4GB RAM
xiaomi,Xiaomi Redmi 9A,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-9a-1.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,400 nits typ. brightness (advertised),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A","2020, June 30","Available. Released 2020, July 07",164.9 x 77.1 x 9 mm (6.49 x 3.04 x 0.35 in),196 g (6.91 oz),,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.53 inches, 102.9 cm2 (~81.0% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~269 ppi density)",eMMC 5.1,"Android 10, MIUI 12",MediaTek Helio G25 (12 nm),Octa-core (4x2.0 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53),PowerVR GE8320,microSDXC (dedicated slot),"32GB 2GB RAM, 32GB 3GB RAM",,"LED flash, HDR",1080p@30/60fps,"13 MP, f/2.2, 28mm (wide), 1.0µm, PDAF",HDR,1080p@30fps,Yes,Yes,,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity","Li-Po 5000 mAh, non-removable",Charging 10W,"Carbon Gray, Sky Blue, Ocean Green",M2006C3LG,€ 100.00 / $ 94.00 / £ 92.89,,,,,,,,,,,,,"5 MP, f/2.2, (wide), 1.12µm",,,,,0.90 W/kg (head)     0.65 W/kg (body),,,,,,0.40 W/kg (head)     1.19 W/kg (body),,,,,,,,,,,,,€ 100.00,,,,,,
xiaomi,Xiaomi Redmi 9C NFC,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-9c-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,400 nits typ. brightness (advertised),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 20, 38, 40",,"HSPA 42.2/5.76 Mbps, LTE-A","2020, August 27","Available. Released 2020, August 27",164.9 x 77.1 x 9 mm (6.49 x 3.04 x 0.35 in),196 g (6.91 oz),,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.53 inches, 102.9 cm2 (~81.0% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~269 ppi density)",eMMC 5.1,"Android 10, MIUI 12",MediaTek Helio G35 (12 nm),Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),PowerVR GE8320,microSDXC (dedicated slot),"32GB 2GB RAM, 64GB 3GB RAM",,"LED flash, HDR",1080p@30fps,"5 MP, f/2.2, (wide), 1.12µm",HDR,1080p@30fps,Yes,Yes,,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",Yes,FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity","Li-Po 5000 mAh, non-removable",Charging 10W,"Midnight Gray, Sunshine Yellow, Twilight Blue",,About 100 EUR,,,,,,,,,,,,"13 MP, f/2.2, 28mm (wide), PDAF 2 MP, f/2.4, (macro)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xiaomi,Xiaomi Redmi 9C,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-9c-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,400 nits typ. brightness (advertised),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A","2020, June 30","Available. Released 2020, August 12",164.9 x 77 x 9 mm (6.49 x 3.03 x 0.35 in),196 g (6.91 oz),,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.53 inches, 102.9 cm2 (~81.1% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~269 ppi density)",eMMC 5.1,"Android 10, MIUI 12",MediaTek Helio G35 (12 nm),Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),PowerVR GE8320,microSDXC (dedicated slot),"32GB 2GB RAM, 64GB 3GB RAM",,"LED flash, HDR",1080p@30fps,"5 MP, f/2.2, (wide), 1.12µm",HDR,1080p@30fps,Yes,Yes,,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity","Li-Po 5000 mAh, non-removable",Charging 10W,"Midnight Gray, Sunrise Orange, Twilight Blue",M2006C3MG,€ 119.00 / $ 93.42 / £ 119.00,,"13 MP, f/2.2, 28mm (wide), PDAF 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)",,,,,,,,,,,,,,,,0.73 W/kg (head)     0.52 W/kg (body),,,,,,0.35 W/kg (head)     0.78 W/kg (body),,,,,,,,,,,,,€ 119.00,€ 136.00,,,,,
xiaomi,Xiaomi Redmi 9,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-9.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,400 nits typ. brightness (advertised),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A","2020, June 10","Available. Released 2020, June 10",163.3 x 77 x 9.1 mm (6.43 x 3.03 x 0.36 in),198 g (6.98 oz),"Glass front (Gorilla Glass 3), plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.53 inches, 104.7 cm2 (~83.2% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~395 ppi density)",eMMC 5.1,"Android 10, MIUI 11",Mediatek Helio G80 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,microSDXC (dedicated slot),"32GB 3GB RAM, 64GB 4GB RAM, 128GB 6GB RAM","13 MP, f/2.2, 28mm (wide), 1/3.1"", 1.12µm, PDAF 8 MP, f/2.2, 118˚ (ultrawide), 1/4.0"", 1.12µm 5 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, 27mm (wide), 1/4.0"", 1.12µm",HDR,1080p@30fps,Yes,Yes,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",Yes (market/region dependent),Wireless FM radio (no wired headphones required),"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity, compass","Li-Po 5020 mAh, non-removable",Fast charging 18W,"Carbon Gray, Sunset Purple, Ocean Green, Pink/Blue","M2004J19G, M2004J19C","€ 119.00 / $ 118.70 / £ 115.00 / ₹ 8,999",Corning Gorilla Glass 3,,AnTuTu: 201829 (v8) GeekBench: 1325 (v5.1),Contrast ratio: 1624:1 (nominal),Photo / Video,-26.9 LUFS (Good),Endurance rating 131h,,,,,,,,,,,0.91 W/kg (head)     1.00 W/kg (body),,,Yes,,,0.71 W/kg (head)     1.06 W/kg (body),,,,,,,,,€ 146.50,,,,,,€ 119.00,,,,
xiaomi,Xiaomi Redmi 10X Pro 5G,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-10x-pro-5g.jpg,GSM / CDMA / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,CDMA 800 & TD-SCDMA,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 34, 38, 39, 40, 41","1, 3, 41, 78, 79 SA/NSA","HSPA 42.2/5.76 Mbps, LTE-A, 5G","2020, May 26","Available. Released 2020, June 06",164.2 x 75.8 x 9 mm (6.46 x 2.98 x 0.35 in),208 g (7.34 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5)","Hybrid Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.57 inches, 104.2 cm2 (~83.7% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~401 ppi density)",Water-repellent coating,"Android 10, MIUI 11",MediaTek MT6875 Dimensity 820 5G (7 nm),Octa-core (4x2.6 GHz Cortex-A76 & 4x2.0 GHz Cortex-A55),Mali-G57 MC5,microSDXC (uses shared SIM slot),"128GB 8GB RAM, 256GB 8GB RAM","48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF 8 MP, (telephoto), PDAF, OIS, 3x optical zoom 8 MP, f/2.2, 119˚ (ultrawide), 1/4.0"", 1.12µm 5 MP, (macro)","LED flash, HDR, panorama","4K@30fps, 1080p@30/60fps, 720p@960fps","20 MP, 26mm (wide)","HDR, panorama",1080p@30fps,Yes,Yes,24-bit/192kHz audio,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.1, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS",Yes,FM radio; built-in antenna,"2.0, Type-C 1.0 reversible connector","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 4520 mAh, non-removable","Fast charging 33W, 58% in 30 min","Blue, Gold, Pink/Blue",,$ 389.99,Corning Gorilla Glass 5,,,,,,,,$ 389.99,,,,,,,,,,,,Yes,,,,,,,,,,,,,$ 449.99,,,,,,,,,
xiaomi,Xiaomi Redmi 10X 5G,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-10x-5g.jpg,GSM / CDMA / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,CDMA 800 & TD-SCDMA,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 34, 38, 39, 40, 41","1, 3, 41, 78, 79 SA/NSA","HSPA 42.2/5.76 Mbps, LTE-A, 5G","2020, May 26","Available. Released 2020, June 01",164.2 x 75.8 x 9 mm (6.46 x 2.98 x 0.35 in),205 g (7.23 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5)","Hybrid Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.57 inches, 104.2 cm2 (~83.7% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~401 ppi density)",Water-repellent coating,"Android 10, MIUI 11",MediaTek MT6875 Dimensity 820 5G (7 nm),Octa-core (4x2.6 GHz Cortex-A76 & 4x2.0 GHz Cortex-A55),Mali-G57 MC5,microSDXC (uses shared SIM slot),"64GB 6GB RAM, 128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM",,"LED flash, HDR, panorama","4K@30fps, 1080p@30/60fps, 720p@960fps","16 MP, f/2.3, (wide)","HDR, panorama",1080p@30fps,Yes,Yes,24-bit/192kHz audio,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.1, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS",,FM radio; built-in antenna,"2.0, Type-C 1.0 reversible connector","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 4520 mAh, non-removable",Fast charging 22.5W,"Blue, Gold, Pink/Blue",,$ 279.99,Corning Gorilla Glass 5,"48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF 8 MP, f/2.2, 119˚ (ultrawide), 1/4.0"", 1.12µm 2 MP, f/2.4, (depth)",,,,,,$ 319.99,$ 339.99,,,,,,,,,,,,Yes,,,,,,,,,,,$ 279.99,,,,,,,,,,,
xiaomi,Xiaomi Redmi 10X 4G,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-10x-4g.jpg,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,CDMA 800 & TD-SCDMA,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 5, 7, 8, 34, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A","2020, May 26","Available. Released 2020, May 26",162.3 x 77.2 x 8.9 mm (6.39 x 3.04 x 0.35 in),199 g (7.02 oz),,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.53 inches, 104.7 cm2 (~83.5% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~395 ppi density)",Water-repellent coating,"Android 10, MIUI 11",MediaTek Helio G85 (12nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,microSDXC (dedicated slot),"128GB 4GB RAM, 128GB 6GB RAM","48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF 8 MP, f/2.2, 118˚ (ultrawide), 1/4.0"", 1.12µm 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30fps,"13 MP, f/2.3, (wide), 1.12µm",Panorama,1080p@30fps,Yes,Yes,450 nits typ. brightness (advertised),"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,FM radio; built-in antenna,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 5020 mAh, non-removable",Fast charging 18W Reverse charging 9W Quick Charge 3.0,"Blue, Green, White",M2003J15SC,$ 189.99,Corning Gorilla Glass 5,,,,,,,$ 206.99,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,$ 189.99,,,,,,,
xiaomi,Xiaomi Redmi K30i 5G,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-k30i-5g-.jpg,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HDR10 120Hz refresh rate,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 5, 7, 8, 34, 38, 39, 40, 41","41, 78 Sub6","HSPA 42.2/5.76 Mbps, LTE-A, 5G (2+ Gbps DL)","2020, May 25","Available. Released 2020, June 07",165.3 x 76.6 x 8.8 mm (6.51 x 3.02 x 0.35 in),208 g (7.34 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame","Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.67 inches, 107.4 cm2 (~84.8% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~395 ppi density)",UFS 2.1,"Android 10, MIUI 11",Qualcomm SDM765 Snapdragon 765G (7 nm),Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver),Adreno 620,No,128GB 6GB RAM,"48 MP, f/1.9, (wide), 1/2.0"", 0.8µm, PDAF 8 MP, f/2.2, 120˚ (ultrawide), 1/4.0"", 1.12µm 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)","Dual-LED flash, HDR, panorama","4K@30fps, 1080p@30fps; gyro-EIS",,HDR,1080p@30fps,Yes,Yes,24-bit/192kHz audio,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.1, A2DP, LE, aptX HD","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO",Yes,Unspecified,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Li-Po 4800 mAh, non-removable",Fast charging 30W,"Blue, White, Red, Purple",,About 250 EUR,Corning Gorilla Glass 5,,,,,,,,,,,"20 MP, f/2.2, 27mm (wide), 1/3.4"", 0.8µm 2 MP, f/2.4, 1/5"", 1.75µm, depth sensor",,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,
xiaomi,Xiaomi Poco F2 Pro,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-poco-f2-pro.jpg,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HDR10+ 500 nits typ. brightness (advertised),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - International,"1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41 - International","77, 78 Sub6","HSPA 42.2/5.76 Mbps, LTE-A; 5G","2020, May 12","Available. Released 2020, May 19",163.3 x 75.4 x 8.9 mm (6.43 x 2.97 x 0.35 in),219 g (7.72 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame","Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.67 inches, 107.4 cm2 (~87.2% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~395 ppi density)",UFS 3.1 6GB RAM (LPDDR4X) 8GB RAM (LPDDR5),"Android 10, MIUI 12",Qualcomm SM8250 Snapdragon 865 (7 nm+),Octa-core (1x2.84 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.80 GHz Kryo 585),Adreno 650,No,"128GB 6GB RAM, 256GB 8GB RAM","64 MP, f/1.9, 26mm (wide), 1/1.72"", 0.8µm, PDAF 5 MP, f/2.2, 50mm (telephoto macro), AF 13 MP, f/2.4, 123˚ (ultrawide), 1.12µm 2 MP, f/2.4, (depth)","Dual-LED dual-tone flash, HDR, panorama","8K@24/30fps, 4K@30/60fps, 1080p@30/60/120/240fps, 1080p@960fps; gyro-EIS","Motorized pop-up 20 MP, f/2.2, (wide), 1/3.4"", 0.8µm",HDR,"1080p@30fps, 720p@120fps",Yes,Yes,24-bit/192kHz audio,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot","5.1, A2DP, LE, aptX HD, aptX Adaptive","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS",Yes,No,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, barometer","Li-Po 4700 mAh, non-removable","Fast charging 30W, 100% in 63 min (advertised) USB Power Delivery 3.0 Quick Charge 4+","Neon Blue, Phantom White, Electric Purple, Cyber Gray",M2004J11G,€ 394.00 / $ 383.60 / £ 366.40,Corning Gorilla Glass 5,,AnTuTu: 538221 (v8) GeekBench: 3332 (v5.1) GFXBench: 40fps (ES 3.1 onscreen),Contrast ratio: Infinite (nominal),Photo / Video,-25.6 LUFS (Very good),Endurance rating 120h,€ 394.00,,,,,,,,,,1.09 W/kg (head)     0.51 W/kg (body),,,Yes,,,0.79 W/kg (head)     1.03 W/kg (body),,,,,,,,,,€ 469.00,,,,,,,,,
xiaomi,Xiaomi Redmi K30 5G Racing,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-k30-5g-racing-edition1.jpg,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HDR10 120Hz refresh rate,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 5, 7, 8, 34, 38, 39, 40, 41","41, 78 SA/NSA/Sub6","HSPA 42.2/5.76 Mbps, LTE-A, 5G (2+ Gbps DL)","2020, May 11","Available. Released 2020, May 14",165.3 x 76.6 x 8.8 mm (6.51 x 3.02 x 0.35 in),208 g (7.34 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame","Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.67 inches, 107.4 cm2 (~84.8% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~395 ppi density)",UFS 2.1,"Android 10, MIUI 11",Qualcomm SDM768 Snapdragon 768G (7 nm),Octa-core (1x2.8 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver),Adreno 620,No,128GB 6GB RAM,"64 MP, f/1.9, 26mm (wide), 1/1.72"", 0.8µm, PDAF 8 MP, f/2.2, 116˚ (ultrawide), 1/4.0"", 1.12µm 5 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)","Dual-LED flash, HDR, panorama","4K@30fps, 1080p@30/120fps, 720p@960fps; gyro-EIS",,HDR,1080p@30fps,Yes,Yes,24-bit/192kHz audio,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.1, A2DP, LE, aptX HD","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS",Yes,FM radio,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Li-Po 4500 mAh, non-removable","Fast charging 30W, 100% in 57 min (advertised)","Mint, Blue, Red, Purple, White",,About 260 EUR,Corning Gorilla Glass 5,,,,,,,,,,,"20 MP, f/2.2, 27mm (wide), 1/3.4"", 0.8µm 2 MP, f/2.4, 1/5"", 1.75µm, depth sensor",,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,
xiaomi,Xiaomi Redmi Note 9 Pro,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-note-9-pro-global-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,UFS 2.1,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A","2020, April 30","Available. Released 2020, May 05",165.8 x 76.7 x 8.8 mm (6.53 x 3.02 x 0.35 in),209 g (7.37 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), plastic frame","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.67 inches, 107.4 cm2 (~84.5% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~395 ppi density)",,"Android 10, MIUI 11",Qualcomm SM7125 Snapdragon 720G (8 nm),Octa-core (2x2.3 GHz Kryo 465 Gold & 6x1.8 GHz Kryo 465 Silver),Adreno 618,microSDXC (dedicated slot),"64GB 6GB RAM, 128GB 6GB RAM","64 MP, f/1.9, 26mm (wide), 1/1.72"", 0.8µm, PDAF 8 MP, f/2.2, 119˚ (ultrawide), 1/4.0"", 1.12µm 5 MP, f/2.4, (macro), AF 2 MP, f/2.4, (depth)","LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps, 720p@960fps, gyro-EIS","16 MP, f/2.5, (wide), 1/3.06"" 1.0µm","HDR, panorama",1080p@30/120fps,Yes,Yes,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS",Yes,"FM radio, recording","2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Li-Po 5020 mAh, non-removable",Fast charging 30W,"Tropical Green, Glacier White, Interstellar Gray",M2003J6B2G,€ 199.00 / $ 215.00 / £ 204.99,Corning Gorilla Glass 5,,AnTuTu: 279625 (v8) GeekBench: 1785 (v5.1) GFXBench: 15fps (ES 3.1 onscreen),Contrast ratio: 1285:1 (nominal),Photo / Video,-28.6 LUFS (Average),Endurance rating 123h,€ 242.58,,,,,,,,,,0.87 W/kg (head)     0.71 W/kg (body),,,Yes,,,0.66 W/kg (head)     1.02 W/kg (body),,,,,,,,€ 199.00,,,,,,,,,,,
xiaomi,Xiaomi Redmi Note 9,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-note-9.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Water-repellent coating,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A","2020, April 30","Available. Released 2020, May 12",162.3 x 77.2 x 8.9 mm (6.39 x 3.04 x 0.35 in),199 g (7.02 oz),"Glass front (Gorilla Glass 5), plastic frame","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.53 inches, 104.7 cm2 (~83.5% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~395 ppi density)",450 nits typ. brightness (advertised),"Android 10, MIUI 12",MediaTek Helio G85 (12nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,microSDXC (dedicated slot),"64GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM","48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF 8 MP, f/2.2, 118˚ (ultrawide), 1/4.0"", 1.12µm 2 MP, f/2.4, (macro), AF 2 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30fps,"13 MP, f/2.3, 29mm (standard), 1/3.1"", 1.12µm","HDR, panorama",1080p@30fps,Yes,Yes,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS",Yes (market/region dependent)M2003J15SG (Yes); M2003J15SS (No),Unspecified,"2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 5020 mAh, non-removable",Fast charging 18W Reverse charging 9W,"Forest Green, Midnight Grey, Polar White","M2003J15SC, M2003J15SG, M2003J15SS","€ 139.50 / $ 144.00 / £ 155.24 / ₹ 11,999",Corning Gorilla Glass 5,,AnTuTu: 200414 (v8) GeekBench: 1292 (v5.1),Contrast ratio: 1242:1 (nominal),Photo / Video,-30.1 LUFS (Below average),Endurance rating 125h,,,,,,,,,,,0.84 W/kg (head)     0.90 W/kg (body),,,Yes,,,0.80 W/kg (head)     1.14 W/kg (body),,,,,,,,,"₹ 11,999",,,€ 184.90,,€ 139.50,,,,,
