Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,,Triple,Features,Video,Single,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Type_1,Charging,Colors,Models,Price,64GB 4GB RAM,32GB 3GB RAM,_1,_1_1,Dual,32GB 2GB RAM,Single_1,16GB 2GB RAM,Protection,NFC,GPRS,EDGE,8GB 1GB RAM,16GB 1GB RAM,Infrared port,Stand-by,Talk time,Music play,Phonebook,Call records,Messaging,Games,Java,SAR EU,Display,Camera,Loudspeaker_1,Audio quality,Battery life,SAR,Keyboard,Browser,Alert types,Clock,Alarm,Languages,Quad,Performance,64GB 3GB RAM,128GB 3GB RAM,256GB 3GB RAM,256GB 4GB RAM,512GB 4GB RAM,Dual_1,128GB 4GB RAM,64GB 2GB RAM,256GB 2GB RAM,128GB 2GB RAM,5G bands,Triple_1,256GB 8GB RAM,128GB 8GB RAM,128GB 12GB RAM,256GB 12GB RAM,512GB 12GB RAM,64GB 6GB RAM,128GB 6GB RAM,512GB 8GB RAM,32GB 4GB RAM 
blu,BLU Tank Xtreme 5.0,https://fdn2.gsmarena.com/vv/bigpic/blu-tx5.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 / 2100,,HSPA 42.2/11.5 Mbps,"2017, January","Available. Released 2017, January",153.5 x 79.8 x 13.8 mm (6.04 x 3.14 x 0.54 in),181 g (6.38 oz),,Dual SIM (Micro-SIM),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~56.3% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 6.0 (Marshmallow),Mediatek MT6580 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDXC,8GB 1GB RAM,IP65 certified sealed all-weather design,,LED flash,1080p@30fps,"5 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity","Li-Po 3000 mAh, non-removable",,Black,,,,,,,,,5 MP,,,,,,,,,Up to 725 h (2G) / Up to 625 h (3G),Up to 26 h (2G) / Up to 16 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Tank Xtreme 4.0,https://fdn2.gsmarena.com/vv/bigpic/blu-tx4.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700 / 1900 - T470U,,HSPA 21.1/5.76 Mbps,"2017, January","Available. Released 2017, January",130 x 69 x 13.9 mm (5.12 x 2.72 x 0.55 in),141 g (4.97 oz),,Dual SIM (Micro-SIM),"IPS LCD capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~50.8% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Android 6.0 (Marshmallow),Mediatek MT6580 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDXC,4GB 512MB RAM,HSDPA 850 / 1900 / 2100 - T470L,,LED flash,720p@30fps,3.15 MP,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,Accelerometer,"Li-Po 2800 mAh, non-removable",,Blue,,,,,IP65 certified sealed all-weather design,,,,2 MP,,,,,,,,,Up to 725 h (2G) / Up to 625 h (3G),Up to 26 h (2G) / Up to 16 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Tank Xtreme 2.4,https://fdn2.gsmarena.com/vv/bigpic/blu-tx24.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"2017, January","Available. Released 2017, January",129 x 58.7 x 14.4 mm (5.08 x 2.31 x 0.57 in),139 g (4.90 oz),,"Dual SIM, (Micro-SIM)","TFT, 65K colors","2.4 inches, 17.8 cm2 (~23.6% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,microSDXC (dedicated slot),"32MB ROM, 24MB RAM",IP65 certified sealed all-weather design,,LED flash,Yes,VGA,,,Yes,Yes,No,3.0,No,FM radio; built-in antenna,microUSB,,"Li-Po 1650 mAh, removable",,"Blue, Red",,,,,No,Audio/Video player Predictive text input,,,,,,,Class 12,No,,,,Up to 720 h,Up to 48 h,,Yes,Yes,SMS,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Energy X Plus 2,https://fdn2.gsmarena.com/vv/bigpic/blu-exp2.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900,,HSPA 21.1/5.76 Mbps,"2016, November","Available. Released 2016, December",154.3 x 77.5 x 9.6 mm (6.07 x 3.05 x 0.38 in),172 g (6.07 oz),,Dual SIM (Micro-SIM),"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~69.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Android 6.0 (Marshmallow),,Quad-core 1.3 GHz Cortex-A7,Mali-400,microSDXC,8GB 1GB RAM,,,LED flash,1080p@30fps,"8 MP, AF",LED flash,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",Stereo FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Po 4900 mAh, non-removable",,"Grey, Gold, Rose Gold",ENERGY X PLUS 2,,,,,,,,5 MP,,,,,,,,,Up to 900 h (2G) / Up to 875 h (3G),Up to 42 h (2G) / Up to 28 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Studio Max,https://fdn2.gsmarena.com/vv/bigpic/blu-sm.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 / 2100,"2, 4, 7, 12, 17","HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2016, November","Available. Released 2016, November",153.8 x 75.6 x 8.5 mm (6.06 x 2.98 x 0.33 in),169 g (5.96 oz),,Dual SIM (Mini-SIM/ Nano-SIM),"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~71.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Android 6.0 (Marshmallow),Mediatek MT6753 (28 nm),Octa-core 1.3 GHz,Mali-T720,microSDXC,16GB 2GB RAM,,,"LED flash, panorama, HDR",1080p@30fps,"13 MP, f/2.2, 1/3.1"", 1.12µm, PDAF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP, LE","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (front-mounted), accelerometer, gyro, proximity","Li-Po 4000 mAh, non-removable",,"Grey, Rose Gold, Gold",,,,,,,,,5 MP,,,,,,,,,Up to 750 h (2G) / Up to 650 h (3G),Up to 30 h (2G) / Up to 22 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Studio G2 HD,https://fdn2.gsmarena.com/vv/bigpic/blu-sg2hd11.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 / 2100,,HSPA 21.1/5.76 Mbps,"2016, December","Available. Released 2016, December",146 x 73.6 x 10.5 mm (5.75 x 2.90 x 0.41 in),141 g (4.97 oz),,Dual SIM (Mini-SIM),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~64.1% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 6.0 (Marshmallow),Mediatek MT6580 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDXC,8GB 1GB RAM,,,LED flash,1080p@30fps,"5 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,Accelerometer,"Li-Po 2000 mAh, removable",,"Gray, Gold, Rose Gold",,,,,,,,,5 MP,,,,,,,,,Up to 700 h (2G) / Up to 650 h (3G),Up to 25 h (2G) / Up to 14 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Life Max,https://fdn2.gsmarena.com/vv/bigpic/blu-lm.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 / 2100,"2, 4, 7, 12, 17","HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2016, November","Available. Released 2016, November",154.5 x 77.1 x 8.7 mm (6.08 x 3.04 x 0.34 in),153 g (5.40 oz),,Dual SIM (Micro-SIM),"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~70.0% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Android 6.0 (Marshmallow),Mediatek MT6737 (28 nm),Quad-core 1.3 GHz Cortex-A53,Mali-T720,microSDXC,16GB 2GB RAM,eMMC 5.0,,"LED flash, HDR",1080p@30fps,"8 MP, AF",LED flash,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP, LE","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity","Li-Po 3700 mAh, non-removable",,Dark Blue,,,,,,,,,5 MP,,,,,,,,,Up to 700 h (2G) / Up to 550 h (3G),Up to 28 h (2G) / Up to 19 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Advance 4.0 M,https://fdn2.gsmarena.com/vv/bigpic/blu-a40m.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1900,,HSPA 21.1/5.76 Mbps,"2016, November","Available. Released 2016, November",123.6 x 61.5 x 10.3 mm (4.87 x 2.42 x 0.41 in),114 g (4.02 oz),,"Dual SIM (Micro-SIM, dual stand-by)","TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~59.9% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Android 6.0 (Marshmallow),,Quad-core 1.2 GHz,Mali-400,microSDXC,4GB 512MB RAM,HSDPA 850 / 2100,,LED flash,720@30fps,2 MP,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",2.1,"Yes, with A-GPS",FM radio,microUSB 2.0,Accelerometer,"Li-Po 1300 mAh, removable",,"Black, White/Blue",,,,,,,,,VGA,,,,,,,,,Up to 700 h (2G) / Up to 500 h (3G),Up to 17 h (2G) / Up to 12 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Dash XL,https://fdn2.gsmarena.com/vv/bigpic/blu-dxl.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 - D710U,,HSPA 21.1/5.76 Mbps,"2016, November","Available. Released 2016, November",155 x 78.1 x 9.4 mm (6.10 x 3.07 x 0.37 in),168 g (5.93 oz),,Dual SIM (Micro-SIM),"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~68.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Android 6.0 (Marshmallow),Mediatek MT6580 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDXC,8GB 1GB RAM,HSDPA 850 / 1900 / 2100 - D710L,,LED flash,1080p@30fps,5 MP,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",Li-Po 2500 mAh battery,,"Gray, Rose gold",,,,,,,,,5 MP,,,,,,,,,Up to 700 h (2G) / Up to 625 h (3G),Up to 22 h (2G) / Up to 18 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Dash G,https://fdn2.gsmarena.com/vv/bigpic/blu-dg.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 - D470U,,HSPA 21.1/5.76 Mbps,"2016, November","Available. Released 2016, November",146.3 x 73.7 x 9.8 mm (5.76 x 2.90 x 0.39 in),157 g (5.54 oz),,Dual SIM (Mini-SIM),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~63.9% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",Android 6.0 (Marshmallow),Mediatek MT6580 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDXC,4GB 512MB RAM,HSDPA 850 / 1900 / 2100 - D470L,,LED flash,1080p@30fps,5 MP,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity","Li-Po 2000 mAh, removable",,"Black, Gold, White",,,,,,,,,2 MP,,,,,,,,,Up to 900 h (2G) / Up to 750 h (3G),Up to 24 h (2G) / Up to 12 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Vivo 6,https://fdn2.gsmarena.com/vv/bigpic/blu-vivo6.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 1900 / 2100,"1, 3, 7, 8, 20, 38, 39, 40, 41","HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2016, November","Available. Released 2016, November",154.3 x 74.9 x 7 mm (6.07 x 2.95 x 0.28 in),170 g (6.00 oz),,"Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~72.2% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Android 6.0 (Marshmallow),Mediatek MT6755 Helio P10 (28 nm),Octa-core (4x1.8 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Mali-T860MP2,microSDXC (uses shared SIM slot),64GB 4GB RAM,eMMC 5.1,,"LED flash, panorama, HDR",1080p@30fps,"13 MP, f/2.0, PDAF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Li-Po 3130 mAh, non-removable",,"Gold, Rose gold",,,,,,,,,8 MP,,Corning Gorilla Glass 3,,,,,,,Up to 725 h (2G) / Up to 625 h (3G),Up to 26 h (2G) / Up to 16 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Studio XL2,https://fdn2.gsmarena.com/vv/bigpic/blu-sxl2.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 / 2100,"2, 4, 7, 12, 17","HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2016, November","Available. Released 2016, November",165.7 x 83.6 x 9.1 mm (6.52 x 3.29 x 0.36 in),200 g (7.05 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 99.2 cm2 (~71.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~245 ppi density)",Android 6.0 (Marshmallow),Mediatek MT6737 (28 nm),Quad-core 1.3 GHz Cortex-A53,Mali-T720,microSDXC,16GB 2GB RAM,eMMC 5.0,,"LED flash, panorama",1080p@30fps,"13 MP, f/2.2, AF",LED flash,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP, LE","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity","Li-Po 4900 mAh, non-removable",,"Gray, Gold, Rose Gold",Studio XL 2,,,,,,,,5 MP,,,,,,,,,Up to 800 h (2G) / Up to 700 h (3G),Up to 68 h (2G) / Up to 46 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Studio G Max,https://fdn2.gsmarena.com/vv/bigpic/blu-sgm.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 / 2100,,HSPA 21.1/5.76 Mbps,"2016, November","Available. Released 2016, November",148.4 x 73.9 x 8.1 mm (5.84 x 2.91 x 0.32 in),146 g (5.15 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~68.0% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~282 ppi density)",Android 6.0 (Marshmallow),Mediatek MT6580 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDXC,8GB 1GB RAM,,,LED flash,1080p@30fps,"8 MP, AF",LED flash,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Po 2300 mAh, non-removable",,"Gray, Gold, Pink",,,,,,,,,8 MP,,,,,,,,,Up to 750 h (2G) / Up to 700 h (3G),Up to 25 h (2G) / Up to 14 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Studio G Plus HD,https://fdn2.gsmarena.com/vv/bigpic/blu-sgphd.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 / 2100,,HSPA 21.1/5.76 Mbps,"2016, November","Available. Released 2016, November",148.7 x 77.4 x 8.9 mm (5.85 x 3.05 x 0.35 in),189 g (6.67 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~72.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Android 6.0 (Marshmallow),Mediatek MT6580 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDXC,8GB 1GB RAM,,,LED flash,720p@30fps,"5 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Po 2500 mAh, non-removable",,"Gold, Gray, Rose Gold",,,,,,,,,5 MP,,,,,,,,,Up to 625 h (3G),Up to 22 h (2G) / Up to 20 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Life One X2,https://fdn2.gsmarena.com/vv/bigpic/blu-life-one-x2.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 / 2100,"2, 4, 7, 12, 17","HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2016, September","Available. Released 2016, September",148 x 72.4 x 9.5 mm (5.83 x 2.85 x 0.37 in),166 g (5.86 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~69.6% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)",Android 6.0.1 (Marshmallow),Qualcomm MSM8937 Snapdragon 430 (28 nm),Octa-core 1.4 GHz Cortex-A53,Adreno 505,microSDXC,"16GB 2GB RAM, 64GB 4GB RAM",eMMC 5.1,,"LED flash, panorama, HDR",1080p@30fps,"16 MP, f/2.0, PDAF",LED flash,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity","Li-Po 3150 mAh, non-removable",,"Gray, Rose Gold",Life One X2,,,,,,,,8 MP,,Corning Gorilla Glass 3,,,,,,,Up to 725 h (2G) / Up to 625 h (3G),Up to 26 h (2G) / Up to 16 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Vivo 5R,https://fdn2.gsmarena.com/vv/bigpic/blu-vivo-5r.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 / 2100,"2, 4, 7, 12, 17","HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2016, September","Available. Released 2016, September",154.5 x 75.6 x 8.3 mm (6.08 x 2.98 x 0.33 in),166 g (5.86 oz),,"Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~71.4% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Android 6.0 (Marshmallow),Mediatek MT6753 (28 nm),Octa-core 1.3 GHz Cortex-A53,Mali-T720MP3,microSDXC (uses shared SIM slot),32GB 3GB RAM,,,"LED flash, panorama, HDR",1080p@30fps,"13 MP, f/2.0, 1/3.1"", 1.12µm, PDAF",LED flash,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity","Li-Po 3150 mAh, non-removable",,"Gray, Gold",5R,,,,,,,,8 MP,,,,,,,,,Up to 725 h (2G) / Up to 625 h (3G),Up to 26 h (2G) / Up to 16 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Pure XR,https://fdn2.gsmarena.com/vv/bigpic/blu-pure-xr.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 / 2100,"2, 4, 7","HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2016, August","Available. Released 2016, August",154.3 x 74.9 x 7 mm (6.07 x 2.95 x 0.28 in),147.2 g (5.19 oz),,"Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~72.2% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Android 6.0 (Marshmallow),Mediatek MT6755 Helio P10 (28 nm),Octa-core (4x1.9 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Mali-T860MP2,microSDXC (uses shared SIM slot),64GB 4GB RAM,3D Touch display,,"LED flash, HDR, panorama",1080p@30fps,"16 MP, f/1.8, PDAF, Laser AF",,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (front-mounted), accelerometer, gyro, proximity","Li-Po 3000 mAh, non-removable",,"Gray, Gold",,,,,eMMC 5.1,,,,"8 MP, 1/4""",,Corning Gorilla Glass 3,,,,,,,Up to 725 h (2G) / Up to 625 h (3G),Up to 26 h (2G) / Up to 16 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Studio G HD LTE,https://fdn2.gsmarena.com/vv/bigpic/blu-studio-g-hd-lte.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 / 2100,"2, 4, 7, 12, 17","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2016, August","Available. Released 2016, August",145 x 72 x 9.4 mm (5.71 x 2.83 x 0.37 in),145 g (5.11 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.0% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 6.0 (Marshmallow),Mediatek MT6737 (28 nm),Quad-core 1.1 GHz Cortex-A53,Mali-T720,microSDXC,8GB 1GB RAM,eMMC 5.0,,LED flash,720p@30fps,"5 MP, f/2.2, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity","Li-Po 2200 mAh, removable",,"Black, Gold",,,,,,,,,2 MP,,,,,,,,,Up to 550 h (2G) / Up to 400 h (3G),Up to 22 h (2G) / Up to 14 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Studio G2,https://fdn2.gsmarena.com/vv/bigpic/blu-studio-g2.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 / 2100,,HSPA 21.1/5.76 Mbps,"2016, August","Available. Released 2016, August",145 x 72 x 9.4 mm (5.71 x 2.83 x 0.37 in),145 g (5.11 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.0% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",Android 6.0 (Marshmallow),Mediatek MT6580 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDXC,8GB 512MB RAM,,,LED flash,720p@30fps,"5 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity","Li-Po 2200 mAh, removable",,"Black, Blue, Gold, White",,,,,,,,,5 MP,,,,,,,,,Up to 550 h (2G) / Up to 400 h (3G),Up to 22 h (2G) / Up to 14 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
