Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,,Triple,Features,Video,Single,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Type_1,Charging,Colors,Models,Price,64GB 4GB RAM,32GB 3GB RAM,_1,_1_1,Dual,32GB 2GB RAM,Single_1,16GB 2GB RAM,Protection,NFC,GPRS,EDGE,8GB 1GB RAM,16GB 1GB RAM,Infrared port,Stand-by,Talk time,Music play,Phonebook,Call records,Messaging,Games,Java,SAR EU,Display,Camera,Loudspeaker_1,Audio quality,Battery life,SAR,Keyboard,Browser,Alert types,Clock,Alarm,Languages,Quad,Performance,64GB 3GB RAM,128GB 3GB RAM,256GB 3GB RAM,256GB 4GB RAM,512GB 4GB RAM,Dual_1,128GB 4GB RAM,64GB 2GB RAM,256GB 2GB RAM,128GB 2GB RAM,5G bands,Triple_1,256GB 8GB RAM,128GB 8GB RAM,128GB 12GB RAM,256GB 12GB RAM,512GB 12GB RAM,64GB 6GB RAM,128GB 6GB RAM,512GB 8GB RAM,32GB 4GB RAM 
blu,BLU Diva,https://fdn2.gsmarena.com/vv/bigpic/blu-diva.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1,,,,"2013, April. Released 2013, April",Discontinued,119 x 51 x 14 mm (4.69 x 2.01 x 0.55 in),90 g (3.17 oz),,Dual SIM (Mini-SIM),"TFT, 256K colors","2.4 inches, 17.8 cm2 (~29.4% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,microSDHC (dedicated slot),"32MB ROM, 32MB RAM",GSM 850 / 900 / 1800 / 1900 - SIM 2 (T272T only),,,Yes,VGA,,,Yes,Yes,No,3.0,No,FM radio; built-in antenna,microUSB,,"Li-Ion 820 mAh, removable",,"Black, Blue, Pink, Silver, White",,About 30 EUR,,,Flashlight,SNS apps Analog TV MP3/AAC/WMA/WAV player MP4/H.264/WMV player Predictive text input,,,,,,,Class 12,No,,,,Up to 600 h,Up to 12 h,,Yes,Yes,SMS,Downloadable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Tattoo S,https://fdn2.gsmarena.com/vv/bigpic/blu-tattoo-s.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1,,,,"2013, March. Released 2013, March",Discontinued,102 x 57.8 x 8.3 mm (4.02 x 2.28 x 0.33 in),69 g (2.43 oz),,Dual SIM (Mini-SIM),"TFT, 256K colors","2.0 inches, 12.6 cm2 (~21.4% screen-to-body ratio)",176 x 220 pixels (~141 ppi density),,,,,microSDHC (dedicated slot),"64MB ROM, 64MB RAM",GSM 850 / 900 / 1800 / 1900 - SIM 2 (Q192 only),,,Yes,1.3 MP,,,Yes,Yes,No,3.0,No,FM radio; built-in antenna,microUSB,,"Li-Ion 620 mAh, removable",,"Blue, Pink, Grey, Silver",,About 20 EUR,,,No,Analog TV SNS apps MP3/AAC+/WAV/WMA player MP4/H.264 player Predictive Text Input,,,,,,,Class 12,Class 12,,,,Up to 500 h,Up to 10 h,,Yes,Yes,"SMS, MMS, IM",Downloadable,No,,,,,,,,QWERTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Life View,https://fdn2.gsmarena.com/vv/bigpic/blu-life-view.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1900 / 2100,,HSPA 42.2/5.76 Mbps,"2013, March. Released 2013, April",Discontinued,161 x 82.5 x 8.9 mm (6.34 x 3.25 x 0.35 in),220 g (7.76 oz),,"Dual SIM (Mini-SIM, dual stand-by)","LED-backlit IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 89.6 cm2 (~67.4% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~258 ppi density)",Android 4.2 (Jelly Bean),Mediatek MT6589 (28 nm),Quad-core 1.2 GHz Cortex-A7,PowerVR SGX544,No,16GB 1GB RAM,,,"LED flash, HDR",1080p@30fps,"12 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",Stereo FM radio,microUSB 2.0,"Accelerometer, gyro, proximity, compass","Li-Ion 2600 mAh, removable",,"Black, White",,About 230 EUR,,,,,,,5 MP,,,,,,,,,Up to 980 h (2G) / Up to 920 h (3G),Up to 30 h (2G) / Up to 25 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Life One,https://fdn2.gsmarena.com/vv/bigpic/blu-life-one.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1900 / 2100,,HSPA 42.2/5.76 Mbps,"2013, March. Released 2013, April",Discontinued,144 x 73 x 8.9 mm (5.67 x 2.87 x 0.35 in),145 g (5.11 oz),,"Dual SIM (Mini-SIM, dual stand-by)","LED-backlit IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~65.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 4.2 (Jelly Bean),Mediatek MT6589 (28 nm),Quad-core 1.2 GHz Cortex-A7,PowerVR SGX544,microSDHC (dedicated slot),16GB 1GB RAM,,,"LED flash, HDR",1080p@30fps,"13 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",Stereo FM radio,microUSB 2.0,"Accelerometer, gyro, proximity, compass","Li-Ion 2000 mAh, non-removable",,"Black, White",,About 230 EUR,,,,,,,5 MP,,Corning Gorilla Glass 2,,,,,,,Up to 850 h (2G) / Up to 760 h (3G),Up to 25 h (2G) / Up to 20 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Life Play,https://fdn2.gsmarena.com/vv/bigpic/blu-life-play.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1900 - L100a,,HSPA 42.2/5.76 Mbps,"2013, March. Released 2013, April",Discontinued,137 x 68.4 x 7.9 mm (5.39 x 2.69 x 0.31 in),125 g (4.41 oz),,"Dual SIM (Mini-SIM and Micro-SIM, dual stand-by)","LED-backlit IPS LCD capacitive touchscreen, 16M colors","4.7 inches, 60.9 cm2 (~65.0% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~312 ppi density)",Android 4.2 (Jelly Bean),Mediatek MT6589 (28 nm),Quad-core 1.2 GHz Cortex-A7,PowerVR SGX544,microSDHC (dedicated slot),4GB 1GB RAM,HSDPA 850 / 2100 - L100i,,"LED flash, HDR",1080p@30fps,"8 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",Stereo FM radio,microUSB 2.0,"Accelerometer, gyro, proximity, compass","Li-Ion 1800 mAh, removable",,"Black, White",,About 180 EUR,,,,,,,2 MP,,,,,,,,,Up to 780 h (2G) / Up to 700 h (3G),Up to 18 h (2G) / Up to 16 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Studio 5.3 II,https://fdn2.gsmarena.com/vv/bigpic/blu-studio-53-ii-new.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1900 - D550a,,HSPA 7.2/5.76 Mbps,"2013, February. Released 2013, February",Discontinued,150 x 77 x 10.8 mm (5.91 x 3.03 x 0.43 in),210 g (7.41 oz),,"Dual SIM (Mini-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.3 inches, 77.4 cm2 (~67.0% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~208 ppi density)",Android 4.1 (Jelly Bean),Mediatek MT6577 (40 nm),Dual-core 1.0 GHz Cortex-A9,PowerVR SGX531,microSDHC (dedicated slot),4GB 512MB RAM,HSDPA 850 / 2100 - D550i,,Dual-LED flash,720p@30fps,"8 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",3.0,"Yes, with A-GPS",Stereo FM radio,microUSB 2.0,"Accelerometer, gyro, proximity, compass","Li-Ion 2200 mAh, removable",,"Black, White",,About 160 EUR,,,,,,,2 MP,,,,,,,,,Up to 960 h (2G) / Up to 820 h (3G),Up to 26 h (2G) / Up to 14 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Tank 4.5,https://fdn2.gsmarena.com/vv/bigpic/blu-tank-45.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1900 - W110a,,HSPA 7.2/5.76 Mbps,"2013, February. Released 2013, February",Discontinued,134 x 68.9 x 9.7 mm (5.28 x 2.71 x 0.38 in),136 g (4.80 oz),,"Dual SIM (Mini-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~60.5% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~245 ppi density)",Android 4.1 (Jelly Bean),Mediatek MT6577 (40 nm),Dual-core 1.0 GHz Cortex-A9,PowerVR SGX531u,microSDHC (dedicated slot),4GB 512MB RAM,HSDPA 850 / 2100 - W110i,,LED flash,480p@30fps,"5 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","3.0, A2DP","Yes, with A-GPS",Stereo FM radio,microUSB 2.0,,"Li-Ion 1760 mAh, removable",,"Black, White",,About 200 EUR,,,IP67 dust/water resistant (up to 1m for 30 mins),,,,VGA,,Scratch-resistant glass,,,,,,,Up to 720 h (2G) / Up to 680 h (3G),Up to 22 h (2G) / Up to 15 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Quattro 5.7 HD,https://fdn2.gsmarena.com/vv/bigpic/blu-quattro-57-hd.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1700 / 1900 / 2100,,HSPA 21.1/5.76 Mbps,"2013, February. Released 2013, February",Discontinued,161.2 x 82.9 x 10.6 mm (6.35 x 3.26 x 0.42 in),243 g (8.57 oz),,Mini-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 5.70, 89.6 cm2 (~67.0% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~258 ppi density)","Android 4.0 (Ice Cream Sandwich), upgradable to 4.1 (Jelly Bean)",Nvidia Tegra 3,Quad-core 1.5 GHz,ULP GeForce,microSDHC (dedicated slot),4GB 1GB RAM,,,LED flash,"1080p@24fps, stereo sound rec.","8 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP","Yes, with A-GPS",Stereo FM radio,microUSB 2.0,"Accelerometer, gyro, proximity, compass","Li-Ion 2800 mAh, removable",,Black,,About 220 EUR,,,,,,,1.3 MP,,,,,,,,,Up to 900 h (2G) / Up to 850 h (3G),Up to 30 h (2G) / Up to 15 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Quattro 4.5 HD,https://fdn2.gsmarena.com/vv/bigpic/blu-quattro-45-hd-hd.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1700 / 1900 / 2100,,HSPA 21.1/5.76 Mbps,"2013, February. Released 2013, February",Discontinued,134 x 67 x 10.3 mm (5.28 x 2.64 x 0.41 in),148 g (5.22 oz),,Mini-SIM,"Super IPS LCD2 capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~62.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~326 ppi density)","Android 4.0 (Ice Cream Sandwich), upgradable to 4.1 (Jelly Bean)",Nvidia Tegra 3,Quad-core 1.5 GHz,ULP GeForce,No,16GB 1GB RAM,,,LED flash,"1080p@24fps, stereo sound rec.","8 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP","Yes, with A-GPS",Stereo FM radio,microUSB 2.0,"Accelerometer, gyro, proximity, compass","Li-Ion 1800 mAh, removable",,Black,,About 260 EUR,,,,,,,1.3 MP,,Corning Gorilla Glass 2,,,,,,,Up to 750 h (2G) / Up to 700 h (3G),Up to 14 h (2G) / Up to 12 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Quattro 4.5,https://fdn2.gsmarena.com/vv/bigpic/blu-quattro-45-hd.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1700 / 1900 / 2100,,HSPA 21.1/5.76 Mbps,"2013, February. Released 2013, February",Discontinued,133 x 67 x 10.8 mm (5.24 x 2.64 x 0.43 in),145 g (5.11 oz),,Mini-SIM,"IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~62.6% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~245 ppi density)","Android 4.0 (Ice Cream Sandwich), upgradable to 4.1 (Jelly Bean)",Nvidia Tegra 3,Quad-core 1.5 GHz,ULP GeForce,microSDHC (dedicated slot),4GB 1GB RAM,,,LED flash,"1080p@30fps, stereo sound rec.","5 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP","Yes, with A-GPS",Stereo FM radio,microUSB 2.0,"Accelerometer, gyro, proximity, compass","Li-Ion 1800 mAh, removable",,Black,,About 180 EUR,,,,,,,VGA,,,,,,,,,Up to 750 h (2G) / Up to 700 h (3G),Up to 16 h (2G) / Up to 14 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Hero II,https://fdn2.gsmarena.com/vv/bigpic/blu-hero-ii.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"2012, December. Released 2013, January",Discontinued,114 x 60 x 11.6 mm (4.49 x 2.36 x 0.46 in),90 g (3.17 oz),,Dual SIM (Mini-SIM),"TFT capacitive touchscreen, 256K colors","3.5 inches, 36.5 cm2 (~53.3% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,,,,microSDHC (dedicated slot),"128MB ROM, 64MB RAM",No,,,Yes,1.3 MP,,,Yes,Yes,Wi-Fi 802.11 b/g,"3.0, A2DP",No,Stereo FM radio,microUSB 2.0,,"Li-Ion 1100 mAh, removable",,"Blue, Pink, Silver, Dark grey",,About 50 EUR,,,Analog TV SNS apps MP3/AAC+/WAV/WMA player MP4/H.264 player Document viewer Predictive Text Input,,,,,,,,Class 12,Class 12,,,,Up to 600 h,Up to 13 h,,Yes,Yes,"SMS, MMS, IM",Downloadable,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Dash 4.0,https://fdn2.gsmarena.com/vv/bigpic/blu-dash-40.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1900 - D271a,,HSPA 21.1/5.76 Mbps,"2012, December. Released 2013, September",Discontinued,124 x 63 x 11.8 mm (4.88 x 2.48 x 0.46 in),128 g (4.52 oz),,"Dual SIM (Mini-SIM, dual stand-by)","TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~58.3% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Android 4.2 (Jelly Bean),Mediatek MT6572 (28 nm),Dual-core 1.3 GHz Cortex-A7,Mali-400,microSDHC (dedicated slot),4GB 512MB RAM,HSDPA 850 / 2100 - D271i,,LED flash,720@30fps,5 MP,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",Stereo FM radio,microUSB 2.0,"Accelerometer, gyro, compass","Li-Ion 1500 mAh, removable",,"Black, White",,About 90 EUR,,,,,,,VGA,,,,,,,,,Up to 450 h (2G) / Up to 340 h (3G),Up to 14 h (2G) / Up to 8 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Dash 3.2,https://fdn2.gsmarena.com/vv/bigpic/blu-dash-32.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1900 - D150a,,HSPA 7.2/5.76 Mbps,"2012, December. Released 2012, December",Discontinued,104 x 56 x 13 mm (4.09 x 2.20 x 0.51 in),105 g (3.70 oz),,"Dual SIM (Mini-SIM, dual stand-by)","TFT capacitive touchscreen, 16M colors","3.2 inches, 31.7 cm2 (~54.4% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~125 ppi density)",Android 2.3 (Gingerbread),Mediatek MT6575 (40 nm),1.0 GHz Cortex-A9,PowerVR SGX531,microSDHC (dedicated slot),512MB 256MB RAM,HSDPA 850 / 2100 - D150i,,,480p@15fps,1.3 MP,,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, hotspot","3.0, EDR","Yes, with A-GPS",Stereo FM radio,microUSB 2.0,"Accelerometer, gyro, proximity, compass","Li-Ion 1280 mAh, removable",,"Black, White, Pink, Blue",,About 70 EUR,,,No,,,,,,,,,,,,,Up to 850 h (2G) / Up to 540 h (3G),Up to 17 h (2G) / Up to 6 h 20 min (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Brooklyn,https://fdn2.gsmarena.com/vv/bigpic/blu-brooklyn.jpg,GSM,GSM 850 / 900 / 1800 / 1900,,,,"2012, November. Released 2013, January",Discontinued,115 x 63 x 12 mm (4.53 x 2.48 x 0.47 in),90 g (3.17 oz),,Triple SIM (Mini-SIM),"TFT, 256K colors","2.4 inches, 17.8 cm2 (~24.6% screen-to-body ratio)","320 x 240 pixels, 4:3 ratio (~167 ppi density)",,,,,microSDHC (dedicated slot),"128MB ROM, 64MB RAM",GSM 850 / 900 / 1800 / 1900 - SIM 2 & SIM 3  (Q333W only),,,Yes,1.3 MP,,,Yes,Yes,Wi-Fi 802.11 b/g,"3.0, A2DP",No,FM radio,microUSB,,"Li-Ion 750 mAh, removable",,"Blue, Pink, Silver, Dark grey",,,,,No,Analog TV SNS apps MP3/AAC+/WAV/WMA player MP4/H.264 player Document viewer Predictive Text Input,,,,,,,Class 12,Class 12,,,,Up to 500 h,Up to 10 h,,Yes,Yes,"SMS, MMS, Push Email, IM",Downloadable,Yes,,,,,,,,QWERTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Vivo 4.65 HD,https://fdn2.gsmarena.com/vv/bigpic/blu-vivo-465.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1900 - D930a,,HSPA 7.2/5.76 Mbps,"2012, December. Released 2013, January",Discontinued,135 x 70 x 8.6 mm (5.31 x 2.76 x 0.34 in),130 g (4.59 oz),,"Dual SIM (Mini-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","4.65 inches, 59.6 cm2 (~63.1% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~316 ppi density)",Android 4.0 (Ice Cream Sandwich),Mediatek MT6577T (40 nm),Dual-core 1.2 GHz Cortex-A9,PowerVR SGX531u,microSDHC (dedicated slot),4GB 1GB RAM,HSDPA 850 / 2100 - D930i,,LED flash,720p@30fps,"8 MP, AF",,,Yes,Yes,Wi-Fi 802.11 b/g,3.0,"Yes, with A-GPS",Stereo FM radio,microUSB 2.0,"Accelerometer, gyro, proximity, compass","Li-Ion 1600 mAh, removable",,Black,,About 210 EUR,,,,,,,1.3 MP,,,,,,,,,Up to 450 h (2G) / Up to 300 h (3G),Up to 20 h 40 min (2G) / Up to 9 h 20 min (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Touch Book 9.7,https://fdn2.gsmarena.com/vv/bigpic/blu-tb-971.jpg,No cellular connectivity,N/A,,,,"2012, November. Released 2012, November",Discontinued,238 x 185 x 10 mm (9.37 x 7.28 x 0.39 in),430 g (15.17 oz),,No,"LED-backlit IPS LCD capacitive touchscreen, 16M colors","9.7 inches, 291.4 cm2 (~66.2% screen-to-body ratio)","1024 x 768 pixels, 4:3 ratio (~132 ppi density)",Android 4.0 (Ice Cream Sandwich),Rockchip 3066,Dual-core 1.5 GHz Cortex-A9,Mali-400,microSDHC (dedicated slot),4GB 1GB RAM,HDMI port,,,480p@30fps,"2 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band",3.0,Yes,No,microUSB,"Accelerometer, gyro, proximity, compass","Li-Ion 6000 mAh, non-removable",,Black,,About 180 EUR,,,,,,,2 MP,,,,No,No,,,,Up to 720 h,Up to 15 h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Touch Book 7.0 Plus,https://fdn2.gsmarena.com/vv/bigpic/blu-tb-7-plus1.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1900 / 2100,,HSPA 7.2/5.76 Mbps,"2012, September. Released 2012, October",Discontinued,197 x 120 x 13 mm (7.76 x 4.72 x 0.51 in),388 g (13.69 oz),,Mini-SIM,"TFT capacitive touchscreen, 16M colors","7.0 inches, 139.5 cm2 (~59.0% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~133 ppi density)",Android 4.0 (Ice Cream Sandwich),Qualcomm MSM7227A Snapdragon S1,1.0 GHz Cortex-A5,Adreno 200,microSDHC (dedicated slot),512MB 512MB RAM,,,,480p@30fps,3.15 MP,,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, hotspot","3.0, A2DP","Yes, with A-GPS",Stereo FM radio,microUSB,"Accelerometer, gyro, proximity, compass","Li-Ion 3500 mAh, non-removable",,Black,,About 70 EUR,,,,,,,VGA,,,,,,,,,Up to 1100 h (2G) / Up to 1000 h (3G),Up to 35 h (2G) / Up to 25 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Touch Book 7.0 Lite,https://fdn2.gsmarena.com/vv/bigpic/blu-tb-7-lite1.jpg,No cellular connectivity,N/A,,,,"2012, September. Released 2012, November",Discontinued,194 x 120 x 10 mm (7.64 x 4.72 x 0.39 in),340 g (11.99 oz),,No,"TFT capacitive touchscreen, 16M colors","7.0 inches, 139.5 cm2 (~59.9% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~133 ppi density)",Android 4.0 (Ice Cream Sandwich),,1.2 GHz Cortex-A8,Mali-400,microSDHC (dedicated slot),4GB 512MB RAM,No,,,Yes,VGA,,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band",No,Yes,Stereo FM radio,miniUSB,Accelerometer,"Li-Ion 3000 mAh, non-removable",,"Black, White",,About 70 EUR,,,,,,,,,,,No,No,,,,Up to 200 h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Dash 3.5,https://fdn2.gsmarena.com/vv/bigpic/blu-dash-35.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1900 - D171a; 900 / 2100 - D171b,,HSPA 7.2/5.76 Mbps,"2012, September. Released 2012, September",Discontinued,115 x 62 x 11.5 mm (4.53 x 2.44 x 0.45 in),110 g (3.88 oz),,"Dual SIM (Mini-SIM, dual stand-by)","TFT capacitive touchscreen, 16M colors","3.5 inches, 36.5 cm2 (~51.2% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",Android 4.2 (Jelly Bean),Mediatek MT6572M (28 nm),Dual-core 1.0 GHz Cortex-A7,Mali-400,microSDHC (dedicated slot),512MB 256MB RAM,HSDPA 850 / 2100 - D171i,,,Yes,3.15 MP,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",Stereo FM radio,microUSB 2.0,Accelerometer,"Li-Ion 1300 mAh, removable",,"Black, White",,About 70 EUR,,,No,MP3/AAC/WMA/WAV player DivX/XviD/MP4/H.264/WMV player Document viewer/editor Photo viewer/editor,,,,,,,,,,,,Up to 700 h (2G) / Up to 500 h (3G),Up to 15 h (2G) / Up to 10 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Elite 3.8,https://fdn2.gsmarena.com/vv/bigpic/blu-elite-38.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1900 - D430a,,HSPA 7.2/5.76 Mbps,"2012, July. Released 2012, August",Discontinued,120 x 60 x 11.3 mm (4.72 x 2.36 x 0.44 in),137 g (4.83 oz),,"Dual SIM (Mini-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","3.8 inches, 41.1 cm2 (~57.1% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~246 ppi density)","Android 2.3 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich)",Qualcomm MSM7227A Snapdragon S1,1.0 GHz Cortex-A5,Adreno 200,microSDHC (dedicated slot),1GB 512MB RAM,HSDPA 850 / 2100 - D430b,,LED flash,480p@30fps,"5 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","3.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, gyro, proximity, compass",Removable Li-Ion 1600 mAh battery,,"Black, White",,About 130 EUR,,,MP3/AAC/WMA/WAV player DivX/XviD/MP4/H.264/WMV player Organizer Document viewer/editor Photo viewer/editor Voice memo/dial/commands Predictive text input (Swype),,,,VGA,,,,,,,,,Up to 550 h (2G) / Up to 500 h (3G),Up to 20 h (2G) / Up to 10 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blu,BLU Dash,https://fdn2.gsmarena.com/vv/bigpic/blu-dash.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1900,,HSPA 7.2/5.76 Mbps,"2011, December. Released 2012, March",Discontinued,103 x 56 x 12 mm (4.06 x 2.20 x 0.47 in),96 g (3.39 oz),,Dual SIM (Mini-SIM),"TFT capacitive touchscreen, 256K colors","2.8 inches, 24.3 cm2 (~42.1% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",Android 2.3 (Gingerbread),Mediatek MT6573 (65 nm),650 MHz Cortex-A9,PowerVR SGX531,microSDHC (dedicated slot),512MB 256MB RAM,GSM 850 / 900 / 1800 / 1900 - SIM 2  (D130 only),,,Yes,2 MP,,,Yes,Yes,Wi-Fi 802.11 b/g/n,"3.0, EDR",Yes,Stereo FM radio,microUSB 2.0,"Accelerometer, gyro, proximity, compass",Removable Li-Ion 1110 mAh battery,,"Black, Blue, White, Pink",,About 70 EUR,,,MP3/AAC/WMA/WAV player DivX/XviD/MP4/H.264/WMV player Organizer Document viewer/editor Photo viewer/editor Voice memo/dial/commands Predictive text input (Swype),,,,Yes,,,,,,,,,Up to 800 h (2G) / Up to 600 h (3G),Up to 20 h (2G) / Up to 10 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
