Brand,Model Name,Model Image,Technology,2G bands,3G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,Card slot,Phonebook,Call records,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Messaging,Browser,Games,Java,,Type_1,Stand-by,Talk time,Music play,Colors,Price,GPRS,EDGE,_1,Internal,Alert types,_1_1,Protection,Infrared port,SAR EU,OS,CPU,Clock,Alarm,4G bands,Chipset,GPU,Quad,Features_1,Charging,Triple,Models,SAR,128GB 6GB RAM,128GB 8GB RAM,NFC,64GB 6GB RAM,5G bands,32GB 3GB RAM,64GB 4GB RAM,64GB 3GB RAM,Build,Dual,32GB 2GB RAM,Performance,Display,Camera,Loudspeaker_1,Battery life,256GB 12GB RAM,128GB 12GB RAM,RMA161,128GB 4GB RAM,Audio quality,256GB 8GB RAM,16GB 2GB RAM
realme,Realme 5s,https://fdn2.gsmarena.com/vv/bigpic/realme-5s.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) 450/50 Mbps","2019, November 20","Available. Released 2019, November",164.4 x 75.6 x 9.3 mm (6.47 x 2.98 x 0.37 in),198 g (6.98 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.5 inches, 102.8 cm2 (~82.7% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~269 ppi density)",microSDXC (dedicated slot),,,"13 MP, f/2.0, 26mm (wide), 1/3.1"", 1.12µm","LED flash, HDR, panorama","4K@30fps, 1080p@30fps, gyro-EIS",,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,,,,Weather-sealed ports & loudspeaker,"Li-Po 5000 mAh, non-removable",,,,"Crystal Purple, Crystal Blue, Crystal Red","$ 320.80 / ₹ 14,980",,,eMMC,"64GB 4GB RAM, 128GB 4GB RAM",,,Corning Gorilla Glass 3+,,,"Android 9.0 (Pie), upgradable to Android 10, Realme UI",Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),,,"1, 3, 5, 8, 38, 40, 41",Qualcomm SDM665 Snapdragon 665 (11 nm),Adreno 610,"48 MP, f/1.8, (wide), 1/2.0"", 0.8µm, PDAF 8 MP, f/2.2, 13mm (ultrawide) 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)","HDR, panorama",Charging 10W,,RMX1925,,,,,,,,,,"Glass front (Gorilla Glass 3), plastic back, plastic frame",,,"AnTuTu: 139103 (v7), 168635 (v8) GeekBench: 5596 (v4.4) GFXBench: 12fps (ES 3.1 onscreen)",Contrast ratio: 1412:1,Photo / Video,Voice 66dB / Noise 73dB / Ring 89dB,Endurance rating 143h,,,,$ 320.80,Noise -93.5dB / Crosstalk -90.1dB,,
realme,Realme C2s,https://fdn2.gsmarena.com/vv/bigpic/realme-c2s.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A","2020, January","Available. Released 2020, January",154.3 x 73.7 x 8.5 mm (6.07 x 2.90 x 0.33 in),166 g (5.86 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.1 inches, 91.3 cm2 (~80.3% screen-to-body ratio)","720 x 1560 pixels, 19.5:9 ratio (~282 ppi density)",microSDXC (dedicated slot),,,"5 MP, f/2.0, 1/5"", 1.12µm","LED flash, HDR, panorama",1080p@30fps,,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass",,,,,eMMC 5.1,"Li-Po 4000 mAh, non-removable",,,,Diamond Black,About 40 EUR,,,,32GB 3GB RAM,,,,,,"Android 9.0 (Pie), ColorOS 6.1",Octa-core 2.0 GHz Cortex-A53,,,"1, 3, 5, 8, 38, 40, 41",Mediatek MT6762 Helio P22 (12 nm),PowerVR GE8320,,HDR,,,,,,,,,,,,,"Glass front, plastic back, plastic frame","13 MP, f/2.2, 1/3.1"", 1.12µm, PDAF 2 MP, f/2.4, (depth)",,,,,,,,,,,,,
realme,Realme C2 2020,https://fdn2.gsmarena.com/vv/bigpic/realme-c2.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A","2019, November","Available. Released 2019, November",154.3 x 73.7 x 8.5 mm (6.07 x 2.90 x 0.33 in),166 g (5.86 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.1 inches, 91.3 cm2 (~80.3% screen-to-body ratio)","720 x 1560 pixels, 19.5:9 ratio (~282 ppi density)",microSDXC (dedicated slot),,,"5 MP, f/2.0, 1/5"", 1.12µm","LED flash, HDR, panorama",1080p@30fps,,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass",,,,,eMMC 5.1,"Li-Po 4000 mAh, non-removable",,,,"Diamond Black, Diamond Blue",About 100 EUR,,,,"32GB 2GB RAM, 64GB 3GB RAM",,,Corning Gorilla Glass 3,,,"Android 9.0 (Pie), ColorOS 6 Lite",Octa-core 2.0 GHz Cortex-A53,,,"1, 3, 5, 8, 38, 40, 41",Mediatek MT6762 Helio P22 (12 nm),PowerVR GE8320,,HDR,,,,,,,,,,,,,"Glass front (Gorilla Glass 3), plastic back, plastic frame","13 MP, f/2.2, 1/3.1"", 1.12µm, PDAF 2 MP, f/2.4, (depth)",,,,,,,,,,,,,
realme,Realme X2 Pro,https://fdn2.gsmarena.com/vv/bigpic/realme-x2-pro.jpg,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - China,"HSPA 42.2/11.5 Mbps, LTE-A","2019, October 15","Available. Released 2019, October",161 x 75.7 x 8.7 mm (6.34 x 2.98 x 0.34 in),199 g (7.02 oz),"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.5 inches, 103.5 cm2 (~84.9% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~402 ppi density)",No,,,"16 MP, f/2.0, 25mm (wide), 1/3.06"", 1.0µm","Dual-LED flash, HDR, panorama","4K@30/60fps, 1080p@30/60/120fps, 720p@960fps, gyro-EIS",,"1080p@30fps, gyro-EIS","Yes, with Dolby Atmos stereo speakers (2 dedicated amplifiers)",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO",No,"2.0, Type-C 1.0 reversible connector","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,,,,CDMA 800 & TD-SCDMA,"Li-Po 4000 mAh, non-removable",,,,"Lunar White, Neptune Blue, Red Master Edition, Gray Master Edition","€ 553.22 / $ 349.99 / £ 508.47 / ₹ 29,899",,,CDMA2000 1xEV-DO,"64GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM",,24-bit/192kHz audio (incl. speakers),Corning Gorilla Glass 5,,,"Android 9.0 (Pie), upgradable to Android 10, realme UI",Octa-core (1x2.96 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.8 GHz Kryo 485),,,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 34, 38, 39, 40, 41 - China",Qualcomm SM8150 Snapdragon 855+ (7 nm),Adreno 640 (700 MHz),"64 MP, f/1.8, 26mm (wide), 1/1.72"", 0.8µm, PDAF 13 MP, f/2.5, 52mm (telephoto), 1/3.4"", 1.0µm, PDAF, 2x optical zoom 8 MP, f/2.2, 16mm (ultrawide) 2 MP, f/2.4, (depth)",HDR,"Fast charging 50W, 100% in 35 min (advertised) SuperVOOC",,RMX1931,,,$ 539.00,Yes,€ 553.22,,,,,"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame",,,"AnTuTu: 396827 (v7), 467653 (v8) GeekBench: 10373 (v4.4) GFXBench: 37fps (ES 3.1 onscreen)",Contrast ratio: Infinite (nominal),Photo / Video,Voice 82dB / Noise 75dB / Ring 91dB,Endurance rating 94h,,,,,Noise -91.3dB / Crosstalk -92.5dB,€ 649.67,
realme,Realme X2,https://fdn2.gsmarena.com/vv/bigpic/realme-xt-730g.jpg,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/11.5 Mbps, LTE-A","2019, September 24","Available. Released 2019, September",158.7 x 75.2 x 8.6 mm (6.25 x 2.96 x 0.34 in),182 g (6.42 oz),"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.4 inches, 100.5 cm2 (~84.3% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)",microSDXC (dedicated slot),,,"32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm","LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps, 720p@960fps, gyro-EIS",,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS",No,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,,,,CDMA 800 & TD-SCDMA,"Li-Po 4000 mAh, non-removable",,,,"Pearl White, Pearl Blue, Pearl Green",$ 273.59 / £ 239.00,,,CDMA2000 1xEV-DO,"64GB 4GB RAM, 64GB 6GB RAM, 128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM",,UFS 2.1,Corning Gorilla Glass 5,,,"Android 9.0 (Pie), upgradable to Android 10, realme UI",Octa-core (2x2.2 GHz Kryo 470 Gold & 6x1.8 GHz Kryo 470 Silver),,,"1, 3, 4, 5, 8, 34, 38, 39, 40, 41 - China",Qualcomm SDM730 Snapdragon 730G (8 nm),Adreno 618,"64 MP, f/1.8, (wide), 1/1.72"", 0.8µm, PDAF 8 MP, f/2.3, 13mm (ultrawide) 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)",HDR,"Fast charging 30W, 67% in 30 min (advertised) VOOC 4.0",,"RMX1992, RMX1993, RMX1991",,,£ 264.89,Yes,$ 273.59,,,£ 239.00,,"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), plastic frame",,,"AnTuTu: 215578 (v7), 257443 (v8) GeekBench: 6926 (v4.4), 1750 (v5.1) GFXBench: 13fps (ES 3.1 onscreen)",Contrast ratio: Infinite (nominal),Photo / Video,-28.0 LUFS (Good),Endurance rating 105h,,,,,Noise -92.6dB / Crosstalk -88.1dB,,
realme,Realme XT 730G,https://fdn2.gsmarena.com/vv/bigpic/realme-xt-730g.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"HSPA 42.2/11.5 Mbps, LTE-A",Not announced yet,Cancelled,158.7 x 75.2 x 8.6 mm (6.25 x 2.96 x 0.34 in),183 g (6.46 oz),"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.4 inches, 100.5 cm2 (~84.3% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)",microSDXC (dedicated slot),,,"16 MP, f/2.0, 25mm (wide), 1/3.06"", 1.0µm","LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps, 720p@960fps, gyro-EIS",,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS",FM radio,"2.0, Type-C 1.0 reversible connector","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,,,,UFS 2.1,"Li-Po 4000 mAh, non-removable",,,,"Pearl White, Pearl Blue",,,,,"64GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM",,,Corning Gorilla Glass 5,,,"Android 9.0 (Pie), planned upgrade to Android 10, ColorOS 6",Octa-core (2x2.2 GHz Kryo 470 Gold & 6x1.8 GHz Kryo 470 Silver),,,"1, 3, 5, 8, 38, 40, 41",Qualcomm SDM730 Snapdragon 730G (8 nm),Adreno 618,"64 MP, f/1.8, (wide), 1/1.72"", 0.8µm, PDAF 8 MP, f/2.3, 13mm (ultrawide) 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)","HDR, panorama",Fast charging 30W VOOC 3.0,,,,,,,,,,,,"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), plastic frame",,,,,,,,,,,,,,
realme,Realme XT,https://fdn2.gsmarena.com/vv/bigpic/realme-xt.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"HSPA 42.2/11.5 Mbps, LTE-A","2019, September 13","Available. Released 2019, September",158.7 x 75.2 x 8.6 mm (6.25 x 2.96 x 0.34 in),183 g (6.46 oz),"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.4 inches, 100.5 cm2 (~84.3% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)",microSDXC (dedicated slot),,,"16 MP, f/2.0, 25mm (wide), 1/3.06"", 1.0µm","LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps, 720p@960fps, gyro-EIS",,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS",FM radio,"2.0, Type-C 1.0 reversible connector","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,,,,UFS 2.1,"Li-Po 4000 mAh, non-removable",,,,"Pearl White, Pearl Blue","€ 285.72 / $ 266.99 / £ 303.65 / ₹ 17,999",,,,"64GB 4GB RAM, 64GB 6GB RAM, 128GB 8GB RAM",,,Corning Gorilla Glass 5,,,"Android 9.0 (Pie), upgradable to Android 10, Realme UI",Octa-core (2x2.3 GHz Kryo 360 Gold & 6x1.7 GHz Kryo 360 Silver),,,"1, 3, 5, 8, 38, 40, 41",Qualcomm SDM712 Snapdragon 712 (10 nm),Adreno 616,"64 MP, f/1.8, (wide), 1/1.72"", 0.8µm, PDAF 8 MP, f/2.3, 13mm (ultrawide) 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)","HDR, panorama",Fast charging 20W VOOC 3.0,,RMX1921,,,€ 330.37,,€ 285.72,,,"₹ 17,999",,"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), plastic frame",,,AnTuTu: 185193 (v7) GeekBench: 6102 (v4.4) GFXBench: 13fps (ES 3.1 onscreen),Contrast ratio: Infinite (nominal),Photo / Video,Voice 68dB / Noise 74dB / Ring 89dB,Endurance rating 100h,,,,,Noise -92.2dB / Crosstalk -91.4dB,,
realme,Realme Q,https://fdn2.gsmarena.com/vv/bigpic/realme-5-pro-rmx1971.jpg,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"HSPA 42.2/11.5 Mbps, LTE-A","2019, September","Available. Released 2019, September",157 x 74.2 x 8.9 mm (6.18 x 2.92 x 0.35 in),184 g (6.49 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.3 inches, 97.4 cm2 (~83.6% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density)",microSDXC (dedicated slot),,,"16 MP, f/2.0, 25mm (wide), 1/3.06"", 1.0µm","LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps, 720p@960fps, gyro-EIS",,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS",FM radio,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,,,,CDMA 800 & TD-SCDMA,"Li-Po 4035 mAh, non-removable",,,,"Light Green, Light Blue",About 130 EUR,,,Weather-sealed ports & loudspeaker,"64GB 4GB RAM, 64GB 6GB RAM, 128GB 8GB RAM",,,Corning Gorilla Glass 3+,,,"Android 9.0 (Pie), ColorOS 6",Octa-core (2x2.3 GHz Kryo 360 Gold & 6x1.7 GHz Kryo 360 Silver),,,"1, 3, 4, 5, 8, 38, 39, 40, 41",Qualcomm SDM712 Snapdragon 712 (10 nm),Adreno 616,"48 MP, f/1.8, (wide), 1/2.0"", 0.8µm, PDAF 8 MP, f/2.2, 13mm (ultrawide) 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)","HDR, panorama","Fast charging 20W, 50% in 30 min (advertised) VOOC 3.0",,,,,,,,,,,,"Glass front (Gorilla Glass 3+), plastic back, plastic frame",,,,,,,,,,,,,,
realme,Realme 5 Pro,https://fdn2.gsmarena.com/vv/bigpic/realme-5-pro-rmx1971.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"HSPA 42.2/11.5 Mbps, LTE-A","2019, August 20","Available. Released 2019, September",157 x 74.2 x 8.9 mm (6.18 x 2.92 x 0.35 in),184 g (6.49 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.3 inches, 97.4 cm2 (~83.6% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density)",microSDXC (dedicated slot),,,"16 MP, f/2.0, 25mm (wide), 1/3.06"", 1.0µm","LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps, 720p@960fps, gyro-EIS",,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS",FM radio,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,,,,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - EMEA","Li-Po 4035 mAh, non-removable",,,,"Crystal Green, Crystal Blue, Chroma White","€ 371.40 / $ 265.00 / £ 199.00 / ₹ 15,375",,,Weather-sealed ports & loudspeaker,"64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM, 128GB 8GB RAM",,UFS 2.1,Corning Gorilla Glass 3+,,,"Android 9.0 (Pie), upgradable to Android 10, Realme UI",Octa-core (2x2.3 GHz Kryo 360 Gold & 6x1.7 GHz Kryo 360 Silver),,,"1, 3, 5, 8, 38, 40, 41 - India",Qualcomm SDM712 Snapdragon 712 (10 nm),Adreno 616,"48 MP, f/1.8, (wide), 1/2.0"", 0.8µm, PDAF 8 MP, f/2.2, 13mm (ultrawide) 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)","HDR, panorama","Fast charging 20W, 50% in 30 min (advertised) VOOC 3.0",,RMX1971,,,€ 371.40,,,,,£ 199.00,,"Glass front (Gorilla Glass 3+), plastic back, plastic frame",,,AnTuTu: 182765 (v7) GeekBench: 6106 (v4.4) GFXBench: 12fps (ES 3.1 onscreen),Contrast ratio: 1875:1 (nominal),Photo / Video,Voice 66dB / Noise 72dB / Ring 85dB,Endurance rating 100h,,,,£ 199.99,Noise -93.3dB / Crosstalk -92.0dB,,
realme,Realme 5,https://fdn2.gsmarena.com/vv/bigpic/realme-5.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) 450/50 Mbps","2019, August 20","Available. Released 2019, August",164.4 x 75.6 x 9.3 mm (6.47 x 2.98 x 0.37 in),198 g (6.98 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.5 inches, 102.8 cm2 (~82.7% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~269 ppi density)",microSDXC (dedicated slot),,,"13 MP, f/2.0, 26mm (wide), 1/3.1"", 1.12µm","LED flash, HDR, panorama","4K@30fps, 1080p@30fps, gyro-EIS",,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,,,,Weather-sealed ports & loudspeaker,"Li-Po 5000 mAh, non-removable",,,,"Crystal Purple, Crystal Blue","$ 188.99 / £ 134.90 / ₹ 10,999",,,eMMC,"32GB 3GB RAM, 64GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM",,,Corning Gorilla Glass 3+,,,"Android 9.0 (Pie), upgradable to Android 10, Realme UI",Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),,,"1, 3, 5, 8, 38, 40, 41",Qualcomm SDM665 Snapdragon 665 (11 nm),Adreno 610,"12 MP, f/1.8, (wide), 1/2.9"", 1.25µm, PDAF 8 MP, f/2.2, 13mm (ultrawide) 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)","HDR, panorama",Charging 10W,,RMX1911,,,,,,,£ 134.90,£ 158.90,,"Glass front (Gorilla Glass 3+), plastic back, plastic frame",,,AnTuTu: 139516 (v7) GeekBench: 5707 (v4.4) GFXBench: 13fps (ES 3.1 onscreen),Contrast ratio: 1406:1 (nominal),Photo / Video,Voice 66dB / Noise 73dB / Ring 89dB,Endurance rating 144h,,,,£ 178.00,,,
realme,Realme 3i,https://fdn2.gsmarena.com/vv/bigpic/realme-3i.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat12 600/50 Mbps","2019, July","Available. Released 2019, July",156.1 x 75.6 x 8.3 mm (6.15 x 2.98 x 0.33 in),175 g (6.17 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.2 inches, 95.9 cm2 (~81.3% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~271 ppi density)",microSDXC (dedicated slot),,,"13 MP, f/2.0, (wide), 1/3.1"", 1.12µm","LED flash, HDR",1080p@30fps,,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity",,,,,eMMC 5.1,"Li-Po 4230 mAh, non-removable",,,,"Diamond Blue, Diamond Red, Diamond Black",About 8000 INR,,,,"32GB 3GB RAM, 64GB 4GB RAM",,,Corning Gorilla Glass 3,,,"Android 9.0 (Pie), upgradable to Android 10, Realme UI",Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),,,"1, 3, 5, 8, 38, 40, 41",Mediatek MT6771 Helio P60 (12 nm),Mali-G72 MP3,,HDR,,,RMX1827,,,,,,,,,,"Glass front (Gorilla Glass 3), plastic back, plastic frame","13 MP, f/1.8, 1/3.1"", 1.12µm, PDAF 2 MP, (depth)",,,,,,,,,,,,,
realme,Realme X,https://fdn2.gsmarena.com/vv/bigpic/realme-x.jpg,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 2100,"HSPA 42.2/11.5 Mbps, LTE-A (2CA) Cat6 300/75 Mbps","2019, May","Available. Released 2019, July",161.2 x 76 x 9.4 mm (6.35 x 2.99 x 0.37 in),191 g (6.74 oz),"Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.53 inches, 105.2 cm2 (~85.9% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~394 ppi density)",No,,,"Motorized pop-up 16 MP, f/2.0, 25mm (wide), 1/3.06"", 1.0µm","LED flash, HDR","4K@30fps, 1080p@30fps (gyro-EIS), 1080p@120fps, 720p@960fps",,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE, aptX HD","Yes, with A-GPS, GLONASS, BDS",FM radio,Type-C 1.0 reversible connector,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,,,,CDMA 800 & TD-SCDMA - China,"Li-Po 3765 mAh, non-removable",,,,"Steam white, Punk Blue","$ 277.86 / £ 257.89 / ₹ 17,699",,,UFS 2.1,"64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM, 128GB 8GB RAM, 256GB 8GB RAM",,,Corning Gorilla Glass 5,,,"Android 9.0 (Pie), upgradable to Android 10, Realme UI",Octa-core (2x2.2 GHz Kryo 360 Gold & 6x1.7 GHz Kryo 360 Silver),,,"1, 3, 4, 5, 8, 34, 38, 39, 40, 41",Qualcomm SDM710 Snapdragon 710 (10 nm),Adreno 616,,HDR,"Fast charging 20W, 55% in 30 min (advertised) VOOC 3.0",,"RMX1901, RMX1903",,,£ 299.00,,,,,$ 277.86,,"Glass front (Gorilla Glass 5), plastic back, plastic frame","48 MP, f/1.7, (wide), 26mm (wide), 1/2.0"", 0.8µm, PDAF 5 MP, f/2.4, (depth)",,GeekBench: 5915 (v4.4),Contrast ratio: Infinite (nominal),Photo / Video,-28.7 LUFS (Average),Endurance rating 86h,,,,£ 257.89,Noise -92.9dB / Crosstalk -93.3dB,,
