Brand,Model Name,Model Image,Technology,2G bands,,3G bands,_1,4G bands,5G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,_1_1,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Features,Video,Single_1,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Price,256GB 8GB RAM,Quad,Models,128GB 4GB RAM,Dual,64GB 4GB RAM,Triple,Performance,Display,Camera,Loudspeaker_1,Battery life,128GB 6GB RAM,SAR,32GB 3GB RAM,32GB 2GB RAM,Protection,256GB 12GB RAM,SAR EU,Audio quality,Infrared port,Dual_1,Talk time,Stand-by,GPRS,EDGE,Keyboard,Phonebook,Call records,Messaging,Games,Java,Music play,Browser,Alert types,Languages,Clock,Alarm 
motorola,Motorola DROID RAZR MAXX HD,https://fdn2.gsmarena.com/vv/bigpic/motorola-droid-razr-maxx-hd.jpg,GSM / CDMA / HSPA / EVDO / LTE,CDMA 800 / 1900,GSM 850 / 900 / 1800 / 1900,CDMA2000 1xEV-DO,HSDPA 850 / 900 / 1900 / 2100,13,,"HSPA 21.1/5.76 Mbps, LTE, EV-DO Rev.A 3.1 Mbps","2012, September. Released 2012, November",Discontinued,131.9 x 67.9 x 9.3 mm (5.19 x 2.67 x 0.37 in),157 g (5.54 oz),,Micro-SIM,HDMI port MP3/AAC+/WAV/WMA player MP4/H.264/WMV player Organizer Document viewer/editor Voice memo/dial/commands Predictive text input (Swype),"Super AMOLED capacitive touchscreen, 16M colors","4.7 inches, 60.9 cm2 (~68.0% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~312 ppi density)","Android 4.0.4 (Ice Cream Sandwich), upgradable to 4.4 (KitKat)",Qualcomm MSM8960 Snapdragon S4 Plus,Dual-core 1.5 GHz Krait,Adreno 225,microSDHC (dedicated slot),"16/32GB (26GB user available), 1GB RAM","8 MP, AF",LED flash,1080p@30fps,1.3 MP,,720p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, DLNA, hotspot","4.0, EDR, LE, aptX","Yes, with A-GPS, S-GPS, GLONASS",Yes,No,microUSB 2.0,"Accelerometer, proximity, compass, barometer",Non-removable Li-Ion 3300 mAh battery,,"Black, White",About 270 EUR,,,,,,,,,,,,,,1.56 W/kg (head)     0.46 W/kg (body),,,Corning Gorilla Glass,,,,,,Up to 32 h,Up to 372 h,,,,,,,,,,,,,,
motorola,Motorola DROID RAZR HD,https://fdn2.gsmarena.com/vv/bigpic/motorla-razr-hd-vz.jpg,GSM / CDMA / HSPA / EVDO / LTE,CDMA 800 / 1900,GSM 850 / 900 / 1800 / 1900,CDMA2000 1xEV-DO,HSDPA 850 / 900 / 1900 / 2100,13,,"HSPA 21.1/5.76 Mbps, LTE, EV-DO Rev.A 3.1 Mbps","2012, September. Released 2012, October",Discontinued,131.9 x 67.9 x 8.4 mm (5.19 x 2.67 x 0.33 in),146 g (5.15 oz),,Micro-SIM,HDMI port MP3/AAC+/WAV/WMA player MP4/H.264/WMV player Organizer Document viewer/editor Voice memo/dial/commands Predictive text input,"Super AMOLED capacitive touchscreen, 16M colors","4.7 inches, 60.9 cm2 (~68.0% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~312 ppi density)","Android 4.0.4 (Ice Cream Sandwich), upgradable to 4.4 (KitKat)",Qualcomm MSM8960 Snapdragon S4 Plus,Dual-core 1.5 GHz Krait,Adreno 225,microSDHC (dedicated slot),"16GB (12GB user available), 1GB RAM","8 MP, AF",LED flash,1080p@30fps,1.3 MP,,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, hotspot","4.0, A2DP, EDR, LE, aptX","Yes, with A-GPS, S-GPS, GLONASS",Yes,No,microUSB 2.0,"Accelerometer, proximity, compass, barometer",Non-removable Li-Po 2530 mAh battery,,"Black, White",About 250 EUR,,,XT926,,,,,,,,,,,0.97 W/kg (head)     0.46 W/kg (body),,,Corning Gorilla Glass,,,,,,Up to 24 h,Up to 286 h,,,,,,,,,,,,,,
motorola,Motorola RAZR HD XT925,https://fdn2.gsmarena.com/vv/bigpic/motorla-razr-hd.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,Splash resistant,HSDPA 850 / 900 / 1900 / 2100,HDMI port MP3/AAC+/WAV/WMA player MP4/H.264/WMV player Organizer Document viewer/editor Voice memo/dial/commands Predictive text input,"3, 7, 20",,"HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps","2012, September. Released 2012, September",Discontinued,131.9 x 67.9 x 8.4 mm (5.19 x 2.67 x 0.33 in),146 g (5.15 oz),,Micro-SIM,,"Super AMOLED capacitive touchscreen, 16M colors","4.7 inches, 60.9 cm2 (~68.0% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~312 ppi density)","Android 4.0.4 (Ice Cream Sandwich), upgradable to 4.4.2 (KitKat)",,Dual-core 1.5 GHz,,microSDHC (dedicated slot),"16GB (12GB user available), 1GB RAM","8 MP, AF",LED flash,1080p@30fps,1.3 MP,,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, DLNA, hotspot","4.0, A2DP, EDR, LE, aptX","Yes, with A-GPS, S-GPS, GLONASS",Yes,No,microUSB 2.0,"Accelerometer, proximity, compass",Non-removable Li-Po 2500/2530 mAh battery,,"Black, White",About 250 EUR,,,,,,,,,,,,,,0.61 W/kg (head)     0.43 W/kg (body),,,Corning Gorilla Glass,,,,,,Up to 16 h (2G) / Up to 22 h (3G),,,,,,,,,,,,,,,
motorola,Motorola DROID RAZR M,https://fdn2.gsmarena.com/vv/bigpic/motorola-razr-m-vz.jpg,GSM / CDMA / HSPA / EVDO / LTE,CDMA 800 / 1900,GSM 850 / 900 / 1800 / 1900,CDMA2000 1xEV-DO,HSDPA 850 / 900 / 1900 / 2100,13,,"HSPA 21.1/5.76 Mbps, LTE, EV-DO Rev.A 3.1 Mbps","2012, September. Released 2012, September",Discontinued,122.5 x 60.9 x 8.3 mm (4.82 x 2.40 x 0.33 in),126 g (4.44 oz),,Micro-SIM,MP3/AAC+/WAV/WMA player MP4/H.264/WMV player Organizer Document viewer/editor Voice memo/dial/commands Predictive text input,"Super AMOLED capacitive touchscreen, 16M colors","4.3 inches, 51.0 cm2 (~68.3% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~256 ppi density)","Android 4.0.4 (Ice Cream Sandwich), upgradable to 4.4 (KitKat)",Qualcomm MSM8960 Snapdragon S4 Plus,Dual-core 1.5 GHz Krait,Adreno 225,microSDHC (dedicated slot),8GB 1GB RAM,"8 MP, AF",LED flash,1080p@30fps,VGA,,720p,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, hotspot, DLNA","4.0, EDR, LE","Yes, with A-GPS, GLONASS",Yes,No,microUSB 2.0,"Accelerometer, proximity, compass",Non-removable Li-Ion 2000 mAh battery,,"Black, White",About 250 EUR,,,XT907,,,,,,,,,Endurance rating 55h,,0.63 W/kg (head)     1.30 W/kg (body),,,Corning Gorilla Glass,,,Noise -82.9dB / Crosstalk -81.6dB,,,Up to 20 h,Up to 408 h,,,,,,,,,,,,,,
motorola,Motorola RAZR M XT905,https://fdn2.gsmarena.com/vv/bigpic/motorola-razr-m.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,Splash resistant,HSDPA 850 / 900 / 1900 / 2100,MP3/AAC+/WAV/WMA player MP4/H.264/WMV player Organizer Photo viewer/editor Document viewer/editor Voice memo/dial/commands Predictive text input,"3, 7",,HSPA 42.2/5.76 Mbps,"2012, September. Released 2013, January",Discontinued,122.5 x 60.9 x 8.3 mm (4.82 x 2.40 x 0.33 in),126 g (4.44 oz),,Micro-SIM,,"Super AMOLED Advanced capacitive touchscreen, 16M colors","4.3 inches, 51.0 cm2 (~68.3% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~256 ppi density)","Android 4.0.4 (Ice Cream Sandwich), upgradable to 4.1 (Jelly Bean)",Qualcomm MSM8960 Snapdragon S4 Plus,Dual-core 1.5 GHz Krait,Adreno 225,microSDHC (dedicated slot),"8GB (4.5GB user available), 1GB RAM","8 MP, AF",LED flash,1080p@30fps,VGA,,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, DLNA, hotspot","4.0, A2DP, EDR, LE","Yes, with A-GPS, S-GPS, GLONASS",Yes,No,microUSB 2.0,"Accelerometer, proximity, compass",Non-removable Li-Ion 2000 mAh battery,,"Black, White",About 250 EUR,,,,,,,,,,,,,,1.11 W/kg (head)     0.66 W/kg (body),,,Corning Gorilla Glass 2,,,,,,,,,,,,,,,,,,,,,
motorola,Motorola DEFY XT XT556,https://fdn2.gsmarena.com/vv/bigpic/motorola-defy-xt.jpg,CDMA / EVDO,CDMA 800 / 1900,IP67 dust/water resistant (up to 1m for 30 mins),CDMA2000 1xEV-DO,Touch sensitive controls,,,EV-DO Rev.A 3.1 Mbps,"2012, July. Released 2012, July",Discontinued,115 x 58.5 x 12 mm (4.53 x 2.30 x 0.47 in),130 g (4.59 oz),,Mini-SIM,MP3/WAV/WMA/AAC+ player MP4/WMV/H.264 player Document viewer Photo viewer/editor Organizer Voice memo/dial Predictive text input,"TFT capacitive touchscreen, 16M colors","3.7 inches, 37.7 cm2 (~56.1% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~265 ppi density)",Android 2.3 (Gingerbread),,1.0 GHz,,microSDHC (dedicated slot),1GB 512MB RAM,"5 MP, AF",LED flash,480p@30fps,VGA,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot",Yes,"Yes, with A-GPS",,FM radio,microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 1650 mAh battery,,Brown,About 160 EUR,,,,,,,,,,,,,,1.45 W/kg (head)     1.48 W/kg (body),,,Corning Gorilla Glass,,,,,,Up to 5 h 30 min,Up to 300 h,,,,,,,,,,,,,,
motorola,Motorola Electrify 2 XT881,https://fdn2.gsmarena.com/vv/bigpic/motorola-electrify-2.jpg,GSM / CDMA / HSPA / EVDO,CDMA 800 / 1900,GSM 850 / 900 / 1800 / 1900,CDMA2000 1xEV-DO,HSDPA 900 / 2100,,,"EV-DO Rev.A 3.1 Mbps, HSPA","2012, July. Released 2012, July",Discontinued,128.5 x 65.8 x 8.4 mm (5.06 x 2.59 x 0.33 in),130 g (4.59 oz),,Mini-SIM,MP3/WAV/WMA/AAC+ player MP4/WMV/H.264 player Document viewer Photo viewer/editor Organizer Voice memo/dial Predictive text input,"TFT capacitive touchscreen, 16M colors","4.3 inches, 51.0 cm2 (~60.3% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~256 ppi density)",Android 4.0.4 (Ice Cream Sandwich),TI OMAP 4430,Dual-core 1.2 GHz,PowerVR SGX540,microSDHC (dedicated slot),8GB 1GB RAM,"8 MP, AF",LED flash,1080p@30fps,VGA,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","4.0, A2DP, EDR, LE","Yes, with A-GPS",,"Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",Non-removable Li-Ion 1780 mAh battery,,Black,About 260 EUR,,,,,,,,,,,,,,0.83 W/kg (head)     0.65 W/kg (body),,,,,,,,,Up to 11 h (3G),Up to 264 h (3G),,,,,,,,,,,,,,
motorola,Motorola Photon Q 4G LTE XT897,https://fdn2.gsmarena.com/vv/bigpic/motorola-photon-q.jpg,GSM / CDMA / HSPA / EVDO / LTE,CDMA 800 / 1900,GSM 850 / 900 / 1800 / 1900,CDMA2000 1xEV-DO,HSDPA 850 / 1900 / 2100,25,,"HSPA 21.1/5.76 Mbps, LTE, EV-DO Rev.A 3.1 Mbps","2012, July. Released 2012, August",Discontinued,126.5 x 66 x 13.7 mm (4.98 x 2.60 x 0.54 in),170.1 g (6.00 oz),,Non-removable,HDMI port MP3/WAV/WMA/AAC+ player MP4/WMV/H.264 player Document viewer Photo viewer/editor Organizer Voice memo/dial/commands Predictive text input (Swype),"TFT capacitive touchscreen, 16M colors","4.3 inches, 51.0 cm2 (~61.1% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~256 ppi density)",Android 4.0.4 (Ice Cream Sandwich),,Dual-core 1.5 GHz,,microSDHC (dedicated slot),8GB 1GB RAM,"8 MP, AF",LED flash,1080p@30fps,Yes,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","4.0, A2DP, EDR, LE","Yes, with A-GPS",Yes,No,microUSB 2.0,"Accelerometer, proximity, compass",Non-removable Li-Ion 1785 mAh battery,,Black,About 220 EUR,,,,,,,,,,,,,,0.89 W/kg (head)     0.77 W/kg (body),,,Scratch-resistant glass,,,,,,Up to 7 h 30 min (3G),Up to 220 h (3G),,,QWERTY,,,,,,,,,,,
motorola,Motorola Defy Pro XT560,https://fdn2.gsmarena.com/vv/bigpic/motorola-defy-pro.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1900,HSDPA 900 / 2100,IP67 dust/water resistant (up to 1m for 30 mins),,,HSPA 7.2/5.76 Mbps,"2012, July. Released 2012, July",Discontinued,110 x 66 x 12 mm (4.33 x 2.60 x 0.47 in),115 g (4.06 oz),,Mini-SIM,MP3/WAV/eAAC+ player MP4/H.264 player Document editor Photo viewer Organizer Voice memo/dial/commands Predictive text input,"TFT capacitive touchscreen, 16M colors","2.7 inches, 21.7 cm2 (~29.9% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~214 ppi density)",Android 2.3 (Gingerbread),,1.0 GHz,,"microSDHC (dedicated slot), 2 GB included",287MB,"5 MP, AF",LED flash,Yes,Yes,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","3.0, A2DP","Yes, with A-GPS",,FM radio,microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 1700 mAh battery,,Black,About 190 EUR,,,,,,,,,,,,,,1.42 W/kg (head)     1.27 W/kg (body),,,Corning Gorilla Glass,,,,,,Up to 12 h,Up to 324 h,,,QWERTY,,,,,,,,,,,
motorola,Motorola ATRIX HD MB886,https://fdn2.gsmarena.com/vv/bigpic/motorola-atrix-hd-mb886.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,Splash resistant,HSDPA 850 / 1700 / 1900 / 2100,Touch sensitive controls MOTOBLUR UI with Live Widgets ColorBoost,"4, 17",,"HSPA 21.1/5.76 Mbps, LTE","2012, July. Released 2012, July",Discontinued,133.5 x 69.9 x 8.4 mm (5.26 x 2.75 x 0.33 in),140 g (4.94 oz),,Micro-SIM,HDMI port MP3/WAV/WMA/eAAC+ player MP4/H.264/WMV/Xvid/DivX player Photo viewer/editor Organizer Quickoffice document editor Voice memo/dial/commands Predictive text input,"TFT capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~59.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~326 ppi density)","Android 4.0.4 (Ice Cream Sandwich), upgradable to 4.1 (Jelly Bean)",Qualcomm MSM8960 Snapdragon S4 Plus,Dual-core 1.5 GHz Krait,Adreno 225,microSDHC (dedicated slot),8GB 1GB RAM,"8 MP, AF",LED flash,1080p@30fps,1.3 MP,,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct","4.0, A2DP, EDR, LE","Yes, with A-GPS",,No,microUSB 2.0,"Accelerometer, proximity, compass",Non-removable Li-Ion 1780 mAh battery,,Black,About 220 EUR,,,,,,,,,,,,Endurance rating 36h,,1.34 W/kg (head)     0.67 W/kg (body),,,Corning Gorilla Glass,,,Noise -82.5dB / Crosstalk -81.1dB,,,Up to 9 h (3G),Up to 205 h (3G),,,,,,,,,,,,,,
motorola,Motorola XT760,https://fdn2.gsmarena.com/vv/bigpic/Motorola-XT760.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HDMI port MP3/WAV/AAC+ player MP4/H.264/WMV player Document viewer Photo viewer Organizer Voice memo/dial Predictive text input,HSDPA 900 / 2100,,,,HSPA,"2012, June. Released 2012, June",Discontinued,120.8 x 64 x 9.9 mm (4.76 x 2.52 x 0.39 in),125 g (4.41 oz),,Mini-SIM,,"TFT capacitive touchscreen, 256K colors","4.0 inches, 44.1 cm2 (~57.1% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~275 ppi density)",Android 2.3 (Gingerbread),,Dual-core 1.0 GHz,,microSDHC (dedicated slot),2GB 768MB RAM,"8 MP, AF",LED flash,1080p@30fps,VGA,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","2.1, A2DP, EDR","Yes, with A-GPS",,No,microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 1650 mAh battery,,Black,About 150 EUR,,,,,,,,,,,,,,,,,,,,,,,,Up to 215 h,,,,,,,,,,,,,,
motorola,Motorola ATRIX TV XT687,https://fdn2.gsmarena.com/vv/bigpic/motorola-atrix-tv-xt687.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 1800,HSDPA 850 / 2100,Touch sensitive controls,,,HSPA 7.2/5.76 Mbps,"2012, May. Released 2012, June",Discontinued,119.8 x 60.5 x 9.9 mm (4.72 x 2.38 x 0.39 in),129.7 g (4.55 oz),,"Dual SIM (Mini-SIM, dual stand-by)",Mobile TV MP3/WAV/WMA/AAC+ player Divx/MP4/WMV/H.264 player Document viewer Photo viewer/editor Organizer Voice memo/dial Predictive text input,TFT capacitive touchscreen,"4.0 inches, 44.1 cm2 (~60.8% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~245 ppi density)",Android 4.0 (Ice Cream Sandwich),Qualcomm MSM7227A-AA Snapdragon S1,1.0 GHz Cortex-A5,Adreno 200,"microSDHC (dedicated slot), 2 GB included",512MB 512MB RAM,"8 MP, AF",LED flash,Yes,VGA,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","3.0, A2DP, EDR","Yes, with A-GPS",,"Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion battery,,Dark Grey,About 210 EUR,,,XT687,,,,,,,,,,,,,,,,,,,,Up to 10 h (2G) / Up to 6 h (3G),Up to 500 h (2G) / Up to 400 h (3G),,,,,,,,,,,,,,
motorola,Motorola ATRIX TV XT682,https://fdn2.gsmarena.com/vv/bigpic/motorola-atrix-tv-xt682.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Touch sensitive controls,HSDPA 850 / 1900 / 2100,Mobile TV MP3/WAV/WMA/AAC+ player Divx/MP4/WMV/H.264 player Document viewer Photo viewer/editor Organizer Voice memo/dial Predictive text input,,,HSPA 7.2/5.76 Mbps,"2012, May. Released 2012, June",Discontinued,119.8 x 60.5 x 9.9 mm (4.72 x 2.38 x 0.39 in),129.7 g (4.55 oz),,Mini-SIM,,"TFT capacitive touchscreen, 16M colors","4.0 inches, 44.1 cm2 (~60.8% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~245 ppi density)",Android 2.3.7 (Gingerbread),Qualcomm MSM7227A-AA Snapdragon S1,1.0 GHz Cortex-A5,Adreno 200,microSDHC (dedicated slot),1GB 512MB RAM,"8 MP, AF",LED flash,Yes,VGA,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot","3.0, A2DP, EDR","Yes, with A-GPS",,"Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 1700 mAh battery,,Black,About 230 EUR,,,,,,,,,,,,,,,,,,,,,,,Up to 8 h (2G) / Up to 6 h (3G),Up to 500 h (2G) / Up to 400 h (3G),,,,,,,,,,,,,,
motorola,Motorola MotoGO TV EX440,https://fdn2.gsmarena.com/vv/bigpic/motorola-motogo-tv.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"Dust, dirt and water resistant",,Touch sensitive controls,,,,"2012, July. Released 2012, July",Discontinued,110.2 x 62 x 12.4 mm (4.34 x 2.44 x 0.49 in),87 g (3.07 oz),,Dual SIM (Mini-SIM),Digital & analogue TV MP3/WAV/AAC player MP4/H.264 player Photo viewer Organizer Voice memo/dial Predictive text input,"TFT capacitive touchscreen, 256K colors","3.2 inches, 31.7 cm2 (~46.4% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio",,,312 MHz,,"microSDHC (dedicated slot), 2 GB included","128MB ROM, 50MB RAM",3.15 MP,,Yes,,,,Yes,Yes,Wi-Fi 802.11 b/g,"2.1, A2DP, EDR",No,,Stereo FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 910 mAh, removable",,Black,About 160 EUR,,,,,,,,,,,,,,,,,,,,,,,Up to 6 h,Up to 400 h,Yes,Yes,,"Yes, Photocall",Yes,"SMS(threaded view), MMS, Email, IM, Push Email",Yes + downloadable,Yes,Up to 40 h,,,,,
motorola,Motorola Motosmart Me XT303,https://fdn2.gsmarena.com/vv/bigpic/motorola-motosmart-me-xt303.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 2100,HSDPA 850 / 1900,Touch sensitive controls,,,HSPA,"2012. Released 2012, Q2",Discontinued,110 x 59.4 x 11.9 mm (4.33 x 2.34 x 0.47 in),107 g (3.77 oz),,Mini-SIM,No,"TFT capacitive touchscreen, 256K colors","3.2 inches, 30.5 cm2 (~46.7% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~180 ppi density)",Android 2.3 (Gingerbread),Mediatek MT6573 (65 nm),800 MHz Cortex-A9,PowerVR SGX531,"microSDHC (dedicated slot), 8 GB included",512MB 256MB RAM,2 MP,,Yes,,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,"Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity","Li-Ion 1500 mAh, removable",,"Black, White",About 160 EUR,,,,,,,,,,,,,,,,,,,,,,,Up to 6 h,Up to 180 h (2G) / Up to 250 h (3G),,,,,,,,,,,,,,
motorola,Motorola MOTOKEY 3-CHIP EX117,https://fdn2.gsmarena.com/vv/bigpic/Motorola-MOTOKEY-3-CHIP.jpg,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2  & SIM 3,No,,SNS applications Facebook dedicated key MP3/WAV/AAC+ player MP4/H.264 player Organizer Document viewer Voice memo Predictive text input,,,,"2012, May. Released 2012, June",Discontinued,102 x 59 x 12.8 mm (4.02 x 2.32 x 0.50 in),87 g (3.07 oz),,Triple SIM (Mini-SIM),,"TFT, 256K colors","2.0 inches, 12.6 cm2 (~20.9% screen-to-body ratio)",220 x 176 pixels (~141 ppi density),,,,,"microSDHC (dedicated slot), 2 GB included",50MB 64MB RAM,2 MP,,Yes,,,,Yes,Yes,No,"2.1, A2DP, EDR",No,,Stereo FM radio,Proprietary,,Removable Li-Ion 750 mAh battery,,"Brown, White",About 70 EUR,,,,,,,,,,,,,,0.72 W/kg (head)     0.72 W/kg (body),,,,,,,,,Up to 3 h,Up to 400 h,Class 10,Class 10,QWERTY,"1000 entries, Photocall",Yes,"SMS, MMS, Email, IM",Yes,No,,,,,,
motorola,Motorola RAZR V XT885,https://fdn2.gsmarena.com/vv/bigpic/motorola-razr-v-xt885-xt886.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,,HSDPA 850 / 900 / 1900 / 2100,,,,HSPA 14.4/5.76 Mbps,"2012, June. Released 2012, June",Discontinued,128.5 x 65.8 x 8.4 mm (5.06 x 2.59 x 0.33 in),125 g (4.41 oz),,Mini-SIM,,"Capacitive touchscreen, 16M colors","4.3 inches, 51.0 cm2 (~60.3% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~256 ppi density)",Android 4.0.4 (Ice Cream Sandwich),TI OMAP 4430,Dual-core 1.2 GHz,PowerVR SGX540,microSDHC (dedicated slot),4GB 1GB RAM,"8 MP, AF",LED flash,1080p@30fps,VGA,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, LE","Yes, with A-GPS",,"Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 1750 mAh, non-removable",,Black,About 210 EUR,,,"XT885, XT886",,,,,,,,,,,,,,Scratch-resistant glass,,,,,,Up to 9 h 30 min,Up to 180 h,,,,,,,,,,,,,,
motorola,Motorola RAZR V XT889,https://fdn2.gsmarena.com/vv/bigpic/motorola-razr-v-xt889.jpg,GSM / CDMA / HSPA,GSM 850 / 900 / 1800 / 1900,CDMA 800 / 1900,HSDPA 900 / 2100,MP3/WAV/AAC+ player MP4/H.264/WMV player Document viewer Photo editor Organizer Voice memo/dial Predictive text input,,,HSPA,"2012, June. Released 2012, June",Discontinued,128.5 x 65.8 x 8.4 mm (5.06 x 2.59 x 0.33 in),125 g (4.41 oz),,Mini-SIM,,"Capacitive touchscreen, 16M colors","4.3 inches, 51.0 cm2 (~60.3% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~256 ppi density)",Android 4.0.4 (Ice Cream Sandwich),TI OMAP 4430,Dual-core 1.2 GHz,PowerVR SGX540,microSDHC (dedicated slot),4GB 1GB RAM,"8 MP, AF",LED flash,1080p@30fps,VGA,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, LE","Yes, with A-GPS",,"Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",Non-removable Li-Ion 1780 mAh battery,,Black,About 210 EUR,,,,,,,,,,,,,,,,,,,,,,,Up to 5 h,Up to 150 h,,,,,,,,,,,,,,
motorola,Motorola RAZR V MT887,https://fdn2.gsmarena.com/vv/bigpic/motorola-razr-v-mt887.jpg,GSM,GSM 850 / 900 / 1800 / 1900,MP3/WAV/AAC+ player MP4/H.264/WMV player Document viewer Photo editor Organizer Voice memo/dial Predictive text input,TD-SCDMA,,,,HSPA,"2012, May. Released 2012, June",Discontinued,128.5 x 65.8 x 8.4 mm (5.06 x 2.59 x 0.33 in),125 g (4.41 oz),,Mini-SIM,,"Capacitive touchscreen, 16M colors","4.3 inches, 51.0 cm2 (~60.3% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~256 ppi density)",Android 4.0 (Ice Cream Sandwich),,Dual-core 1.2 GHz,,microSDHC (dedicated slot),1GB RAM,"8 MP, AF",LED flash,1080p@30fps,Yes,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",Yes,"Yes, with A-GPS",,"Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",Non-removable Li-Ion 1750 mAh battery,,Black,About 210 EUR,,,,,,,,,,,,,,,,,,,,,,,Up to 14 h,Up to 240 h,Class 12,Class 12,,,,,,,,,,,,
